Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
 ,2059  ,川湖            ,"41,000",0,"41,000"
 ,6472  ,保瑞            ,"41,000",355,"40,645"
 ,1102  ,亞泥            ,"52,000","12,233","39,767"
 ,2880  ,華南金          ,"220,000","180,398","39,602"
 ,2377  ,微星            ,"44,000","5,000","39,000"
 ,4104  ,佳醫            ,"39,000",0,"39,000"
 ,6669  ,緯穎            ,"70,000","31,000","39,000"
 ,3416  ,融程電          ,"38,000",0,"38,000"
 ,6491  ,晶碩            ,"37,000",0,"37,000"
 ,3010  ,華立            ,"108,000","71,342","36,658"
 ,2233  ,宇隆            ,"36,000",0,"36,000"
 ,6005  ,群益證          ,"44,000","10,000","34,000"
 ,6414  ,樺漢            ,"65,000","31,000","34,000"
 ,3443  ,創意            ,"83,000","50,000","33,000"
 ,2897  ,王道銀行        ,"35,000","8,000","27,000"
 ,2006  ,東和鋼鐵        ,"37,000","10,801","26,199"
 ,6919  ,康霈*           ,"26,000",0,"26,000"
 ,1477  ,聚陽            ,"28,000","7,000","21,000"
 ,1717  ,長興            ,"20,000",0,"20,000"
 ,2543  ,皇昌            ,"19,000",0,"19,000"
 ,"=""00713 """,元大台灣高息低波,"15,000",0,"15,000"
 ,2250  ,IKKA-KY         ,"15,000",0,"15,000"
 ,2882B ,國泰金乙特      ,"12,000",0,"12,000"
 ,1536  ,和大            ,"11,000",0,"11,000"
 ,3661  ,世芯-KY         ,"11,000",0,"11,000"
 ,6446  ,藥華藥          ,"11,000",0,"11,000"
 ,2504  ,國產            ,"19,000","8,124","10,876"
 ,6257  ,矽格            ,"10,000",0,"10,000"
 ,4958  ,臻鼎-KY         ,"13,000","5,000","8,000"
 ,7722  ,LINEPAY         ,"6,000",0,"6,000"
 ,1436  ,華友聯          ,"5,000",0,"5,000"
 ,2617  ,台航            ,"5,000",0,"5,000"
 ,9941  ,裕融            ,"8,000","3,000","5,000"
 ,1720  ,生達            ,"3,000",0,"3,000"
 ,2520  ,冠德            ,"3,000",0,"3,000"
 ,5469  ,瀚宇博          ,"3,000",0,"3,000"
 ,1301  ,台塑            ,"4,000","2,000","2,000"
 ,1522  ,堤維西          ,"2,000",0,"2,000"
 ,1537  ,廣隆            ,"2,000",0,"2,000"
 ,1582  ,信錦            ,"2,000",0,"2,000"
 ,3705  ,永信            ,"2,000",0,"2,000"
 ,4766  ,南寶            ,"2,000",0,"2,000"
 ,5225  ,東科-KY         ,"2,000",0,"2,000"
 ,2472  ,立隆電          ,"1,000",0,"1,000"
 ,2850  ,新產            ,"2,000","1,000","1,000"
 ,3030  ,德律            ,"1,000",0,"1,000"
 ,3413  ,京鼎            ,"1,000",0,"1,000"
 ,5288  ,豐祥-KY         ,"1,000",0,"1,000"
 ,6197  ,佳必琪          ,"1,000",0,"1,000"
 ,6206  ,飛捷            ,"1,000",0,"1,000"
 ,6605  ,帝寶            ,"1,000",0,"1,000"
 ,9911  ,櫻花            ,"1,000",0,"1,000"
 ,9942  ,茂順            ,"1,000",0,"1,000"
 ,1712  ,興農            ,"2,000","1,314",686
 ,6024  ,群益期          ,"1,000",413,587
 ,8464  ,億豐            ,"1,000",666,334
 ,2303  ,聯電            ,"1,614,000","19,953,265","-18,339,265"
 ,5876  ,上海商銀        ,"229,000","7,841,000","-7,612,000"
 ,1402  ,遠東新          ,"179,000","7,030,942","-6,851,942"
 ,4938  ,和碩            ,"485,000","6,016,074","-5,531,074"
 ,5871  ,中租-KY         ,"105,000","4,852,221","-4,747,221"
 ,2884  ,玉山金          ,"335,000","4,991,640","-4,656,640"
 ,2382  ,廣達            ,"75,000","2,661,194","-2,586,194"
 ,3702  ,大聯大          ,"33,000","2,523,198","-2,490,198"
 ,3706  ,神達            ,0,"2,016,000","-2,016,000"
 ,4915  ,致伸            ,"312,000","2,208,784","-1,896,784"
 ,2409  ,友達            ,0,"1,847,511","-1,847,511"
 ,"=""0050  """,元大台灣50      ,0,"1,700,000","-1,700,000"
 ,2201  ,裕隆            ,0,"1,447,000","-1,447,000"
 ,3017  ,奇鋐            ,"260,000","1,506,619","-1,246,619"
 ,2903  ,遠百            ,0,"1,223,814","-1,223,814"
 ,2347  ,聯強            ,"43,000","1,116,628","-1,073,628"
 ,3034  ,聯詠            ,"145,000","1,132,521","-987,521"
 ,2360  ,致茂            ,"131,000","990,000","-859,000"
 ,5521  ,工信            ,0,"783,000","-783,000"
 ,1307  ,三芳            ,"2,000","720,000","-718,000"
 ,2368  ,金像電          ,"682,000","1,391,000","-709,000"
 ,2855  ,統一證          ,0,"681,253","-681,253"
 ,3036  ,文曄            ,0,"653,000","-653,000"
 ,1504  ,東元            ,0,"610,000","-610,000"
 ,6285  ,啟��            ,"34,000","612,000","-578,000"
 ,6177  ,達麗            ,"210,000","777,000","-567,000"
 ,3715  ,定穎投控        ,0,"551,000","-551,000"
 ,2317  ,鴻海            ,"302,000","848,622","-546,622"
 ,2495  ,普安            ,0,"507,000","-507,000"
 ,2105  ,正新            ,"550,000","1,048,318","-498,318"
 ,2385  ,群光            ,"7,000","496,961","-489,961"
 ,2353  ,宏��            ,0,"468,000","-468,000"
 ,1808  ,潤隆            ,0,"466,200","-466,200"
 ,2449  ,京元電子        ,"667,000","1,131,000","-464,000"
 ,2030  ,彰源            ,0,"441,000","-441,000"
 ,9933  ,中鼎            ,0,"388,000","-388,000"
 ,4968  ,立積            ,"179,000","542,000","-363,000"
 ,9910  ,豐泰            ,0,"355,917","-355,917"
 ,2399  ,映泰            ,0,"354,000","-354,000"
 ,3044  ,健鼎            ,"17,000","361,000","-344,000"
 ,2204  ,中華            ,0,"341,440","-341,440"
 ,8404  ,百和興業-KY     ,0,"340,000","-340,000"
 ,6269  ,台郡            ,0,"339,837","-339,837"
 ,8070  ,長華*           ,0,"338,832","-338,832"
 ,2031  ,新光鋼          ,0,"328,000","-328,000"
 ,9935  ,慶豐富          ,0,"325,000","-325,000"
 ,2605  ,新興            ,0,"275,000","-275,000"
 ,2809  ,京城銀          ,"27,000","300,573","-273,573"
 ,2038  ,海光            ,0,"257,000","-257,000"
 ,2477  ,美隆電          ,0,"256,000","-256,000"
 ,1524  ,耿鼎            ,0,"249,000","-249,000"
 ,6449  ,鈺邦            ,0,"249,000","-249,000"
 ,2301  ,光寶科          ,"81,000","321,000","-240,000"
 ,5243  ,乙盛-KY         ,0,"235,000","-235,000"
 ,2455  ,全新            ,"157,000","380,000","-223,000"
 ,9938  ,百和            ,"358,000","575,000","-217,000"
 ,2436  ,偉詮電          ,0,"200,000","-200,000"
 ,1727  ,中華化          ,0,"197,000","-197,000"
 ,3673  ,TPK-KY          ,0,"191,000","-191,000"
 ,6189  ,豐藝            ,0,"187,000","-187,000"
 ,8467  ,波力-KY         ,0,"185,000","-185,000"
 ,3376  ,新日興          ,"165,000","347,843","-182,843"
 ,3013  ,晟銘電          ,"97,000","279,000","-182,000"
 ,8996  ,高力            ,0,"178,000","-178,000"
 ,9917  ,中保科          ,"49,000","215,000","-166,000"
 ,3021  ,鴻名            ,0,"163,000","-163,000"
 ,4935  ,茂林-KY         ,0,"163,000","-163,000"
 ,2420  ,新巨            ,"72,000","230,611","-158,611"
 ,6278  ,台表科          ,"58,000","213,797","-155,797"
 ,6216  ,居易            ,0,"151,000","-151,000"
 ,2330  ,台積電          ,"156,000","304,250","-148,250"
 ,1612  ,宏泰            ,0,"148,000","-148,000"
 ,6768  ,志強-KY         ,0,"146,000","-146,000"
 ,1540  ,喬福            ,0,"145,000","-145,000"
 ,3622  ,洋華            ,"72,000","215,000","-143,000"
 ,2033  ,佳大            ,0,"140,000","-140,000"
 ,6224  ,聚鼎            ,0,"140,000","-140,000"
 ,8163  ,達方            ,0,"139,832","-139,832"
 ,2345  ,智邦            ,"87,000","226,357","-139,357"
 ,5534  ,長虹            ,0,"137,000","-137,000"
 ,3015  ,全漢            ,0,"135,966","-135,966"
 ,2613  ,中櫃            ,0,"132,000","-132,000"
 ,6239  ,力成            ,"29,000","157,470","-128,470"
 ,2376  ,技嘉            ,"29,000","156,000","-127,000"
 ,1795  ,美時            ,0,"126,000","-126,000"
 ,5234  ,達興材料        ,"1,000","123,000","-122,000"
 ,3588  ,通嘉            ,0,"119,000","-119,000"
 ,4763  ,材料*-KY        ,"2,000","120,284","-118,284"
 ,6191  ,精成科          ,"2,000","120,000","-118,000"
 ,3209  ,全科            ,0,"117,337","-117,337"
 ,1736  ,喬山            ,"2,000","115,000","-113,000"
 ,2608  ,嘉里大榮        ,0,"113,000","-113,000"
 ,8039  ,台虹            ,0,"112,000","-112,000"
 ,1225  ,福懋油          ,0,"108,000","-108,000"
 ,6782  ,視陽            ,0,"108,000","-108,000"
 ,6805  ,富世達          ,"5,000","113,000","-108,000"
 ,3008  ,大立光          ,"20,000","123,105","-103,105"
 ,2474  ,可成            ,"4,000","104,582","-100,582"
 ,3167  ,大量            ,0,"99,000","-99,000"
 ,3653  ,健策            ,"33,000","124,000","-91,000"
 ,9924  ,福興            ,"1,000","90,667","-89,667"
 ,3533  ,嘉澤            ,0,"86,000","-86,000"
 ,6412  ,群電            ,0,"86,000","-86,000"
 ,3406  ,玉晶光          ,"85,000","170,000","-85,000"
 ,8249  ,菱光            ,"64,000","149,000","-85,000"
 ,2015  ,豐興            ,0,"81,000","-81,000"
 ,2812  ,台中銀          ,"83,000","164,000","-81,000"
 ,3042  ,晶技            ,"9,000","88,811","-79,811"
 ,6243  ,迅杰            ,0,"78,000","-78,000"
 ,4571  ,鈞興-KY         ,0,"77,000","-77,000"
 ,8213  ,志超            ,0,"77,000","-77,000"
 ,9927  ,泰銘            ,"2,000","79,000","-77,000"
 ,3617  ,碩天            ,"2,000","78,000","-76,000"
 ,2467  ,志聖            ,0,"75,000","-75,000"
 ,2357  ,華碩            ,"26,000","97,000","-71,000"
 ,4557  ,永新-KY         ,0,"71,000","-71,000"
 ,5284  ,jpp-KY          ,0,"69,000","-69,000"
 ,9925  ,新保            ,0,"62,500","-62,500"
 ,6438  ,迅得            ,"71,000","133,000","-62,000"
 ,6890  ,來億-KY         ,"45,000","107,000","-62,000"
 ,6863  ,永道-KY         ,0,"55,000","-55,000"
 ,6670  ,復盛應用        ,"2,000","55,000","-53,000"
 ,6830  ,汎銓            ,"20,000","73,000","-53,000"
 ,3014  ,聯陽            ,"1,000","52,369","-51,369"
 ,4961  ,天鈺            ,0,"51,243","-51,243"
 ,8422  ,可寧衛*         ,0,"48,332","-48,332"
 ,6192  ,巨路            ,0,"45,000","-45,000"
 ,4536  ,拓凱            ,0,"43,000","-43,000"
 ,8016  ,矽創            ,"1,000","43,429","-42,429"
 ,4137  ,麗豐-KY         ,0,"39,000","-39,000"
 ,3481  ,群創            ,0,"38,000","-38,000"
 ,6770  ,力積電          ,0,"37,000","-37,000"
 ,8114  ,振樺電          ,"36,000","73,000","-37,000"
 ,2344  ,華邦電          ,0,"36,000","-36,000"
 ,8028  ,昇陽半導體      ,0,"35,000","-35,000"
 ,2327  ,國巨*           ,"1,000","27,000","-26,000"
 ,4438  ,廣越            ,0,"24,000","-24,000"
 ,6415  ,矽力*-KY        ,"8,000","32,000","-24,000"
 ,1215  ,卜蜂            ,0,"23,000","-23,000"
 ,2915  ,潤泰全          ,0,"20,000","-20,000"
 ,3037  ,欣興            ,"29,000","48,000","-19,000"
 ,2247  ,汎德永業        ,0,"18,000","-18,000"
 ,3005  ,神基            ,"97,000","115,000","-18,000"
 ,6281  ,全國電          ,0,"17,000","-17,000"
 ,1810  ,和成            ,0,"16,148","-16,148"
 ,1476  ,儒鴻            ,0,"16,000","-16,000"
 ,2352  ,佳世達          ,0,"15,063","-15,063"
 ,2912  ,統一超          ,"21,000","35,994","-14,994"
 ,3033  ,威健            ,0,"13,366","-13,366"
 ,2458  ,義隆            ,"3,000","15,000","-12,000"
 ,1519  ,華城            ,0,"11,000","-11,000"
 ,1513  ,中興電          ,0,"10,000","-10,000"
 ,4736  ,泰博            ,0,"10,000","-10,000"
 ,8150  ,南茂            ,0,"9,339","-9,339"
 ,2633  ,台灣高鐵        ,0,"9,000","-9,000"
 ,3023  ,信邦            ,0,"9,000","-9,000"
 ,1907  ,永豐餘          ,0,"8,823","-8,823"
 ,1532  ,勤美            ,"176,000","184,000","-8,000"
 ,2451  ,創見            ,0,"7,133","-7,133"
 ,5471  ,松翰            ,0,"7,069","-7,069"
 ,1609  ,大亞            ,0,"6,218","-6,218"
 ,3090  ,日電貿          ,0,"4,192","-4,192"
 ,1722  ,台肥            ,0,"4,000","-4,000"
 ,2211  ,長榮鋼          ,0,"4,000","-4,000"
 ,2388  ,威盛            ,0,"4,000","-4,000"
 ,5434  ,崇越            ,"2,000","6,000","-4,000"
 ,1303  ,南亞            ,"6,000","9,930","-3,930"
 ,2387  ,精元            ,"1,000","4,633","-3,633"
 ,3545  ,敦泰            ,0,"3,354","-3,354"
 ,8261  ,富鼎            ,0,"3,143","-3,143"
 ,2607  ,榮運            ,0,"3,000","-3,000"
 ,6214  ,精誠            ,0,"2,753","-2,753"
 ,6689  ,伊雲谷          ,0,"2,444","-2,444"
 ,2329  ,華泰            ,0,"2,000","-2,000"
 ,6409  ,旭隼            ,0,"2,000","-2,000"
 ,6531  ,愛普*           ,0,"2,000","-2,000"
 ,8454  ,富邦媒          ,"1,000","3,000","-2,000"
 ,6873  ,泓德能源        ,0,"1,278","-1,278"
 ,8271  ,宇瞻            ,0,"1,114","-1,114"
 ,1560  ,中砂            ,0,"1,000","-1,000"
 ,1707  ,葡萄王          ,0,"1,000","-1,000"
 ,4919  ,新唐            ,0,"1,000","-1,000"
 ,6937  ,天虹            ,0,"1,000","-1,000"
 ,9940  ,信義            ,0,922,-922
 ,3038  ,全台            ,0,617,-617
 ,1535  ,中宇            ,0,566,-566
 ,1590  ,亞德客-KY       ,0,317,-317
 ,8081  ,致新            ,"1,000","1,227",-227
 ,2727  ,王品            ,"1,000","1,122",-122
說明:,,,,,
投信表示本國投資信託基金。,,,,,
＊表示該證券今日有鉅額交易。,,,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,
