指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,633.21",+,54.17,0.31,
發行量加權股價指數,"15,465.45",+,44.88,0.29,
臺灣公司治理100指數,"8,970.44",+,30.22,0.34,
臺灣50指數,"12,037.68",+,44.26,0.37,
臺灣50權重上限30%指數,"11,353.41",+,41.33,0.37,
臺灣中型100指數,"13,020.31",+,19.74,0.15,
臺灣資訊科技指數,"20,439.42",+,53.17,0.26,
臺灣發達指數,"10,103.03",+,42.10,0.42,
臺灣高股息指數,"6,252.75",-,3.35,-0.05,
臺灣就業99指數,"9,233.71",+,29.82,0.32,
臺灣高薪100指數,"8,480.50",+,33.82,0.40,
未含金融指數,"13,276.26",+,33.60,0.25,
未含電子指數,"17,986.30",+,77.97,0.44,
未含金融電子指數,"14,873.51",+,56.18,0.38,
小型股300指數,"8,335.67",+,23.07,0.28,
水泥窯製類指數,646.12,+,7.55,1.18,
塑膠化工類指數,835.98,+,2.87,0.34,
機電類指數,"4,031.19",+,9.22,0.23,
水泥類指數,172.02,+,2.10,1.24,
食品類指數,"1,830.01",+,2.78,0.15,
塑膠類指數,244.06,+,0.88,0.36,
紡織纖維類指數,567.79,+,3.90,0.69,
電機機械類指數,228.83,+,2.41,1.06,
電器電纜類指數,93.88,+,1.68,1.82,
化學生技醫療類指數,116.50,+,0.37,0.32,
化學類指數,138.03,+,0.58,0.42,
生技醫療類指數,67.04,+,0.13,0.19,
玻璃陶瓷類指數,47.58,+,0.38,0.81,
造紙類指數,299.53,-,0.54,-0.18,
鋼鐵類指數,139.71,+,0.60,0.43,
橡膠類指數,251.34,+,0.81,0.32,
汽車類指數,328.30,+,0.52,0.16,
電子工業類指數,721.13,+,1.41,0.20,
半導體類指數,347.84,+,0.93,0.27,
電腦及週邊設備類指數,123.39,-,0.17,-0.14,
光電類指數,33.88,+,0.14,0.41,
通信網路類指數,137.09,+,0.13,0.09,
電子零組件類指數,159.95,-,0.73,-0.45,
電子通路類指數,174.04,-,1.00,-0.57,
資訊服務類指數,127.28,-,0.29,-0.23,
其他電子類指數,103.52,+,0.86,0.84,
建材營造類指數,355.49,+,0.38,0.11,
航運類指數,203.58,+,1.63,0.81,
觀光類指數,96.40,-,0.26,-0.27,
金融保險類指數,"1,617.83",+,9.05,0.56,
貿易百貨類指數,296.68,-,5.21,-1.73,
油電燃氣類指數,111.82,+,0.83,0.75,
其他類指數,364.61,+,0.47,0.13,
臺指日報酬兩倍指數,"30,367.99",+,175.74,0.58,
臺指反向一倍指數,"4,492.41",-,13.11,-0.29,
電子類兩倍槓桿指數,"29,252.76",+,114.17,0.39,
電子類反向指數,"4,074.11",-,8.00,-0.20,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,097.94",+,17.61,0.43,
臺灣中小型公司治理指數,"6,827.98",-,14.03,-0.21,
臺灣IPO指數,"5,177.15",+,5.18,0.10,
智慧中立指數,"3,692.63",+,11.22,0.30,
臺灣5G指數,"7,555.46",-,8.76,-0.12,
臺灣企業社會責任中小型指數,"7,925.38",-,2.66,-0.03,
特選臺灣電動車代表指數,"5,702.17",-,2.87,-0.05,
臺灣5G+通訊指數,"5,796.11",+,17.45,0.30,
臺灣全市場指數,"5,252.34",+,17.86,0.34,
臺灣全市場半導體指數,"4,850.79",+,9.01,0.19,
臺灣電動車與自駕科技永續概念指數,"4,163.36",-,1.31,-0.03,
臺灣智慧移動與電動車指數,"3,877.34",+,4.80,0.12,
特選小資高價30指數,"4,432.13",+,3.35,0.08,
特選臺灣綠能及電動車指數,"4,421.37",+,11.75,0.27,
特選臺灣智能車供應鏈聯盟指數,"4,270.33",+,13.57,0.32,
臺灣全市場半導體精選30指數,"3,825.06",+,7.55,0.20,
特選臺灣高股息30指數,"3,825.10",+,8.83,0.23,
臺灣友善環境指數,"4,650.90",+,22.05,0.48,
台灣永續價值指數,"4,369.88",+,20.71,0.48,
特選臺灣IC設計指數,"2,840.00",+,1.76,0.06,
特選臺灣環境永續高股息指數,"4,000.54",+,8.80,0.22,
臺灣友善環境50指數,"4,083.96",+,15.71,0.39,
特選台灣策略高股息30指數,"3,770.54",-,4.16,-0.11,
特選臺灣IC設計產業代表指數,"3,231.67",+,0.47,0.01,
特選臺灣綠能指數,"4,747.84",+,17.89,0.38,
特選臺灣成長高股息指數,"3,750.23",+,0.31,0.01,
特選臺灣智慧50指數,"4,000.79",+,17.25,0.43,
特選臺灣標竿PCB指數,"3,841.41",-,29.80,-0.77,
臺灣晶圓製造指數,"4,403.07",+,7.66,0.17,
臺灣精選高息指數,"3,815.22",+,10.85,0.29,
臺灣多因子優選高股息30指數,"4,770.13",+,1.55,0.03,
特選臺灣優利高填息30指數,"4,485.33",+,3.22,0.07,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"29,155.58",+,324.37,1.13,
金融類日報酬反向一倍指數,"4,757.45",-,26.91,-0.56,
漲升股利150指數,"7,956.91",+,18.78,0.24,
藍籌30指數,"7,539.76",+,17.13,0.23,
工業菁英30指數,"7,957.38",+,8.91,0.11,
電子菁英30指數,"7,600.35",-,0.95,-0.01,
低波動股利精選30指數,"7,062.03",+,27.88,0.40,
中小型A級動能50指數,"13,591.25",+,115.00,0.85,
特選高息低波指數,"6,687.20",+,13.16,0.20,
臺灣永續指數,"7,909.97",+,28.64,0.36,
特選內需高收益指數,"5,925.65",+,8.21,0.14,
價值投資指數,"5,868.55",+,21.93,0.38,
存股雙十等權重指數,"6,873.65",+,4.25,0.06,
特選大蘋果指數,"6,632.03",-,10.25,-0.15,
中小型300指數,"8,408.79",+,4.98,0.06,
特股高息20指數,"6,000.12",+,18.69,0.31,
臺灣500指數,"7,977.09",+,23.07,0.29,
臺灣勞工權益指數,"7,320.08",+,27.34,0.37,
微波高息精選20指數,"6,450.65",+,27.96,0.44,
特選世代行動通訊指數,"6,386.07",-,6.01,-0.09,
智慧投資多因子30指數,"5,239.53",+,19.40,0.37,
臺股期貨指數,"8,037.56",+,6.79,0.08,
特選價值成長指數,"6,254.65",+,13.95,0.22,
臺灣上櫃永續指數,"5,732.51",+,40.87,0.72,
特選台股領航指數,"6,941.62",+,12.19,0.18,
特選Smart多因子指數,"5,800.01",+,12.27,0.21,
特選ESG高股息指數,"4,045.26",+,4.07,0.10,
特選上櫃ESG成長指數,"4,051.93",+,18.79,0.47,
特選上櫃ESG電子菁英指數,"4,314.91",+,25.71,0.60,
新臺灣高股息指數,"4,386.95",+,3.39,0.08,
臺灣優息存股指數,"4,854.35",+,31.27,0.65,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"24,534.90",+,80.22,0.33,
發行量加權股價報酬指數,"31,971.14",+,99.42,0.31,
臺灣公司治理100報酬指數,"12,266.98",+,44.46,0.36,
臺灣50報酬指數,"25,067.37",+,92.17,0.37,
臺灣50權重上限30%報酬指數,"23,909.63",+,87.05,0.37,
臺灣中型100報酬指數,"25,318.75",+,71.11,0.28,
臺灣資訊科技股報酬指數,"39,913.03",+,117.55,0.30,
臺灣發達報酬指數,"19,439.89",+,80.99,0.42,
臺灣高股息報酬指數,"17,227.04",+,52.82,0.31,
臺灣就業99報酬指數,"14,365.93",+,51.92,0.36,
臺灣高薪100報酬指數,"12,193.03",+,54.99,0.45,
未含金融電子報酬指數,"31,524.84",+,120.46,0.38,
小型股300報酬指數,"10,989.60",+,32.68,0.30,
水泥類報酬指數,341.67,+,4.17,1.24,
食品類報酬指數,"2,857.35",+,4.34,0.15,
塑膠類報酬指數,447.81,+,1.61,0.36,
紡織纖維類報酬指數,924.27,+,6.34,0.69,
電機機械類報酬指數,343.45,+,3.90,1.15,
電器電纜類報酬指數,144.46,+,2.57,1.81,
化學生技醫療類報酬指數,181.66,+,0.57,0.31,
化學類報酬指數,229.56,+,0.96,0.42,
生技醫療類報酬指數,94.83,+,0.19,0.20,
玻璃陶瓷類報酬指數,60.15,+,0.48,0.80,
造紙類報酬指數,466.02,-,0.85,-0.18,
鋼鐵類報酬指數,235.59,+,1.02,0.43,
橡膠類報酬指數,400.01,+,1.28,0.32,
汽車類報酬指數,523.54,+,0.82,0.16,
電子工業類報酬指數,"1,347.91",+,3.09,0.23,
半導體類報酬指數,608.93,+,1.65,0.27,
電腦及週邊設備類報酬指數,272.06,+,0.75,0.28,
光電類報酬指數,49.69,+,0.21,0.42,
通信網路類報酬指數,287.54,+,0.27,0.09,
電子零組件類報酬指數,296.22,-,1.36,-0.46,
電子通路類報酬指數,417.96,-,2.41,-0.57,
資訊服務類報酬指數,295.56,-,0.66,-0.22,
其他電子類報酬指數,166.71,+,1.39,0.84,
建材營造類報酬指數,699.69,+,0.74,0.11,
航運類報酬指數,325.30,+,2.60,0.81,
觀光類報酬指數,133.62,-,0.36,-0.27,
金融保險類報酬指數,"2,804.94",+,15.68,0.56,
貿易百貨類報酬指數,460.22,-,8.08,-1.73,
油電燃氣類報酬指數,177.00,+,1.31,0.75,
其他類報酬指數,617.71,+,0.79,0.13,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,524.28",+,19.44,0.43,
臺灣中小型公司治理報酬指數,"8,935.34",+,16.21,0.18,
臺灣IPO報酬指數,"5,998.02",+,5.99,0.10,
智慧中立報酬指數,"4,264.96",+,12.96,0.30,
加權指數掩護性臺指買權價外5%報酬指數,"6,954.73",+,27.65,0.40,
臺灣5G報酬指數,"8,432.68",-,9.78,-0.12,
臺灣企業社會責任中小型報酬指數,"9,182.79",+,20.33,0.22,
特選臺灣電動車代表報酬指數,"6,410.73",+,28.12,0.44,
臺灣5G+通訊報酬指數,"6,269.28",+,18.88,0.30,
臺灣全市場報酬指數,"5,621.28",+,20.24,0.36,
臺灣全市場半導體報酬指數,"5,206.45",+,9.90,0.19,
臺灣電動車與自駕科技永續概念報酬指數,"4,509.91",-,1.42,-0.03,
臺灣智慧移動與電動車報酬指數,"4,189.53",+,5.19,0.12,
特選小資高價30報酬指數,"4,712.79",+,3.55,0.08,
特選臺灣綠能及電動車報酬指數,"4,794.03",+,20.01,0.42,
特選臺灣智能車供應鏈聯盟報酬指數,"4,566.08",+,14.51,0.32,
臺灣全市場半導體精選30報酬指數,"4,034.53",+,7.96,0.20,
特選臺灣高股息30報酬指數,"4,347.84",+,27.82,0.64,
臺灣友善環境報酬指數,"4,921.03",+,27.35,0.56,
台灣永續價值報酬指數,"4,560.59",+,21.61,0.48,
特選臺灣IC設計報酬指數,"3,037.26",+,1.87,0.06,
特選臺灣環境永續高股息報酬指數,"4,492.19",+,34.53,0.77,
臺灣友善環境50報酬指數,"4,303.15",+,16.55,0.39,
特選台灣策略高股息30報酬指數,"4,269.13",+,15.43,0.36,
特選臺灣IC設計產業代表報酬指數,"3,453.53",+,0.49,0.01,
特選臺灣綠能報酬指數,"4,955.91",+,18.68,0.38,
特選臺灣成長高股息報酬指數,"4,233.22",+,20.38,0.48,
特選臺灣智慧50報酬指數,"4,252.81",+,18.34,0.43,
特選臺灣標竿PCB報酬指數,"3,988.29",-,30.93,-0.77,
臺灣晶圓製造報酬指數,"4,601.16",+,8.00,0.17,
臺灣精選高息報酬指數,"4,298.02",+,12.22,0.29,
臺灣多因子優選高股息30報酬指數,"5,128.21",+,9.41,0.18,
特選臺灣優利高填息30報酬指數,"4,866.80",+,24.57,0.51,
報酬指數(臺灣指數公司),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
漲升股利150報酬指數,"10,660.96",+,29.95,0.28,
藍籌30報酬指數,"9,556.69",+,21.70,0.23,
工業菁英30報酬指數,"10,119.81",+,11.33,0.11,
電子菁英30報酬指數,"9,378.20",-,1.18,-0.01,
低波動股利精選30報酬指數,"9,145.01",+,36.10,0.40,
中小型A級動能50報酬指數,"16,059.46",+,135.87,0.85,
特選高息低波報酬指數,"9,269.34",+,26.63,0.29,
臺灣永續報酬指數,"10,040.83",+,39.51,0.40,
特選內需高收益報酬指數,"7,536.70",+,10.45,0.14,
價值投資報酬指數,"7,846.81",+,29.32,0.38,
存股雙十等權重報酬指數,"8,603.19",+,42.42,0.50,
特選大蘋果報酬指數,"7,925.05",-,12.24,-0.15,
中小型300報酬指數,"9,774.46",+,14.03,0.14,
特股高息20報酬指數,"7,005.42",+,21.82,0.31,
臺灣500報酬指數,"9,272.65",+,28.92,0.31,
臺灣勞工權益報酬指數,"8,771.51",+,40.09,0.46,
微波高息精選20報酬指數,"7,581.16",+,32.86,0.44,
特選世代行動通訊報酬指數,"7,138.35",-,6.71,-0.09,
智慧投資多因子30報酬指數,"6,042.69",+,22.38,0.37,
特選大蘋果報酬正向兩倍指數,"13,089.32",-,40.49,-0.31,
特選大蘋果報酬反向一倍指數,"7,285.67",+,11.22,0.15,
特選價值成長報酬指數,"7,443.14",+,40.17,0.54,
臺灣上櫃永續報酬指數,"6,429.49",+,45.85,0.72,
特選台股領航報酬指數,"7,845.00",+,13.79,0.18,
特選Smart多因子報酬指數,"6,324.92",+,16.12,0.26,
特選ESG高股息報酬指數,"4,478.33",+,4.50,0.10,
特選上櫃ESG成長報酬指數,"4,314.66",+,20.01,0.47,
特選上櫃ESG電子菁英報酬指數,"4,624.27",+,27.56,0.60,
新臺灣高股息報酬指數,"4,750.25",+,14.18,0.30,
臺灣優息存股報酬指數,"5,097.41",+,32.83,0.65,
111年08月17日 大盤統計資訊,,,,,
成交統計,成交金額(元),成交股數(股),成交筆數,,
1.一般股票,"206,798,318,005","3,157,905,456","1,686,754",,
2.台灣存託憑證,"23,667,954","4,156,252","1,124",,
3.受益憑證,0,0,0,,
4.ETF,"9,733,976,719","564,873,307","156,878",,
5.受益證券,"3,952,970","226,117",76,,
6.變更交易股票,"111,180,306","34,386,170","5,817",,
7.認購(售)權證,"2,113,470,470","1,747,193,000","65,711",,
8.轉換公司債,0,0,0,,
9.附認股權特別股,0,0,0,,
10.附認股權公司債,0,0,0,,
11.認股權憑證,0,0,0,,
12.公司債,0,0,0,,
13.ETN,"13,338,510","2,878,000",368,,
14.創新板股票,0,0,0,,
15.創新板-變更交易方法股票,0,0,0,,
證券合計(1+6+14+15),"206,909,498,311","3,192,291,626","1,692,571",,
總計(1~15),"218,797,904,934","5,511,618,302","1,916,728",,
漲跌證券數合計,,,,,
類型,整體市場,股票,,,
上漲(漲停),"4,274(13)",464(11),,,
下跌(跌停),"4,930(33)",389(4),,,
持平,790,102,,,
未成交,"17,259",0,,,
無比價,"1,844",7,,,
備註:,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
111年08月17日 每日收盤行情(全部(不含權證、牛熊證)),,,,,
備註:,,,,,
漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。,,,,,
當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。,,,,,
除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。,,,,,
本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。,,,,,
