指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,199.81",-,60.96,-0.33,
發行量加權股價指數,"16,006.25",-,55.45,-0.35,
臺灣公司治理100指數,"9,317.56",-,18.81,-0.20,
臺灣50指數,"12,393.71",-,5.21,-0.04,
臺灣50權重上限30%指數,"11,828.57",-,27.68,-0.23,
臺灣中型100指數,"13,493.44",-,101.88,-0.75,
臺灣資訊科技指數,"20,879.14",+,33.28,0.16,
臺灣發達指數,"10,728.33",-,66.14,-0.61,
臺灣高股息指數,"7,270.12",-,111.02,-1.50,
臺灣就業99指數,"9,703.62",-,91.94,-0.94,
臺灣高薪100指數,"9,108.18",-,76.85,-0.84,
未含金融指數,"13,730.95",-,35.46,-0.26,
未含電子指數,"19,009.93",-,182.55,-0.95,
未含金融電子指數,"15,830.47",-,150.76,-0.94,
小型股300指數,"8,475.20",-,79.54,-0.93,
水泥窯製類指數,659.06,-,15.02,-2.23,
塑膠化工類指數,900.15,-,6.51,-0.72,
機電類指數,"4,108.23",+,2.13,0.05,
水泥類指數,172.83,-,3.75,-2.12,
食品類指數,"1,822.74",-,22.17,-1.20,
塑膠類指數,274.29,-,2.11,-0.76,
紡織纖維類指數,568.95,+,9.87,1.77,
電機機械類指數,218.61,+,1.46,0.67,
電器電纜類指數,93.78,-,3.54,-3.64,
化學生技醫療類指數,115.93,-,0.44,-0.38,
化學類指數,143.24,-,0.33,-0.23,
生技醫療類指數,63.08,-,0.37,-0.58,
玻璃陶瓷類指數,53.77,-,1.61,-2.91,
造紙類指數,346.50,-,10.38,-2.91,
鋼鐵類指數,160.50,-,2.11,-1.30,
橡膠類指數,246.52,-,3.05,-1.22,
汽車類指數,302.17,+,1.15,0.38,
電子工業類指數,736.03,+,0.49,0.07,
半導體類指數,359.80,+,2.01,0.56,
電腦及週邊設備類指數,130.79,-,1.32,-1.00,
光電類指數,32.62,-,0.46,-1.39,
通信網路類指數,135.64,+,0.71,0.53,
電子零組件類指數,162.96,-,1.58,-0.96,
電子通路類指數,192.25,-,2.67,-1.37,
資訊服務類指數,124.98,-,1.09,-0.86,
其他電子類指數,95.26,-,1.06,-1.10,
建材營造類指數,363.09,-,1.46,-0.40,
航運類指數,268.82,-,6.28,-2.28,
觀光類指數,91.49,-,0.58,-0.63,
金融保險類指數,"1,682.68",-,16.46,-0.97,
貿易百貨類指數,279.91,-,1.55,-0.55,
油電燃氣類指數,117.92,+,0.13,0.11,
其他類指數,356.68,-,4.10,-1.14,
臺指日報酬兩倍指數,"32,950.86",-,229.10,-0.69,
臺指反向一倍指數,"4,396.37",+,15.13,0.35,
電子類兩倍槓桿指數,"31,029.21",+,41.29,0.13,
電子類反向指數,"4,064.07",-,2.71,-0.07,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,944.76",-,15.75,-0.40,
臺灣中小型公司治理指數,"6,795.16",-,11.96,-0.18,
臺灣IPO指數,"6,145.32",+,75.87,1.25,
智慧中立指數,"4,069.57",-,21.91,-0.54,
臺灣5G指數,"8,108.35",+,4.00,0.05,
臺灣企業社會責任中小型指數,"8,216.41",-,71.67,-0.86,
特選臺灣電動車代表指數,"5,473.60",-,70.75,-1.28,
臺灣5G+通訊指數,"5,948.23",+,5.70,0.10,
臺灣全市場指數,"5,419.38",-,17.00,-0.31,
臺灣全市場半導體指數,"5,353.91",+,22.97,0.43,
臺灣電動車與自駕科技永續概念指數,"4,404.48",-,15.19,-0.34,
臺灣智慧移動與電動車指數,"4,176.63",-,6.50,-0.16,
特選小資高價30指數,"4,652.24",+,3.56,0.08,
特選臺灣綠能及電動車指數,"4,466.00",-,37.26,-0.83,
特選臺灣智能車供應鏈聯盟指數,"4,333.79",-,8.82,-0.20,
臺灣全市場半導體精選30指數,"4,240.30",+,22.32,0.53,
特選臺灣高股息30指數,"4,615.05",-,53.58,-1.15,
臺灣友善環境指數,"4,962.98",-,33.76,-0.68,
台灣永續價值指數,"4,513.24",-,21.64,-0.48,
特選臺灣IC設計指數,"3,537.38",+,24.91,0.71,
特選臺灣環境永續高股息指數,"4,605.02",-,68.85,-1.47,
臺灣友善環境50指數,"4,320.64",-,13.79,-0.32,
