指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,650.37",+,5.21,0.03,
發行量加權股價指數,"15,374.63",+,3.90,0.03,
臺灣公司治理100指數,"8,721.83",-,17.85,-0.20,
臺灣50指數,"11,543.91",-,52.33,-0.45,
臺灣50權重上限30%指數,"10,980.59",-,20.19,-0.18,
臺灣中型100指數,"13,893.46",+,101.58,0.74,
臺灣資訊科技指數,"19,907.43",-,131.75,-0.66,
臺灣發達指數,"10,111.06",+,66.14,0.66,
臺灣高股息指數,"6,476.53",+,21.47,0.33,
臺灣就業99指數,"9,587.07",+,8.13,0.08,
臺灣高薪100指數,"8,431.81",+,12.79,0.15,
未含金融指數,"13,256.79",-,1.45,-0.01,
未含電子指數,"18,051.22",+,100.09,0.56,
未含金融電子指數,"15,200.88",+,101.22,0.67,
小型股300指數,"8,964.98",+,52.74,0.59,
水泥窯製類指數,668.82,+,6.67,1.01,
塑膠化工類指數,866.23,+,8.65,1.01,
機電類指數,"4,007.89",-,13.09,-0.33,
水泥類指數,174.37,+,1.91,1.11,
食品類指數,"2,006.63",+,20.23,1.02,
塑膠類指數,251.46,+,2.78,1.12,
紡織纖維類指數,584.53,+,6.95,1.20,
電機機械類指數,271.50,-,1.46,-0.53,
電器電纜類指數,113.15,+,0.42,0.37,
化學生技醫療類指數,124.93,+,1.25,1.01,
化學類指數,140.65,+,2.56,1.85,
生技醫療類指數,75.73,+,0.17,0.22,
玻璃陶瓷類指數,56.54,+,0.21,0.37,
造紙類指數,353.14,+,9.14,2.66,
鋼鐵類指數,141.46,-,0.78,-0.55,
橡膠類指數,245.08,+,0.66,0.27,
汽車類指數,373.67,+,7.63,2.08,
電子工業類指數,712.46,-,2.33,-0.33,
半導體類指數,332.25,-,3.26,-0.97,
電腦及週邊設備類指數,143.81,+,1.48,1.04,
光電類指數,34.78,+,0.32,0.93,
通信網路類指數,140.51,+,1.16,0.83,
電子零組件類指數,165.55,+,0.60,0.36,
電子通路類指數,180.83,+,0.86,0.48,
資訊服務類指數,149.62,+,1.20,0.81,
其他電子類指數,99.38,+,0.51,0.52,
建材營造類指數,373.98,+,3.29,0.89,
航運類指數,160.90,-,1.72,-1.06,
觀光類指數,139.80,-,1.19,-0.84,
金融保險類指數,"1,557.28",+,4.57,0.29,
貿易百貨類指數,296.15,+,2.05,0.70,
油電燃氣類指數,115.35,+,2.12,1.87,
其他類指數,367.91,+,3.37,0.92,
臺指日報酬兩倍指數,"29,378.81",+,14.90,0.05,
臺指反向一倍指數,"4,423.63",-,1.12,-0.03,
電子類兩倍槓桿指數,"27,584.25",-,181.01,-0.65,
電子類反向指數,"3,982.88",+,12.94,0.33,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,342.90",-,25.08,-0.57,
臺灣中小型公司治理指數,"7,448.02",+,32.03,0.43,
臺灣IPO指數,"5,000.47",-,18.16,-0.36,
智慧中立指數,"3,511.35",+,4.58,0.13,
臺灣5G指數,"7,514.94",-,15.63,-0.21,
臺灣企業社會責任中小型指數,"8,703.11",+,52.22,0.60,
特選臺灣電動車代表指數,"6,340.87",+,61.63,0.98,
臺灣5G+通訊指數,"5,689.36",-,12.02,-0.21,
臺灣全市場指數,"5,208.37",-,5.06,-0.10,
臺灣全市場半導體指數,"4,847.61",-,23.76,-0.49,
臺灣智慧移動與電動車指數,"3,960.64",+,16.00,0.41,
特選小資高價30指數,"4,765.94",+,10.11,0.21,
特選臺灣綠能及電動車指數,"4,679.16",+,7.85,0.17,
特選臺灣智能車供應鏈聯盟指數,"4,268.77",-,11.20,-0.26,
臺灣全市場半導體精選30指數,"3,851.13",-,21.87,-0.56,
特選臺灣高股息30指數,"3,978.23",+,16.17,0.41,
臺灣友善環境指數,"4,643.68",+,2.42,0.05,
台灣永續價值指數,"4,356.57",-,11.14,-0.26,
特選臺灣IC設計指數,"3,148.81",+,11.50,0.37,
特選臺灣環境永續高股息指數,"4,446.69",-,1.08,-0.02,
臺灣友善環境50指數,"3,941.59",-,0.99,-0.03,
特選臺灣IC設計產業代表指數,"3,830.18",-,4.24,-0.11,
特選臺灣綠能指數,"5,093.76",-,0.37,-0.01,
特選臺灣智慧50指數,"3,814.05",-,2.69,-0.07,
特選臺灣標竿PCB指數,"3,592.99",+,40.60,1.14,
臺灣晶圓製造指數,"4,404.16",-,29.65,-0.67,
臺灣精選高息指數,"4,016.09",-,0.36,-0.01,
臺灣多因子優選高股息30指數,"5,099.13",+,17.41,0.34,
特選臺灣優利高填息30指數,"4,789.90",+,1.86,0.04,
臺灣多因子優選成長30指數,"5,657.34",+,1.95,0.03,
特選臺灣科技優息指數,"5,616.23",+,25.99,0.46,
臺灣半導體收益指數,"4,837.95",-,7.94,-0.16,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"26,683.84",+,156.15,0.59,
金融類日報酬反向一倍指數,"4,882.15",-,14.41,-0.29,
漲升股利150指數,"8,125.44",+,24.68,0.30,
藍籌30指數,"7,416.47",-,5.29,-0.07,
工業菁英30指數,"7,832.76",+,17.28,0.22,
電子菁英30指數,"7,956.96",+,8.80,0.11,
低波動股利精選30指數,"6,713.08",+,33.74,0.51,
中小型A級動能50指數,"14,538.18",+,157.95,1.10,
特選高息低波指數,"7,127.16",+,59.46,0.84,
臺灣永續指數,"7,779.95",-,9.31,-0.12,
價值投資指數,"6,098.08",+,4.76,0.08,
存股雙十等權重指數,"6,898.15",+,19.75,0.29,
特選大蘋果指數,"6,810.00",+,13.90,0.20,
中小型300指數,"8,966.43",+,64.81,0.73,
臺灣500指數,"7,916.71",+,5.63,0.07,
臺灣勞工權益指數,"7,432.04",+,45.37,0.61,
微波高息精選20指數,"6,589.50",+,27.14,0.41,
特選世代行動通訊指數,"6,238.04",+,40.34,0.65,
智慧投資多因子30指數,"5,074.93",+,3.07,0.06,
臺股期貨指數,"8,173.31",-,6.91,-0.08,
特選價值成長指數,"6,802.16",+,38.13,0.56,
臺灣上櫃永續指數,"5,924.45",-,14.84,-0.25,
特選台股領航指數,"6,664.70",-,15.96,-0.24,
特選Smart多因子指數,"5,685.17",+,3.49,0.06,
特選ESG高股息指數,"4,273.56",+,17.83,0.42,
特選上櫃ESG成長指數,"4,119.21",-,30.01,-0.72,
特選上櫃ESG電子菁英指數,"4,213.67",-,25.76,-0.61,
臺灣優息存股指數,"4,780.05",+,26.64,0.56,
特選上櫃ESG永續高股息指數,"5,884.25",+,40.13,0.69,
特選臺灣金融高股息存股指數,"4,996.41",+,15.36,0.31,
特選臺灣產業龍頭存股等權重指數,"5,656.24",+,47.19,0.84,
上櫃ESG 30指數,"5,606.02",+,51.59,0.93,
臺灣ESG低碳50指數,"5,040.05",-,9.12,-0.18,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"24,774.37",+,7.77,0.03,
發行量加權股價報酬指數,"32,061.93",+,8.19,0.03,
臺灣公司治理100報酬指數,"12,025.80",-,24.61,-0.20,
臺灣50報酬指數,"24,276.81",-,110.07,-0.45,
臺灣50權重上限30%報酬指數,"23,302.56",-,42.86,-0.18,
臺灣中型100報酬指數,"27,266.36",+,199.35,0.74,
臺灣資訊科技股報酬指數,"39,388.02",-,260.68,-0.66,
臺灣發達報酬指數,"19,528.10",+,127.73,0.66,
臺灣高股息報酬指數,"17,969.11",+,59.58,0.33,
臺灣就業99報酬指數,"14,997.78",+,12.71,0.08,
臺灣高薪100報酬指數,"12,204.82",+,18.52,0.15,
未含金融電子報酬指數,"32,390.00",+,215.67,0.67,
小型股300報酬指數,"11,916.62",+,70.10,0.59,
水泥類報酬指數,346.51,+,3.79,1.11,
食品類報酬指數,"3,138.34",+,31.64,1.02,
塑膠類報酬指數,461.73,+,5.11,1.12,
紡織纖維類報酬指數,961.88,+,11.44,1.20,
電機機械類報酬指數,410.92,-,2.22,-0.54,
電器電纜類報酬指數,174.87,+,0.65,0.37,
化學生技醫療類報酬指數,196.95,+,1.98,1.02,
化學類報酬指數,239.05,+,4.35,1.85,
生技醫療類報酬指數,107.16,+,0.25,0.23,
玻璃陶瓷類報酬指數,71.48,+,0.27,0.38,
造紙類報酬指數,549.43,+,14.22,2.66,
鋼鐵類報酬指數,240.77,-,1.31,-0.54,
橡膠類報酬指數,395.29,+,1.06,0.27,
汽車類報酬指數,599.87,+,12.26,2.09,
電子工業類報酬指數,"1,347.39",-,4.40,-0.33,
半導體類報酬指數,589.87,-,5.80,-0.97,
電腦及週邊設備類報酬指數,322.51,+,3.33,1.04,
光電類報酬指數,51.65,+,0.47,0.92,
通信網路類報酬指數,295.05,+,2.43,0.83,
電子零組件類報酬指數,308.40,+,1.10,0.36,
電子通路類報酬指數,435.82,+,2.07,0.48,
資訊服務類報酬指數,351.29,+,2.80,0.80,
其他電子類報酬指數,160.80,+,0.83,0.52,
建材營造類報酬指數,755.15,+,6.65,0.89,
航運類報酬指數,257.28,-,2.76,-1.06,
觀光類報酬指數,194.40,-,1.66,-0.85,
金融保險類報酬指數,"2,703.99",+,7.92,0.29,
貿易百貨類報酬指數,460.16,+,3.19,0.70,
油電燃氣類報酬指數,182.59,+,3.35,1.87,
其他類報酬指數,626.31,+,5.74,0.92,
報酬指數(跨市場),,,,,
