指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"24,822.12",-,253.07,-1.01,
發行量加權股價指數,"22,072.95",-,214.87,-0.96,
臺灣公司治理100指數,"13,305.42",-,115.99,-0.86,
臺灣50指數,"18,768.74",-,187.86,-0.99,
臺灣50權重上限30%指數,"16,074.16",-,115.96,-0.72,
臺灣中型100指數,"18,570.68",-,126.48,-0.68,
臺灣資訊科技指數,"37,182.01",-,461.57,-1.23,
臺灣發達指數,"9,618.50",-,37.86,-0.39,
臺灣高股息指數,"9,318.62",-,13.93,-0.15,
臺灣就業99指數,"12,954.07",-,72.44,-0.56,
臺灣高薪100指數,"11,808.52",-,57.71,-0.49,
未含金融指數,"19,135.16",-,212.27,-1.10,
未含電子指數,"18,632.79",-,76.78,-0.41,
未含金融電子指數,"13,545.29",-,98.12,-0.72,
小型股300指數,"10,271.81",-,177.28,-1.70,
水泥窯製類指數,542.74,-,0.05,-0.01,
塑膠化工類指數,571.94,-,6.15,-1.06,
機電類指數,"6,775.08",-,82.38,-1.20,
水泥類指數,141.54,+,0.14,0.10,
食品類指數,"2,066.24",+,0.89,0.04,
塑膠類指數,102.44,+,0.05,0.05,
紡織纖維類指數,531.36,-,4.93,-0.92,
電機機械類指數,371.07,-,5.35,-1.42,
電器電纜類指數,83.18,-,1.09,-1.29,
化學生技醫療類指數,130.43,-,1.93,-1.46,
化學類指數,153.93,-,2.70,-1.72,
生技醫療類指數,73.17,-,0.97,-1.31,
玻璃陶瓷類指數,45.66,-,0.31,-0.67,
造紙類指數,245.19,-,4.26,-1.71,
鋼鐵類指數,118.04,-,1.09,-0.91,
橡膠類指數,227.89,-,5.49,-2.35,
汽車類指數,335.28,-,3.57,-1.05,
電子工業類指數,"1,217.72",-,14.74,-1.20,
半導體類指數,622.82,-,9.71,-1.54,
電腦及週邊設備類指數,274.83,+,0.09,0.03,
光電類指數,35.02,-,0.53,-1.49,
通信網路類指數,170.28,+,0.09,0.05,
電子零組件類指數,228.55,-,2.21,-0.96,
電子通路類指數,246.50,-,2.42,-0.97,
資訊服務類指數,213.25,-,5.18,-2.37,
其他電子類指數,150.31,-,1.16,-0.77,
建材營造類指數,514.38,-,6.04,-1.16,
航運類指數,205.48,-,0.76,-0.37,
觀光餐旅類指數,114.64,-,1.07,-0.92,
金融保險類指數,"2,147.83",+,2.18,0.10,
貿易百貨類指數,262.61,-,0.51,-0.19,
油電燃氣類指數,58.84,+,1.45,2.53,
綠能環保類指數,104.06,-,0.78,-0.74,
數位雲端類指數,51.42,-,0.72,-1.38,
運動休閒類指數,78.43,-,0.61,-0.77,
居家生活類指數,116.27,-,0.99,-0.84,
其他類指數,293.41,-,3.38,-1.14,
臺指日報酬兩倍指數,"55,125.34",-,"1,083.79",-1.93,
臺指反向一倍指數,"2,804.87",+,26.78,0.96,
電子類兩倍槓桿指數,"70,398.07",-,"1,725.16",-2.39,
電子類反向指數,"2,039.30",+,24.10,1.20,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,648.06",-,29.71,-0.81,
臺灣中小型公司治理指數,"9,643.56",-,151.00,-1.54,
臺灣IPO指數,"5,835.38",-,31.40,-0.54,
智慧中立指數,"3,841.45",+,31.60,0.83,
臺灣5G指數,"11,248.18",-,124.75,-1.10,
臺灣企業社會責任中小型指數,"10,717.35",-,127.19,-1.17,
特選臺灣電動車代表指數,"9,375.39",-,4.59,-0.05,
臺灣科技龍頭通訊指數,"9,915.59",-,79.24,-0.79,
臺灣全市場指數,"7,610.76",-,75.39,-0.98,
臺灣全市場半導體指數,"7,337.69",-,136.04,-1.82,
臺灣智慧移動與電動車指數,"5,680.91",-,30.71,-0.54,
特選小資高價30指數,"8,014.49",-,68.25,-0.84,
特選臺灣綠能及電動車指數,"5,727.94",-,33.06,-0.57,
特選臺灣智能車供應鏈聯盟指數,"6,965.67",-,76.29,-1.08,
臺灣全市場半導體精選30指數,"5,813.38",-,104.29,-1.76,
特選臺灣高股息30指數,"4,880.34",-,54.63,-1.11,
臺灣友善環境指數,"6,798.37",-,51.56,-0.75,
台灣永續價值指數,"6,242.72",-,31.42,-0.50,
特選臺灣IC設計指數,"4,256.39",-,81.73,-1.88,
