指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"25,159.78",+,12.50,0.05,
發行量加權股價指數,"22,164.49",+,45.28,0.20,
臺灣公司治理100指數,"12,956.56",+,120.52,0.94,
臺灣50指數,"18,019.24",+,193.42,1.09,
臺灣50權重上限30%指數,"15,829.52",+,81.87,0.52,
臺灣中型100指數,"19,515.95",-,371.27,-1.87,
臺灣資訊科技指數,"35,511.31",+,281.58,0.80,
臺灣發達指數,"10,149.41",-,57.42,-0.56,
臺灣高股息指數,"9,516.44",-,114.51,-1.19,
臺灣就業99指數,"13,391.87",-,44.16,-0.33,
臺灣高薪100指數,"11,594.01",+,5.29,0.05,
未含金融指數,"19,307.45",+,15.36,0.08,
未含電子指數,"20,444.92",-,4.49,-0.02,
未含金融電子指數,"15,962.89",-,106.67,-0.66,
小型股300指數,"11,786.30",-,156.36,-1.31,
水泥窯製類指數,620.78,+,2.81,0.45,
塑膠化工類指數,748.00,-,5.19,-0.69,
機電類指數,"6,571.87",+,10.39,0.16,
水泥類指數,163.05,+,1.07,0.66,
食品類指數,"2,338.15",-,7.28,-0.31,
塑膠類指數,171.55,+,0.35,0.20,
紡織纖維類指數,664.16,+,2.74,0.41,
電機機械類指數,405.62,-,20.66,-4.85,
電器電纜類指數,114.96,-,2.75,-2.34,
化學生技醫療類指數,141.12,-,2.83,-1.97,
化學類指數,167.31,-,1.51,-0.89,
生技醫療類指數,79.36,-,2.18,-2.67,
玻璃陶瓷類指數,49.75,-,0.49,-0.98,
造紙類指數,326.87,-,1.35,-0.41,
鋼鐵類指數,138.32,-,0.53,-0.38,
橡膠類指數,285.04,+,1.55,0.55,
汽車類指數,401.94,+,0.97,0.24,
電子工業類指數,"1,175.59",+,3.64,0.31,
半導體類指數,589.99,+,7.14,1.23,
電腦及週邊設備類指數,252.62,-,6.34,-2.45,
光電類指數,41.64,-,0.49,-1.16,
通信網路類指數,153.01,-,1.81,-1.17,
電子零組件類指數,230.84,-,3.37,-1.44,
電子通路類指數,260.65,-,5.48,-2.06,
資訊服務類指數,198.84,-,3.98,-1.96,
其他電子類指數,168.53,+,0.05,0.03,
建材營造類指數,676.44,+,8.68,1.30,
航運類指數,171.65,-,1.87,-1.08,
觀光餐旅類指數,127.83,-,0.16,-0.13,
金融保險類指數,"2,074.11",+,25.45,1.24,
貿易百貨類指數,308.88,-,1.38,-0.44,
油電燃氣類指數,89.18,-,0.14,-0.16,
綠能環保類指數,129.98,-,4.73,-3.51,
數位雲端類指數,69.00,+,0.50,0.73,
運動休閒類指數,96.21,-,0.43,-0.44,
居家生活類指數,122.07,+,3.67,3.10,
其他類指數,379.54,-,0.83,-0.22,
臺指日報酬兩倍指數,"59,567.26",+,242.88,0.41,
臺指反向一倍指數,"2,985.69",-,6.12,-0.20,
電子類兩倍槓桿指數,"71,824.03",+,443.41,0.62,
電子類反向指數,"2,305.99",-,7.18,-0.31,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,322.65",-,137.81,-3.09,
臺灣中小型公司治理指數,"10,039.40",-,218.41,-2.13,
臺灣IPO指數,"5,332.62",-,92.84,-1.71,
智慧中立指數,"3,807.73",-,43.70,-1.13,
臺灣5G指數,"11,029.97",-,23.24,-0.21,
臺灣企業社會責任中小型指數,"12,007.35",-,146.94,-1.21,
特選臺灣電動車代表指數,"10,039.84",-,104.96,-1.03,
臺灣5G+通訊指數,"9,642.61",+,14.82,0.15,
臺灣全市場指數,"7,666.86",+,4.88,0.06,
臺灣全市場半導體指數,"7,522.51",-,50.44,-0.67,
臺灣智慧移動與電動車指數,"5,631.81",-,44.15,-0.78,
