指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"14,833.92",-,175.77,-1.17,
發行量加權股價指數,"12,966.05",-,162.07,-1.23,
臺灣公司治理100指數,"7,361.00",-,114.00,-1.53,
臺灣50指數,"9,743.76",-,184.00,-1.85,
臺灣50權重上限30%指數,"9,391.13",-,125.38,-1.32,
臺灣中型100指數,"11,566.49",-,23.74,-0.20,
臺灣資訊科技指數,"16,445.06",-,354.60,-2.11,
臺灣發達指數,"8,765.20",-,38.09,-0.43,
臺灣高股息指數,"5,504.32",-,26.22,-0.47,
臺灣就業99指數,"8,065.22",-,11.27,-0.14,
臺灣高薪100指數,"7,258.20",-,44.90,-0.61,
未含金融指數,"11,106.19",-,145.72,-1.30,
未含電子指數,"15,593.94",-,105.76,-0.67,
未含金融電子指數,"12,995.81",-,80.83,-0.62,
小型股300指數,"7,472.17",-,45.64,-0.61,
水泥窯製類指數,552.47,-,6.93,-1.24,
塑膠化工類指數,745.49,+,0.61,0.08,
機電類指數,"3,310.99",-,53.66,-1.59,
水泥類指數,143.68,-,2.49,-1.70,
食品類指數,"1,765.02",-,9.35,-0.53,
塑膠類指數,218.96,+,1.34,0.62,
紡織纖維類指數,532.00,-,6.40,-1.19,
電機機械類指數,196.95,-,1.28,-0.65,
電器電纜類指數,84.85,-,1.49,-1.73,
化學生技醫療類指數,101.96,-,0.90,-0.87,
化學類指數,117.56,-,0.80,-0.68,
生技醫療類指數,60.34,-,0.66,-1.08,
玻璃陶瓷類指數,47.52,+,0.82,1.76,
造紙類指數,284.69,-,0.74,-0.26,
鋼鐵類指數,126.44,+,0.16,0.13,
橡膠類指數,226.67,-,1.64,-0.72,
汽車類指數,303.65,+,0.61,0.20,
電子工業類指數,591.15,-,9.72,-1.62,
半導體類指數,267.88,-,7.52,-2.73,
電腦及週邊設備類指數,112.36,-,0.58,-0.51,
光電類指數,31.16,+,0.45,1.47,
通信網路類指數,121.87,,--,--,
電子零組件類指數,141.83,-,0.01,-0.01,
電子通路類指數,159.83,+,0.08,0.05,
資訊服務類指數,117.38,-,0.06,-0.05,
其他電子類指數,95.31,-,0.01,-0.01,
建材營造類指數,332.43,-,2.30,-0.69,
航運類指數,144.12,-,6.06,-4.04,
觀光類指數,97.10,-,1.94,-1.96,
金融保險類指數,"1,377.98",-,11.13,-0.80,
貿易百貨類指數,255.11,-,2.66,-1.03,
油電燃氣類指數,103.69,+,1.29,1.26,
其他類指數,314.19,+,0.40,0.13,
臺指日報酬兩倍指數,"21,160.87",-,535.70,-2.47,
臺指反向一倍指數,"5,313.54",+,64.80,1.23,
電子類兩倍槓桿指數,"19,406.66",-,648.86,-3.24,
電子類反向指數,"4,908.81",+,78.14,1.62,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,826.57",-,59.02,-1.52,
臺灣中小型公司治理指數,"5,823.86",-,47.29,-0.81,
臺灣IPO指數,"4,113.41",-,7.81,-0.19,
智慧中立指數,"3,497.24",-,16.38,-0.47,
臺灣5G指數,"6,302.30",-,55.69,-0.88,
臺灣企業社會責任中小型指數,"7,177.36",-,5.40,-0.08,
特選臺灣電動車代表指數,"5,444.96",+,75.78,1.41,
