指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"25,289.08",+,192.46,0.77,
發行量加權股價指數,"22,527.01",+,164.74,0.74,
臺灣公司治理100指數,"13,679.49",+,104.06,0.77,
臺灣50指數,"19,450.62",+,176.76,0.92,
臺灣50權重上限30%指數,"16,436.60",+,148.38,0.91,
臺灣中型100指數,"18,720.99",+,175.87,0.95,
臺灣資訊科技指數,"38,930.18",+,532.16,1.39,
臺灣發達指數,"9,521.08",-,31.33,-0.33,
臺灣高股息指數,"9,144.81",+,60.14,0.66,
臺灣就業99指數,"12,924.70",+,47.09,0.37,
臺灣高薪100指數,"11,685.19",+,31.12,0.27,
未含金融指數,"19,611.26",+,178.00,0.92,
未含電子指數,"18,175.38",-,88.56,-0.48,
未含金融電子指數,"13,122.24",-,45.11,-0.34,
小型股300指數,"10,245.30",+,42.78,0.42,
水泥窯製類指數,504.62,-,2.85,-0.56,
塑膠化工類指數,554.04,-,3.12,-0.56,
機電類指數,"7,032.24",+,85.10,1.22,
水泥類指數,130.59,-,1.32,-1.00,
食品類指數,"2,140.32",-,5.46,-0.25,
塑膠類指數,95.88,-,1.43,-1.47,
紡織纖維類指數,528.37,-,4.97,-0.93,
電機機械類指數,364.26,+,4.78,1.33,
電器電纜類指數,79.60,-,0.25,-0.31,
化學生技醫療類指數,129.10,-,0.24,-0.19,
化學類指數,149.40,-,0.23,-0.15,
生技醫療類指數,73.16,-,0.15,-0.20,
玻璃陶瓷類指數,44.59,+,0.99,2.27,
造紙類指數,240.53,-,1.11,-0.46,
鋼鐵類指數,115.12,-,0.34,-0.29,
橡膠類指數,219.33,+,0.46,0.21,
汽車類指數,324.56,+,0.16,0.05,
電子工業類指數,"1,265.95",+,15.37,1.23,
半導體類指數,655.97,+,8.36,1.29,
電腦及週邊設備類指數,271.32,+,4.89,1.84,
光電類指數,33.67,+,0.37,1.11,
通信網路類指數,162.59,-,2.15,-1.31,
電子零組件類指數,244.45,+,2.90,1.20,
電子通路類指數,245.28,+,5.41,2.26,
資訊服務類指數,211.53,+,1.64,0.78,
其他電子類指數,157.89,+,2.45,1.58,
建材營造類指數,502.17,-,1.93,-0.38,
航運類指數,186.34,-,2.66,-1.41,
觀光餐旅類指數,112.76,+,0.77,0.69,
金融保險類指數,"2,118.72",-,15.25,-0.71,
貿易百貨類指數,260.64,-,1.43,-0.55,
油電燃氣類指數,54.81,-,0.46,-0.83,
綠能環保類指數,101.69,+,0.93,0.92,
數位雲端類指數,51.23,-,0.07,-0.14,
運動休閒類指數,79.01,+,0.28,0.36,
居家生活類指數,113.68,+,1.11,0.99,
其他類指數,291.77,-,1.88,-0.64,
臺指日報酬兩倍指數,"57,319.32",+,832.27,1.47,
臺指反向一倍指數,"2,743.66",-,20.36,-0.74,
電子類兩倍槓桿指數,"75,905.47",+,"1,821.04",2.46,
電子類反向指數,"1,956.93",-,24.35,-1.23,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,555.51",-,6.04,-0.17,
臺灣中小型公司治理指數,"9,822.86",+,106.74,1.10,
臺灣IPO指數,"5,937.00",+,41.24,0.70,
智慧中立指數,"3,607.17",-,70.70,-1.92,
臺灣5G指數,"11,805.99",+,174.98,1.50,
臺灣企業社會責任中小型指數,"10,488.57",+,50.88,0.49,
特選臺灣電動車代表指數,"9,704.10",+,59.26,0.61,
臺灣科技龍頭通訊指數,"10,333.58",+,157.67,1.55,
臺灣全市場指數,"7,750.74",+,65.05,0.85,
臺灣全市場半導體指數,"7,634.92",+,164.61,2.20,
臺灣智慧移動與電動車指數,"5,829.17",+,58.50,1.01,
特選小資高價30指數,"8,412.75",+,169.35,2.05,
特選臺灣綠能及電動車指數,"5,817.80",+,47.83,0.83,
特選臺灣智能車供應鏈聯盟指數,"7,223.79",+,115.05,1.62,
臺灣全市場半導體精選30指數,"6,071.13",+,132.04,2.22,
特選臺灣高股息30指數,"4,646.50",+,23.97,0.52,
臺灣友善環境指數,"6,871.05",+,36.14,0.53,
台灣永續價值指數,"6,334.86",+,10.45,0.17,
特選臺灣IC設計指數,"4,491.78",+,85.45,1.94,
特選臺灣環境永續高股息指數,"6,208.17",-,28.87,-0.46,
臺灣友善環境50指數,"5,758.74",+,52.10,0.91,
特選臺灣IC設計產業代表指數,"5,591.09",+,81.47,1.48,
特選臺灣綠能指數,"5,196.92",+,54.25,1.05,
特選臺灣智慧50指數,"5,292.84",+,22.44,0.43,
臺灣晶圓製造指數,"5,963.80",+,84.20,1.43,
臺灣精選高息指數,"5,142.35",-,39.46,-0.76,
臺灣多因子優選高股息30指數,"7,814.81",-,39.85,-0.51,
特選臺灣優利高填息30指數,"7,204.09",+,12.85,0.18,
特選臺灣科技優息指數,"8,428.13",+,123.56,1.49,
臺灣半導體收益指數,"6,568.22",+,131.01,2.04,
臺灣優選成長高股息指數,"7,386.79",+,151.14,2.09,
特選臺灣ESG低碳高息40指數,"7,728.37",+,54.60,0.71,
臺灣優選多因子30指數,"8,596.98",-,15.41,-0.18,
臺灣創新科技50指數,"7,765.74",+,150.44,1.98,
臺灣全市場新經濟產業指數,"4,153.19",+,16.07,0.39,
臺灣ESG永續高股息等權重指數,"5,491.72",+,52.86,0.97,
臺灣永續高息中小型指數,"5,260.25",+,40.87,0.78,
特選臺灣高息優質成長指數,"5,499.01",+,70.18,1.29,
特選臺灣高息動能指數,"6,139.66",-,33.14,-0.54,
臺灣電子成長高息等權重指數,"5,355.83",+,87.66,1.66,
特選臺灣優利成長指數,"4,678.75",+,43.99,0.95,
臺灣價值高息指數,"5,182.10",+,17.61,0.34,
特選臺灣IC設計動能指數,"4,628.98",+,62.44,1.37,
臺灣科技高股息指數,"4,724.51",+,77.09,1.66,
臺灣趨勢動能高股息指數,"5,416.05",+,1.42,0.03,
特選臺灣科技高息成長指數,"5,112.00",+,97.33,1.94,
特選臺灣AI優息動能指數,"4,668.99",+,60.38,1.31,
臺灣優選AI 50指數,"4,683.99",+,75.78,1.64,
臺灣AI供應鏈聯盟指數,"5,922.09",+,128.95,2.23,
