指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,072.65",+,93.83,0.55,
發行量加權股價指數,"14,894.41",+,86.98,0.59,
臺灣公司治理100指數,"8,525.84",+,57.81,0.68,
臺灣50指數,"11,383.96",+,88.08,0.78,
臺灣50權重上限30%指數,"10,772.21",+,65.70,0.61,
臺灣中型100指數,"12,972.32",+,54.93,0.43,
臺灣資訊科技指數,"19,358.87",+,196.43,1.03,
臺灣發達指數,"9,834.22",+,47.04,0.48,
臺灣高股息指數,"6,130.36",+,33.63,0.55,
臺灣就業99指數,"9,002.62",+,34.29,0.38,
臺灣高薪100指數,"8,174.36",+,26.11,0.32,
未含金融指數,"12,780.11",+,91.32,0.72,
未含電子指數,"17,547.00",+,38.50,0.22,
未含金融電子指數,"14,571.25",+,68.81,0.47,
小型股300指數,"8,395.13",+,30.90,0.37,
水泥窯製類指數,649.02,+,2.53,0.39,
塑膠化工類指數,835.69,+,3.40,0.41,
機電類指數,"3,853.44",+,32.31,0.85,
水泥類指數,174.06,+,0.76,0.44,
食品類指數,"1,865.33",+,10.46,0.56,
塑膠類指數,237.56,+,1.22,0.52,
紡織纖維類指數,587.40,+,3.92,0.67,
電機機械類指數,221.83,+,1.44,0.65,
電器電纜類指數,97.38,+,2.68,2.83,
化學生技醫療類指數,124.21,-,0.11,-0.09,
化學類指數,139.95,+,0.39,0.28,
生技醫療類指數,75.21,-,0.32,-0.42,
玻璃陶瓷類指數,45.28,+,0.01,0.02,
造紙類指數,300.43,+,2.23,0.75,
鋼鐵類指數,139.60,+,0.09,0.06,
橡膠類指數,248.11,+,2.89,1.18,
汽車類指數,333.12,+,2.73,0.83,
電子工業類指數,688.64,+,5.69,0.83,
半導體類指數,325.11,+,3.73,1.16,
電腦及週邊設備類指數,124.78,+,0.99,0.80,
光電類指數,33.89,-,0.09,-0.26,
通信網路類指數,135.09,-,0.33,-0.24,
電子零組件類指數,155.18,-,0.69,-0.44,
電子通路類指數,174.23,-,0.03,-0.02,
資訊服務類指數,127.56,-,0.05,-0.04,
其他電子類指數,102.13,+,1.61,1.60,
建材營造類指數,360.63,+,0.68,0.19,
航運類指數,177.95,+,0.24,0.14,
觀光類指數,99.66,+,0.50,0.50,
金融保險類指數,"1,563.35",-,5.60,-0.36,
貿易百貨類指數,285.70,-,1.26,-0.44,
油電燃氣類指數,109.20,+,0.47,0.43,
其他類指數,354.97,+,3.26,0.93,
臺指日報酬兩倍指數,"28,104.70",+,326.34,1.17,
臺指反向一倍指數,"4,654.58",-,27.50,-0.59,
電子類兩倍槓桿指數,"26,599.35",+,435.96,1.67,
電子類反向指數,"4,254.33",-,35.74,-0.83,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,529.67",-,46.42,-1.01,
臺灣中小型公司治理指數,"6,722.19",+,12.39,0.18,
臺灣IPO指數,"5,306.35",-,1.48,-0.03,
智慧中立指數,"3,594.09",+,2.24,0.06,
臺灣5G指數,"7,154.35",+,35.35,0.50,
臺灣企業社會責任中小型指數,"7,896.93",+,6.70,0.08,
特選臺灣電動車代表指數,"5,796.96",+,55.13,0.96,
臺灣5G+通訊指數,"5,496.79",+,37.57,0.69,
臺灣全市場指數,"5,064.47",+,31.29,0.62,
臺灣全市場半導體指數,"4,550.00",+,35.63,0.79,
臺灣電動車與自駕科技永續概念指數,"4,009.21",+,32.98,0.83,
臺灣智慧移動與電動車指數,"3,662.78",+,12.45,0.34,
特選小資高價30指數,"4,236.35",+,21.54,0.51,
特選臺灣綠能及電動車指數,"4,340.39",+,38.87,0.90,
特選臺灣智能車供應鏈聯盟指數,"4,112.03",+,34.59,0.85,
臺灣全市場半導體精選30指數,"3,581.37",+,27.89,0.78,
特選臺灣高股息30指數,"3,772.00",+,17.30,0.46,
臺灣友善環境指數,"4,464.20",+,31.00,0.70,
台灣永續價值指數,"4,217.43",+,21.14,0.50,
特選臺灣IC設計指數,"2,617.84",+,12.69,0.49,
特選臺灣環境永續高股息指數,"3,968.00",+,29.95,0.76,
臺灣友善環境50指數,"3,868.43",+,25.06,0.65,
特選台灣策略高股息30指數,"3,684.49",+,15.13,0.41,
特選臺灣IC設計產業代表指數,"3,091.28",+,20.51,0.67,
特選臺灣綠能指數,"4,784.35",+,10.64,0.22,
特選臺灣成長高股息指數,"3,661.95",+,17.30,0.47,
特選臺灣智慧50指數,"3,682.88",+,15.25,0.42,
特選臺灣標竿PCB指數,"3,643.86",-,31.91,-0.87,
臺灣晶圓製造指數,"4,133.51",+,33.08,0.81,
臺灣精選高息指數,"3,635.36",+,5.58,0.15,
臺灣多因子優選高股息30指數,"4,682.53",+,0.07,--,
特選臺灣優利高填息30指數,"4,339.40",+,16.27,0.38,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"27,185.61",-,195.46,-0.71,
金融類日報酬反向一倍指數,"4,916.22",+,17.48,0.36,
漲升股利150指數,"7,699.68",+,38.69,0.51,
藍籌30指數,"7,129.17",+,33.27,0.47,
工業菁英30指數,"7,544.10",+,46.05,0.61,
電子菁英30指數,"7,330.97",+,37.33,0.51,
低波動股利精選30指數,"6,909.17",+,13.85,0.20,
中小型A級動能50指數,"13,613.40",-,53.99,-0.40,
特選高息低波指數,"6,570.79",+,35.30,0.54,
臺灣永續指數,"7,572.05",+,47.28,0.63,
特選內需高收益指數,"5,862.08",+,30.16,0.52,
價值投資指數,"5,455.39",-,14.63,-0.27,
存股雙十等權重指數,"6,676.43",+,39.74,0.60,
特選大蘋果指數,"6,468.87",+,40.57,0.63,
中小型300指數,"8,377.72",+,34.78,0.42,
特股高息20指數,"5,852.32",-,4.51,-0.08,
臺灣500指數,"7,676.58",+,43.06,0.56,
臺灣勞工權益指數,"7,132.87",+,2.33,0.03,
微波高息精選20指數,"6,397.81",-,1.11,-0.02,
特選世代行動通訊指數,"6,324.18",-,52.55,-0.82,
智慧投資多因子30指數,"4,964.35",+,24.95,0.51,
臺股期貨指數,"7,774.15",+,42.33,0.55,
特選價值成長指數,"5,959.19",+,21.01,0.35,
臺灣上櫃永續指數,"5,822.95",+,31.68,0.55,
特選台股領航指數,"6,540.75",+,20.01,0.31,
特選Smart多因子指數,"5,507.27",+,27.25,0.50,
特選ESG高股息指數,"3,840.55",-,2.06,-0.05,
特選上櫃ESG成長指數,"4,265.99",+,25.68,0.61,
特選上櫃ESG電子菁英指數,"4,378.60",+,45.61,1.05,
新臺灣高股息指數,"4,337.92",+,13.93,0.32,
臺灣優息存股指數,"4,729.27",+,9.61,0.20,
特選上櫃ESG永續高股息指數,"5,985.61",+,53.56,0.90,
特選臺灣金融高股息存股指數,"5,079.94",-,17.84,-0.35,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"23,805.09",+,131.15,0.55,
發行量加權股價報酬指數,"30,852.69",+,180.23,0.59,
臺灣公司治理100報酬指數,"11,668.08",+,79.12,0.68,
臺灣50報酬指數,"23,731.93",+,183.62,0.78,
臺灣50權重上限30%報酬指數,"22,717.84",+,138.55,0.61,
臺灣中型100報酬指數,"25,332.29",+,107.28,0.43,
臺灣資訊科技股報酬指數,"37,862.62",+,384.17,1.03,
臺灣發達報酬指數,"18,960.24",+,90.69,0.48,
臺灣高股息報酬指數,"16,912.22",+,92.79,0.55,
臺灣就業99報酬指數,"14,035.65",+,53.46,0.38,
臺灣高薪100報酬指數,"11,776.41",+,37.61,0.32,
未含金融電子報酬指數,"30,962.70",+,146.43,0.48,
小型股300報酬指數,"11,105.75",+,40.88,0.37,
水泥類報酬指數,345.90,+,1.51,0.44,
食品類報酬指數,"2,916.60",+,16.35,0.56,
塑膠類報酬指數,436.00,+,2.24,0.52,
紡織纖維類報酬指數,960.90,+,6.41,0.67,
電機機械類報酬指數,335.00,+,2.18,0.66,
電器電纜類報酬指數,150.25,+,4.13,2.83,
化學生技醫療類報酬指數,194.78,-,0.17,-0.09,
化學類報酬指數,235.24,+,0.65,0.28,
生技醫療類報酬指數,106.41,-,0.47,-0.44,
玻璃陶瓷類報酬指數,57.24,+,0.02,0.03,
造紙類報酬指數,467.42,+,3.46,0.75,
鋼鐵類報酬指數,235.82,+,0.14,0.06,
橡膠類報酬指數,398.42,+,4.65,1.18,
汽車類報酬指數,534.66,+,4.39,0.83,
電子工業類報酬指數,"1,289.60",+,10.67,0.83,
半導體類報酬指數,569.92,+,6.55,1.16,
電腦及週邊設備類報酬指數,275.37,+,2.18,0.80,
光電類報酬指數,50.04,-,0.13,-0.26,
通信網路類報酬指數,283.51,-,0.70,-0.25,
電子零組件類報酬指數,288.30,-,1.28,-0.44,
電子通路類報酬指數,418.43,-,0.08,-0.02,
資訊服務類報酬指數,297.51,-,0.12,-0.04,
其他電子類報酬指數,165.19,+,2.60,1.60,
建材營造類報酬指數,714.73,+,1.35,0.19,
航運類報酬指數,284.35,+,0.38,0.13,
觀光類報酬指數,138.37,+,0.69,0.50,
金融保險類報酬指數,"2,714.53",-,9.73,-0.36,
貿易百貨類報酬指數,443.92,-,1.95,-0.44,
油電燃氣類報酬指數,172.85,+,0.74,0.43,
其他類報酬指數,603.07,+,5.57,0.93,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"5,016.97",-,51.42,-1.01,
臺灣中小型公司治理報酬指數,"8,827.48",+,16.27,0.18,
臺灣IPO報酬指數,"6,195.06",-,1.72,-0.03,
智慧中立報酬指數,"4,152.92",+,2.61,0.06,
加權指數掩護性臺指買權價外5%報酬指數,"6,718.83",+,39.34,0.59,
臺灣5G報酬指數,"7,988.81",+,39.47,0.50,
臺灣企業社會責任中小型報酬指數,"9,180.28",+,7.79,0.08,
特選臺灣電動車代表報酬指數,"6,523.90",+,62.05,0.96,
臺灣5G+通訊報酬指數,"5,962.25",+,40.75,0.69,
臺灣全市場報酬指數,"5,431.01",+,33.63,0.62,
