指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,429.35",+,143.80,0.83,
發行量加權股價指數,"15,303.32",+,126.88,0.84,
臺灣公司治理100指數,"8,839.21",+,54.27,0.62,
臺灣50指數,"11,707.59",+,62.42,0.54,
臺灣50權重上限30%指數,"11,213.28",+,70.25,0.63,
臺灣中型100指數,"13,041.67",+,138.70,1.07,
臺灣資訊科技指數,"19,458.99",+,43.58,0.22,
臺灣發達指數,"10,471.50",+,159.74,1.55,
臺灣高股息指數,"6,487.90",+,32.31,0.50,
臺灣就業99指數,"9,375.05",+,74.73,0.80,
臺灣高薪100指數,"8,640.59",+,78.26,0.91,
未含金融指數,"13,083.01",+,104.78,0.81,
未含電子指數,"18,548.31",+,250.37,1.37,
未含金融電子指數,"15,419.62",+,230.09,1.51,
小型股300指數,"8,404.34",+,118.26,1.43,
水泥窯製類指數,627.70,+,7.72,1.25,
塑膠化工類指數,922.62,+,11.74,1.29,
機電類指數,"3,888.93",+,20.50,0.53,
水泥類指數,163.85,+,2.14,1.32,
食品類指數,"1,840.34",+,17.24,0.95,
塑膠類指數,283.23,+,3.52,1.26,
紡織纖維類指數,568.06,+,2.25,0.40,
電機機械類指數,240.12,+,7.39,3.18,
電器電纜類指數,94.57,+,0.05,0.05,
化學生技醫療類指數,116.54,+,1.42,1.23,
化學類指數,139.43,+,1.83,1.33,
生技醫療類指數,66.22,+,0.73,1.11,
玻璃陶瓷類指數,52.72,+,0.40,0.76,
造紙類指數,325.71,+,4.51,1.40,
鋼鐵類指數,138.61,+,0.68,0.49,
橡膠類指數,251.22,+,4.03,1.63,
汽車類指數,335.77,+,5.47,1.66,
電子工業類指數,693.98,+,3.24,0.47,
半導體類指數,329.76,-,0.25,-0.08,
電腦及週邊設備類指數,126.43,+,1.10,0.88,
光電類指數,31.64,+,0.77,2.49,
通信網路類指數,140.63,+,2.28,1.65,
電子零組件類指數,153.39,+,1.92,1.27,
電子通路類指數,177.61,-,0.56,-0.31,
資訊服務類指數,124.33,+,1.91,1.56,
其他電子類指數,100.19,+,1.45,1.47,
建材營造類指數,356.87,+,5.34,1.52,
航運類指數,206.64,+,5.00,2.48,
觀光類指數,98.86,+,2.23,2.31,
金融保險類指數,"1,648.28",+,16.91,1.04,
貿易百貨類指數,288.44,+,5.05,1.78,
油電燃氣類指數,123.85,+,2.00,1.64,
其他類指數,372.22,+,5.16,1.41,
臺指日報酬兩倍指數,"29,953.18",+,492.60,1.67,
臺指反向一倍指數,"4,573.00",-,38.55,-0.84,
電子類兩倍槓桿指數,"27,397.79",+,254.64,0.94,
電子類反向指數,"4,281.28",-,20.18,-0.47,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,240.82",+,83.65,2.01,
臺灣中小型公司治理指數,"6,684.90",+,64.02,0.97,
臺灣IPO指數,"5,694.38",+,27.64,0.49,
智慧中立指數,"3,834.53",+,29.48,0.77,
臺灣5G指數,"7,415.30",-,13.14,-0.18,
