指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"26,232.42",+,152.32,0.58,
發行量加權股價指數,"23,266.82",+,118.74,0.51,
臺灣公司治理100指數,"14,050.88",+,46.75,0.33,
臺灣50指數,"19,877.40",+,69.22,0.35,
臺灣50權重上限30%指數,"16,704.29",+,97.98,0.59,
臺灣中型100指數,"19,202.41",+,237.48,1.25,
臺灣資訊科技指數,"39,986.97",+,262.62,0.66,
臺灣發達指數,"9,831.16",+,13.49,0.14,
臺灣高股息指數,"9,243.31",+,55.27,0.60,
臺灣就業99指數,"13,414.41",+,60.59,0.45,
臺灣高薪100指數,"11,880.78",+,24.70,0.21,
未含金融指數,"20,359.60",+,126.47,0.63,
未含電子指數,"18,957.06",-,22.04,-0.12,
未含金融電子指數,"14,124.21",+,10.20,0.07,
小型股300指數,"11,036.76",+,87.41,0.80,
水泥窯製類指數,579.29,+,2.60,0.45,
塑膠化工類指數,608.98,-,0.97,-0.16,
機電類指數,"7,240.23",+,56.08,0.78,
水泥類指數,152.04,+,0.25,0.16,
食品類指數,"2,053.59",+,0.94,0.05,
塑膠類指數,110.61,-,1.60,-1.43,
紡織纖維類指數,595.82,-,1.18,-0.20,
電機機械類指數,385.80,+,5.14,1.35,
電器電纜類指數,86.92,+,1.12,1.31,
化學生技醫療類指數,134.45,+,0.58,0.43,
化學類指數,158.70,+,0.61,0.39,
生技醫療類指數,75.45,+,0.35,0.47,
玻璃陶瓷類指數,46.68,+,1.12,2.46,
造紙類指數,281.32,+,0.86,0.31,
鋼鐵類指數,118.42,+,0.59,0.50,
橡膠類指數,269.81,+,2.23,0.83,
汽車類指數,368.86,-,1.35,-0.36,
電子工業類指數,"1,302.25",+,9.90,0.77,
半導體類指數,678.37,+,2.77,0.41,
電腦及週邊設備類指數,269.22,+,5.14,1.95,
光電類指數,39.97,+,0.40,1.01,
通信網路類指數,166.72,-,0.07,-0.04,
電子零組件類指數,236.65,+,3.65,1.57,
電子通路類指數,243.97,+,2.39,0.99,
資訊服務類指數,215.82,+,2.65,1.24,
其他電子類指數,166.75,+,3.76,2.31,
建材營造類指數,529.69,+,5.31,1.01,
航運類指數,192.53,-,2.80,-1.43,
觀光餐旅類指數,118.16,+,0.48,0.41,
金融保險類指數,"2,095.92",-,9.31,-0.44,
貿易百貨類指數,277.24,+,0.43,0.16,
油電燃氣類指數,55.29,-,0.69,-1.23,
綠能環保類指數,104.15,-,0.44,-0.42,
數位雲端類指數,62.98,+,0.97,1.56,
運動休閒類指數,97.55,+,0.68,0.70,
居家生活類指數,130.72,+,1.44,1.11,
其他類指數,315.65,+,1.73,0.55,
臺指日報酬兩倍指數,"63,790.10",+,647.79,1.03,
臺指反向一倍指數,"2,767.88",-,14.27,-0.51,
