指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,643.98",+,23.91,0.14,
發行量加權股價指數,"15,400.91",+,8.09,0.05,
臺灣公司治理100指數,"8,820.13",-,11.80,-0.13,
臺灣50指數,"11,863.95",-,27.19,-0.23,
臺灣50權重上限30%指數,"11,161.54",-,13.24,-0.12,
臺灣中型100指數,"13,531.97",+,62.11,0.46,
臺灣資訊科技指數,"20,577.92",-,67.42,-0.33,
臺灣發達指數,"9,936.05",+,47.79,0.48,
臺灣高股息指數,"6,315.10",+,36.58,0.58,
臺灣就業99指數,"9,347.05",+,29.08,0.31,
臺灣高薪100指數,"8,357.09",+,16.55,0.20,
未含金融指數,"13,292.64",+,4.87,0.04,
未含電子指數,"17,738.93",+,65.20,0.37,
未含金融電子指數,"14,862.03",+,67.23,0.45,
小型股300指數,"8,646.04",+,41.33,0.48,
水泥窯製類指數,638.64,+,5.24,0.83,
塑膠化工類指數,852.01,+,6.38,0.75,
機電類指數,"4,055.55",-,6.50,-0.16,
水泥類指數,163.56,+,1.52,0.94,
食品類指數,"1,852.05",+,11.82,0.64,
塑膠類指數,246.03,+,1.68,0.69,
紡織纖維類指數,590.89,+,4.45,0.76,
電機機械類指數,249.72,+,0.02,0.01,
電器電纜類指數,116.36,-,1.88,-1.59,
化學生技醫療類指數,125.01,+,1.46,1.18,
化學類指數,136.31,+,1.51,1.12,
生技醫療類指數,78.00,+,0.96,1.25,
玻璃陶瓷類指數,60.12,+,0.10,0.17,
造紙類指數,312.31,+,2.55,0.82,
鋼鐵類指數,149.13,+,1.36,0.92,
橡膠類指數,236.91,-,0.27,-0.11,
汽車類指數,349.40,-,2.62,-0.74,
電子工業類指數,722.70,-,1.09,-0.15,
半導體類指數,350.32,-,1.31,-0.37,
電腦及週邊設備類指數,131.15,+,1.05,0.81,
光電類指數,34.31,+,0.22,0.65,
通信網路類指數,127.74,+,0.72,0.57,
電子零組件類指數,163.10,-,0.01,-0.01,
電子通路類指數,178.16,+,0.98,0.55,
資訊服務類指數,128.72,+,0.44,0.34,
其他電子類指數,97.23,-,0.62,-0.63,
建材營造類指數,358.29,+,0.93,0.26,
航運類指數,161.25,+,0.21,0.13,
觀光類指數,125.57,+,1.38,1.11,
金融保險類指數,"1,548.67",+,2.65,0.17,
貿易百貨類指數,291.87,-,0.32,-0.11,
油電燃氣類指數,109.10,+,1.55,1.44,
其他類指數,370.64,+,1.51,0.41,
臺指日報酬兩倍指數,"29,564.03",+,31.04,0.11,
臺指反向一倍指數,"4,428.72",-,2.33,-0.05,
電子類兩倍槓桿指數,"28,521.63",-,86.16,-0.30,
電子類反向指數,"3,945.66",+,5.93,0.15,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,579.60",+,80.14,1.78,
臺灣中小型公司治理指數,"7,246.11",+,69.30,0.97,
臺灣IPO指數,"5,087.30",+,51.44,1.02,
智慧中立指數,"3,431.24",+,9.30,0.27,
臺灣5G指數,"7,724.17",-,18.75,-0.24,
臺灣企業社會責任中小型指數,"8,410.87",+,48.44,0.58,
特選臺灣電動車代表指數,"5,881.78",+,17.26,0.29,
臺灣5G+通訊指數,"5,795.13",-,8.46,-0.15,
臺灣全市場指數,"5,245.10",+,2.89,0.06,
臺灣全市場半導體指數,"5,037.57",-,0.31,-0.01,
臺灣智慧移動與電動車指數,"3,982.79",+,12.85,0.32,
特選小資高價30指數,"4,746.54",+,12.07,0.25,
特選臺灣綠能及電動車指數,"4,553.62",+,10.97,0.24,
特選臺灣智能車供應鏈聯盟指數,"4,347.40",-,7.77,-0.18,
臺灣全市場半導體精選30指數,"4,000.20",-,2.88,-0.07,
特選臺灣高股息30指數,"3,937.66",+,23.98,0.61,
臺灣友善環境指數,"4,652.27",-,1.90,-0.04,
台灣永續價值指數,"4,373.89",-,0.05,--,
特選臺灣IC設計指數,"3,106.43",+,28.09,0.91,
特選臺灣環境永續高股息指數,"4,351.66",+,21.76,0.50,
臺灣友善環境50指數,"4,005.95",-,7.54,-0.19,
特選台灣策略高股息30指數,"3,940.70",+,26.13,0.67,
特選臺灣IC設計產業代表指數,"3,699.98",+,11.74,0.32,
特選臺灣綠能指數,"5,023.91",+,15.44,0.31,
特選臺灣成長高股息指數,"4,155.64",+,39.56,0.96,
特選臺灣智慧50指數,"3,909.38",+,3.81,0.10,
特選臺灣標竿PCB指數,"3,615.22",+,8.80,0.24,
臺灣晶圓製造指數,"4,600.56",-,7.06,-0.15,
臺灣精選高息指數,"3,941.98",+,40.75,1.04,
臺灣多因子優選高股息30指數,"4,987.56",+,23.71,0.48,
特選臺灣優利高填息30指數,"4,658.03",+,34.37,0.74,
臺灣多因子優選成長30指數,"5,655.11",+,13.10,0.23,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"26,447.22",+,90.36,0.34,
金融類日報酬反向一倍指數,"4,919.92",-,8.45,-0.17,
漲升股利150指數,"8,041.85",+,29.09,0.36,
藍籌30指數,"7,546.31",-,7.59,-0.10,
工業菁英30指數,"8,100.34",+,0.25,--,
電子菁英30指數,"8,036.47",+,29.99,0.37,
低波動股利精選30指數,"6,424.41",+,13.11,0.20,
中小型A級動能50指數,"14,257.35",+,139.42,0.99,
特選高息低波指數,"6,735.62",+,32.93,0.49,
臺灣永續指數,"7,825.21",-,7.17,-0.09,
價值投資指數,"6,008.98",+,24.52,0.41,
存股雙十等權重指數,"6,940.98",+,25.18,0.36,
特選大蘋果指數,"6,831.03",+,0.59,0.01,
中小型300指數,"8,688.32",+,43.94,0.51,
特股高息20指數,"5,719.83",-,8.23,-0.14,
臺灣500指數,"7,929.88",+,5.75,0.07,
臺灣勞工權益指數,"7,256.06",+,23.30,0.32,
微波高息精選20指數,"6,332.61",+,21.49,0.34,
特選世代行動通訊指數,"6,027.13",+,77.06,1.30,
智慧投資多因子30指數,"4,945.05",+,10.60,0.21,
臺股期貨指數,"8,139.28",-,4.76,-0.06,
特選價值成長指數,"6,597.22",+,37.77,0.58,
臺灣上櫃永續指數,"6,102.80",+,23.73,0.39,
特選台股領航指數,"6,794.18",-,23.38,-0.34,
特選Smart多因子指數,"5,748.47",+,6.14,0.11,
特選ESG高股息指數,"4,140.72",+,2.19,0.05,
特選上櫃ESG成長指數,"4,412.82",+,28.94,0.66,
特選上櫃ESG電子菁英指數,"4,475.97",+,7.74,0.17,
臺灣優息存股指數,"4,778.31",+,5.58,0.12,
