指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,022.23",+,258.96,1.46,
發行量加權股價指數,"15,832.54",+,215.86,1.38,
臺灣公司治理100指數,"9,188.59",+,114.00,1.26,
臺灣50指數,"12,201.09",+,138.60,1.15,
臺灣50權重上限30%指數,"11,658.15",+,131.05,1.14,
臺灣中型100指數,"13,478.30",+,202.44,1.52,
臺灣資訊科技指數,"20,676.29",+,281.51,1.38,
臺灣發達指數,"10,643.53",+,153.91,1.47,
臺灣高股息指數,"7,186.66",+,37.66,0.53,
臺灣就業99指數,"9,529.66",+,86.36,0.91,
臺灣高薪100指數,"8,932.52",+,75.53,0.85,
未含金融指數,"13,618.00",+,203.86,1.52,
未含電子指數,"18,686.09",+,228.09,1.24,
未含金融電子指數,"15,648.43",+,247.22,1.61,
小型股300指數,"8,449.18",+,162.89,1.97,
水泥窯製類指數,649.12,+,10.79,1.69,
塑膠化工類指數,890.10,+,12.16,1.39,
機電類指數,"4,080.79",+,59.30,1.47,
水泥類指數,169.93,+,2.85,1.71,
食品類指數,"1,796.50",+,9.75,0.55,
塑膠類指數,270.97,+,3.13,1.17,
紡織纖維類指數,574.28,+,12.99,2.31,
電機機械類指數,216.86,+,3.92,1.84,
電器電纜類指數,93.72,-,0.29,-0.31,
化學生技醫療類指數,114.58,+,2.34,2.08,
化學類指數,141.87,+,2.71,1.95,
生技醫療類指數,62.16,+,1.39,2.29,
玻璃陶瓷類指數,53.55,+,0.84,1.59,
造紙類指數,333.49,+,4.38,1.33,
鋼鐵類指數,157.37,+,1.67,1.07,
橡膠類指數,245.71,+,2.96,1.22,
汽車類指數,299.95,+,5.70,1.94,
電子工業類指數,731.10,+,10.66,1.48,
半導體類指數,355.63,+,4.97,1.42,
電腦及週邊設備類指數,129.63,+,0.88,0.68,
光電類指數,32.64,+,0.34,1.05,
通信網路類指數,135.52,+,1.00,0.74,
電子零組件類指數,164.51,+,4.61,2.88,
電子通路類指數,192.44,+,1.77,0.93,
資訊服務類指數,124.70,+,1.93,1.57,
其他電子類指數,95.92,+,2.01,2.14,
建材營造類指數,360.90,+,5.26,1.48,
航運類指數,264.49,+,6.71,2.60,
觀光類指數,90.86,+,1.73,1.94,
金融保險類指數,"1,632.73",+,6.28,0.39,
貿易百貨類指數,279.14,+,5.23,1.91,
油電燃氣類指數,118.27,+,2.19,1.89,
其他類指數,349.21,+,3.33,0.96,
臺指日報酬兩倍指數,"32,213.48",+,866.58,2.76,
臺指反向一倍指數,"4,441.12",-,62.25,-1.38,
電子類兩倍槓桿指數,"30,594.09",+,879.35,2.96,
電子類反向指數,"4,088.74",-,61.41,-1.48,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,916.79",+,86.88,2.27,
臺灣中小型公司治理指數,"6,915.07",+,188.08,2.80,
臺灣IPO指數,"6,335.22",+,245.84,4.04,
智慧中立指數,"4,058.13",+,3.67,0.09,
臺灣5G指數,"8,114.13",+,147.43,1.85,
臺灣企業社會責任中小型指數,"8,207.35",+,123.80,1.53,
特選臺灣電動車代表指數,"5,469.21",+,53.86,0.99,
臺灣5G+通訊指數,"5,948.47",+,98.40,1.68,
臺灣全市場指數,"5,361.48",+,74.63,1.41,
臺灣全市場半導體指數,"5,365.90",+,106.55,2.03,
臺灣電動車與自駕科技永續概念指數,"4,393.80",+,72.48,1.68,
臺灣智慧移動與電動車指數,"4,189.32",+,78.96,1.92,
特選小資高價30指數,"4,627.38",+,78.87,1.73,
特選臺灣綠能及電動車指數,"4,431.72",+,61.35,1.40,
特選臺灣智能車供應鏈聯盟指數,"4,315.22",+,67.08,1.58,
臺灣全市場半導體精選30指數,"4,255.75",+,86.27,2.07,
特選臺灣高股息30指數,"4,564.17",+,29.54,0.65,
臺灣友善環境指數,"4,896.80",+,61.87,1.28,
台灣永續價值指數,"4,409.62",+,29.72,0.68,
特選臺灣IC設計指數,"3,561.37",+,37.37,1.06,
特選臺灣環境永續高股息指數,"4,530.69",+,2.19,0.05,
臺灣友善環境50指數,"4,281.24",+,66.39,1.58,
特選台灣策略高股息30指數,"4,417.15",+,60.08,1.38,
特選臺灣IC設計產業代表指數,"4,007.28",+,81.94,2.09,
特選臺灣綠能指數,"4,653.65",+,115.69,2.55,
特選臺灣成長高股息指數,"4,392.28",+,42.94,0.99,
特選臺灣智慧50指數,"4,488.37",+,68.79,1.56,
特選臺灣標竿PCB指數,"4,505.96",+,151.16,3.47,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"30,010.77",+,229.98,0.77,
金融類日報酬反向一倍指數,"4,764.37",-,18.47,-0.39,
漲升股利150指數,"8,367.99",+,113.24,1.37,
藍籌30指數,"7,717.40",+,87.50,1.15,
工業菁英30指數,"8,368.70",+,137.01,1.66,
電子菁英30指數,"7,636.41",+,105.91,1.41,
低波動股利精選30指數,"6,995.16",+,11.72,0.17,
中小型A級動能50指數,"13,784.61",+,332.07,2.47,
特選高息低波指數,"7,286.48",+,45.30,0.63,
臺灣永續指數,"8,091.84",+,88.42,1.10,
特選內需高收益指數,"6,169.93",+,64.02,1.05,
價值投資指數,"7,341.95",+,93.76,1.29,
存股雙十等權重指數,"7,786.15",+,50.03,0.65,
特選大蘋果指數,"6,555.87",+,58.31,0.90,
中小型300指數,"8,612.45",+,169.58,2.01,
特股高息20指數,"6,150.35",-,1.30,-0.02,
臺灣500指數,"8,203.07",+,113.18,1.40,
臺灣勞工權益指數,"7,529.13",+,54.90,0.73,
微波高息精選20指數,"6,510.11",+,30.13,0.46,
特選世代行動通訊指數,"5,967.11",+,158.77,2.73,
智慧投資多因子30指數,"5,688.66",+,57.23,1.02,
臺股期貨指數,"7,924.08",+,109.39,1.40,
特選價值成長指數,"7,414.96",+,108.32,1.48,
臺灣上櫃永續指數,"5,656.84",+,205.72,3.77,
特選台股領航指數,"7,274.96",+,100.69,1.40,
特選Smart多因子指數,"6,164.76",+,93.84,1.55,
特選ESG高股息指數,"4,437.22",+,46.86,1.07,
特選上櫃ESG成長指數,"4,123.35",+,168.32,4.26,
特選上櫃ESG電子菁英指數,"4,429.60",+,186.24,4.39,
新臺灣高股息指數,"4,848.28",+,41.80,0.87,
臺灣優息存股指數,"4,905.63",+,30.71,0.63,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"24,145.72",+,346.95,1.46,
發行量加權股價報酬指數,"31,489.04",+,429.32,1.38,
