指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,596.32",+,189.31,0.98,
發行量加權股價指數,"17,084.20",+,168.66,1.00,
臺灣公司治理100指數,"9,680.11",+,86.52,0.90,
臺灣50指數,"12,823.76",+,102.04,0.80,
臺灣50權重上限30%指數,"11,968.38",+,106.87,0.90,
臺灣中型100指數,"16,650.17",+,289.79,1.77,
臺灣資訊科技指數,"23,448.50",+,231.28,1.00,
臺灣發達指數,"10,420.12",+,133.49,1.30,
臺灣高股息指數,"7,611.64",+,114.68,1.53,
臺灣就業99指數,"10,761.55",+,105.76,0.99,
臺灣高薪100指數,"9,216.34",+,138.63,1.53,
未含金融指數,"14,841.63",+,155.54,1.06,
未含電子指數,"18,767.05",+,132.28,0.71,
未含金融電子指數,"15,740.90",+,124.20,0.80,
小型股300指數,"9,791.44",+,111.34,1.15,
水泥窯製類指數,664.26,+,2.67,0.40,
塑膠化工類指數,839.78,-,3.51,-0.42,
機電類指數,"4,645.09",+,55.51,1.21,
水泥類指數,174.45,+,0.87,0.50,
食品類指數,"2,097.72",+,5.30,0.25,
塑膠類指數,235.61,-,0.40,-0.17,
紡織纖維類指數,623.82,+,3.63,0.59,
電機機械類指數,330.28,+,6.91,2.14,
電器電纜類指數,111.29,+,2.84,2.62,
化學生技醫療類指數,127.48,-,0.97,-0.76,
化學類指數,146.24,+,0.36,0.25,
生技醫療類指數,75.89,-,1.36,-1.76,
玻璃陶瓷類指數,53.51,-,0.15,-0.28,
造紙類指數,397.71,+,7.39,1.89,
鋼鐵類指數,147.03,+,1.50,1.03,
橡膠類指數,252.93,-,2.31,-0.91,
汽車類指數,446.15,+,1.28,0.29,
電子工業類指數,825.75,+,9.56,1.17,
半導體類指數,383.68,+,2.00,0.52,
電腦及週邊設備類指數,205.03,+,7.94,4.03,
光電類指數,37.14,+,0.20,0.54,
通信網路類指數,137.87,+,0.43,0.31,
電子零組件類指數,193.15,+,5.21,2.77,
電子通路類指數,186.56,+,0.47,0.25,
資訊服務類指數,184.31,+,3.16,1.74,
其他電子類指數,111.19,+,1.69,1.54,
建材營造類指數,386.61,+,2.99,0.78,
航運類指數,162.62,+,5.65,3.60,
觀光餐旅類指數,156.63,-,0.81,-0.51,
金融保險類指數,"1,634.26",+,8.30,0.51,
貿易百貨類指數,293.21,+,1.45,0.50,
油電燃氣類指數,113.74,+,0.23,0.20,
綠能環保類指數,100.36,+,0.36,0.36,
數位雲端類指數,99.86,-,0.14,-0.14,
運動休閒類指數,100.66,+,0.66,0.66,
居家生活類指數,101.05,+,1.05,1.05,
其他類指數,381.93,+,2.26,0.60,
臺指日報酬兩倍指數,"36,195.22",+,707.67,1.99,
臺指反向一倍指數,"3,972.03",-,40.00,-1.00,
電子類兩倍槓桿指數,"36,895.42",+,844.53,2.34,
電子類反向指數,"3,421.36",-,40.55,-1.17,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,355.44",-,43.02,-0.98,
臺灣中小型公司治理指數,"8,798.16",+,170.03,1.97,
臺灣IPO指數,"5,123.29",+,3.57,0.07,
智慧中立指數,"3,316.66",-,16.88,-0.51,
臺灣5G指數,"8,145.40",+,58.44,0.72,
臺灣企業社會責任中小型指數,"10,054.25",+,113.34,1.14,
特選臺灣電動車代表指數,"8,613.82",+,318.29,3.84,
臺灣5G+通訊指數,"6,612.58",+,88.30,1.35,
臺灣全市場指數,"5,821.48",+,57.19,0.99,
臺灣全市場半導體指數,"5,421.85",+,31.86,0.59,
臺灣智慧移動與電動車指數,"4,497.47",+,45.46,1.02,
特選小資高價30指數,"5,480.77",+,84.35,1.56,
特選臺灣綠能及電動車指數,"5,358.18",+,88.97,1.69,
特選臺灣智能車供應鏈聯盟指數,"4,947.17",+,73.85,1.52,
臺灣全市場半導體精選30指數,"4,334.34",+,23.39,0.54,
特選臺灣高股息30指數,"4,241.63",+,80.80,1.94,
臺灣友善環境指數,"5,201.82",+,61.43,1.20,
台灣永續價值指數,"4,827.08",+,43.91,0.92,
特選臺灣IC設計指數,"3,572.18",+,39.82,1.13,
特選臺灣環境永續高股息指數,"4,924.44",+,129.30,2.70,
臺灣友善環境50指數,"4,278.03",+,40.41,0.95,
特選臺灣IC設計產業代表指數,"4,440.23",+,61.97,1.42,
特選臺灣綠能指數,"5,483.91",+,91.98,1.71,
特選臺灣智慧50指數,"4,126.71",+,39.25,0.96,
特選臺灣標竿PCB指數,"4,185.16",+,57.41,1.39,
臺灣晶圓製造指數,"4,829.99",+,6.08,0.13,
臺灣精選高息指數,"4,200.24",+,107.94,2.64,
臺灣多因子優選高股息30指數,"5,754.24",+,76.94,1.36,
特選臺灣優利高填息30指數,"5,514.64",+,103.86,1.92,
臺灣多因子優選成長30指數,"6,586.08",+,74.77,1.15,
特選臺灣科技優息指數,"6,906.70",+,113.48,1.67,
臺灣工業4.0指數,"6,030.33",+,160.32,2.73,
臺灣半導體收益指數,"5,232.34",+,23.08,0.44,
臺灣優選成長高股息指數,"5,670.28",+,91.65,1.64,
特選臺灣ESG低碳高息40指數,"6,242.92",+,106.08,1.73,
臺灣優選多因子30指數,"5,902.99",+,134.45,2.33,
臺灣創新科技50指數,"5,206.77",+,69.19,1.35,
臺灣全市場新經濟產業指數,"5,027.78",+,27.78,0.56,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"29,353.26",+,296.65,1.02,
金融類日報酬反向一倍指數,"4,646.83",-,23.84,-0.51,
漲升股利150指數,"8,481.08",+,82.13,0.98,
藍籌30指數,"7,912.48",+,62.00,0.79,
工業菁英30指數,"8,460.28",+,59.01,0.70,
電子菁英30指數,"9,163.20",+,142.37,1.58,
低波動股利精選30指數,"7,285.52",+,68.32,0.95,
中小型A級動能50指數,"20,787.02",+,668.86,3.32,
特選高息低波指數,"8,137.18",+,70.97,0.88,
臺灣永續指數,"8,629.99",+,90.89,1.06,
價值投資指數,"6,641.49",+,63.63,0.97,
存股雙十等權重指數,"7,386.62",+,117.36,1.61,
特選大蘋果指數,"8,514.88",+,248.91,3.01,
中小型300指數,"10,301.16",+,112.75,1.11,
臺灣500指數,"8,779.28",+,89.18,1.03,
臺灣勞工權益指數,"7,795.57",+,98.13,1.27,
微波高息精選20指數,"7,066.04",+,77.82,1.11,
特選世代行動通訊指數,"7,190.01",+,272.35,3.94,
智慧投資多因子30指數,"5,337.12",+,45.27,0.86,
臺股期貨指數,"9,220.21",+,133.69,1.47,
特選價值成長指數,"7,397.75",+,124.82,1.72,
臺灣上櫃永續指數,"6,595.88",+,52.07,0.80,
特選台股領航指數,"7,452.90",+,123.61,1.69,
特選Smart多因子指數,"6,356.70",+,79.56,1.27,
特選ESG高股息指數,"4,641.95",+,75.64,1.66,
特選上櫃ESG成長指數,"4,740.93",+,38.28,0.81,
特選上櫃ESG電子菁英指數,"4,787.86",+,38.65,0.81,
臺灣優息存股指數,"4,679.04",+,54.31,1.17,
特選上櫃ESG永續高股息指數,"6,446.88",+,40.07,0.63,
特選臺灣金融高股息存股指數,"5,271.57",+,30.07,0.57,
特選臺灣產業龍頭存股等權重指數,"6,159.05",+,26.59,0.43,
上櫃ESG 30指數,"6,037.46",+,29.99,0.50,
臺灣ESG低碳50指數,"5,683.24",+,56.86,1.01,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"27,889.83",+,280.07,1.01,
發行量加權股價報酬指數,"36,153.24",+,368.70,1.03,
臺灣公司治理100報酬指數,"13,585.43",+,126.56,0.94,
臺灣50報酬指數,"27,384.13",+,224.64,0.83,
臺灣50權重上限30%報酬指數,"25,886.39",+,239.76,0.93,
臺灣中型100報酬指數,"32,969.85",+,573.83,1.77,
臺灣資訊科技股報酬指數,"46,983.94",+,463.41,1.00,
臺灣發達報酬指數,"20,645.08",+,284.50,1.40,
