指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"26,462.75",+,118.71,0.45,
發行量加權股價指數,"23,402.55",+,116.83,0.50,
臺灣公司治理100指數,"13,861.91",+,84.00,0.61,
臺灣50指數,"19,530.91",+,127.46,0.66,
臺灣50權重上限30%指數,"16,826.24",+,129.38,0.77,
臺灣中型100指數,"20,122.69",+,98.31,0.49,
臺灣資訊科技指數,"38,997.63",+,253.01,0.65,
臺灣發達指數,"10,207.33",+,42.38,0.42,
臺灣高股息指數,"9,699.00",+,66.54,0.69,
臺灣就業99指數,"13,779.39",+,61.12,0.45,
臺灣高薪100指數,"12,315.37",+,70.47,0.58,
未含金融指數,"20,396.23",+,92.94,0.46,
未含電子指數,"20,063.10",+,25.11,0.13,
未含金融電子指數,"15,091.70",-,43.01,-0.28,
小型股300指數,"11,753.06",-,30.26,-0.26,
水泥窯製類指數,615.93,+,5.10,0.83,
塑膠化工類指數,650.14,-,2.45,-0.38,
機電類指數,"7,150.66",+,44.54,0.63,
水泥類指數,162.67,+,1.09,0.67,
食品類指數,"2,178.93",-,2.65,-0.12,
塑膠類指數,118.18,-,1.69,-1.41,
紡織纖維類指數,627.22,-,4.95,-0.78,
電機機械類指數,417.53,-,3.32,-0.79,
電器電纜類指數,99.57,+,0.18,0.18,
化學生技醫療類指數,144.85,+,0.47,0.33,
化學類指數,168.07,-,0.13,-0.08,
生技醫療類指數,82.04,+,0.44,0.54,
玻璃陶瓷類指數,47.48,+,0.96,2.06,
造紙類指數,289.18,-,0.15,-0.05,
鋼鐵類指數,141.52,-,0.89,-0.62,
橡膠類指數,276.64,-,1.40,-0.50,
汽車類指數,383.05,+,1.70,0.45,
電子工業類指數,"1,282.52",+,8.46,0.66,
半導體類指數,657.15,+,2.40,0.37,
電腦及週邊設備類指數,275.55,+,4.23,1.56,
光電類指數,42.05,+,0.27,0.65,
通信網路類指數,168.63,+,1.28,0.76,
電子零組件類指數,240.76,+,3.36,1.42,
電子通路類指數,248.08,+,5.00,2.06,
資訊服務類指數,241.18,+,2.05,0.86,
其他電子類指數,167.41,+,1.93,1.17,
建材營造類指數,573.36,-,4.84,-0.84,
航運類指數,203.67,-,0.04,-0.02,
觀光餐旅類指數,121.66,+,0.46,0.38,
金融保險類指數,"2,181.02",+,18.77,0.87,
貿易百貨類指數,283.85,+,0.27,0.10,
油電燃氣類指數,57.90,-,1.36,-2.29,
綠能環保類指數,112.94,-,0.17,-0.15,
數位雲端類指數,67.69,+,0.01,0.01,
運動休閒類指數,100.94,+,0.08,0.08,
居家生活類指數,134.26,+,2.63,2.00,
其他類指數,334.23,-,1.34,-0.40,
臺指日報酬兩倍指數,"64,362.43",+,639.43,1.00,
臺指反向一倍指數,"2,744.62",-,13.84,-0.50,
電子類兩倍槓桿指數,"81,721.76",+,"1,071.07",1.33,
電子類反向指數,"2,024.62",-,13.53,-0.66,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,069.36",+,8.61,0.21,
臺灣中小型公司治理指數,"10,644.66",+,128.87,1.23,
臺灣IPO指數,"6,398.10",+,33.88,0.53,
智慧中立指數,"3,766.42",+,8.54,0.23,
臺灣5G指數,"11,863.68",+,69.18,0.59,
臺灣企業社會責任中小型指數,"12,246.17",-,1.35,-0.01,
特選臺灣電動車代表指數,"10,201.41",+,73.31,0.72,
臺灣科技龍頭通訊指數,"10,378.53",+,100.73,0.98,
臺灣全市場指數,"8,122.42",+,40.16,0.50,
臺灣全市場半導體指數,"8,171.92",+,1.35,0.02,
臺灣智慧移動與電動車指數,"5,894.48",+,67.33,1.16,
特選小資高價30指數,"8,266.44",+,84.26,1.03,
特選臺灣綠能及電動車指數,"6,220.06",+,26.69,0.43,
特選臺灣智能車供應鏈聯盟指數,"7,468.74",+,61.57,0.83,
臺灣全市場半導體精選30指數,"6,401.69",-,1.91,-0.03,
特選臺灣高股息30指數,"5,205.13",-,1.10,-0.02,
臺灣友善環境指數,"7,188.08",+,40.43,0.57,
台灣永續價值指數,"6,531.86",+,50.08,0.77,
特選臺灣IC設計指數,"4,777.89",-,6.71,-0.14,
特選臺灣環境永續高股息指數,"7,105.76",-,10.09,-0.14,
臺灣友善環境50指數,"5,973.71",+,42.33,0.71,
特選臺灣IC設計產業代表指數,"6,090.59",-,14.78,-0.24,
特選臺灣綠能指數,"5,356.31",+,2.80,0.05,
特選臺灣智慧50指數,"5,525.49",+,34.89,0.64,
臺灣晶圓製造指數,"6,317.04",+,14.01,0.22,
臺灣精選高息指數,"5,683.05",-,11.53,-0.20,
臺灣多因子優選高股息30指數,"8,596.82",+,5.16,0.06,
特選臺灣優利高填息30指數,"7,448.55",+,10.65,0.14,
特選臺灣科技優息指數,"9,032.98",+,8.79,0.10,
臺灣半導體收益指數,"7,024.24",-,10.86,-0.15,
臺灣優選成長高股息指數,"7,894.77",-,18.27,-0.23,
特選臺灣ESG低碳高息40指數,"8,380.84",+,47.17,0.57,
臺灣優選多因子30指數,"8,885.20",+,47.78,0.54,
臺灣創新科技50指數,"7,875.52",+,43.21,0.55,
臺灣全市場新經濟產業指數,"5,021.40",+,21.88,0.44,
臺灣ESG永續高股息等權重指數,"6,379.00",-,20.48,-0.32,
臺灣永續高息中小型指數,"5,754.77",-,10.01,-0.17,
特選臺灣高息優質成長指數,"6,156.72",-,8.72,-0.14,
特選臺灣高息動能指數,"6,710.25",+,1.68,0.03,
臺灣電子成長高息等權重指數,"6,082.82",+,16.31,0.27,
特選臺灣優利成長指數,"5,206.14",+,2.99,0.06,
臺灣價值高息指數,"5,677.25",+,7.63,0.13,
特選臺灣IC設計動能指數,"5,107.10",-,1.03,-0.02,
臺灣科技高股息指數,"5,400.53",-,19.29,-0.36,
臺灣趨勢動能高股息指數,"5,927.04",+,6.17,0.10,
特選臺灣科技高息成長指數,"5,475.99",-,27.73,-0.50,
特選臺灣AI優息動能指數,"5,104.29",+,32.68,0.64,
臺灣優選AI 50指數,"5,019.10",+,66.41,1.34,
臺灣AI供應鏈聯盟指數,"5,651.48",+,93.43,1.68,
台灣旗艦動能50指數,"5,551.00",+,31.21,0.57,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"50,561.54",+,862.85,1.74,
金融類日報酬反向一倍指數,"3,369.15",-,29.50,-0.87,
漲升股利150指數,"10,301.61",+,24.00,0.23,
藍籌30指數,"11,400.31",+,69.81,0.62,
工業菁英30指數,"11,668.93",+,63.91,0.55,
低波動股利精選30指數,"8,744.00",+,59.18,0.68,
中小型A級動能50指數,"23,270.98",+,266.24,1.16,
特選高息低波指數,"10,336.43",+,3.72,0.04,
臺灣永續指數,"12,299.08",+,85.40,0.70,
價值投資指數,"8,362.33",+,3.14,0.04,
存股雙十等權重指數,"10,183.18",+,41.35,0.41,
特選大蘋果指數,"11,488.89",+,91.03,0.80,
中小型300指數,"12,038.76",+,30.52,0.25,
臺灣500指數,"11,776.24",+,61.12,0.52,
臺灣勞工權益指數,"10,207.56",+,65.97,0.65,
微波高息精選20指數,"8,826.73",+,31.72,0.36,
特選世代行動通訊指數,"9,738.70",+,88.60,0.92,
智慧投資多因子30指數,"7,802.93",+,32.28,0.42,
臺股期貨指數,"12,680.23",+,66.05,0.52,
特選價值成長指數,"10,375.54",-,51.27,-0.49,
臺灣上櫃永續指數,"7,658.08",-,0.54,-0.01,
特選台股領航指數,"11,923.32",+,105.26,0.89,
特選Smart多因子指數,"9,502.19",+,56.16,0.59,
特選ESG高股息指數,"7,368.07",+,50.76,0.69,
特選上櫃ESG成長指數,"5,294.11",+,2.33,0.04,
特選上櫃ESG電子菁英指數,"5,465.03",-,4.57,-0.08,
臺灣優息存股指數,"5,586.85",+,18.50,0.33,
特選上櫃ESG永續高股息指數,"7,300.57",-,13.86,-0.19,
特選臺灣金融高股息存股指數,"6,974.50",+,67.67,0.98,
特選臺灣產業龍頭存股等權重指數,"6,881.49",+,21.55,0.31,
上櫃ESG 30指數,"6,703.80",-,11.20,-0.17,
臺灣ESG低碳50指數,"8,144.79",+,46.15,0.57,
臺灣創新板指數,"9,739.24",+,30.33,0.31,
特選上櫃ESG龍頭指數,"6,342.05",-,30.02,-0.47,
漲升股利精選高息50指數,"5,909.43",-,1.42,-0.02,
臺灣市值動能50指數,"5,149.58",+,46.60,0.91,
臺灣護城河概念優選50指數,"5,153.79",+,40.98,0.80,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"39,362.46",+,176.57,0.45,
發行量加權股價報酬指數,"51,748.22",+,258.35,0.50,
臺灣公司治理100報酬指數,"20,295.16",+,122.98,0.61,
臺灣50報酬指數,"43,479.09",+,283.75,0.66,
臺灣50權重上限30%報酬指數,"38,183.26",+,293.60,0.77,
臺灣中型100報酬指數,"41,651.21",+,203.48,0.49,
臺灣資訊科技股報酬指數,"81,241.97",+,527.10,0.65,
臺灣發達報酬指數,"21,188.86",+,87.98,0.42,
臺灣高股息報酬指數,"29,242.61",+,200.62,0.69,
臺灣就業99報酬指數,"22,975.86",+,101.92,0.45,
臺灣高薪100報酬指數,"19,824.42",+,113.42,0.58,
未含金融電子報酬指數,"34,579.59",-,98.55,-0.28,
小型股300報酬指數,"16,616.55",-,42.78,-0.26,
水泥類報酬指數,345.09,+,2.29,0.67,
食品類報酬指數,"3,641.49",-,4.43,-0.12,
塑膠類報酬指數,228.74,-,3.26,-1.41,
紡織纖維類報酬指數,"1,102.14",-,8.70,-0.78,
電機機械類報酬指數,654.57,-,5.21,-0.79,
電器電纜類報酬指數,164.27,+,0.29,0.18,
化學生技醫療類報酬指數,239.48,+,0.78,0.33,
化學類報酬指數,303.28,-,0.23,-0.08,
生技醫療類報酬指數,120.48,+,0.65,0.54,
玻璃陶瓷類報酬指數,60.44,+,1.22,2.06,
造紙類報酬指數,468.78,-,0.24,-0.05,
鋼鐵類報酬指數,254.75,-,1.59,-0.62,
橡膠類報酬指數,469.96,-,2.37,-0.50,
汽車類報酬指數,644.36,+,2.86,0.45,
電子工業類報酬指數,"2,558.64",+,16.88,0.66,
半導體類報酬指數,"1,224.95",+,4.47,0.37,
電腦及週邊設備類報酬指數,651.14,+,9.99,1.56,
