指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,281.63",+,404.32,2.55,
發行量加權股價指數,"14,324.68",+,374.06,2.68,
臺灣公司治理100指數,"8,257.59",+,252.17,3.15,
臺灣50指數,"11,006.14",+,349.73,3.28,
臺灣50權重上限30%指數,"10,455.03",+,292.45,2.88,
臺灣中型100指數,"12,146.10",+,239.65,2.01,
臺灣資訊科技指數,"18,449.89",+,657.31,3.69,
臺灣發達指數,"9,697.74",+,124.13,1.30,
臺灣高股息指數,"5,982.41",+,105.69,1.80,
臺灣就業99指數,"8,652.32",+,223.88,2.66,
臺灣高薪100指數,"7,931.92",+,205.34,2.66,
未含金融指數,"12,285.05",+,316.58,2.65,
未含電子指數,"17,110.31",+,312.48,1.86,
未含金融電子指數,"14,272.11",+,196.83,1.40,
小型股300指數,"7,844.68",+,129.62,1.68,
水泥窯製類指數,634.75,+,11.27,1.81,
塑膠化工類指數,775.94,+,13.34,1.75,
機電類指數,"3,674.41",+,115.04,3.23,
水泥類指數,169.58,+,2.82,1.69,
食品類指數,"1,852.68",-,1.00,-0.05,
塑膠類指數,223.49,+,4.10,1.87,
紡織纖維類指數,538.78,+,5.14,0.96,
電機機械類指數,224.07,+,6.27,2.88,
電器電纜類指數,85.06,+,1.96,2.36,
化學生技醫療類指數,110.01,+,1.71,1.58,
化學類指數,129.51,+,2.63,2.07,
生技醫療類指數,63.81,+,0.63,1.00,
玻璃陶瓷類指數,45.58,+,1.17,2.63,
造紙類指數,289.67,+,4.58,1.61,
鋼鐵類指數,134.19,+,0.83,0.62,
橡膠類指數,242.62,+,3.39,1.42,
汽車類指數,327.37,+,4.24,1.31,
電子工業類指數,656.17,+,20.64,3.25,
半導體類指數,311.17,+,11.91,3.98,
電腦及週邊設備類指數,118.79,+,2.46,2.11,
光電類指數,30.91,+,0.89,2.96,
通信網路類指數,135.37,+,1.74,1.30,
電子零組件類指數,144.54,+,3.36,2.38,
電子通路類指數,166.37,+,2.54,1.55,
資訊服務類指數,120.45,+,1.54,1.30,
其他電子類指數,94.12,+,2.06,2.24,
建材營造類指數,342.96,+,3.91,1.15,
航運類指數,194.45,+,3.94,2.07,
觀光類指數,96.26,+,1.19,1.25,
金融保險類指數,"1,508.85",+,43.12,2.94,
貿易百貨類指數,291.14,+,1.29,0.45,
油電燃氣類指數,110.87,+,1.68,1.54,
其他類指數,343.68,+,3.18,0.93,
臺指日報酬兩倍指數,"26,102.35",+,"1,328.53",5.36,
臺指反向一倍指數,"4,859.49",-,133.89,-2.68,
電子類兩倍槓桿指數,"24,299.62",+,"1,482.08",6.50,
電子類反向指數,"4,492.51",-,150.80,-3.25,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,872.81",+,57.58,1.51,
臺灣中小型公司治理指數,"6,133.22",+,142.71,2.38,
臺灣IPO指數,"5,050.35",+,95.47,1.93,
智慧中立指數,"3,734.06",+,8.98,0.24,
臺灣5G指數,"6,918.09",+,160.81,2.38,
臺灣企業社會責任中小型指數,"7,383.62",+,116.31,1.60,
特選臺灣電動車代表指數,"5,204.14",+,121.17,2.38,
臺灣5G+通訊指數,"5,269.10",+,134.87,2.63,
臺灣全市場指數,"4,822.18",+,127.53,2.72,
臺灣全市場半導體指數,"4,325.23",+,114.10,2.71,
臺灣電動車與自駕科技永續概念指數,"3,781.51",+,101.93,2.77,
臺灣智慧移動與電動車指數,"3,522.69",+,45.84,1.32,
特選小資高價30指數,"3,989.48",+,123.02,3.18,
特選臺灣綠能及電動車指數,"4,021.97",+,89.88,2.29,
特選臺灣智能車供應鏈聯盟指數,"3,852.40",+,117.34,3.14,
臺灣全市場半導體精選30指數,"3,409.50",+,86.12,2.59,
特選臺灣高股息30指數,"3,776.05",+,88.49,2.40,
臺灣友善環境指數,"4,290.04",+,124.90,3.00,
台灣永續價值指數,"4,036.86",+,126.47,3.23,
特選臺灣IC設計指數,"2,576.05",-,11.21,-0.43,
特選臺灣環境永續高股息指數,"4,004.48",+,86.61,2.21,
臺灣友善環境50指數,"3,754.33",+,101.43,2.78,
特選台灣策略高股息30指數,"3,776.56",+,68.04,1.83,
特選臺灣IC設計產業代表指數,"2,838.96",+,70.33,2.54,
特選臺灣綠能指數,"4,434.21",+,62.63,1.43,
特選臺灣成長高股息指數,"3,717.93",+,62.65,1.71,
特選臺灣智慧50指數,"3,632.70",+,85.89,2.42,
特選臺灣標竿PCB指數,"3,474.79",+,43.95,1.28,
臺灣晶圓製造指數,"3,882.56",+,109.68,2.91,
臺灣精選高息指數,"3,687.02",+,74.25,2.06,
臺灣多因子優選高股息30指數,"4,538.78",+,96.06,2.16,
特選臺灣優利高填息30指數,"4,264.36",+,75.35,1.80,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"25,408.30",+,"1,411.89",5.88,
金融類日報酬反向一倍指數,"5,110.92",-,154.91,-2.94,
漲升股利150指數,"7,460.05",+,172.81,2.37,
藍籌30指數,"6,935.20",+,187.64,2.78,
工業菁英30指數,"7,187.18",+,159.09,2.26,
電子菁英30指數,"6,892.68",+,116.02,1.71,
低波動股利精選30指數,"6,685.17",+,154.99,2.37,
中小型A級動能50指數,"12,299.86",+,198.75,1.64,
特選高息低波指數,"6,503.20",+,89.61,1.40,
臺灣永續指數,"7,277.81",+,214.59,3.04,
特選內需高收益指數,"5,978.00",+,58.69,0.99,
價值投資指數,"5,478.23",+,75.65,1.40,
存股雙十等權重指數,"6,523.22",+,168.18,2.65,
特選大蘋果指數,"6,033.18",+,157.97,2.69,
中小型300指數,"7,905.23",+,146.87,1.89,
特股高息20指數,"5,931.15",+,28.41,0.48,
臺灣500指數,"7,401.55",+,187.43,2.60,
臺灣勞工權益指數,"6,900.66",+,127.06,1.88,
微波高息精選20指數,"6,227.10",+,103.07,1.68,
特選世代行動通訊指數,"6,003.92",+,111.11,1.89,
智慧投資多因子30指數,"4,951.22",+,103.40,2.13,
臺股期貨指數,"7,355.43",+,187.02,2.61,
特選價值成長指數,"5,990.39",+,138.09,2.36,
臺灣上櫃永續指數,"4,836.24",+,59.61,1.25,
特選台股領航指數,"6,418.50",+,197.10,3.17,
特選Smart多因子指數,"5,331.88",+,143.38,2.76,
特選ESG高股息指數,"3,784.85",+,93.14,2.52,
特選上櫃ESG成長指數,"3,353.75",+,40.89,1.23,
特選上櫃ESG電子菁英指數,"3,555.84",+,33.40,0.95,
新臺灣高股息指數,"4,128.30",+,76.00,1.88,
臺灣優息存股指數,"4,598.86",+,95.09,2.11,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"22,371.01",+,563.22,2.58,
發行量加權股價報酬指數,"29,243.18",+,770.39,2.71,
臺灣公司治理100報酬指數,"11,160.52",+,342.73,3.17,
臺灣50報酬指數,"22,708.07",+,721.57,3.28,
臺灣50權重上限30%報酬指數,"21,754.12",+,608.53,2.88,
臺灣中型100報酬指數,"23,170.05",+,473.80,2.09,
臺灣資訊科技股報酬指數,"35,846.57",+,"1,283.50",3.71,
臺灣發達報酬指數,"18,297.15",+,235.32,1.30,
臺灣高股息報酬指數,"15,890.42",+,280.75,1.80,
臺灣就業99報酬指數,"13,231.84",+,347.58,2.70,
臺灣高薪100報酬指數,"11,174.72",+,292.67,2.69,
未含金融電子報酬指數,"29,721.46",+,415.93,1.42,
小型股300報酬指數,"10,132.73",+,175.40,1.76,
水泥類報酬指數,322.42,+,5.37,1.69,
食品類報酬指數,"2,818.36",-,1.51,-0.05,
塑膠類報酬指數,407.84,+,7.49,1.87,
紡織纖維類報酬指數,857.08,+,8.18,0.96,
電機機械類報酬指數,333.01,+,9.41,2.91,
電器電纜類報酬指數,130.47,+,2.99,2.35,
化學生技醫療類報酬指數,169.81,+,2.87,1.72,
化學類報酬指數,213.03,+,4.32,2.07,
生技醫療類報酬指數,89.41,+,1.13,1.28,
玻璃陶瓷類報酬指數,57.12,+,1.47,2.64,
造紙類報酬指數,440.82,+,6.97,1.61,
鋼鐵類報酬指數,211.32,+,1.31,0.62,
橡膠類報酬指數,378.09,+,5.29,1.42,
汽車類報酬指數,517.51,+,6.70,1.31,
電子工業類報酬指數,"1,217.75",+,38.66,3.28,
半導體類報酬指數,543.48,+,20.93,4.01,
電腦及週邊設備類報酬指數,250.91,+,5.19,2.11,
光電類報酬指數,45.00,+,1.30,2.97,
通信網路類報酬指數,281.79,+,3.73,1.34,
電子零組件類報酬指數,265.03,+,6.32,2.44,
電子通路類報酬指數,388.52,+,6.85,1.79,
資訊服務類報酬指數,276.34,+,3.54,1.30,
其他電子類報酬指數,151.18,+,3.32,2.25,
建材營造類報酬指數,667.02,+,7.59,1.15,
航運類報酬指數,305.11,+,6.29,2.10,
觀光類報酬指數,133.36,+,1.65,1.25,
金融保險類報酬指數,"2,544.24",+,72.70,2.94,
貿易百貨類報酬指數,440.99,+,1.95,0.44,
油電燃氣類報酬指數,175.12,+,2.85,1.65,
其他類報酬指數,576.19,+,5.34,0.94,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,240.79",+,66.52,1.59,
臺灣中小型公司治理報酬指數,"7,862.06",+,198.60,2.59,
臺灣IPO報酬指數,"5,841.43",+,120.38,2.10,
