指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,817.87",-,36.78,-0.22,
發行量加權股價指數,"14,661.10",-,11.94,-0.08,
臺灣公司治理100指數,"8,397.56",+,18.56,0.22,
臺灣50指數,"11,213.92",+,33.33,0.30,
臺灣50權重上限30%指數,"10,608.92",+,34.45,0.33,
臺灣中型100指數,"12,652.56",-,69.66,-0.55,
臺灣資訊科技指數,"19,034.33",+,6.23,0.03,
臺灣發達指數,"9,608.37",+,11.70,0.12,
臺灣高股息指數,"5,999.66",+,13.60,0.23,
臺灣就業99指數,"8,879.18",+,5.98,0.07,
臺灣高薪100指數,"8,062.86",+,22.76,0.28,
未含金融指數,"12,560.03",-,21.69,-0.17,
未含電子指數,"17,291.55",+,18.47,0.11,
未含金融電子指數,"14,294.53",-,14.07,-0.10,
小型股300指數,"8,283.15",-,98.72,-1.18,
水泥窯製類指數,634.72,+,5.94,0.94,
塑膠化工類指數,824.26,+,1.11,0.13,
機電類指數,"3,790.79",-,8.91,-0.23,
水泥類指數,169.68,+,1.90,1.13,
食品類指數,"1,831.28",+,2.17,0.12,
塑膠類指數,232.80,+,0.93,0.40,
紡織纖維類指數,569.52,+,1.50,0.26,
電機機械類指數,222.16,-,1.67,-0.75,
電器電纜類指數,92.56,-,1.93,-2.04,
化學生技醫療類指數,124.38,-,0.09,-0.07,
化學類指數,138.66,-,1.00,-0.72,
生技醫療類指數,76.07,+,0.41,0.54,
玻璃陶瓷類指數,45.37,-,0.19,-0.42,
造紙類指數,300.45,-,2.59,-0.85,
鋼鐵類指數,136.25,+,0.58,0.43,
橡膠類指數,243.75,-,2.13,-0.87,
汽車類指數,323.65,-,1.96,-0.60,
電子工業類指數,677.35,-,1.40,-0.21,
半導體類指數,320.34,-,0.69,-0.21,
電腦及週邊設備類指數,121.19,+,0.63,0.52,
光電類指數,33.62,-,0.31,-0.91,
通信網路類指數,134.48,+,0.31,0.23,
電子零組件類指數,151.37,-,0.89,-0.58,
電子通路類指數,170.74,-,1.00,-0.58,
