指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,828.52",+,2.59,0.02,
發行量加權股價指數,"14,670.04",+,11.73,0.08,
臺灣公司治理100指數,"8,357.34",-,3.30,-0.04,
臺灣50指數,"11,137.23",-,8.29,-0.07,
臺灣50權重上限30%指數,"10,576.96",+,12.79,0.12,
臺灣中型100指數,"12,907.35",+,70.65,0.55,
臺灣資訊科技指數,"18,892.58",-,34.70,-0.18,
臺灣發達指數,"9,759.34",+,30.27,0.31,
臺灣高股息指數,"6,098.45",+,59.95,0.99,
臺灣就業99指數,"8,901.05",+,49.94,0.56,
臺灣高薪100指數,"8,082.41",+,35.49,0.44,
未含金融指數,"12,578.60",+,2.27,0.02,
未含電子指數,"17,430.74",+,77.46,0.45,
未含金融電子指數,"14,496.12",+,59.35,0.41,
小型股300指數,"8,372.77",+,4.72,0.06,
水泥窯製類指數,646.85,+,2.07,0.32,
塑膠化工類指數,830.33,+,3.95,0.48,
機電類指數,"3,775.80",-,5.68,-0.15,
水泥類指數,173.66,+,0.49,0.28,
食品類指數,"1,847.44",-,2.08,-0.11,
塑膠類指數,234.57,+,1.58,0.68,
紡織纖維類指數,587.27,+,4.79,0.82,
電機機械類指數,221.45,+,1.76,0.80,
電器電纜類指數,96.43,-,0.98,-1.01,
化學生技醫療類指數,123.20,-,0.43,-0.35,
化學類指數,139.01,+,0.38,0.27,
生技醫療類指數,74.49,-,0.70,-0.93,
玻璃陶瓷類指數,44.77,+,0.26,0.58,
造紙類指數,298.57,+,1.46,0.49,
鋼鐵類指數,138.28,+,0.68,0.49,
橡膠類指數,257.12,+,4.02,1.59,
汽車類指數,329.93,-,1.67,-0.50,
電子工業類指數,674.40,-,1.12,-0.17,
半導體類指數,315.77,-,1.75,-0.55,
電腦及週邊設備類指數,123.70,+,0.85,0.69,
光電類指數,33.90,+,0.40,1.19,
通信網路類指數,133.74,-,0.44,-0.33,
電子零組件類指數,154.74,+,1.14,0.74,
電子通路類指數,173.46,+,0.91,0.53,
資訊服務類指數,126.69,,--,--,
其他電子類指數,100.54,+,0.15,0.15,
建材營造類指數,360.43,+,2.04,0.57,
航運類指數,180.54,+,1.91,1.07,
觀光類指數,99.34,-,0.25,-0.25,
金融保險類指數,"1,547.74",+,8.12,0.53,
貿易百貨類指數,277.63,-,1.92,-0.69,
油電燃氣類指數,107.87,+,0.52,0.48,
其他類指數,352.15,+,1.85,0.53,
臺指日報酬兩倍指數,"27,257.24",+,43.55,0.16,
臺指反向一倍指數,"4,724.58",-,3.78,-0.08,
電子類兩倍槓桿指數,"25,500.97",-,84.84,-0.33,
電子類反向指數,"4,342.57",+,7.19,0.17,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,494.87",-,80.52,-1.76,
臺灣中小型公司治理指數,"6,649.74",-,4.37,-0.07,
臺灣IPO指數,"5,289.10",+,22.62,0.43,
智慧中立指數,"3,588.96",-,9.58,-0.27,
臺灣5G指數,"7,041.90",+,12.62,0.18,
臺灣企業社會責任中小型指數,"7,849.45",+,32.47,0.42,
特選臺灣電動車代表指數,"5,841.34",+,90.03,1.57,
臺灣5G+通訊指數,"5,398.52",+,3.49,0.06,
臺灣全市場指數,"4,985.93",-,0.19,--,
臺灣全市場半導體指數,"4,457.62",-,15.24,-0.34,
臺灣電動車與自駕科技永續概念指數,"3,940.90",+,2.77,0.07,
臺灣智慧移動與電動車指數,"3,627.02",+,15.94,0.44,
特選小資高價30指數,"4,157.31",-,9.23,-0.22,
特選臺灣綠能及電動車指數,"4,297.53",+,17.41,0.41,
特選臺灣智能車供應鏈聯盟指數,"4,046.82",+,8.99,0.22,
臺灣全市場半導體精選30指數,"3,503.12",-,11.06,-0.31,
特選臺灣高股息30指數,"3,768.38",+,36.78,0.99,
臺灣友善環境指數,"4,398.24",+,9.09,0.21,
台灣永續價值指數,"4,150.88",+,9.61,0.23,
特選臺灣IC設計指數,"2,591.85",-,4.46,-0.17,
特選臺灣環境永續高股息指數,"3,957.49",+,42.58,1.09,
