指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"14,799.16",+,185.14,1.27,
發行量加權股價指數,"12,949.75",+,161.33,1.26,
臺灣公司治理100指數,"7,360.11",+,92.86,1.28,
臺灣50指數,"9,711.63",+,146.19,1.53,
臺灣50權重上限30%指數,"9,399.60",+,109.44,1.18,
臺灣中型100指數,"11,564.36",+,121.84,1.06,
臺灣資訊科技指數,"16,256.88",+,336.45,2.11,
臺灣發達指數,"8,881.25",+,47.91,0.54,
臺灣高股息指數,"5,472.50",+,38.48,0.71,
臺灣就業99指數,"8,127.66",+,58.31,0.72,
臺灣高薪100指數,"7,301.49",+,44.56,0.61,
未含金融指數,"11,059.30",+,157.50,1.44,
未含電子指數,"15,735.38",+,43.36,0.28,
未含金融電子指數,"13,053.01",+,51.21,0.39,
小型股300指數,"7,389.23",+,61.88,0.84,
水泥窯製類指數,545.23,-,1.68,-0.31,
塑膠化工類指數,758.77,+,5.39,0.72,
機電類指數,"3,285.10",+,62.34,1.93,
水泥類指數,139.22,-,0.40,-0.29,
食品類指數,"1,751.36",-,7.07,-0.40,
塑膠類指數,227.95,+,1.67,0.74,
紡織纖維類指數,549.37,+,1.32,0.24,
電機機械類指數,198.57,+,2.44,1.24,
電器電纜類指數,85.64,+,0.42,0.49,
化學生技醫療類指數,99.71,+,0.87,0.88,
化學類指數,116.88,+,0.78,0.67,
生技醫療類指數,58.04,+,0.63,1.10,
玻璃陶瓷類指數,52.20,-,0.23,-0.44,
造紙類指數,288.89,-,3.53,-1.21,
鋼鐵類指數,125.52,-,1.00,-0.79,
橡膠類指數,221.19,+,0.32,0.14,
汽車類指數,306.96,+,2.81,0.92,
電子工業類指數,586.21,+,11.30,1.97,
半導體類指數,265.24,+,6.95,2.69,
電腦及週邊設備類指數,112.81,+,1.07,0.96,
光電類指數,30.46,+,0.40,1.33,
通信網路類指數,123.27,+,2.09,1.72,
電子零組件類指數,141.04,+,2.43,1.75,
電子通路類指數,156.50,-,0.64,-0.41,
資訊服務類指數,116.21,+,1.44,1.25,
其他電子類指數,93.25,-,0.63,-0.67,
建材營造類指數,332.82,-,0.51,-0.15,
航運類指數,143.51,-,0.53,-0.37,
觀光類指數,95.54,+,1.34,1.42,
金融保險類指數,"1,405.33",+,0.15,0.01,
貿易百貨類指數,253.22,+,4.57,1.84,
油電燃氣類指數,108.57,+,1.41,1.32,
其他類指數,306.24,+,1.25,0.41,
臺指日報酬兩倍指數,"21,083.56",+,518.86,2.52,
臺指反向一倍指數,"5,314.13",-,67.90,-1.26,
電子類兩倍槓桿指數,"19,042.74",+,720.27,3.93,
電子類反向指數,"4,939.60",-,99.04,-1.97,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,656.19",+,53.67,1.49,
臺灣中小型公司治理指數,"5,855.54",+,71.58,1.24,
臺灣IPO指數,"4,050.43",+,97.56,2.47,
智慧中立指數,"3,482.33",+,6.27,0.18,
臺灣5G指數,"6,350.10",+,156.77,2.53,
