指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,554.96",+,130.38,0.79,
發行量加權股價指數,"14,550.62",+,112.10,0.78,
臺灣公司治理100指數,"8,427.14",+,104.96,1.26,
臺灣50指數,"11,255.36",+,163.37,1.47,
臺灣50權重上限30%指數,"10,617.21",+,86.07,0.82,
臺灣中型100指數,"12,234.19",-,32.58,-0.27,
臺灣資訊科技指數,"19,128.40",+,471.18,2.53,
臺灣發達指數,"9,718.76",-,78.87,-0.80,
臺灣高股息指數,"5,972.21",-,29.02,-0.48,
臺灣就業99指數,"8,618.71",-,48.61,-0.56,
臺灣高薪100指數,"7,935.97",-,23.47,-0.29,
未含金融指數,"12,552.88",+,141.22,1.14,
未含電子指數,"16,957.34",-,213.70,-1.24,
未含金融電子指數,"14,258.81",-,141.30,-0.98,
小型股300指數,"7,890.02",+,2.86,0.04,
水泥窯製類指數,619.09,-,14.61,-2.31,
塑膠化工類指數,779.45,-,3.40,-0.43,
機電類指數,"3,791.19",+,77.33,2.08,
水泥類指數,164.64,-,4.48,-2.65,
食品類指數,"1,840.25",-,15.38,-0.83,
塑膠類指數,224.31,-,1.07,-0.47,
紡織纖維類指數,536.44,-,4.27,-0.79,
電機機械類指數,226.61,+,1.44,0.64,
電器電纜類指數,84.62,-,0.76,-0.89,
化學生技醫療類指數,110.05,-,0.79,-0.71,
化學類指數,130.68,-,0.60,-0.46,
生技醫療類指數,63.13,-,0.66,-1.03,
玻璃陶瓷類指數,45.96,+,0.09,0.20,
造紙類指數,280.36,-,10.05,-3.46,
鋼鐵類指數,133.58,-,1.32,-0.98,
橡膠類指數,247.39,+,1.13,0.46,
汽車類指數,327.95,-,1.33,-0.40,
電子工業類指數,677.56,+,14.21,2.14,
半導體類指數,324.69,+,9.93,3.15,
電腦及週邊設備類指數,120.13,+,0.27,0.23,
光電類指數,31.49,+,0.37,1.19,
通信網路類指數,135.34,-,0.20,-0.15,
電子零組件類指數,148.68,+,2.04,1.39,
電子通路類指數,166.87,+,0.01,0.01,
資訊服務類指數,119.50,-,0.17,-0.14,
其他電子類指數,95.96,+,0.18,0.19,
建材營造類指數,340.27,-,2.18,-0.64,
航運類指數,196.93,-,2.97,-1.49,
觀光類指數,94.80,-,1.08,-1.13,
