指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,970.58",+,163.03,0.87,
發行量加權股價指數,"16,696.12",+,130.29,0.79,
臺灣公司治理100指數,"9,697.10",+,67.04,0.70,
臺灣50指數,"12,903.72",+,100.75,0.79,
臺灣50權重上限30%指數,"12,318.42",+,69.60,0.57,
臺灣中型100指數,"14,155.95",+,98.96,0.70,
臺灣資訊科技指數,"21,656.00",+,288.75,1.35,
臺灣發達指數,"11,178.51",+,47.87,0.43,
臺灣高股息指數,"7,596.04",+,56.27,0.75,
臺灣就業99指數,"10,158.77",+,18.45,0.18,
臺灣高薪100指數,"9,538.91",+,3.66,0.04,
未含金融指數,"14,280.71",+,148.34,1.05,
未含電子指數,"20,028.98",+,10.92,0.05,
未含金融電子指數,"16,599.83",+,88.96,0.54,
小型股300指數,"8,884.39",+,78.50,0.89,
水泥窯製類指數,700.41,+,0.97,0.14,
塑膠化工類指數,937.39,+,2.82,0.30,
機電類指數,"4,258.14",+,53.72,1.28,
水泥類指數,182.62,+,0.19,0.10,
食品類指數,"1,891.30",+,2.61,0.14,
塑膠類指數,285.08,+,0.02,0.01,
紡織纖維類指數,582.00,+,2.16,0.37,
電機機械類指數,225.11,+,2.05,0.92,
電器電纜類指數,104.89,+,0.31,0.30,
化學生技醫療類指數,121.12,+,0.98,0.82,
化學類指數,149.32,+,1.49,1.01,
生技醫療類指數,66.12,+,0.38,0.58,
玻璃陶瓷類指數,59.24,+,0.20,0.34,
造紙類指數,367.35,-,0.55,-0.15,
鋼鐵類指數,171.86,+,1.97,1.16,
橡膠類指數,258.23,+,2.93,1.15,
汽車類指數,313.05,+,2.44,0.79,
電子工業類指數,762.55,+,9.73,1.29,
半導體類指數,372.80,+,6.23,1.70,
電腦及週邊設備類指數,136.30,-,0.47,-0.34,
光電類指數,34.50,+,0.33,0.97,
通信網路類指數,136.62,+,0.58,0.43,
電子零組件類指數,171.55,+,1.84,1.08,
電子通路類指數,202.20,+,2.26,1.13,
資訊服務類指數,128.81,+,0.62,0.48,
其他電子類指數,97.18,+,0.80,0.83,
建材營造類指數,375.01,+,3.05,0.82,
航運類指數,280.78,+,2.63,0.95,
觀光類指數,94.37,+,0.32,0.34,
金融保險類指數,"1,792.12",-,18.42,-1.02,
貿易百貨類指數,302.56,-,2.09,-0.69,
油電燃氣類指數,120.02,+,2.03,1.72,
