指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,832.02",+,190.72,1.02,
發行量加權股價指數,"16,592.18",+,172.80,1.05,
臺灣公司治理100指數,"9,663.93",+,110.07,1.15,
臺灣50指數,"12,856.75",+,143.60,1.13,
臺灣50權重上限30%指數,"12,287.89",+,130.26,1.07,
臺灣中型100指數,"13,957.34",+,128.28,0.93,
臺灣資訊科技指數,"21,398.79",+,243.99,1.15,
臺灣發達指數,"11,132.54",+,117.21,1.06,
臺灣高股息指數,"7,460.65",+,72.17,0.98,
臺灣就業99指數,"10,162.67",+,95.37,0.95,
臺灣高薪100指數,"9,564.93",+,89.42,0.94,
未含金融指數,"14,137.82",+,150.25,1.07,
未含電子指數,"20,017.85",+,208.91,1.05,
未含金融電子指數,"16,437.12",+,182.62,1.12,
小型股300指數,"8,791.00",+,44.79,0.51,
水泥窯製類指數,703.92,+,0.77,0.11,
塑膠化工類指數,934.68,+,5.04,0.54,
機電類指數,"4,215.84",+,42.06,1.01,
水泥類指數,184.17,-,0.26,-0.14,
食品類指數,"1,902.25",-,1.55,-0.08,
塑膠類指數,284.27,+,2.20,0.78,
紡織纖維類指數,578.14,+,8.19,1.44,
電機機械類指數,220.24,+,1.11,0.51,
電器電纜類指數,109.39,-,3.06,-2.72,
化學生技醫療類指數,121.16,-,0.03,-0.02,
化學類指數,148.56,+,0.20,0.13,
生技醫療類指數,66.63,-,0.17,-0.25,
玻璃陶瓷類指數,58.27,+,0.98,1.71,
造紙類指數,359.96,-,1.59,-0.44,
鋼鐵類指數,171.20,+,0.24,0.14,
橡膠類指數,255.32,+,0.69,0.27,
汽車類指數,310.54,+,1.06,0.34,
電子工業類指數,754.85,+,7.85,1.05,
半導體類指數,367.85,+,4.66,1.28,
電腦及週邊設備類指數,135.23,+,0.81,0.60,
光電類指數,33.89,-,0.07,-0.21,
通信網路類指數,141.12,+,0.45,0.32,
電子零組件類指數,170.11,+,2.16,1.29,
電子通路類指數,200.60,+,1.61,0.81,
資訊服務類指數,128.00,+,0.41,0.32,
其他電子類指數,94.85,+,0.60,0.64,
建材營造類指數,371.02,+,1.06,0.29,
航運類指數,270.17,+,10.20,3.92,
觀光類指數,93.68,+,1.20,1.30,
金融保險類指數,"1,828.38",+,16.39,0.90,
貿易百貨類指數,301.68,+,0.80,0.27,
油電燃氣類指數,119.74,+,2.92,2.50,
其他類指數,380.94,+,3.93,1.04,
臺指日報酬兩倍指數,"35,440.43",+,730.58,2.10,
臺指反向一倍指數,"4,244.94",-,45.15,-1.05,
電子類兩倍槓桿指數,"32,667.65",+,672.46,2.10,
電子類反向指數,"3,966.45",-,42.12,-1.05,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,232.40",+,3.25,0.08,
臺灣中小型公司治理指數,"6,966.25",+,90.11,1.31,
臺灣IPO指數,"6,176.70",+,33.03,0.54,
智慧中立指數,"4,070.98",+,22.53,0.56,
臺灣5G指數,"8,313.51",+,72.06,0.87,
臺灣企業社會責任中小型指數,"8,548.98",+,36.72,0.43,
特選臺灣電動車代表指數,"5,706.04",+,10.27,0.18,
臺灣5G+通訊指數,"6,066.70",+,63.97,1.07,
臺灣全市場指數,"5,610.85",+,57.03,1.03,
臺灣全市場半導體指數,"5,400.19",+,59.11,1.11,
臺灣電動車與自駕科技永續概念指數,"4,501.98",+,33.37,0.75,
臺灣智慧移動與電動車指數,"4,284.26",+,51.57,1.22,
特選小資高價30指數,"4,779.69",+,49.05,1.04,
特選臺灣綠能及電動車指數,"4,618.26",+,19.63,0.43,
特選臺灣智能車供應鏈聯盟指數,"4,441.46",+,40.70,0.92,
臺灣全市場半導體精選30指數,"4,276.95",+,51.24,1.21,
特選臺灣高股息30指數,"4,826.66",+,28.01,0.58,
臺灣友善環境指數,"5,150.15",+,44.97,0.88,
台灣永續價值指數,"4,759.35",+,33.98,0.72,
特選臺灣IC設計指數,"3,608.51",+,73.96,2.09,
特選臺灣環境永續高股息指數,"4,784.05",+,33.60,0.71,
臺灣友善環境50指數,"4,445.85",+,49.21,1.12,
特選台灣策略高股息30指數,"4,578.02",+,40.28,0.89,
特選臺灣IC設計產業代表指數,"3,978.96",+,92.43,2.38,
特選臺灣綠能指數,"4,931.56",+,21.25,0.43,
特選臺灣成長高股息指數,"4,519.03",+,30.97,0.69,
特選臺灣智慧50指數,"4,650.02",+,87.60,1.92,
特選臺灣標竿PCB指數,"4,565.36",+,96.11,2.15,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"37,752.29",+,670.83,1.81,
金融類日報酬反向一倍指數,"4,267.15",-,38.95,-0.90,
漲升股利150指數,"8,657.20",+,68.45,0.80,
藍籌30指數,"8,193.56",+,78.37,0.97,
工業菁英30指數,"8,611.83",+,101.11,1.19,
電子菁英30指數,"7,997.84",+,120.34,1.53,
低波動股利精選30指數,"7,563.58",+,58.99,0.79,
中小型A級動能50指數,"14,375.62",+,96.74,0.68,
特選高息低波指數,"7,681.74",+,33.21,0.43,
臺灣永續指數,"8,531.74",+,83.89,0.99,
特選內需高收益指數,"6,518.18",+,1.99,0.03,
價值投資指數,"7,624.85",+,74.82,0.99,
存股雙十等權重指數,"8,067.78",+,110.92,1.39,
特選大蘋果指數,"6,804.83",+,85.64,1.27,
中小型300指數,"8,941.25",+,75.35,0.85,
特股高息20指數,"6,359.20",+,23.07,0.36,
臺灣500指數,"8,594.98",+,89.97,1.06,
臺灣勞工權益指數,"8,128.08",+,67.77,0.84,
微波高息精選20指數,"6,914.33",+,20.82,0.30,
特選世代行動通訊指數,"6,265.21",+,57.94,0.93,
智慧投資多因子30指數,"5,880.87",+,79.50,1.37,
臺股期貨指數,"8,289.81",+,97.98,1.20,
特選價值成長指數,"7,762.37",+,78.02,1.02,
臺灣上櫃永續指數,"5,660.34",+,15.35,0.27,
特選台股領航指數,"7,630.78",+,84.39,1.12,
特選Smart多因子指數,"6,379.23",+,79.06,1.25,
特選ESG高股息指數,"4,666.14",+,28.20,0.61,
特選上櫃ESG成長指數,"4,086.66",+,14.38,0.35,
特選上櫃ESG電子菁英指數,"4,360.94",+,13.94,0.32,
新臺灣高股息指數,"5,138.94",+,27.83,0.54,
臺灣優息存股指數,"5,391.47",+,21.40,0.40,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"25,230.63",+,255.51,1.02,
發行量加權股價報酬指數,"32,999.88",+,343.68,1.05,
臺灣公司治理100報酬指數,"12,682.49",+,144.45,1.15,
臺灣50報酬指數,"25,850.09",+,288.74,1.13,
臺灣50權重上限30%報酬指數,"24,772.64",+,262.61,1.07,
臺灣中型100報酬指數,"26,065.58",+,239.57,0.93,
臺灣資訊科技股報酬指數,"40,676.76",+,463.82,1.15,
臺灣發達報酬指數,"20,198.71",+,212.66,1.06,
臺灣高股息報酬指數,"18,780.11",+,181.66,0.98,
臺灣就業99報酬指數,"15,078.24",+,141.50,0.95,
臺灣高薪100報酬指數,"12,959.80",+,121.16,0.94,
未含金融電子報酬指數,"33,002.36",+,366.66,1.12,
小型股300報酬指數,"11,117.13",+,56.66,0.51,
水泥類報酬指數,350.16,-,0.50,-0.14,
食品類報酬指數,"2,878.60",-,2.36,-0.08,
塑膠類報酬指數,481.71,+,3.73,0.78,
紡織纖維類報酬指數,911.68,+,12.92,1.44,
電機機械類報酬指數,324.48,+,1.65,0.51,
電器電纜類報酬指數,161.40,-,4.52,-2.72,
化學生技醫療類報酬指數,184.81,-,0.05,-0.03,
化學類報酬指數,242.02,+,0.33,0.14,
生技醫療類報酬指數,91.99,-,0.23,-0.25,
玻璃陶瓷類報酬指數,67.74,+,1.14,1.71,
造紙類報酬指數,530.52,-,2.35,-0.44,
鋼鐵類報酬指數,268.14,+,0.38,0.14,
橡膠類報酬指數,396.23,+,1.07,0.27,
汽車類報酬指數,481.08,+,1.64,0.34,
電子工業類報酬指數,"1,369.82",+,14.24,1.05,
半導體類報酬指數,630.44,+,7.99,1.28,
電腦及週邊設備類報酬指數,280.12,+,1.67,0.60,
光電類報酬指數,47.79,-,0.09,-0.19,
通信網路類報酬指數,286.43,+,0.90,0.32,
電子零組件類報酬指數,305.64,+,3.89,1.29,
電子通路類報酬指數,447.69,+,3.59,0.81,
資訊服務類報酬指數,283.36,+,0.90,0.32,
其他電子類報酬指數,146.27,+,0.94,0.65,
建材營造類報酬指數,705.83,+,2.01,0.29,
航運類報酬指數,382.42,+,14.44,3.92,
觀光類報酬指數,126.96,+,1.62,1.29,
金融保險類報酬指數,"3,025.58",+,27.12,0.90,
貿易百貨類報酬指數,454.59,+,1.21,0.27,
油電燃氣類報酬指數,181.83,+,4.43,2.50,
其他類報酬指數,624.63,+,6.44,1.04,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,612.95",+,3.54,0.08,
臺灣中小型公司治理報酬指數,"8,748.96",+,113.17,1.31,
臺灣IPO報酬指數,"6,971.34",+,37.27,0.54,
智慧中立報酬指數,"4,430.28",+,24.53,0.56,
加權指數掩護性臺指買權價外5%報酬指數,"7,130.28",+,74.44,1.06,
臺灣5G報酬指數,"8,822.29",+,76.47,0.87,
臺灣企業社會責任中小型報酬指數,"9,372.56",+,40.26,0.43,
