指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"14,640.85",-,155.73,-1.05,
發行量加權股價指數,"12,819.20",-,126.90,-0.98,
臺灣公司治理100指數,"7,297.05",-,64.98,-0.88,
臺灣50指數,"9,648.34",-,90.71,-0.93,
臺灣50權重上限30%指數,"9,324.19",-,57.62,-0.61,
臺灣中型100指數,"11,376.31",-,174.98,-1.51,
臺灣資訊科技指數,"16,176.14",-,243.80,-1.48,
臺灣發達指數,"8,739.46",-,55.88,-0.64,
臺灣高股息指數,"5,486.18",-,63.66,-1.15,
臺灣就業99指數,"8,020.23",-,76.08,-0.94,
臺灣高薪100指數,"7,224.37",-,44.35,-0.61,
未含金融指數,"10,961.20",-,127.63,-1.15,
未含電子指數,"15,557.29",-,39.60,-0.25,
未含金融電子指數,"12,946.54",-,60.43,-0.46,
小型股300指數,"7,353.86",-,107.63,-1.44,
水泥窯製類指數,546.17,+,0.78,0.14,
塑膠化工類指數,752.35,-,3.01,-0.40,
機電類指數,"3,254.03",-,47.32,-1.43,
水泥類指數,141.20,+,0.79,0.56,
食品類指數,"1,728.47",-,13.00,-0.75,
塑膠類指數,224.89,+,0.81,0.36,
紡織纖維類指數,536.09,-,3.04,-0.56,
電機機械類指數,194.76,-,0.97,-0.50,
電器電纜類指數,84.94,+,1.31,1.57,
化學生技醫療類指數,100.07,-,2.07,-2.03,
化學類指數,116.57,-,0.73,-0.62,
生技醫療類指數,58.62,-,2.08,-3.43,
玻璃陶瓷類指數,48.70,-,1.14,-2.29,
造紙類指數,282.70,-,2.86,-1.00,
鋼鐵類指數,129.24,-,2.01,-1.53,
橡膠類指數,219.76,-,2.31,-1.04,
汽車類指數,299.28,+,2.95,1.00,
電子工業類指數,580.80,-,8.74,-1.48,
半導體類指數,263.30,-,4.94,-1.84,
電腦及週邊設備類指數,110.51,-,1.93,-1.72,
光電類指數,30.50,-,0.88,-2.80,
通信網路類指數,120.15,-,0.34,-0.28,
電子零組件類指數,138.51,-,1.44,-1.03,
電子通路類指數,159.41,-,3.18,-1.96,
資訊服務類指數,113.76,-,0.41,-0.36,
其他電子類指數,93.58,+,0.30,0.32,
建材營造類指數,330.91,-,1.52,-0.46,
航運類指數,142.43,-,1.30,-0.90,
觀光類指數,93.36,-,1.37,-1.45,
金融保險類指數,"1,379.32",+,3.22,0.23,
貿易百貨類指數,250.54,-,2.84,-1.12,
油電燃氣類指數,103.60,+,1.92,1.89,
其他類指數,310.22,-,4.47,-1.42,
臺指日報酬兩倍指數,"20,676.42",-,413.45,-1.96,
臺指反向一倍指數,"5,372.37",+,52.15,0.98,
電子類兩倍槓桿指數,"18,721.06",-,572.05,-2.97,
