指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,964.47",-,119.46,-0.59,
發行量加權股價指數,"17,522.50",-,103.09,-0.58,
臺灣公司治理100指數,"10,169.33",-,83.26,-0.81,
臺灣50指數,"13,601.75",-,128.65,-0.94,
臺灣50權重上限30%指數,"12,937.66",-,83.33,-0.64,
臺灣中型100指數,"14,776.16",+,9.64,0.07,
臺灣資訊科技指數,"22,937.61",-,371.75,-1.59,
臺灣發達指數,"11,318.79",-,26.55,-0.23,
臺灣高股息指數,"7,836.61",-,29.45,-0.37,
臺灣就業99指數,"10,710.19",+,23.80,0.22,
臺灣高薪100指數,"9,997.16",+,42.75,0.43,
未含金融指數,"14,934.49",-,142.72,-0.95,
未含電子指數,"20,735.14",+,137.95,0.67,
未含金融電子指數,"16,888.63",+,13.30,0.08,
小型股300指數,"9,345.68",-,13.34,-0.14,
水泥窯製類指數,752.38,+,5.02,0.67,
塑膠化工類指數,974.63,+,4.22,0.43,
機電類指數,"4,501.03",-,63.10,-1.38,
水泥類指數,195.12,+,1.52,0.79,
食品類指數,"1,885.92",+,7.81,0.42,
塑膠類指數,295.30,+,0.96,0.33,
紡織纖維類指數,596.17,-,0.97,-0.16,
電機機械類指數,234.01,-,1.13,-0.48,
電器電纜類指數,87.11,-,0.59,-0.67,
化學生技醫療類指數,125.39,+,1.45,1.17,
化學類指數,156.55,+,2.22,1.44,
生技醫療類指數,67.25,+,0.52,0.78,
玻璃陶瓷類指數,65.72,,--,--,
造紙類指數,388.81,+,0.98,0.25,
鋼鐵類指數,187.81,+,0.20,0.11,
橡膠類指數,278.42,-,1.52,-0.54,
汽車類指數,320.02,-,0.46,-0.14,
電子工業類指數,807.72,-,11.52,-1.41,
半導體類指數,397.70,-,7.52,-1.86,
電腦及週邊設備類指數,140.58,-,0.88,-0.62,
光電類指數,38.04,-,0.31,-0.81,
通信網路類指數,137.94,+,0.41,0.30,
電子零組件類指數,186.18,-,3.51,-1.85,
電子通路類指數,207.10,+,0.82,0.40,
資訊服務類指數,132.10,+,1.36,1.04,
其他電子類指數,98.98,+,0.24,0.24,
建材營造類指數,382.75,+,3.95,1.04,
航運類指數,262.80,-,4.71,-1.76,
觀光類指數,96.61,+,0.35,0.36,
金融保險類指數,"1,927.41",+,36.95,1.95,
貿易百貨類指數,314.54,+,2.95,0.95,
油電燃氣類指數,124.42,+,1.18,0.96,
數位雲端類指數,--,,--,--,
其他類指數,392.62,+,2.76,0.71,
臺指日報酬兩倍指數,"39,627.35",-,469.04,-1.17,
臺指反向一倍指數,"4,029.63",+,23.43,0.58,
電子類兩倍槓桿指數,"37,537.52",-,"1,086.24",-2.81,
電子類反向指數,"3,719.75",+,51.58,1.41,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,310.62",+,8.76,0.20,
臺灣中小型公司治理指數,"7,753.47",-,0.10,--,
臺灣IPO指數,"6,996.44",-,32.83,-0.47,
智慧中立指數,"3,984.42",-,39.68,-0.99,
臺灣5G指數,"8,865.63",-,166.72,-1.85,
臺灣企業社會責任中小型指數,"8,946.20",+,14.53,0.16,
特選臺灣電動車代表指數,"6,152.82",-,16.14,-0.26,
臺灣5G+通訊指數,"6,444.45",-,102.62,-1.57,
臺灣全市場指數,"5,955.85",-,40.13,-0.67,
臺灣全市場半導體指數,"5,963.91",-,111.08,-1.83,
臺灣電動車與自駕科技永續概念指數,"4,803.81",-,70.44,-1.45,
臺灣智慧移動與電動車指數,"4,645.53",-,101.65,-2.14,
特選小資高價30指數,"5,280.07",-,63.58,-1.19,
特選臺灣綠能及電動車指數,"4,882.98",-,23.74,-0.48,
特選臺灣智能車供應鏈聯盟指數,"4,753.42",-,67.32,-1.40,
臺灣全市場半導體精選30指數,"4,718.99",-,89.29,-1.86,
特選臺灣高股息30指數,"5,191.11",-,15.34,-0.29,
臺灣友善環境指數,"5,401.29",-,39.26,-0.72,
台灣永續價值指數,"5,028.77",-,6.52,-0.13,
特選臺灣IC設計指數,"4,091.86",-,84.71,-2.03,
特選臺灣環境永續高股息指數,"5,067.97",+,6.30,0.12,
臺灣友善環境50指數,"4,667.67",-,46.36,-0.98,
特選台灣策略高股息30指數,"4,906.86",-,37.65,-0.76,
特選臺灣IC設計產業代表指數,"4,624.95",-,63.61,-1.36,
特選臺灣綠能指數,"5,140.12",-,6.95,-0.14,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"42,063.40",+,"1,582.44",3.91,
金融類日報酬反向一倍指數,"4,058.35",-,80.90,-1.95,
漲升股利150指數,"8,996.01",-,56.32,-0.62,
藍籌30指數,"8,573.63",-,65.60,-0.76,
工業菁英30指數,"9,205.75",-,131.90,-1.41,
電子菁英30指數,"8,437.32",-,139.81,-1.63,
低波動股利精選30指數,"7,892.88",+,66.16,0.85,
中小型A級動能50指數,"15,731.69",-,139.47,-0.88,
