指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,964.93",-,170.57,-0.85,
發行量加權股價指數,"17,520.01",-,156.94,-0.89,
臺灣公司治理100指數,"10,181.79",-,114.87,-1.12,
臺灣50指數,"13,661.32",-,173.56,-1.25,
臺灣50權重上限30%指數,"12,969.84",-,118.35,-0.90,
臺灣中型100指數,"14,624.50",-,58.94,-0.40,
臺灣資訊科技指數,"23,327.49",-,379.24,-1.60,
臺灣發達指數,"11,216.62",-,44.93,-0.40,
臺灣高股息指數,"7,906.32",-,10.99,-0.14,
臺灣就業99指數,"10,585.76",-,28.43,-0.27,
臺灣高薪100指數,"9,867.13",-,15.44,-0.16,
未含金融指數,"15,029.53",-,160.26,-1.06,
未含電子指數,"20,273.03",-,26.54,-0.13,
未含金融電子指數,"16,688.16",-,56.68,-0.34,
小型股300指數,"9,322.62",-,20.40,-0.22,
水泥窯製類指數,744.93,-,2.58,-0.35,
塑膠化工類指數,961.94,-,1.32,-0.14,
機電類指數,"4,564.72",-,62.60,-1.35,
水泥類指數,193.47,-,0.42,-0.22,
食品類指數,"1,872.74",+,5.66,0.30,
塑膠類指數,291.03,-,1.49,-0.51,
紡織纖維類指數,586.28,-,3.76,-0.64,
電機機械類指數,233.08,-,1.99,-0.85,
電器電纜類指數,86.76,-,0.33,-0.38,
化學生技醫療類指數,123.82,+,0.87,0.71,
化學類指數,155.42,+,1.77,1.15,
生技醫療類指數,65.90,+,0.05,0.08,
玻璃陶瓷類指數,64.51,-,0.71,-1.09,
造紙類指數,387.66,+,3.61,0.94,
鋼鐵類指數,190.61,-,1.64,-0.85,
橡膠類指數,277.19,+,1.11,0.40,
汽車類指數,315.95,-,0.78,-0.25,
電子工業類指數,819.56,-,11.39,-1.37,
半導體類指數,405.22,-,7.89,-1.91,
電腦及週邊設備類指數,142.06,-,0.17,-0.12,
光電類指數,38.69,-,0.48,-1.23,
通信網路類指數,137.10,-,0.33,-0.24,
電子零組件類指數,188.62,-,0.92,-0.49,
電子通路類指數,207.67,-,0.60,-0.29,
資訊服務類指數,130.06,-,0.32,-0.25,
其他電子類指數,99.31,-,0.17,-0.17,
建材營造類指數,375.51,-,2.96,-0.78,
航運類指數,260.02,+,2.42,0.94,
觀光類指數,94.88,-,0.80,-0.84,
金融保險類指數,"1,841.61",+,6.07,0.33,
貿易百貨類指數,307.78,-,1.99,-0.64,
油電燃氣類指數,123.97,-,1.34,-1.07,
其他類指數,379.96,-,5.00,-1.30,
臺指日報酬兩倍指數,"39,623.06",-,716.28,-1.78,
臺指反向一倍指數,"4,030.92",+,35.47,0.89,
電子類兩倍槓桿指數,"38,664.16",-,"1,089.83",-2.74,
電子類反向指數,"3,667.72",+,49.59,1.37,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,304.64",-,11.38,-0.26,
臺灣中小型公司治理指數,"7,651.68",-,26.39,-0.34,
臺灣IPO指數,"6,971.03",-,22.56,-0.32,
智慧中立指數,"4,018.24",-,0.99,-0.02,
臺灣5G指數,"9,145.16",-,84.07,-0.91,
臺灣企業社會責任中小型指數,"8,858.64",-,9.81,-0.11,
特選臺灣電動車代表指數,"6,158.72",-,40.61,-0.66,
臺灣5G+通訊指數,"6,602.49",-,77.39,-1.16,
臺灣全市場指數,"5,963.45",-,53.26,-0.89,
臺灣全市場半導體指數,"6,133.64",-,73.13,-1.18,
臺灣電動車與自駕科技永續概念指數,"4,939.39",-,45.80,-0.92,
臺灣智慧移動與電動車指數,"4,757.52",-,45.36,-0.94,
特選小資高價30指數,"5,333.47",-,62.23,-1.15,
特選臺灣綠能及電動車指數,"4,902.90",-,38.52,-0.78,
特選臺灣智能車供應鏈聯盟指數,"4,846.18",-,54.59,-1.11,
臺灣全市場半導體精選30指數,"4,862.43",-,63.93,-1.30,
特選臺灣高股息30指數,"5,248.46",-,8.37,-0.16,
臺灣友善環境指數,"5,416.04",-,38.27,-0.70,
台灣永續價值指數,"4,980.92",-,35.44,-0.71,
特選臺灣IC設計指數,"4,206.60",-,48.54,-1.14,
