指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,886.21",+,200.28,1.20,
發行量加權股價指數,"14,784.00",+,175.46,1.20,
臺灣公司治理100指數,"8,521.57",+,97.80,1.16,
臺灣50指數,"11,443.27",+,123.33,1.09,
臺灣50權重上限30%指數,"10,823.16",+,125.96,1.18,
臺灣中型100指數,"12,815.50",+,176.14,1.39,
臺灣資訊科技指數,"19,686.94",+,228.28,1.17,
臺灣發達指數,"9,619.09",+,149.07,1.57,
臺灣高股息指數,"5,980.70",+,99.75,1.70,
臺灣就業99指數,"9,018.98",+,59.29,0.66,
臺灣高薪100指數,"8,110.49",+,84.14,1.05,
未含金融指數,"12,723.88",+,164.61,1.31,
未含電子指數,"17,066.46",+,193.07,1.14,
未含金融電子指數,"14,181.72",+,205.93,1.47,
小型股300指數,"8,070.54",+,88.64,1.11,
水泥窯製類指數,603.28,+,2.73,0.45,
塑膠化工類指數,831.57,+,10.38,1.26,
機電類指數,"3,875.35",+,47.92,1.25,
水泥類指數,152.37,+,1.77,1.18,
食品類指數,"1,795.70",+,29.29,1.66,
塑膠類指數,247.96,+,2.82,1.15,
紡織纖維類指數,566.36,+,8.15,1.46,
電機機械類指數,218.94,+,3.66,1.70,
電器電纜類指數,100.20,+,1.66,1.68,
化學生技醫療類指數,112.75,+,1.52,1.37,
化學類指數,127.04,+,1.45,1.15,
生技醫療類指數,68.25,+,1.05,1.56,
玻璃陶瓷類指數,61.24,-,1.97,-3.12,
造紙類指數,306.16,+,1.51,0.50,
鋼鐵類指數,135.54,+,0.81,0.60,
橡膠類指數,234.55,+,4.06,1.76,
汽車類指數,336.19,+,7.66,2.33,
電子工業類指數,692.74,+,8.47,1.24,
半導體類指數,332.45,+,3.99,1.21,
電腦及週邊設備類指數,122.53,+,1.69,1.40,
光電類指數,34.08,+,0.28,0.83,
通信網路類指數,124.09,+,1.47,1.20,
電子零組件類指數,163.34,+,2.93,1.83,
電子通路類指數,169.25,+,1.40,0.83,
資訊服務類指數,120.93,+,0.76,0.63,
其他電子類指數,95.67,+,0.80,0.84,
建材營造類指數,350.19,+,3.34,0.96,
航運類指數,158.99,+,4.75,3.08,
觀光類指數,104.11,+,0.28,0.27,
金融保險類指數,"1,518.23",+,6.08,0.40,
貿易百貨類指數,271.75,+,2.52,0.94,
油電燃氣類指數,111.93,+,2.75,2.52,
其他類指數,346.08,+,2.68,0.78,
臺指日報酬兩倍指數,"27,388.02",+,642.47,2.40,
臺指反向一倍指數,"4,638.57",-,56.39,-1.20,
電子類兩倍槓桿指數,"26,435.82",+,638.64,2.48,
電子類反向指數,"4,153.56",-,52.06,-1.24,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,369.84",+,8.75,0.20,
臺灣中小型公司治理指數,"6,758.59",+,139.53,2.11,
臺灣IPO指數,"4,660.74",+,73.47,1.60,
智慧中立指數,"3,460.26",+,14.20,0.41,
臺灣5G指數,"7,461.58",+,119.44,1.63,
臺灣企業社會責任中小型指數,"7,850.56",+,59.61,0.77,
特選臺灣電動車代表指數,"5,702.46",+,70.18,1.25,
臺灣5G+通訊指數,"5,626.78",+,87.41,1.58,
臺灣全市場指數,"5,019.16",+,57.70,1.16,
臺灣全市場半導體指數,"4,758.01",+,92.99,1.99,
臺灣電動車與自駕科技永續概念指數,"4,141.85",+,71.56,1.76,
臺灣智慧移動與電動車指數,"3,879.86",+,72.64,1.91,
特選小資高價30指數,"4,502.97",+,99.79,2.27,
特選臺灣綠能及電動車指數,"4,317.43",+,57.88,1.36,
特選臺灣智能車供應鏈聯盟指數,"4,209.02",+,61.33,1.48,
臺灣全市場半導體精選30指數,"3,782.34",+,74.13,2.00,
特選臺灣高股息30指數,"3,795.87",+,54.26,1.45,
臺灣友善環境指數,"4,471.27",+,48.56,1.10,
台灣永續價值指數,"4,194.19",+,32.33,0.78,
特選臺灣IC設計指數,"2,812.11",+,105.15,3.88,
特選臺灣環境永續高股息指數,"3,982.48",+,42.82,1.09,
臺灣友善環境50指數,"3,921.91",+,52.13,1.35,
特選台灣策略高股息30指數,"3,685.65",+,47.01,1.29,
特選臺灣IC設計產業代表指數,"3,394.87",+,125.62,3.84,
特選臺灣綠能指數,"4,605.13",+,51.25,1.13,
特選臺灣成長高股息指數,"3,852.48",+,81.16,2.15,
特選臺灣智慧50指數,"3,762.76",+,75.21,2.04,
特選臺灣標竿PCB指數,"3,850.14",+,49.86,1.31,
臺灣晶圓製造指數,"4,409.91",+,77.40,1.79,
臺灣精選高息指數,"3,757.98",+,64.83,1.76,
臺灣多因子優選高股息30指數,"4,718.44",+,14.80,0.31,
特選臺灣優利高填息30指數,"4,393.53",+,57.01,1.31,
臺灣多因子優選成長30指數,"5,238.42",+,32.23,0.62,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"25,492.09",+,203.36,0.80,
金融類日報酬反向一倍指數,"5,033.40",-,20.32,-0.40,
漲升股利150指數,"7,766.36",+,69.93,0.91,
藍籌30指數,"7,281.40",+,106.58,1.49,
工業菁英30指數,"7,828.97",+,131.03,1.70,
電子菁英30指數,"7,625.41",+,161.10,2.16,
低波動股利精選30指數,"6,287.57",+,63.84,1.03,
中小型A級動能50指數,"14,112.81",+,223.12,1.61,
特選高息低波指數,"6,556.34",+,81.55,1.26,
臺灣永續指數,"7,571.48",+,82.95,1.11,
特選內需高收益指數,"5,666.82",+,71.17,1.27,
價值投資指數,"5,674.01",+,128.40,2.32,
存股雙十等權重指數,"6,698.51",+,80.57,1.22,
特選大蘋果指數,"6,681.47",+,100.33,1.52,
中小型300指數,"8,180.26",+,107.08,1.33,
特股高息20指數,"5,622.40",+,4.31,0.08,
臺灣500指數,"7,621.38",+,93.06,1.24,
臺灣勞工權益指數,"7,081.18",+,71.10,1.01,
微波高息精選20指數,"6,138.27",+,62.79,1.03,
特選世代行動通訊指數,"5,853.79",+,76.63,1.33,
智慧投資多因子30指數,"4,794.42",+,66.79,1.41,
臺股期貨指數,"7,770.97",+,92.04,1.20,
特選價值成長指數,"6,217.08",+,107.32,1.76,
臺灣上櫃永續指數,"5,612.23",+,120.82,2.20,
特選台股領航指數,"6,739.95",+,110.35,1.66,
特選Smart多因子指數,"5,567.75",+,74.71,1.36,
特選ESG高股息指數,"3,977.27",+,56.43,1.44,
特選上櫃ESG成長指數,"4,101.25",+,116.14,2.91,
特選上櫃ESG電子菁英指數,"4,158.69",+,125.54,3.11,
新臺灣高股息指數,"4,376.49",+,46.96,1.08,
臺灣優息存股指數,"4,622.75",+,32.42,0.71,
特選上櫃ESG永續高股息指數,"5,665.55",+,123.71,2.23,
特選臺灣金融高股息存股指數,"4,918.76",+,3.70,0.08,
上櫃ESG 30指數,"5,142.02",+,90.70,1.80,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"23,587.68",+,279.76,1.20,
發行量加權股價報酬指數,"30,682.84",+,364.15,1.20,
臺灣公司治理100報酬指數,"11,687.96",+,134.13,1.16,
臺灣50報酬指數,"23,920.03",+,257.79,1.09,
臺灣50權重上限30%報酬指數,"22,866.20",+,266.12,1.18,
臺灣中型100報酬指數,"25,055.09",+,344.35,1.39,
臺灣資訊科技股報酬指數,"38,637.78",+,448.03,1.17,
臺灣發達報酬指數,"18,545.51",+,287.40,1.57,
臺灣高股息報酬指數,"16,508.59",+,275.34,1.70,
臺灣就業99報酬指數,"14,067.29",+,92.48,0.66,
臺灣高薪100報酬指數,"11,691.63",+,121.30,1.05,
未含金融電子報酬指數,"30,166.92",+,438.07,1.47,
小型股300報酬指數,"10,686.33",+,117.37,1.11,
水泥類報酬指數,302.80,+,3.52,1.18,
食品類報酬指數,"2,807.73",+,45.79,1.66,
塑膠類報酬指數,455.12,+,5.18,1.15,
