指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"26,112.30",+,416.47,1.62,
發行量加權股價指數,"23,161.58",+,367.62,1.61,
臺灣公司治理100指數,"13,942.86",+,208.70,1.52,
臺灣50指數,"19,757.69",+,303.67,1.56,
臺灣50權重上限30%指數,"16,636.91",+,276.73,1.69,
臺灣中型100指數,"19,071.35",+,329.23,1.76,
臺灣資訊科技指數,"39,621.76",+,671.42,1.72,
臺灣發達指數,"9,766.59",+,148.66,1.55,
臺灣高股息指數,"9,280.51",+,128.48,1.40,
臺灣就業99指數,"13,377.01",+,179.98,1.36,
臺灣高薪100指數,"11,939.29",+,205.15,1.75,
未含金融指數,"20,222.93",+,339.56,1.71,
未含電子指數,"19,094.73",+,206.65,1.09,
未含金融電子指數,"14,169.34",+,175.55,1.25,
小型股300指數,"11,119.69",+,166.21,1.52,
水泥窯製類指數,570.57,+,0.97,0.17,
塑膠化工類指數,603.05,+,4.93,0.82,
機電類指數,"7,176.93",+,127.75,1.81,
水泥類指數,149.71,+,0.04,0.03,
食品類指數,"2,100.62",+,15.37,0.74,
塑膠類指數,104.18,-,0.28,-0.27,
紡織纖維類指數,604.82,+,5.38,0.90,
電機機械類指數,390.08,+,5.45,1.42,
電器電纜類指數,87.06,+,0.80,0.93,
化學生技醫療類指數,137.05,+,2.37,1.76,
化學類指數,159.01,+,1.41,0.89,
生技醫療類指數,77.63,+,1.69,2.23,
玻璃陶瓷類指數,46.06,+,0.54,1.19,
造紙類指數,279.52,+,1.05,0.38,
鋼鐵類指數,121.15,-,0.12,-0.10,
橡膠類指數,269.48,-,0.84,-0.31,
汽車類指數,374.39,+,6.45,1.75,
電子工業類指數,"1,290.23",+,23.13,1.83,
半導體類指數,674.88,+,9.69,1.46,
電腦及週邊設備類指數,262.47,+,7.63,2.99,
光電類指數,40.29,+,0.79,2.00,
通信網路類指數,170.09,+,1.81,1.08,
電子零組件類指數,230.76,+,6.77,3.02,
電子通路類指數,240.93,+,2.58,1.08,
資訊服務類指數,234.87,+,4.37,1.90,
其他電子類指數,159.98,+,5.20,3.36,
建材營造類指數,536.56,+,3.80,0.71,
航運類指數,193.46,+,6.20,3.31,
觀光餐旅類指數,118.83,+,1.07,0.91,
金融保險類指數,"2,125.99",+,17.26,0.82,
貿易百貨類指數,274.94,+,2.07,0.76,
油電燃氣類指數,51.72,+,1.15,2.27,
綠能環保類指數,108.42,+,2.88,2.73,
數位雲端類指數,63.83,-,0.16,-0.25,
運動休閒類指數,96.40,+,1.09,1.14,
居家生活類指數,129.50,+,1.33,1.04,
其他類指數,319.95,+,2.76,0.87,
臺指日報酬兩倍指數,"63,106.61",+,"1,971.95",3.23,
臺指反向一倍指數,"2,775.95",-,45.50,-1.61,
電子類兩倍槓桿指數,"82,858.95",+,"2,918.51",3.65,
電子類反向指數,"2,016.19",-,37.49,-1.83,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
