指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,320.45",+,135.29,0.74,
發行量加權股價指數,"15,929.43",+,124.67,0.79,
臺灣公司治理100指數,"9,043.62",+,74.54,0.83,
臺灣50指數,"12,008.59",+,106.57,0.90,
臺灣50權重上限30%指數,"11,389.94",+,91.25,0.81,
臺灣中型100指數,"14,457.62",+,87.53,0.61,
臺灣資訊科技指數,"20,993.34",+,210.45,1.01,
臺灣發達指數,"10,303.30",+,31.40,0.31,
臺灣高股息指數,"6,711.64",+,16.54,0.25,
臺灣就業99指數,"9,858.23",+,67.60,0.69,
臺灣高薪100指數,"8,680.50",+,44.09,0.51,
未含金融指數,"13,788.13",+,106.78,0.78,
未含電子指數,"18,335.87",+,110.32,0.61,
未含金融電子指數,"15,499.77",+,77.39,0.50,
小型股300指數,"9,237.60",+,71.53,0.78,
水泥窯製類指數,651.13,+,1.01,0.16,
塑膠化工類指數,873.50,+,2.84,0.33,
機電類指數,"4,208.90",+,37.63,0.90,
水泥類指數,169.42,-,0.09,-0.05,
食品類指數,"1,994.02",-,7.62,-0.38,
塑膠類指數,252.34,+,0.25,0.10,
紡織纖維類指數,590.51,+,5.17,0.88,
電機機械類指數,290.76,+,0.33,0.11,
電器電纜類指數,118.12,+,3.25,2.83,
化學生技醫療類指數,126.66,+,0.75,0.60,
化學類指數,140.79,+,1.40,1.00,
生技醫療類指數,77.70,+,0.17,0.22,
玻璃陶瓷類指數,55.76,+,0.82,1.49,
造紙類指數,315.06,+,6.54,2.12,
鋼鐵類指數,148.42,-,0.94,-0.63,
橡膠類指數,251.11,+,2.55,1.03,
汽車類指數,374.38,+,6.64,1.81,
電子工業類指數,747.81,+,6.73,0.91,
半導體類指數,353.54,+,3.75,1.07,
電腦及週邊設備類指數,146.37,-,1.10,-0.75,
光電類指數,36.27,-,0.13,-0.36,
通信網路類指數,141.75,+,1.52,1.08,
電子零組件類指數,174.25,+,2.89,1.69,
電子通路類指數,184.58,+,0.29,0.16,
資訊服務類指數,152.57,+,2.51,1.67,
其他電子類指數,101.06,+,1.10,1.10,
建材營造類指數,376.53,+,0.55,0.15,
航運類指數,170.77,+,1.93,1.14,
觀光類指數,144.63,+,4.87,3.48,
金融保險類指數,"1,567.60",+,13.24,0.85,
貿易百貨類指數,300.16,-,0.33,-0.11,
油電燃氣類指數,116.40,-,0.22,-0.19,
其他類指數,376.58,+,2.82,0.75,
臺指日報酬兩倍指數,"31,550.63",+,490.02,1.58,
臺指反向一倍指數,"4,271.30",-,33.96,-0.79,
電子類兩倍槓桿指數,"30,409.08",+,542.46,1.82,
電子類反向指數,"3,796.97",-,34.80,-0.91,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,610.10",-,34.53,-0.74,
臺灣中小型公司治理指數,"7,913.54",+,70.97,0.90,
臺灣IPO指數,"5,328.47",+,31.88,0.60,
智慧中立指數,"3,506.05",-,0.34,-0.01,
臺灣5G指數,"8,024.31",+,78.75,0.99,
