指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"20,389.80",+,241.13,1.20,
發行量加權股價指數,"17,919.33",+,209.18,1.18,
臺灣公司治理100指數,"10,268.88",+,115.03,1.13,
臺灣50指數,"13,914.50",+,149.27,1.08,
臺灣50權重上限30%指數,"13,243.05",+,168.11,1.29,
臺灣中型100指數,"14,330.13",+,169.81,1.20,
臺灣資訊科技指數,"23,766.65",+,272.25,1.16,
臺灣發達指數,"12,886.08",+,132.21,1.04,
臺灣高股息指數,"8,219.02",+,141.62,1.75,
臺灣就業99指數,"10,073.40",+,126.19,1.27,
臺灣高薪100指數,"9,216.50",+,134.78,1.48,
未含金融指數,"15,795.87",+,190.33,1.22,
未含電子指數,"20,914.90",+,204.52,0.99,
未含金融電子指數,"18,823.93",+,193.45,1.04,
小型股300指數,"9,605.51",+,100.74,1.06,
水泥窯製類指數,806.07,+,0.19,0.02,
塑膠化工類指數,"1,001.42",+,14.73,1.49,
機電類指數,"4,651.75",+,59.14,1.29,
水泥類指數,199.93,+,0.88,0.44,
食品類指數,"1,955.19",+,10.62,0.55,
塑膠類指數,299.81,+,5.68,1.93,
紡織纖維類指數,706.65,+,0.53,0.08,
電機機械類指數,262.58,+,2.08,0.80,
電器電纜類指數,85.84,-,0.13,-0.15,
化學生技醫療類指數,118.35,+,0.64,0.54,
化學類指數,131.69,+,0.69,0.53,
生技醫療類指數,72.95,+,0.40,0.55,
玻璃陶瓷類指數,88.32,-,1.58,-1.76,
造紙類指數,508.87,+,1.60,0.32,
鋼鐵類指數,208.94,+,5.18,2.54,
橡膠類指數,363.73,+,2.82,0.78,
汽車類指數,351.07,+,7.03,2.04,
電子工業類指數,833.40,+,10.76,1.31,
半導體類指數,411.01,+,3.47,0.85,
電腦及週邊設備類指數,138.79,+,2.61,1.92,
光電類指數,47.84,+,0.52,1.10,
通信網路類指數,132.41,+,0.92,0.70,
電子零組件類指數,186.50,+,3.96,2.17,
電子通路類指數,169.34,+,7.27,4.49,
資訊服務類指數,130.56,+,1.15,0.89,
其他電子類指數,107.68,+,4.03,3.89,
建材營造類指數,350.22,+,2.25,0.65,
航運類指數,375.99,-,0.57,-0.15,
觀光類指數,106.33,+,1.09,1.04,
金融保險類指數,"1,515.78",+,12.60,0.84,
貿易百貨類指數,347.93,-,6.87,-1.94,
油電燃氣類指數,148.24,+,6.63,4.68,
其他類指數,371.37,+,4.11,1.12,
臺指日報酬兩倍指數,"42,117.04",+,971.95,2.36,
臺指反向一倍指數,"4,004.24",-,47.86,-1.18,
電子類兩倍槓桿指數,"40,845.08",+,"1,041.26",2.62,
電子類反向指數,"3,684.73",-,48.83,-1.31,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,681.46",+,17.11,0.37,
臺灣中小型公司治理指數,"8,362.93",+,118.24,1.43,
臺灣IPO指數,"8,385.03",+,81.22,0.98,
智慧中立指數,"4,248.87",-,8.17,-0.19,
臺灣企業社會責任中小型指數,"8,642.53",+,121.10,1.42,
臺灣5G+通訊指數,"6,852.23",+,109.58,1.63,
臺灣全市場指數,"6,077.97",+,70.65,1.18,
臺灣全市場半導體指數,"6,232.11",+,88.03,1.43,
臺灣電動車與自駕科技永續概念指數,"5,046.92",+,69.79,1.40,
特選小資高價30指數,"5,649.35",+,55.51,0.99,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"26,397.25",+,435.24,1.68,
金融類日報酬反向一倍指數,"5,236.87",-,44.27,-0.84,
漲升股利150指數,"9,512.09",+,119.43,1.27,
漲升股利100指數,"8,262.03",+,113.24,1.39,
藍籌30指數,"8,680.86",+,83.93,0.98,
工業菁英30指數,"9,766.99",+,97.44,1.01,
電子菁英30指數,"9,489.83",+,131.30,1.40,
低波動股利精選30指數,"6,785.14",+,61.94,0.92,
低貝塔100指數,"7,583.59",+,38.59,0.51,
中小型精選50指數,"8,210.97",+,31.70,0.39,
中小型A級動能50指數,"18,177.00",+,276.39,1.54,
特選高息低波指數,"7,301.87",+,82.36,1.14,
臺灣永續指數,"8,940.94",+,105.81,1.20,
特選內需高收益指數,"6,252.63",+,54.37,0.88,
價值投資指數,"9,442.47",-,109.68,-1.15,
中小型300指數,"9,384.85",+,102.14,1.10,
臺灣勞工權益指數,"7,793.92",+,83.43,1.08,
