指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"24,492.13",-,22.19,-0.09,
發行量加權股價指數,"21,565.34",-,42.09,-0.19,
臺灣公司治理100指數,"12,491.82",-,60.90,-0.49,
臺灣50指數,"17,120.76",-,105.23,-0.61,
臺灣50權重上限30%指數,"15,303.55",-,70.90,-0.46,
臺灣中型100指數,"20,133.03",+,111.18,0.56,
臺灣資訊科技指數,"34,035.45",-,163.28,-0.48,
臺灣發達指數,"10,197.63",-,1.21,-0.01,
臺灣高股息指數,"9,969.82",+,14.25,0.14,
臺灣就業99指數,"13,142.88",-,46.93,-0.36,
臺灣高薪100指數,"11,717.31",+,20.78,0.18,
未含金融指數,"18,872.27",-,29.66,-0.16,
未含電子指數,"20,032.50",+,0.65,--,
未含金融電子指數,"16,001.40",+,41.09,0.26,
小型股300指數,"11,685.68",+,55.96,0.48,
水泥窯製類指數,620.17,-,0.97,-0.16,
塑膠化工類指數,769.66,-,3.63,-0.47,
機電類指數,"6,384.34",-,16.89,-0.26,
水泥類指數,162.94,+,0.23,0.14,
食品類指數,"2,182.03",-,29.35,-1.33,
塑膠類指數,184.47,-,1.72,-0.92,
紡織纖維類指數,631.22,+,3.79,0.60,
電機機械類指數,415.13,+,2.52,0.61,
電器電纜類指數,117.59,-,0.21,-0.18,
化學生技醫療類指數,134.64,-,0.21,-0.16,
化學類指數,167.66,-,0.39,-0.23,
生技醫療類指數,73.14,-,0.07,-0.10,
玻璃陶瓷類指數,49.61,-,1.11,-2.19,
造紙類指數,341.18,-,0.14,-0.04,
鋼鐵類指數,145.55,-,0.24,-0.16,
橡膠類指數,318.35,+,0.86,0.27,
汽車類指數,405.65,+,2.84,0.71,
電子工業類指數,"1,140.09",-,3.29,-0.29,
半導體類指數,557.12,-,4.41,-0.79,
電腦及週邊設備類指數,288.13,+,2.00,0.70,
光電類指數,38.61,+,0.05,0.13,
通信網路類指數,155.78,+,0.23,0.15,
電子零組件類指數,227.15,+,0.66,0.29,
電子通路類指數,276.76,+,2.49,0.91,
資訊服務類指數,194.91,-,0.11,-0.06,
其他電子類指數,157.31,+,1.90,1.22,
建材營造類指數,573.81,+,4.57,0.80,
航運類指數,194.18,+,5.06,2.68,
觀光餐旅類指數,135.08,+,1.31,0.98,
金融保險類指數,"1,941.66",-,10.11,-0.52,
貿易百貨類指數,293.89,+,0.31,0.11,
油電燃氣類指數,93.50,-,0.39,-0.42,
綠能環保類指數,109.99,+,0.20,0.18,
數位雲端類指數,70.49,-,0.18,-0.25,
運動休閒類指數,98.58,-,1.00,-1.00,
居家生活類指數,112.42,+,0.52,0.46,
其他類指數,359.34,-,0.09,-0.03,
臺指日報酬兩倍指數,"56,815.03",-,222.21,-0.39,
臺指反向一倍指數,"3,091.55",+,6.01,0.19,
電子類兩倍槓桿指數,"68,429.60",-,396.08,-0.58,
電子類反向指數,"2,408.33",+,6.91,0.29,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,081.05",+,2.44,0.06,
臺灣中小型公司治理指數,"10,239.93",+,71.99,0.71,
臺灣IPO指數,"5,584.42",+,32.74,0.59,
智慧中立指數,"3,788.29",+,3.04,0.08,
臺灣5G指數,"10,776.77",-,79.19,-0.73,
臺灣企業社會責任中小型指數,"12,727.70",+,77.22,0.61,
特選臺灣電動車代表指數,"9,873.35",+,70.84,0.72,
臺灣5G+通訊指數,"9,300.51",-,31.38,-0.34,
臺灣全市場指數,"7,445.41",-,9.96,-0.13,
臺灣全市場半導體指數,"7,438.28",-,24.40,-0.33,
臺灣智慧移動與電動車指數,"5,688.85",-,14.85,-0.26,
特選小資高價30指數,"7,350.42",+,20.64,0.28,
特選臺灣綠能及電動車指數,"6,035.18",+,2.62,0.04,
特選臺灣智能車供應鏈聯盟指數,"6,744.93",-,19.28,-0.29,
臺灣全市場半導體精選30指數,"5,891.54",-,22.07,-0.37,
特選臺灣高股息30指數,"5,802.55",+,21.71,0.38,
臺灣友善環境指數,"6,568.84",-,9.35,-0.14,
台灣永續價值指數,"5,915.84",-,36.09,-0.61,
特選臺灣IC設計指數,"4,493.86",+,32.90,0.74,
特選臺灣環境永續高股息指數,"8,075.15",+,104.48,1.31,
臺灣友善環境50指數,"5,485.27",-,17.97,-0.33,
特選臺灣IC設計產業代表指數,"5,816.02",+,32.99,0.57,
特選臺灣綠能指數,"5,657.89",+,39.78,0.71,
特選臺灣智慧50指數,"4,958.60",-,25.80,-0.52,
特選臺灣標竿PCB指數,"5,431.42",-,0.51,-0.01,
臺灣晶圓製造指數,"6,062.23",-,22.50,-0.37,
臺灣精選高息指數,"5,657.09",+,11.02,0.20,
臺灣多因子優選高股息30指數,"8,711.93",-,27.46,-0.31,
