指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"25,426.59",-,137.48,-0.54,
發行量加權股價指數,"22,459.15",-,116.92,-0.52,
臺灣公司治理100指數,"13,238.24",-,78.37,-0.59,
臺灣50指數,"18,560.80",-,117.88,-0.63,
臺灣50權重上限30%指數,"16,085.90",-,95.41,-0.59,
臺灣中型100指數,"19,489.31",-,118.17,-0.60,
臺灣資訊科技指數,"36,752.51",-,315.78,-0.85,
臺灣發達指數,"10,020.15",-,3.79,-0.04,
臺灣高股息指數,"9,500.71",-,50.12,-0.52,
臺灣就業99指數,"13,402.42",-,23.55,-0.18,
臺灣高薪100指數,"12,013.76",-,53.67,-0.44,
未含金融指數,"19,510.94",-,114.99,-0.59,
未含電子指數,"19,847.52",+,21.66,0.11,
未含金融電子指數,"14,962.34",+,22.58,0.15,
小型股300指數,"11,466.65",-,31.88,-0.28,
水泥窯製類指數,622.59,+,6.70,1.09,
塑膠化工類指數,637.57,-,0.48,-0.08,
機電類指數,"6,775.60",-,52.08,-0.76,
水泥類指數,163.66,+,0.79,0.49,
食品類指數,"2,176.49",+,32.03,1.49,
塑膠類指數,117.09,+,1.68,1.46,
紡織纖維類指數,625.71,-,2.80,-0.45,
電機機械類指數,403.59,+,1.46,0.36,
電器電纜類指數,96.33,+,0.49,0.51,
化學生技醫療類指數,141.20,-,1.25,-0.88,
化學類指數,176.35,-,0.20,-0.11,
生技醫療類指數,76.74,-,1.03,-1.32,
玻璃陶瓷類指數,49.61,+,2.58,5.49,
造紙類指數,289.50,+,3.32,1.16,
鋼鐵類指數,145.94,+,0.94,0.65,
橡膠類指數,270.60,-,2.22,-0.81,
汽車類指數,376.36,+,0.99,0.26,
電子工業類指數,"1,214.53",-,9.76,-0.80,
半導體類指數,617.36,-,5.94,-0.95,
電腦及週邊設備類指數,266.17,-,1.16,-0.43,
光電類指數,40.50,-,0.41,-1.00,
通信網路類指數,167.72,-,0.99,-0.59,
電子零組件類指數,227.03,-,1.50,-0.66,
電子通路類指數,236.15,-,2.31,-0.97,
資訊服務類指數,230.55,-,2.44,-1.05,
其他電子類指數,160.10,-,0.05,-0.03,
建材營造類指數,560.31,+,0.34,0.06,
航運類指數,207.01,-,1.09,-0.52,
觀光餐旅類指數,123.05,-,0.29,-0.24,
金融保險類指數,"2,149.08",+,0.73,0.03,
貿易百貨類指數,280.81,-,0.24,-0.09,
油電燃氣類指數,58.31,+,1.40,2.46,
綠能環保類指數,110.43,+,0.29,0.26,
數位雲端類指數,66.71,-,0.11,-0.16,
運動休閒類指數,98.05,-,0.56,-0.57,
居家生活類指數,127.78,-,1.43,-1.11,
其他類指數,331.06,-,0.92,-0.28,
臺指日報酬兩倍指數,"59,235.99",-,619.98,-1.04,
臺指反向一倍指數,"2,857.91",+,14.72,0.52,
電子類兩倍槓桿指數,"73,201.06",-,"1,186.02",-1.59,
電子類反向指數,"2,135.51",+,16.89,0.80,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,888.71",-,10.85,-0.28,
臺灣中小型公司治理指數,"10,146.48",-,80.75,-0.79,
臺灣IPO指數,"6,072.02",-,134.13,-2.16,
智慧中立指數,"3,840.84",+,3.86,0.10,
臺灣5G指數,"11,205.06",-,147.30,-1.30,
臺灣企業社會責任中小型指數,"11,933.51",-,82.23,-0.68,
特選臺灣電動車代表指數,"9,799.40",-,8.09,-0.08,
臺灣科技龍頭通訊指數,"9,838.69",-,91.77,-0.92,
臺灣全市場指數,"7,798.99",-,44.78,-0.57,
臺灣全市場半導體指數,"7,684.76",-,100.16,-1.29,
臺灣智慧移動與電動車指數,"5,599.70",-,37.23,-0.66,
特選小資高價30指數,"7,779.54",-,95.56,-1.21,
特選臺灣綠能及電動車指數,"5,997.76",-,21.66,-0.36,
特選臺灣智能車供應鏈聯盟指數,"7,074.18",-,72.19,-1.01,
臺灣全市場半導體精選30指數,"6,010.03",-,80.21,-1.32,
特選臺灣高股息30指數,"5,154.02",-,21.55,-0.42,
臺灣友善環境指數,"6,935.62",-,36.70,-0.53,
台灣永續價值指數,"6,302.36",-,18.77,-0.30,
特選臺灣IC設計指數,"4,482.71",-,70.23,-1.54,
特選臺灣環境永續高股息指數,"7,126.14",-,31.04,-0.43,
臺灣友善環境50指數,"5,727.88",-,41.52,-0.72,
特選臺灣IC設計產業代表指數,"5,737.58",-,100.07,-1.71,
特選臺灣綠能指數,"5,186.83",-,2.73,-0.05,
特選臺灣智慧50指數,"5,309.86",-,56.05,-1.04,
臺灣晶圓製造指數,"6,030.04",-,60.52,-0.99,
臺灣精選高息指數,"5,629.86",-,19.52,-0.35,
臺灣多因子優選高股息30指數,"8,544.09",-,22.05,-0.26,
特選臺灣優利高填息30指數,"7,451.29",-,9.01,-0.12,
特選臺灣科技優息指數,"8,775.18",-,69.13,-0.78,
臺灣半導體收益指數,"6,771.59",-,43.18,-0.63,
臺灣優選成長高股息指數,"7,734.24",-,48.84,-0.63,
特選臺灣ESG低碳高息40指數,"8,224.81",-,37.52,-0.45,
臺灣優選多因子30指數,"8,804.45",+,18.16,0.21,
臺灣創新科技50指數,"7,386.51",-,94.79,-1.27,
臺灣全市場新經濟產業指數,"4,899.65",-,10.93,-0.22,
臺灣ESG永續高股息等權重指數,"6,289.04",-,24.04,-0.38,
臺灣永續高息中小型指數,"5,721.40",+,1.71,0.03,
特選臺灣高息優質成長指數,"6,137.07",-,27.03,-0.44,
特選臺灣高息動能指數,"6,678.71",+,6.18,0.09,
臺灣電子成長高息等權重指數,"5,924.65",-,44.08,-0.74,
特選臺灣優利成長指數,"5,213.16",-,7.91,-0.15,
臺灣價值高息指數,"5,599.75",-,29.42,-0.52,
