指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"15,366.72",-,101.72,-0.66,
發行量加權股價指數,"13,424.58",-,109.68,-0.81,
臺灣公司治理100指數,"7,629.73",-,92.32,-1.20,
臺灣50指數,"10,098.31",-,154.50,-1.51,
臺灣50權重上限30%指數,"9,659.71",-,102.51,-1.05,
臺灣中型100指數,"11,912.21",-,2.07,-0.02,
臺灣資訊科技指數,"16,947.35",-,272.62,-1.58,
臺灣發達指數,"9,090.65",-,41.34,-0.45,
臺灣高股息指數,"5,498.64",-,23.64,-0.43,
臺灣就業99指數,"8,234.05",-,38.94,-0.47,
臺灣高薪100指數,"7,439.06",-,47.28,-0.63,
未含金融指數,"11,469.47",-,92.74,-0.80,
未含電子指數,"16,279.35",-,47.61,-0.29,
未含金融電子指數,"13,509.08",-,4.83,-0.04,
小型股300指數,"7,708.01",+,36.57,0.48,
水泥窯製類指數,574.12,-,4.20,-0.73,
塑膠化工類指數,788.32,+,5.12,0.65,
機電類指數,"3,412.48",-,38.86,-1.13,
水泥類指數,151.21,-,1.79,-1.17,
食品類指數,"1,812.38",-,1.93,-0.11,
塑膠類指數,230.04,+,2.58,1.13,
紡織纖維類指數,545.11,-,11.42,-2.05,
電機機械類指數,206.92,-,0.25,-0.12,
電器電纜類指數,94.17,+,0.80,0.86,
化學生技醫療類指數,109.97,+,0.06,0.05,
化學類指數,126.12,+,0.50,0.40,
生技醫療類指數,65.44,-,0.18,-0.27,
玻璃陶瓷類指數,45.54,+,1.02,2.29,
造紙類指數,284.42,+,0.54,0.19,
鋼鐵類指數,125.65,-,0.05,-0.04,
橡膠類指數,236.95,-,1.75,-0.73,
汽車類指數,313.96,-,2.87,-0.91,
電子工業類指數,608.58,-,7.20,-1.17,
半導體類指數,280.11,-,5.50,-1.93,
電腦及週邊設備類指數,115.98,-,0.78,-0.67,
光電類指數,29.72,+,0.01,0.03,
通信網路類指數,127.40,-,1.28,-0.99,
電子零組件類指數,140.73,+,1.28,0.92,
電子通路類指數,160.26,-,0.48,-0.30,
資訊服務類指數,121.46,+,1.42,1.18,
其他電子類指數,94.14,+,0.42,0.45,
建材營造類指數,338.46,+,2.22,0.66,
航運類指數,152.75,+,1.03,0.68,
觀光類指數,101.52,-,0.33,-0.32,
金融保險類指數,"1,452.73",-,12.72,-0.87,
貿易百貨類指數,265.08,-,2.87,-1.07,
油電燃氣類指數,108.85,+,1.38,1.28,
其他類指數,321.49,-,3.66,-1.13,
臺指日報酬兩倍指數,"22,780.90",-,375.31,-1.62,
臺指反向一倍指數,"5,153.20",+,41.43,0.81,
電子類兩倍槓桿指數,"20,717.02",-,496.07,-2.34,
電子類反向指數,"4,801.27",+,55.49,1.17,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,023.48",+,3.11,0.08,
臺灣中小型公司治理指數,"6,076.31",-,4.83,-0.08,
臺灣IPO指數,"4,479.14",+,1.65,0.04,
