指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"20,195.69",+,194.70,0.97,
發行量加權股價指數,"17,731.37",+,171.66,0.98,
臺灣公司治理100指數,"10,305.48",+,115.35,1.13,
臺灣50指數,"13,812.52",+,152.14,1.11,
臺灣50權重上限30%指數,"13,116.67",+,140.95,1.09,
臺灣中型100指數,"14,815.45",+,126.63,0.86,
臺灣資訊科技指數,"23,564.01",+,256.00,1.10,
臺灣發達指數,"11,430.60",+,41.85,0.37,
臺灣高股息指數,"7,986.53",+,28.32,0.36,
臺灣就業99指數,"10,694.18",+,123.42,1.17,
臺灣高薪100指數,"9,949.88",+,112.61,1.14,
未含金融指數,"15,223.12",+,127.32,0.84,
未含電子指數,"20,563.25",+,187.57,0.92,
未含金融電子指數,"16,988.48",+,78.25,0.46,
小型股300指數,"9,390.85",+,39.77,0.43,
水泥窯製類指數,747.14,-,0.18,-0.02,
塑膠化工類指數,970.60,-,1.02,-0.10,
機電類指數,"4,613.29",+,46.15,1.01,
水泥類指數,193.23,-,0.41,-0.21,
食品類指數,"1,878.19",+,5.32,0.28,
塑膠類指數,294.52,-,0.02,-0.01,
紡織纖維類指數,600.79,+,7.72,1.30,
電機機械類指數,236.06,+,2.61,1.12,
電器電纜類指數,87.40,,--,--,
化學生技醫療類指數,122.98,-,0.55,-0.45,
化學類指數,153.86,-,1.15,-0.74,
生技醫療類指數,65.76,-,0.02,-0.03,
玻璃陶瓷類指數,66.32,+,0.71,1.08,
造紙類指數,387.62,+,0.51,0.13,
鋼鐵類指數,192.39,+,0.49,0.26,
橡膠類指數,284.42,+,0.09,0.03,
汽車類指數,319.29,+,1.82,0.57,
電子工業類指數,828.26,+,8.32,1.01,
半導體類指數,410.98,+,4.55,1.12,
電腦及週邊設備類指數,143.08,+,0.82,0.58,
光電類指數,39.72,+,0.21,0.53,
通信網路類指數,136.16,-,0.07,-0.05,
電子零組件類指數,188.61,+,2.85,1.53,
電子通路類指數,209.02,-,0.86,-0.41,
資訊服務類指數,130.41,+,0.42,0.32,
其他電子類指數,99.63,+,1.36,1.38,
建材營造類指數,379.05,+,3.56,0.95,
航運類指數,273.47,+,1.84,0.68,
觀光類指數,96.60,+,0.55,0.57,
金融保險類指數,"1,853.02",+,35.59,1.96,
貿易百貨類指數,310.05,+,4.43,1.45,
油電燃氣類指數,125.31,+,0.16,0.13,
其他類指數,389.64,+,2.81,0.73,
臺指日報酬兩倍指數,"40,588.30",+,778.35,1.96,
臺指反向一倍指數,"3,983.21",-,39.32,-0.98,
電子類兩倍槓桿指數,"39,497.53",+,785.63,2.03,
電子類反向指數,"3,629.93",-,37.21,-1.01,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,359.34",+,16.09,0.37,
臺灣中小型公司治理指數,"7,812.47",+,81.19,1.05,
臺灣IPO指數,"7,106.75",+,98.88,1.41,
智慧中立指數,"4,043.59",-,6.83,-0.17,
臺灣5G指數,"9,236.65",+,80.56,0.88,
臺灣企業社會責任中小型指數,"8,906.76",+,58.76,0.66,
特選臺灣電動車代表指數,"6,248.65",+,29.42,0.47,
臺灣5G+通訊指數,"6,678.62",+,62.01,0.94,
