指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,226.42",+,23.48,0.13,
發行量加權股價指數,"15,868.06",+,18.63,0.12,
臺灣公司治理100指數,"9,079.32",+,5.50,0.06,
臺灣50指數,"12,131.81",+,1.36,0.01,
臺灣50權重上限30%指數,"11,425.73",+,15.56,0.14,
臺灣中型100指數,"14,188.21",+,44.58,0.32,
臺灣資訊科技指數,"21,395.64",+,9.35,0.04,
臺灣發達指數,"10,097.07",-,13.64,-0.13,
臺灣高股息指數,"6,663.26",+,25.43,0.38,
臺灣就業99指數,"9,780.52",+,22.74,0.23,
臺灣高薪100指數,"8,587.23",+,27.77,0.32,
未含金融指數,"13,771.90",+,9.60,0.07,
未含電子指數,"17,849.37",+,27.96,0.16,
未含金融電子指數,"15,073.60",+,2.42,0.02,
小型股300指數,"8,953.23",+,25.09,0.28,
水泥窯製類指數,635.90,+,1.38,0.22,
塑膠化工類指數,854.68,-,2.99,-0.35,
機電類指數,"4,245.12",+,2.91,0.07,
水泥類指數,165.43,+,0.71,0.43,
食品類指數,"1,954.89",+,5.18,0.27,
塑膠類指數,249.00,-,1.27,-0.51,
紡織纖維類指數,581.75,-,1.53,-0.26,
電機機械類指數,277.54,-,0.96,-0.34,
電器電纜類指數,112.02,-,1.57,-1.38,
化學生技醫療類指數,121.60,-,0.14,-0.11,
化學類指數,135.58,+,0.45,0.33,
生技醫療類指數,74.39,-,0.40,-0.53,
玻璃陶瓷類指數,54.52,-,0.60,-1.09,
造紙類指數,301.88,+,1.21,0.40,
鋼鐵類指數,146.20,-,0.08,-0.05,
橡膠類指數,245.70,+,0.07,0.03,
汽車類指數,359.05,+,2.91,0.82,
電子工業類指數,755.86,+,0.71,0.09,
半導體類指數,362.92,+,0.29,0.08,
電腦及週邊設備類指數,145.01,-,0.03,-0.02,
光電類指數,35.98,-,0.06,-0.17,
通信網路類指數,137.48,+,0.06,0.04,
電子零組件類指數,171.28,+,1.22,0.72,
電子通路類指數,183.74,+,1.05,0.57,
資訊服務類指數,149.56,+,0.25,0.17,
其他電子類指數,100.27,-,0.39,-0.39,
建材營造類指數,367.16,+,1.43,0.39,
航運類指數,163.17,+,0.64,0.39,
觀光類指數,139.14,+,0.32,0.23,
金融保險類指數,"1,529.59",+,7.51,0.49,
貿易百貨類指數,303.37,+,1.26,0.42,
油電燃氣類指數,112.45,+,0.31,0.28,
其他類指數,365.59,-,0.56,-0.15,
臺指日報酬兩倍指數,"31,312.88",+,73.44,0.24,
臺指反向一倍指數,"4,288.48",-,5.05,-0.12,
電子類兩倍槓桿指數,"31,077.27",+,58.33,0.19,
電子類反向指數,"3,757.71",-,3.54,-0.09,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,461.22",-,14.57,-0.33,
臺灣中小型公司治理指數,"7,782.18",+,33.89,0.44,
臺灣IPO指數,"5,218.59",-,10.76,-0.21,
智慧中立指數,"3,499.41",-,0.85,-0.02,
臺灣5G指數,"8,086.42",+,42.34,0.53,
臺灣企業社會責任中小型指數,"8,788.31",+,30.48,0.35,
特選臺灣電動車代表指數,"6,330.21",+,3.47,0.05,
臺灣5G+通訊指數,"6,081.27",+,17.63,0.29,
臺灣全市場指數,"5,409.39",+,5.54,0.10,
臺灣全市場半導體指數,"5,343.72",+,34.55,0.65,
臺灣智慧移動與電動車指數,"4,177.82",+,20.73,0.50,
特選小資高價30指數,"5,131.28",+,23.93,0.47,
特選臺灣綠能及電動車指數,"4,789.81",-,2.77,-0.06,
特選臺灣智能車供應鏈聯盟指數,"4,548.40",+,9.52,0.21,
臺灣全市場半導體精選30指數,"4,243.21",+,26.82,0.64,
特選臺灣高股息30指數,"4,153.92",+,22.45,0.54,
臺灣友善環境指數,"4,824.08",+,5.49,0.11,
