指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,285.55",-,177.83,-1.02,
發行量加權股價指數,"15,176.44",-,171.31,-1.12,
臺灣公司治理100指數,"8,784.94",-,125.75,-1.41,
臺灣50指數,"11,645.17",-,209.77,-1.77,
臺灣50權重上限30%指數,"11,143.03",-,199.05,-1.75,
臺灣中型100指數,"12,902.97",-,23.24,-0.18,
臺灣資訊科技指數,"19,415.41",-,433.59,-2.18,
臺灣發達指數,"10,311.76",-,64.58,-0.62,
臺灣高股息指數,"6,455.59",-,117.50,-1.79,
臺灣就業99指數,"9,300.32",-,74.86,-0.80,
臺灣高薪100指數,"8,562.33",-,129.28,-1.49,
未含金融指數,"12,978.23",-,171.34,-1.30,
未含電子指數,"18,297.94",-,49.77,-0.27,
未含金融電子指數,"15,189.53",-,73.62,-0.48,
小型股300指數,"8,286.08",-,6.10,-0.07,
水泥窯製類指數,619.98,-,5.64,-0.90,
塑膠化工類指數,910.88,+,0.44,0.05,
機電類指數,"3,868.43",-,63.81,-1.62,
水泥類指數,161.71,-,1.80,-1.10,
食品類指數,"1,823.10",+,33.31,1.86,
塑膠類指數,279.71,-,0.40,-0.14,
紡織纖維類指數,565.81,+,3.40,0.60,
電機機械類指數,232.73,+,1.91,0.83,
電器電纜類指數,94.52,-,0.45,-0.47,
化學生技醫療類指數,115.12,+,0.27,0.24,
化學類指數,137.60,-,0.34,-0.25,
生技醫療類指數,65.49,+,0.56,0.86,
玻璃陶瓷類指數,52.32,+,0.19,0.36,
造紙類指數,321.20,+,1.86,0.58,
鋼鐵類指數,137.93,-,5.22,-3.65,
橡膠類指數,247.19,+,2.44,1.00,
汽車類指數,330.30,+,8.85,2.75,
電子工業類指數,690.74,-,11.88,-1.69,
半導體類指數,330.01,-,8.99,-2.65,
電腦及週邊設備類指數,125.33,+,0.11,0.09,
光電類指數,30.87,-,0.50,-1.59,
通信網路類指數,138.35,+,0.53,0.38,
電子零組件類指數,151.47,+,0.97,0.64,
電子通路類指數,178.17,-,0.66,-0.37,
資訊服務類指數,122.42,-,1.99,-1.60,
其他電子類指數,98.74,-,0.68,-0.68,
建材營造類指數,351.53,+,0.51,0.15,
航運類指數,201.64,-,10.58,-4.99,
觀光類指數,96.63,+,0.67,0.70,
金融保險類指數,"1,631.37",+,3.42,0.21,
貿易百貨類指數,283.39,+,2.37,0.84,
油電燃氣類指數,121.85,+,1.60,1.33,
其他類指數,367.06,+,0.71,0.19,
臺指日報酬兩倍指數,"29,460.58",-,672.69,-2.23,
臺指反向一倍指數,"4,611.55",+,50.91,1.12,
電子類兩倍槓桿指數,"27,143.15",-,950.01,-3.38,
電子類反向指數,"4,301.46",+,71.52,1.69,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,157.17",+,55.79,1.36,
臺灣中小型公司治理指數,"6,620.88",+,6.05,0.09,
臺灣IPO指數,"5,666.74",-,62.52,-1.09,
智慧中立指數,"3,805.05",-,39.71,-1.03,
臺灣5G指數,"7,428.44",-,236.64,-3.09,
臺灣企業社會責任中小型指數,"8,011.80",-,13.92,-0.17,
特選臺灣電動車代表指數,"5,363.36",-,36.76,-0.68,
臺灣5G+通訊指數,"5,581.88",-,157.88,-2.75,
臺灣全市場指數,"5,119.90",-,64.52,-1.24,
臺灣全市場半導體指數,"4,799.64",-,180.08,-3.62,
臺灣電動車與自駕科技永續概念指數,"4,069.83",-,136.11,-3.24,
臺灣智慧移動與電動車指數,"3,831.66",-,63.51,-1.63,
特選小資高價30指數,"4,268.03",-,67.35,-1.55,
特選臺灣綠能及電動車指數,"4,308.10",-,62.14,-1.42,
特選臺灣智能車供應鏈聯盟指數,"4,074.13",-,100.09,-2.40,
臺灣全市場半導體精選30指數,"3,789.38",-,142.77,-3.63,
特選臺灣高股息30指數,"4,317.92",-,56.46,-1.29,
臺灣友善環境指數,"4,590.13",-,88.50,-1.89,
台灣永續價值指數,"4,280.65",-,40.30,-0.93,
特選臺灣IC設計指數,"3,041.82",-,81.72,-2.62,
特選臺灣環境永續高股息指數,"4,285.46",-,45.28,-1.05,
臺灣友善環境50指數,"4,023.93",-,101.14,-2.45,
特選台灣策略高股息30指數,"4,094.26",-,20.46,-0.50,
