指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"25,749.16",-,414.69,-1.58,
發行量加權股價指數,"22,987.92",-,352.64,-1.51,
臺灣公司治理100指數,"14,000.58",-,197.86,-1.39,
臺灣50指數,"20,005.24",-,287.15,-1.42,
臺灣50權重上限30%指數,"16,812.62",-,201.97,-1.19,
臺灣中型100指數,"18,784.46",-,395.85,-2.06,
臺灣資訊科技指數,"40,013.40",-,695.49,-1.71,
臺灣發達指數,"9,765.04",-,116.13,-1.18,
臺灣高股息指數,"9,166.31",-,108.89,-1.17,
臺灣就業99指數,"13,097.29",-,159.33,-1.20,
臺灣高薪100指數,"11,808.23",-,133.10,-1.11,
未含金融指數,"20,035.47",-,335.64,-1.65,
未含電子指數,"18,270.16",-,188.14,-1.02,
未含金融電子指數,"13,145.19",-,190.23,-1.43,
小型股300指數,"10,228.42",-,202.50,-1.94,
水泥窯製類指數,497.04,+,3.17,0.64,
塑膠化工類指數,579.43,-,11.50,-1.95,
機電類指數,"7,214.43",-,127.67,-1.74,
水泥類指數,127.88,+,1.11,0.88,
食品類指數,"2,185.77",-,4.60,-0.21,
塑膠類指數,104.74,-,1.35,-1.27,
紡織纖維類指數,501.33,-,7.23,-1.42,
電機機械類指數,363.91,-,12.64,-3.36,
電器電纜類指數,81.51,-,2.19,-2.62,
化學生技醫療類指數,132.45,-,3.55,-2.61,
化學類指數,151.20,-,2.18,-1.42,
生技醫療類指數,75.59,-,2.48,-3.18,
玻璃陶瓷類指數,45.52,-,0.32,-0.70,
造紙類指數,241.24,-,1.70,-0.70,
鋼鐵類指數,115.89,-,0.01,-0.01,
橡膠類指數,222.23,-,1.26,-0.56,
汽車類指數,318.42,-,5.16,-1.59,
電子工業類指數,"1,299.50",-,22.48,-1.70,
半導體類指數,677.75,-,11.06,-1.61,
電腦及週邊設備類指數,266.75,-,7.40,-2.70,
光電類指數,34.22,-,0.66,-1.89,
通信網路類指數,163.16,-,1.07,-0.65,
電子零組件類指數,259.92,-,3.74,-1.42,
電子通路類指數,245.63,-,3.22,-1.29,
資訊服務類指數,209.66,-,5.88,-2.73,
其他電子類指數,158.00,-,3.85,-2.38,
建材營造類指數,497.14,-,6.60,-1.31,
航運類指數,183.31,-,2.26,-1.22,
觀光餐旅類指數,110.54,-,0.94,-0.84,
金融保險類指數,"2,141.66",-,7.69,-0.36,
貿易百貨類指數,260.23,-,1.12,-0.43,
油電燃氣類指數,57.84,-,0.22,-0.38,
綠能環保類指數,100.27,-,1.64,-1.61,
數位雲端類指數,51.08,-,1.40,-2.67,
運動休閒類指數,76.38,-,1.74,-2.23,
居家生活類指數,111.38,-,2.05,-1.81,
其他類指數,287.99,-,4.02,-1.38,
臺指日報酬兩倍指數,"59,649.97",-,"1,858.60",-3.02,
