指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,396.86",+,56.71,0.31,
發行量加權股價指數,"16,038.56",+,37.29,0.23,
臺灣公司治理100指數,"9,020.60",+,15.74,0.17,
臺灣50指數,"11,956.72",+,9.62,0.08,
臺灣50權重上限30%指數,"11,244.13",+,18.38,0.16,
臺灣中型100指數,"15,996.43",+,84.94,0.53,
臺灣資訊科技指數,"22,253.85",+,51.81,0.23,
臺灣發達指數,"9,194.82",-,12.19,-0.13,
臺灣高股息指數,"7,830.40",+,49.87,0.64,
臺灣就業99指數,"10,479.01",+,50.23,0.48,
臺灣高薪100指數,"8,808.01",+,42.62,0.49,
未含金融指數,"13,856.95",+,30.34,0.22,
未含電子指數,"17,210.00",+,38.98,0.23,
未含金融電子指數,"14,015.90",+,24.66,0.18,
小型股300指數,"9,381.88",+,49.99,0.54,
水泥窯製類指數,577.90,-,0.33,-0.06,
塑膠化工類指數,778.26,+,1.68,0.22,
機電類指數,"4,403.12",+,8.87,0.20,
水泥類指數,150.33,-,0.22,-0.15,
食品類指數,"1,926.17",+,7.46,0.39,
塑膠類指數,209.96,+,0.08,0.04,
紡織纖維類指數,600.01,+,2.64,0.44,
電機機械類指數,278.90,-,2.47,-0.88,
電器電纜類指數,94.55,-,0.50,-0.53,
化學生技醫療類指數,124.00,+,0.88,0.71,
化學類指數,155.14,+,1.09,0.71,
生技醫療類指數,67.19,+,0.48,0.72,
玻璃陶瓷類指數,49.53,+,0.27,0.55,
造紙類指數,316.50,-,3.18,-0.99,
鋼鐵類指數,128.80,-,0.52,-0.40,
橡膠類指數,254.86,-,0.57,-0.22,
汽車類指數,376.15,+,1.39,0.37,
電子工業類指數,786.00,+,1.85,0.24,
半導體類指數,364.84,+,0.75,0.21,
電腦及週邊設備類指數,203.37,+,2.01,1.00,
光電類指數,32.47,-,0.12,-0.37,
通信網路類指數,143.06,+,0.52,0.36,
電子零組件類指數,179.95,+,0.41,0.23,
電子通路類指數,224.80,+,2.66,1.20,
資訊服務類指數,166.08,+,1.12,0.68,
其他電子類指數,94.55,-,0.80,-0.84,
建材營造類指數,389.63,+,1.39,0.36,
航運類指數,131.68,+,1.65,1.27,
觀光餐旅類指數,123.63,+,3.92,3.27,
金融保險類指數,"1,600.60",+,5.36,0.34,
貿易百貨類指數,268.12,-,0.27,-0.10,
油電燃氣類指數,105.60,-,0.09,-0.09,
綠能環保類指數,86.82,+,0.84,0.98,
數位雲端類指數,83.17,-,1.20,-1.42,
運動休閒類指數,86.97,+,0.52,0.60,
居家生活類指數,87.59,-,0.31,-0.35,
其他類指數,347.50,-,0.53,-0.15,
臺指日報酬兩倍指數,"31,787.79",+,147.47,0.47,
臺指反向一倍指數,"4,205.19",-,9.82,-0.23,
電子類兩倍槓桿指數,"33,159.92",+,155.73,0.47,
電子類反向指數,"3,562.54",-,8.42,-0.24,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,046.77",+,21.51,0.53,
臺灣中小型公司治理指數,"8,983.12",+,111.34,1.25,
臺灣IPO指數,"4,588.12",+,66.94,1.48,
智慧中立指數,"3,339.51",+,4.64,0.14,
臺灣5G指數,"8,066.98",+,52.23,0.65,
臺灣企業社會責任中小型指數,"10,246.66",+,84.47,0.83,
特選臺灣電動車代表指數,"7,514.10",+,23.47,0.31,
臺灣5G+通訊指數,"6,377.80",+,18.08,0.28,
臺灣全市場指數,"5,472.93",+,15.84,0.29,
臺灣全市場半導體指數,"5,480.07",+,49.91,0.92,
臺灣智慧移動與電動車指數,"4,203.57",+,35.80,0.86,
特選小資高價30指數,"5,163.45",+,7.85,0.15,
特選臺灣綠能及電動車指數,"4,756.73",+,7.77,0.16,
特選臺灣智能車供應鏈聯盟指數,"4,679.83",+,18.21,0.39,
臺灣全市場半導體精選30指數,"4,342.33",+,44.72,1.04,
特選臺灣高股息30指數,"4,334.66",+,49.23,1.15,
臺灣友善環境指數,"4,852.97",+,18.83,0.39,
台灣永續價值指數,"4,487.38",+,7.73,0.17,
特選臺灣IC設計指數,"3,801.12",+,63.82,1.71,
特選臺灣環境永續高股息指數,"5,442.48",+,59.94,1.11,
臺灣友善環境50指數,"3,960.47",+,7.10,0.18,
特選臺灣IC設計產業代表指數,"4,832.08",+,84.27,1.77,
特選臺灣綠能指數,"4,572.31",-,27.15,-0.59,
特選臺灣智慧50指數,"3,819.84",+,12.99,0.34,
特選臺灣標竿PCB指數,"4,480.85",+,45.37,1.02,
臺灣晶圓製造指數,"4,622.98",+,55.33,1.21,
臺灣精選高息指數,"4,274.38",+,53.54,1.27,
臺灣多因子優選高股息30指數,"6,397.77",+,55.25,0.87,
特選臺灣優利高填息30指數,"5,646.98",+,71.44,1.28,
臺灣多因子優選成長30指數,"6,258.28",+,26.62,0.43,
特選臺灣科技優息指數,"7,501.29",+,39.96,0.54,
臺灣工業4.0指數,"5,832.45",+,35.71,0.62,
臺灣半導體收益指數,"5,348.09",+,56.91,1.08,
臺灣優選成長高股息指數,"6,165.72",+,78.83,1.30,
特選臺灣ESG低碳高息40指數,"6,774.21",+,36.05,0.54,
臺灣優選多因子30指數,"5,941.67",+,44.50,0.75,
臺灣創新科技50指數,"5,115.27",+,29.88,0.59,
臺灣全市場新經濟產業指數,"4,355.37",+,26.06,0.60,
臺灣ESG永續高股息等權重指數,"5,329.35",+,22.80,0.43,
臺灣永續高息中小型指數,"5,124.00",+,11.41,0.22,
特選臺灣高息優質成長指數,"4,833.58",+,57.52,1.20,
價格指數(臺灣指數公司),,,,,
