指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,172.33",-,151.62,-0.83,
發行量加權股價指數,"15,968.83",-,135.20,-0.84,
臺灣公司治理100指數,"9,227.31",-,92.26,-0.99,
臺灣50指數,"12,269.24",-,137.53,-1.11,
臺灣50權重上限30%指數,"11,722.24",-,101.50,-0.86,
臺灣中型100指數,"13,574.69",-,92.17,-0.67,
臺灣資訊科技指數,"20,793.87",-,301.41,-1.43,
臺灣發達指數,"10,783.42",-,20.87,-0.19,
臺灣高股息指數,"7,177.32",-,22.60,-0.31,
臺灣就業99指數,"9,562.84",-,34.86,-0.36,
臺灣高薪100指數,"8,949.21",-,38.96,-0.43,
未含金融指數,"13,763.91",-,129.25,-0.93,
未含電子指數,"18,915.83",-,65.64,-0.35,
未含金融電子指數,"15,969.35",-,68.05,-0.42,
小型股300指數,"8,613.65",-,27.91,-0.32,
水泥窯製類指數,650.56,-,1.24,-0.19,
塑膠化工類指數,908.01,-,3.78,-0.41,
機電類指數,"4,111.05",-,47.65,-1.15,
水泥類指數,169.87,-,0.10,-0.06,
食品類指數,"1,817.83",+,7.56,0.42,
塑膠類指數,276.48,-,0.84,-0.30,
紡織纖維類指數,566.44,-,3.49,-0.61,
電機機械類指數,224.06,+,0.58,0.26,
電器電纜類指數,103.25,-,2.39,-2.26,
化學生技醫療類指數,116.62,-,0.92,-0.78,
化學類指數,145.75,-,1.12,-0.76,
生技醫療類指數,62.44,-,0.51,-0.81,
玻璃陶瓷類指數,54.52,-,0.56,-1.02,
造紙類指數,327.26,+,2.97,0.92,
鋼鐵類指數,160.65,+,0.09,0.06,
橡膠類指數,251.68,-,0.73,-0.29,
汽車類指數,318.88,+,1.52,0.48,
電子工業類指數,735.60,-,8.69,-1.17,
半導體類指數,357.07,-,6.08,-1.67,
電腦及週邊設備類指數,127.60,-,1.10,-0.85,
光電類指數,33.41,-,0.05,-0.15,
通信網路類指數,137.00,+,1.13,0.83,
電子零組件類指數,163.70,-,1.65,-1.00,
電子通路類指數,197.95,-,1.80,-0.90,
資訊服務類指數,126.80,-,0.74,-0.58,
其他電子類指數,100.08,+,0.18,0.18,
建材營造類指數,368.62,+,1.13,0.31,
航運類指數,267.94,-,2.88,-1.06,
觀光類指數,91.96,-,0.31,-0.34,
金融保險類指數,"1,621.59",-,2.56,-0.16,
貿易百貨類指數,286.18,+,0.93,0.33,
油電燃氣類指數,122.45,-,1.28,-1.03,
其他類指數,354.32,-,3.17,-0.89,
臺指日報酬兩倍指數,"32,738.32",-,559.09,-1.68,
臺指反向一倍指數,"4,398.90",+,36.62,0.84,
電子類兩倍槓桿指數,"30,931.07",-,739.54,-2.34,
電子類反向指數,"4,058.40",+,46.84,1.17,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,916.39",+,1.80,0.05,
臺灣中小型公司治理指數,"6,920.05",-,17.31,-0.25,
臺灣IPO指數,"6,275.27",-,71.00,-1.12,
智慧中立指數,"4,065.66",+,2.09,0.05,
臺灣5G指數,"8,147.62",-,51.44,-0.63,
臺灣企業社會責任中小型指數,"8,259.50",-,48.86,-0.59,
特選臺灣電動車代表指數,"5,520.62",-,3.33,-0.06,
臺灣5G+通訊指數,"5,967.98",-,59.38,-0.99,
臺灣全市場指數,"5,403.52",-,48.59,-0.89,
臺灣全市場半導體指數,"5,356.27",-,76.56,-1.41,
臺灣電動車與自駕科技永續概念指數,"4,391.87",-,38.48,-0.87,
臺灣智慧移動與電動車指數,"4,176.33",-,43.62,-1.03,
特選小資高價30指數,"4,591.06",-,81.99,-1.75,
特選臺灣綠能及電動車指數,"4,506.25",-,18.04,-0.40,
特選臺灣智能車供應鏈聯盟指數,"4,346.06",-,39.78,-0.91,
臺灣全市場半導體精選30指數,"4,232.17",-,68.46,-1.59,
特選臺灣高股息30指數,"4,555.32",-,22.49,-0.49,
臺灣友善環境指數,"4,928.16",-,42.59,-0.86,
台灣永續價值指數,"4,422.70",-,29.78,-0.67,
特選臺灣IC設計指數,"3,466.81",-,70.24,-1.99,
特選臺灣環境永續高股息指數,"4,525.11",-,19.43,-0.43,
臺灣友善環境50指數,"4,304.08",-,42.37,-0.97,
特選台灣策略高股息30指數,"4,440.68",-,11.77,-0.26,
特選臺灣IC設計產業代表指數,"3,908.84",-,82.31,-2.06,
特選臺灣綠能指數,"4,656.02",-,6.57,-0.14,
特選臺灣成長高股息指數,"4,401.29",-,8.95,-0.20,
特選臺灣智慧50指數,"4,470.66",-,65.94,-1.45,
特選臺灣標竿PCB指數,"4,463.13",-,53.67,-1.19,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"29,556.17",-,93.47,-0.32,
金融類日報酬反向一倍指數,"4,789.49",+,7.54,0.16,
漲升股利150指數,"8,462.64",-,32.19,-0.38,
藍籌30指數,"7,741.99",-,56.19,-0.72,
工業菁英30指數,"8,392.48",-,84.70,-1.00,
電子菁英30指數,"7,659.16",-,67.75,-0.88,
低波動股利精選30指數,"7,045.84",-,24.07,-0.34,
中小型A級動能50指數,"13,847.86",-,178.99,-1.28,
特選高息低波指數,"7,356.18",+,3.24,0.04,
臺灣永續指數,"8,129.76",-,70.61,-0.86,
特選內需高收益指數,"6,297.68",+,28.59,0.46,
價值投資指數,"7,305.37",-,110.04,-1.48,
存股雙十等權重指數,"7,746.13",-,48.31,-0.62,
特選大蘋果指數,"6,557.65",-,56.18,-0.85,
中小型300指數,"8,715.57",-,49.19,-0.56,
