指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,603.50",+,4.23,0.03,
發行量加權股價指數,"14,537.35",-,8.96,-0.06,
臺灣公司治理100指數,"8,390.03",+,2.54,0.03,
臺灣50指數,"11,252.18",+,30.80,0.27,
臺灣50權重上限30%指數,"10,647.40",-,10.10,-0.09,
臺灣中型100指數,"12,705.80",-,18.96,-0.15,
臺灣資訊科技指數,"19,411.37",+,176.95,0.92,
臺灣發達指數,"9,456.88",-,100.40,-1.05,
臺灣高股息指數,"5,968.14",-,15.85,-0.26,
臺灣就業99指數,"8,921.08",-,53.27,-0.59,
臺灣高薪100指數,"7,979.15",-,38.35,-0.48,
未含金融指數,"12,514.88",+,11.07,0.09,
未含電子指數,"16,725.33",-,209.21,-1.24,
未含金融電子指數,"13,889.50",-,178.73,-1.27,
小型股300指數,"7,898.72",-,29.69,-0.37,
水泥窯製類指數,594.24,-,11.24,-1.86,
塑膠化工類指數,800.03,-,11.14,-1.37,
機電類指數,"3,821.39",+,24.38,0.64,
水泥類指數,150.68,-,3.03,-1.97,
食品類指數,"1,764.04",-,36.21,-2.01,
塑膠類指數,239.98,-,4.45,-1.82,
紡織纖維類指數,565.59,-,5.81,-1.02,
電機機械類指數,215.75,-,2.78,-1.27,
電器電纜類指數,106.19,-,1.25,-1.16,
化學生技醫療類指數,106.16,-,0.28,-0.26,
化學類指數,125.22,-,1.04,-0.82,
生技醫療類指數,61.38,+,0.19,0.31,
玻璃陶瓷類指數,59.09,-,0.74,-1.24,
造紙類指數,308.17,-,2.06,-0.66,
鋼鐵類指數,134.93,-,1.45,-1.06,
橡膠類指數,229.79,-,2.88,-1.24,
汽車類指數,320.11,-,3.14,-0.97,
電子工業類指數,682.66,+,4.79,0.71,
半導體類指數,327.01,+,4.21,1.30,
電腦及週邊設備類指數,121.60,+,0.38,0.31,
光電類指數,33.56,-,0.27,-0.80,
