指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"24,037.43",+,1.36,0.01,
發行量加權股價指數,"21,347.30",-,10.42,-0.05,
臺灣公司治理100指數,"12,718.52",-,18.38,-0.14,
臺灣50指數,"17,900.64",-,29.33,-0.16,
臺灣50權重上限30%指數,"15,477.82",-,40.54,-0.26,
臺灣中型100指數,"18,240.51",+,102.99,0.57,
臺灣資訊科技指數,"35,361.47",+,56.35,0.16,
臺灣發達指數,"9,549.20",-,47.86,-0.50,
臺灣高股息指數,"9,190.25",-,3.68,-0.04,
臺灣就業99指數,"12,596.51",-,60.85,-0.48,
臺灣高薪100指數,"11,571.81",-,47.34,-0.41,
未含金融指數,"18,535.98",+,9.01,0.05,
未含電子指數,"18,483.42",-,104.14,-0.56,
未含金融電子指數,"13,743.50",-,56.38,-0.41,
小型股300指數,"10,391.72",+,43.28,0.42,
水泥窯製類指數,556.80,-,2.45,-0.44,
塑膠化工類指數,571.47,-,4.17,-0.72,
機電類指數,"6,488.13",+,11.22,0.17,
水泥類指數,146.63,+,0.12,0.08,
食品類指數,"2,089.23",-,26.21,-1.24,
塑膠類指數,99.79,-,2.34,-2.29,
紡織纖維類指數,553.79,+,1.92,0.35,
電機機械類指數,368.84,+,0.68,0.18,
電器電纜類指數,82.93,-,0.51,-0.61,
化學生技醫療類指數,128.59,+,0.15,0.12,
化學類指數,155.68,+,0.67,0.43,
生技醫療類指數,71.14,-,0.05,-0.07,
玻璃陶瓷類指數,43.81,-,1.81,-3.97,
造紙類指數,262.47,-,1.03,-0.39,
鋼鐵類指數,118.85,-,0.86,-0.72,
橡膠類指數,258.82,-,0.57,-0.22,
汽車類指數,359.59,+,3.14,0.88,
電子工業類指數,"1,164.91",+,2.05,0.18,
半導體類指數,591.15,-,0.53,-0.09,
電腦及週邊設備類指數,261.15,+,1.73,0.67,
光電類指數,34.88,+,0.10,0.29,
通信網路類指數,165.46,-,1.52,-0.91,
電子零組件類指數,221.94,+,1.73,0.79,
電子通路類指數,246.23,+,2.23,0.91,
資訊服務類指數,215.81,+,1.67,0.78,
其他電子類指數,148.49,+,2.95,2.03,
建材營造類指數,516.26,-,1.30,-0.25,
航運類指數,211.89,-,2.51,-1.17,
觀光餐旅類指數,118.30,-,0.28,-0.24,
金融保險類指數,"2,050.68",-,17.04,-0.82,
貿易百貨類指數,257.34,-,2.74,-1.05,
油電燃氣類指數,56.72,-,0.46,-0.80,
綠能環保類指數,105.38,+,0.09,0.09,
數位雲端類指數,54.12,+,0.15,0.28,
運動休閒類指數,80.98,+,1.24,1.56,
居家生活類指數,121.26,-,1.53,-1.25,
其他類指數,294.25,-,0.88,-0.30,
臺指日報酬兩倍指數,"51,639.90",-,50.44,-0.10,
臺指反向一倍指數,"2,904.79",+,1.42,0.05,
電子類兩倍槓桿指數,"64,589.37",+,226.93,0.35,
電子類反向指數,"2,137.39",-,3.77,-0.18,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,540.51",-,6.54,-0.18,
臺灣中小型公司治理指數,"9,599.78",+,124.12,1.31,
臺灣IPO指數,"5,580.65",+,100.04,1.83,
智慧中立指數,"3,823.77",-,54.68,-1.41,
臺灣5G指數,"10,790.55",-,28.93,-0.27,
臺灣企業社會責任中小型指數,"10,830.49",+,21.69,0.20,
特選臺灣電動車代表指數,"9,197.47",+,36.74,0.40,
臺灣科技龍頭通訊指數,"9,524.52",+,37.30,0.39,
臺灣全市場指數,"7,374.76",+,0.87,0.01,
臺灣全市場半導體指數,"7,152.38",-,2.35,-0.03,
臺灣智慧移動與電動車指數,"5,475.34",+,24.93,0.46,
特選小資高價30指數,"7,578.19",+,63.14,0.84,
特選臺灣綠能及電動車指數,"5,628.28",+,0.38,0.01,
特選臺灣智能車供應鏈聯盟指數,"6,735.65",+,15.41,0.23,
