指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"23,059.94",-,167.51,-0.72,
發行量加權股價指數,"20,222.44",-,174.16,-0.85,
臺灣公司治理100指數,"11,501.86",-,145.22,-1.25,
臺灣50指數,"15,619.37",-,222.32,-1.40,
臺灣50權重上限30%指數,"14,125.92",-,140.29,-0.98,
臺灣中型100指數,"19,565.06",-,48.46,-0.25,
臺灣資訊科技指數,"30,689.74",-,519.14,-1.66,
臺灣發達指數,"10,009.62",-,47.53,-0.47,
臺灣高股息指數,"9,476.73",+,18.73,0.20,
臺灣就業99指數,"12,461.78",-,65.27,-0.52,
臺灣高薪100指數,"10,789.60",-,69.02,-0.64,
未含金融指數,"17,646.56",-,177.86,-1.00,
未含電子指數,"19,836.92",+,59.16,0.30,
未含金融電子指數,"16,074.56",+,43.36,0.27,
小型股300指數,"11,613.63",+,52.14,0.45,
水泥窯製類指數,607.59,+,4.32,0.72,
塑膠化工類指數,776.54,+,3.79,0.49,
機電類指數,"5,859.20",-,85.17,-1.43,
水泥類指數,159.37,+,1.21,0.77,
食品類指數,"2,120.19",-,4.48,-0.21,
塑膠類指數,193.64,+,1.49,0.78,
紡織纖維類指數,642.51,+,1.14,0.18,
電機機械類指數,444.76,-,7.70,-1.70,
電器電纜類指數,119.02,+,0.11,0.09,
化學生技醫療類指數,133.83,+,0.19,0.14,
化學類指數,171.13,+,0.01,0.01,
生技醫療類指數,71.26,+,0.18,0.25,
玻璃陶瓷類指數,49.16,+,0.18,0.37,
造紙類指數,361.32,+,6.12,1.72,
鋼鐵類指數,146.53,+,0.88,0.60,
橡膠類指數,287.44,+,1.21,0.42,
汽車類指數,414.53,+,4.50,1.10,
電子工業類指數,"1,040.81",-,15.15,-1.43,
半導體類指數,501.82,-,9.16,-1.79,
電腦及週邊設備類指數,260.77,-,2.84,-1.08,
光電類指數,37.69,-,0.24,-0.63,
通信網路類指數,150.55,+,0.46,0.31,
電子零組件類指數,216.73,-,2.71,-1.23,
電子通路類指數,290.35,+,5.17,1.81,
資訊服務類指數,195.63,-,1.78,-0.90,
其他電子類指數,140.29,-,2.09,-1.47,
建材營造類指數,617.21,+,18.96,3.17,
航運類指數,168.25,-,1.14,-0.67,
觀光餐旅類指數,138.16,+,1.18,0.86,
金融保險類指數,"1,865.20",+,6.71,0.36,
貿易百貨類指數,294.40,+,2.60,0.89,
油電燃氣類指數,97.56,-,0.74,-0.75,
綠能環保類指數,114.22,-,0.13,-0.11,
數位雲端類指數,72.23,-,0.02,-0.03,
運動休閒類指數,98.25,-,0.74,-0.75,
居家生活類指數,113.58,-,1.66,-1.44,
其他類指數,375.60,+,3.90,1.05,
臺指日報酬兩倍指數,"49,994.03",-,868.60,-1.71,
臺指反向一倍指數,"3,299.17",+,27.93,0.85,
電子類兩倍槓桿指數,"57,100.30",-,"1,686.85",-2.87,
電子類反向指數,"2,641.37",+,37.36,1.43,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,997.57",+,12.76,0.32,
臺灣中小型公司治理指數,"9,636.22",+,31.32,0.33,
臺灣IPO指數,"5,588.59",+,4.62,0.08,
智慧中立指數,"3,697.69",-,11.87,-0.32,
臺灣5G指數,"9,918.70",-,78.14,-0.78,
臺灣企業社會責任中小型指數,"12,609.55",+,60.49,0.48,
特選臺灣電動車代表指數,"9,423.88",-,125.67,-1.32,
臺灣5G+通訊指數,"8,439.48",-,90.94,-1.07,
臺灣全市場指數,"6,966.50",-,57.09,-0.81,
臺灣全市場半導體指數,"6,871.60",-,55.86,-0.81,
臺灣智慧移動與電動車指數,"5,283.72",-,18.64,-0.35,
特選小資高價30指數,"6,808.24",-,72.94,-1.06,
特選臺灣綠能及電動車指數,"5,799.78",-,74.70,-1.27,
特選臺灣智能車供應鏈聯盟指數,"6,129.44",-,71.89,-1.16,
臺灣全市場半導體精選30指數,"5,453.09",-,38.70,-0.70,
特選臺灣高股息30指數,"5,584.45",+,47.60,0.86,
臺灣友善環境指數,"6,122.81",-,50.57,-0.82,
台灣永續價值指數,"5,508.88",-,58.98,-1.06,
特選臺灣IC設計指數,"4,438.21",+,24.48,0.55,
特選臺灣環境永續高股息指數,"7,409.22",+,9.13,0.12,
臺灣友善環境50指數,"5,018.89",-,53.16,-1.05,
特選臺灣IC設計產業代表指數,"5,649.89",+,19.38,0.34,
特選臺灣綠能指數,"5,778.01",-,78.89,-1.35,
特選臺灣智慧50指數,"4,620.44",-,37.96,-0.81,
特選臺灣標竿PCB指數,"5,286.30",+,6.21,0.12,
臺灣晶圓製造指數,"5,598.90",-,47.97,-0.85,
臺灣精選高息指數,"5,440.73",-,41.84,-0.76,
臺灣多因子優選高股息30指數,"8,534.96",+,25.72,0.30,
特選臺灣優利高填息30指數,"7,119.20",-,14.34,-0.20,
特選臺灣科技優息指數,"9,133.24",-,4.09,-0.04,
臺灣工業4.0指數,"7,345.67",-,63.94,-0.86,
臺灣半導體收益指數,"6,594.95",-,26.51,-0.40,
臺灣優選成長高股息指數,"7,654.93",+,74.48,0.98,
特選臺灣ESG低碳高息40指數,"8,615.33",-,23.50,-0.27,
臺灣優選多因子30指數,"7,798.07",-,4.17,-0.05,
