指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"25,594.02",-,918.33,-3.46,
發行量加權股價指數,"22,694.71",-,830.70,-3.53,
臺灣公司治理100指數,"13,628.29",-,581.09,-4.09,
臺灣50指數,"19,239.44",-,872.22,-4.34,
臺灣50權重上限30%指數,"16,311.61",-,571.17,-3.38,
臺灣中型100指數,"18,949.59",-,469.06,-2.42,
臺灣資訊科技指數,"38,426.12",-,"2,008.39",-4.97,
臺灣發達指數,"9,701.58",-,257.05,-2.58,
臺灣高股息指數,"9,237.62",-,73.01,-0.78,
臺灣就業99指數,"13,270.50",-,286.65,-2.11,
臺灣高薪100指數,"11,807.09",-,219.93,-1.83,
未含金融指數,"19,770.44",-,807.43,-3.92,
未含電子指數,"19,054.81",-,110.76,-0.58,
未含金融電子指數,"14,134.34",-,116.73,-0.82,
小型股300指數,"11,006.26",-,139.61,-1.25,
水泥窯製類指數,576.19,-,3.03,-0.52,
塑膠化工類指數,604.16,-,5.60,-0.92,
機電類指數,"6,982.66",-,340.67,-4.65,
水泥類指數,151.20,-,0.88,-0.58,
食品類指數,"2,090.44",+,23.79,1.15,
塑膠類指數,106.74,-,3.24,-2.95,
紡織纖維類指數,600.83,+,0.93,0.16,
電機機械類指數,385.05,-,9.89,-2.50,
電器電纜類指數,86.80,-,2.03,-2.29,
化學生技醫療類指數,135.22,-,0.11,-0.08,
化學類指數,158.39,-,1.40,-0.88,
生技醫療類指數,76.20,+,0.27,0.36,
玻璃陶瓷類指數,46.47,-,0.07,-0.15,
造紙類指數,279.65,-,2.91,-1.03,
鋼鐵類指數,122.11,+,1.22,1.01,
橡膠類指數,271.90,+,2.60,0.97,
汽車類指數,373.70,+,0.87,0.23,
電子工業類指數,"1,254.76",-,62.02,-4.71,
半導體類指數,652.83,-,33.91,-4.94,
電腦及週邊設備類指數,258.33,-,10.74,-3.99,
光電類指數,40.02,-,0.07,-0.17,
通信網路類指數,167.55,-,1.30,-0.77,
電子零組件類指數,226.03,-,14.75,-6.13,
電子通路類指數,242.67,-,2.67,-1.09,
資訊服務類指數,221.75,+,5.13,2.37,
其他電子類指數,156.71,-,11.82,-7.01,
建材營造類指數,537.33,+,6.16,1.16,
航運類指數,191.43,-,3.74,-1.92,
觀光餐旅類指數,118.69,-,1.35,-1.12,
金融保險類指數,"2,122.94",-,3.39,-0.16,
貿易百貨類指數,274.89,-,2.52,-0.91,
