指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,583.29",-,"1,232.60",-5.92,
發行量加權股價指數,"17,391.76",-,"1,068.19",-5.79,
臺灣公司治理100指數,"10,469.91",-,553.45,-5.02,
臺灣50指數,"14,605.51",-,769.22,-5.00,
臺灣50權重上限30%指數,"12,666.96",-,766.19,-5.70,
臺灣中型100指數,"14,392.22",-,"1,188.11",-7.63,
臺灣資訊科技指數,"28,243.40",-,"1,532.00",-5.15,
臺灣發達指數,"7,910.12",-,518.34,-6.15,
臺灣高股息指數,"7,422.32",-,530.35,-6.67,
臺灣就業99指數,"10,554.89",-,701.51,-6.23,
臺灣高薪100指數,"9,502.24",-,656.81,-6.47,
未含金融指數,"14,951.63",-,922.43,-5.81,
未含電子指數,"15,811.89",-,"1,086.07",-6.43,
未含金融電子指數,"11,567.22",-,859.18,-6.91,
小型股300指數,"8,498.88",-,695.32,-7.56,
水泥窯製類指數,533.94,-,19.30,-3.49,
塑膠化工類指數,489.93,-,36.59,-6.95,
機電類指數,"5,162.83",-,303.15,-5.55,
水泥類指數,143.57,-,4.12,-2.79,
食品類指數,"1,939.05",-,84.29,-4.17,
塑膠類指數,91.73,-,8.61,-8.58,
紡織纖維類指數,467.44,-,29.67,-5.97,
電機機械類指數,273.71,-,22.93,-7.73,
電器電纜類指數,67.76,-,6.07,-8.22,
化學生技醫療類指數,104.53,-,7.81,-6.95,
化學類指數,129.37,-,9.76,-7.02,
生技醫療類指數,57.11,-,4.25,-6.93,
玻璃陶瓷類指數,35.72,-,3.57,-9.09,
造紙類指數,222.28,-,18.13,-7.54,
鋼鐵類指數,112.08,-,7.95,-6.62,
橡膠類指數,229.47,-,5.73,-2.44,
汽車類指數,301.69,-,21.41,-6.63,
電子工業類指數,928.34,-,53.87,-5.48,
半導體類指數,484.00,-,22.65,-4.47,
電腦及週邊設備類指數,185.75,-,16.00,-7.93,
光電類指數,28.36,-,2.84,-9.10,
通信網路類指數,147.58,-,4.13,-2.72,
電子零組件類指數,158.30,-,15.95,-9.15,
電子通路類指數,184.81,-,12.60,-6.38,
資訊服務類指數,178.86,-,10.53,-5.56,
其他電子類指數,109.11,-,11.00,-9.16,
建材營造類指數,446.84,-,36.15,-7.48,
航運類指數,157.18,-,15.36,-8.90,
觀光餐旅類指數,100.21,-,5.37,-5.09,
金融保險類指數,"1,803.56",-,107.13,-5.61,
貿易百貨類指數,244.54,-,10.25,-4.02,
油電燃氣類指數,47.21,-,3.55,-6.99,
