指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"24,027.41",+,225.77,0.95,
發行量加權股價指數,"21,330.14",+,200.60,0.95,
臺灣公司治理100指數,"12,773.45",+,131.77,1.04,
臺灣50指數,"17,922.91",+,215.30,1.22,
臺灣50權重上限30%指數,"15,489.44",+,182.62,1.19,
臺灣中型100指數,"18,079.69",+,83.69,0.47,
臺灣資訊科技指數,"35,409.73",+,481.49,1.38,
臺灣發達指數,"9,522.25",+,31.73,0.33,
臺灣高股息指數,"9,187.40",+,92.83,1.02,
臺灣就業99指數,"12,620.17",+,85.79,0.68,
臺灣高薪100指數,"11,534.83",+,160.66,1.41,
未含金融指數,"18,534.17",+,185.22,1.01,
未含電子指數,"18,528.87",+,82.44,0.45,
未含金融電子指數,"13,847.69",+,60.03,0.44,
小型股300指數,"10,367.88",+,32.47,0.31,
水泥窯製類指數,582.48,-,1.27,-0.22,
塑膠化工類指數,575.83,-,2.76,-0.48,
機電類指數,"6,473.77",+,74.87,1.17,
水泥類指數,154.88,-,0.24,-0.15,
食品類指數,"2,092.36",-,31.60,-1.49,
塑膠類指數,106.03,-,1.53,-1.42,
紡織纖維類指數,558.51,-,4.30,-0.76,
電機機械類指數,367.72,+,4.70,1.29,
電器電纜類指數,83.48,+,0.20,0.24,
化學生技醫療類指數,124.77,-,0.07,-0.06,
化學類指數,154.09,+,0.40,0.26,
生技醫療類指數,68.26,-,0.16,-0.23,
玻璃陶瓷類指數,42.67,-,0.31,-0.72,
造紙類指數,264.40,-,2.00,-0.75,
鋼鐵類指數,124.37,-,0.30,-0.24,
橡膠類指數,265.36,+,0.90,0.34,
汽車類指數,363.18,+,0.46,0.13,
電子工業類指數,"1,162.31",+,13.45,1.17,
半導體類指數,595.25,+,8.36,1.42,
電腦及週邊設備類指數,252.60,+,1.72,0.69,
光電類指數,35.23,+,0.18,0.51,
通信網路類指數,163.42,-,0.73,-0.44,
電子零組件類指數,212.84,+,0.50,0.24,
電子通路類指數,242.37,+,0.56,0.23,
資訊服務類指數,222.88,-,0.91,-0.41,
其他電子類指數,149.03,+,3.25,2.23,
建材營造類指數,523.40,+,1.82,0.35,
航運類指數,205.92,+,7.17,3.61,
觀光餐旅類指數,116.12,-,0.59,-0.51,
金融保險類指數,"2,037.43",+,9.47,0.47,
貿易百貨類指數,262.66,-,2.22,-0.84,
油電燃氣類指數,58.07,-,2.05,-3.41,
綠能環保類指數,103.92,+,1.00,0.97,
數位雲端類指數,55.65,+,0.40,0.72,
運動休閒類指數,85.06,+,1.38,1.65,
居家生活類指數,114.80,+,3.65,3.28,
其他類指數,300.06,+,1.12,0.37,
臺指日報酬兩倍指數,"51,608.74",+,961.67,1.90,
臺指反向一倍指數,"2,910.10",-,27.89,-0.95,
電子類兩倍槓桿指數,"64,390.87",+,"1,473.19",2.34,
電子類反向指數,"2,145.22",-,25.41,-1.17,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,428.38",-,6.62,-0.19,
臺灣中小型公司治理指數,"9,412.88",-,10.02,-0.11,
臺灣IPO指數,"5,345.00",+,86.13,1.64,
智慧中立指數,"3,818.21",-,12.99,-0.34,
臺灣5G指數,"10,852.31",+,105.43,0.98,
臺灣企業社會責任中小型指數,"10,805.01",+,70.92,0.66,
特選臺灣電動車代表指數,"9,227.95",+,22.07,0.24,
臺灣科技龍頭通訊指數,"9,510.95",+,134.07,1.43,
臺灣全市場指數,"7,372.06",+,73.51,1.01,
臺灣全市場半導體指數,"7,241.46",+,113.80,1.60,
臺灣智慧移動與電動車指數,"5,407.77",+,62.71,1.17,
特選小資高價30指數,"7,442.21",+,100.38,1.37,
特選臺灣綠能及電動車指數,"5,650.56",+,39.23,0.70,
特選臺灣智能車供應鏈聯盟指數,"6,763.40",+,92.38,1.38,
臺灣全市場半導體精選30指數,"5,687.16",+,92.91,1.66,
特選臺灣高股息30指數,"4,840.68",+,82.37,1.73,
臺灣友善環境指數,"6,592.94",+,67.29,1.03,
台灣永續價值指數,"5,998.41",+,59.64,1.00,
特選臺灣IC設計指數,"4,231.32",+,83.61,2.02,
特選臺灣環境永續高股息指數,"6,773.69",+,123.36,1.85,
臺灣友善環境50指數,"5,506.16",+,71.99,1.32,
特選臺灣IC設計產業代表指數,"5,380.76",+,87.54,1.65,
特選臺灣綠能指數,"4,832.39",+,7.70,0.16,
特選臺灣智慧50指數,"5,119.12",+,101.88,2.03,
臺灣晶圓製造指數,"5,702.92",+,57.05,1.01,
臺灣精選高息指數,"5,400.62",+,88.27,1.66,
臺灣多因子優選高股息30指數,"8,195.28",+,12.57,0.15,
特選臺灣優利高填息30指數,"7,253.53",+,91.66,1.28,
特選臺灣科技優息指數,"8,429.89",+,66.01,0.79,
臺灣半導體收益指數,"6,381.93",+,83.68,1.33,
臺灣優選成長高股息指數,"7,184.65",+,97.41,1.37,
特選臺灣ESG低碳高息40指數,"7,845.36",+,44.59,0.57,
臺灣優選多因子30指數,"8,280.91",+,50.96,0.62,
臺灣創新科技50指數,"7,104.49",+,95.41,1.36,
臺灣全市場新經濟產業指數,"4,404.60",+,51.38,1.18,
臺灣ESG永續高股息等權重指數,"5,702.34",+,18.00,0.32,
臺灣永續高息中小型指數,"5,272.00",+,23.87,0.45,
特選臺灣高息優質成長指數,"5,770.77",+,57.70,1.01,
特選臺灣高息動能指數,"6,478.70",+,43.57,0.68,
臺灣電子成長高息等權重指數,"5,488.70",+,39.72,0.73,
特選臺灣優利成長指數,"4,736.64",+,19.84,0.42,
臺灣價值高息指數,"5,370.03",+,71.69,1.35,
特選臺灣IC設計動能指數,"4,426.14",+,72.35,1.66,
臺灣科技高股息指數,"4,949.61",+,42.42,0.86,
臺灣趨勢動能高股息指數,"5,568.71",+,28.95,0.52,
特選臺灣科技高息成長指數,"5,092.28",+,61.87,1.23,
特選臺灣AI優息動能指數,"4,503.16",+,18.05,0.40,
臺灣優選AI 50指數,"4,487.77",+,24.95,0.56,
臺灣AI供應鏈聯盟指數,"5,213.85",+,44.89,0.87,
台灣旗艦動能50指數,"5,006.15",+,51.92,1.05,
特選臺灣動能趨勢指數,"6,468.78",+,90.09,1.41,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"43,010.78",+,397.98,0.93,
金融類日報酬反向一倍指數,"3,521.55",-,16.52,-0.47,
漲升股利150指數,"9,407.27",+,72.13,0.77,
藍籌30指數,"10,470.99",+,140.10,1.36,
工業菁英30指數,"10,651.72",+,100.16,0.95,
低波動股利精選30指數,"8,557.33",-,32.79,-0.38,
中小型A級動能50指數,"18,074.17",+,73.30,0.41,
特選高息低波指數,"9,925.02",-,31.40,-0.32,
臺灣永續指數,"11,310.46",+,117.84,1.05,
存股雙十等權重指數,"9,572.39",+,177.93,1.89,
特選大蘋果指數,"10,258.66",+,107.73,1.06,
中小型300指數,"10,676.61",+,57.24,0.54,
微波高息精選20指數,"8,735.11",-,16.48,-0.19,
特選世代行動通訊指數,"9,125.98",+,6.09,0.07,
智慧投資多因子30指數,"7,708.16",+,18.28,0.24,
臺股期貨指數,"11,570.70",+,159.26,1.40,
特選價值成長指數,"9,680.71",+,70.75,0.74,
臺灣上櫃永續指數,"6,694.08",+,142.52,2.18,
特選台股領航指數,"10,811.06",+,195.67,1.84,
特選Smart多因子指數,"8,739.81",+,129.21,1.50,
特選ESG高股息指數,"6,915.64",+,129.82,1.91,
特選上櫃ESG成長指數,"4,644.25",+,134.55,2.98,
臺灣優息存股指數,"5,233.78",+,41.14,0.79,
特選上櫃ESG永續高股息指數,"6,517.66",-,13.25,-0.20,
特選臺灣金融高股息存股指數,"6,569.10",+,29.96,0.46,
特選臺灣產業龍頭存股等權重指數,"6,485.07",+,22.22,0.34,
上櫃ESG 30指數,"5,843.29",+,105.98,1.85,
臺灣ESG低碳50指數,"7,523.50",+,95.60,1.29,
臺灣創新板指數,"7,768.43",+,0.96,0.01,
特選上櫃ESG龍頭指數,"5,593.40",+,111.37,2.03,
