指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"22,698.88",+,231.61,1.03,
發行量加權股價指數,"19,879.85",+,197.35,1.00,
臺灣公司治理100指數,"11,405.78",+,106.09,0.94,
臺灣50指數,"15,541.63",+,162.55,1.06,
臺灣50權重上限30%指數,"14,091.64",+,121.31,0.87,
臺灣中型100指數,"19,481.93",+,219.96,1.14,
臺灣資訊科技指數,"30,850.84",+,468.27,1.54,
臺灣發達指數,"9,714.61",+,29.66,0.31,
臺灣高股息指數,"9,625.87",+,87.04,0.91,
臺灣就業99指數,"12,520.79",+,109.96,0.89,
臺灣高薪100指數,"10,696.73",+,29.46,0.28,
未含金融指數,"17,378.81",+,204.45,1.19,
未含電子指數,"18,801.37",+,8.33,0.04,
未含金融電子指數,"15,082.25",+,50.43,0.34,
小型股300指數,"10,680.35",+,122.11,1.16,
水泥窯製類指數,584.51,-,0.20,-0.03,
塑膠化工類指數,753.74,+,3.80,0.51,
機電類指數,"5,842.20",+,87.49,1.52,
水泥類指數,152.37,-,0.47,-0.31,
食品類指數,"2,111.70",-,15.91,-0.75,
塑膠類指數,188.39,-,0.08,-0.04,
紡織纖維類指數,640.26,-,4.58,-0.71,
電機機械類指數,397.69,+,13.04,3.39,
電器電纜類指數,107.00,+,0.58,0.55,
化學生技醫療類指數,130.30,+,1.21,0.94,
化學類指數,170.49,+,2.50,1.49,
生技醫療類指數,68.09,+,0.32,0.47,
玻璃陶瓷類指數,49.40,+,0.88,1.81,
造紙類指數,333.50,+,0.47,0.14,
鋼鐵類指數,139.25,-,0.29,-0.21,
橡膠類指數,273.32,+,4.13,1.53,
汽車類指數,411.68,+,2.33,0.57,
電子工業類指數,"1,041.97",+,15.13,1.47,
半導體類指數,506.82,+,8.10,1.62,
電腦及週邊設備類指數,263.43,+,0.10,0.04,
光電類指數,37.92,+,0.05,0.13,
通信網路類指數,149.56,+,0.72,0.48,
電子零組件類指數,219.65,+,5.63,2.63,
電子通路類指數,280.73,+,4.22,1.53,
資訊服務類指數,194.56,+,3.13,1.64,
其他電子類指數,127.50,+,2.89,2.32,
建材營造類指數,469.24,+,1.78,0.38,
航運類指數,151.86,-,1.10,-0.72,
觀光餐旅類指數,125.44,+,1.14,0.92,
金融保險類指數,"1,806.13",-,10.14,-0.56,
貿易百貨類指數,278.91,+,0.77,0.28,
油電燃氣類指數,96.33,-,0.60,-0.62,
綠能環保類指數,104.56,+,1.06,1.02,
數位雲端類指數,68.46,+,0.78,1.15,
運動休閒類指數,95.54,+,1.04,1.10,
居家生活類指數,108.35,+,0.30,0.28,
其他類指數,358.06,-,1.07,-0.30,
臺指日報酬兩倍指數,"48,579.80",+,955.04,2.01,
臺指反向一倍指數,"3,374.23",-,34.18,-1.00,
電子類兩倍槓桿指數,"57,729.39",+,"1,652.53",2.95,
電子類反向指數,"2,661.16",-,39.80,-1.47,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,953.90",+,2.71,0.07,
臺灣中小型公司治理指數,"9,814.53",+,69.59,0.71,
臺灣IPO指數,"5,733.55",+,131.36,2.34,
智慧中立指數,"3,630.32",+,20.17,0.56,
臺灣5G指數,"10,244.50",+,209.30,2.09,
臺灣企業社會責任中小型指數,"12,555.65",+,124.62,1.00,
特選臺灣電動車代表指數,"9,215.26",+,124.94,1.37,
臺灣5G+通訊指數,"8,487.16",+,146.58,1.76,
臺灣全市場指數,"6,877.10",+,74.24,1.09,
臺灣全市場半導體指數,"7,177.03",+,128.97,1.83,
臺灣智慧移動與電動車指數,"5,333.78",+,127.15,2.44,
特選小資高價30指數,"6,953.79",+,139.01,2.04,
特選臺灣綠能及電動車指數,"5,778.77",+,59.14,1.03,
特選臺灣智能車供應鏈聯盟指數,"6,174.81",+,95.26,1.57,
臺灣全市場半導體精選30指數,"5,735.64",+,95.40,1.69,
特選臺灣高股息30指數,"5,549.23",+,74.26,1.36,
臺灣友善環境指數,"6,038.65",+,54.14,0.90,
台灣永續價值指數,"5,479.36",+,36.03,0.66,
特選臺灣IC設計指數,"4,812.75",+,98.01,2.08,
特選臺灣環境永續高股息指數,"6,887.87",+,39.10,0.57,
臺灣友善環境50指數,"4,990.26",+,51.08,1.03,
特選臺灣IC設計產業代表指數,"6,040.63",+,129.62,2.19,
特選臺灣綠能指數,"5,584.31",+,56.78,1.03,
特選臺灣智慧50指數,"4,645.17",+,35.57,0.77,
特選臺灣標竿PCB指數,"5,373.85",+,176.21,3.39,
臺灣晶圓製造指數,"5,881.88",+,74.02,1.27,
臺灣精選高息指數,"5,638.11",+,103.61,1.87,
臺灣多因子優選高股息30指數,"8,240.18",+,100.90,1.24,
特選臺灣優利高填息30指數,"6,918.36",+,74.91,1.09,
特選臺灣科技優息指數,"9,518.73",+,227.33,2.45,
臺灣工業4.0指數,"7,323.54",+,112.47,1.56,
臺灣半導體收益指數,"6,882.99",+,139.69,2.07,
臺灣優選成長高股息指數,"7,760.72",+,146.71,1.93,
特選臺灣ESG低碳高息40指數,"8,853.78",+,199.01,2.30,
臺灣優選多因子30指數,"7,371.88",+,56.85,0.78,
臺灣創新科技50指數,"6,705.53",+,127.32,1.94,
臺灣全市場新經濟產業指數,"4,767.89",+,44.98,0.95,
臺灣ESG永續高股息等權重指數,"6,411.38",+,91.91,1.45,
臺灣永續高息中小型指數,"6,366.05",+,90.15,1.44,
特選臺灣高息優質成長指數,"6,089.00",+,93.08,1.55,
特選臺灣高息動能指數,"6,918.71",+,189.29,2.81,
臺灣電子成長高息等權重指數,"5,655.12",+,95.67,1.72,
特選臺灣優利成長指數,"5,569.00",+,100.45,1.84,
臺灣價值高息指數,"5,663.44",+,99.14,1.78,
特選臺灣IC設計動能指數,"5,284.95",+,97.44,1.88,
臺灣科技高股息指數,"5,719.52",+,85.31,1.51,
臺灣趨勢動能高股息指數,"5,804.86",+,96.12,1.68,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"35,536.45",-,401.27,-1.12,
金融類日報酬反向一倍指數,"4,167.58",+,23.14,0.56,
漲升股利150指數,"9,620.76",+,96.28,1.01,
藍籌30指數,"9,460.62",+,105.97,1.13,
工業菁英30指數,"10,609.01",+,181.02,1.74,
電子菁英30指數,"12,008.26",+,219.76,1.86,
低波動股利精選30指數,"7,715.77",-,36.57,-0.47,
中小型A級動能50指數,"26,574.02",+,514.40,1.97,
特選高息低波指數,"9,815.96",+,80.49,0.83,
臺灣永續指數,"10,249.85",+,99.30,0.98,
價值投資指數,"7,502.44",+,163.54,2.23,
存股雙十等權重指數,"9,363.71",+,156.69,1.70,
特選大蘋果指數,"10,393.44",+,143.46,1.40,
中小型300指數,"11,566.57",+,136.96,1.20,
臺灣500指數,"10,191.46",+,99.40,0.98,
臺灣勞工權益指數,"9,019.43",+,85.32,0.95,
微波高息精選20指數,"8,228.16",+,120.70,1.49,
特選世代行動通訊指數,"8,861.62",+,91.09,1.04,
智慧投資多因子30指數,"6,626.57",+,81.35,1.24,
臺股期貨指數,"10,832.25",+,100.46,0.94,
特選價值成長指數,"8,670.78",+,80.90,0.94,
臺灣上櫃永續指數,"7,470.21",+,92.05,1.25,
特選台股領航指數,"9,521.72",+,94.70,1.00,
特選Smart多因子指數,"7,964.86",+,132.44,1.69,
特選ESG高股息指數,"6,470.18",+,61.26,0.96,
特選上櫃ESG成長指數,"5,509.53",+,72.36,1.33,
特選上櫃ESG電子菁英指數,"5,566.64",+,76.14,1.39,
臺灣優息存股指數,"4,824.74",-,23.59,-0.49,
特選上櫃ESG永續高股息指數,"7,629.01",+,75.55,1.00,
特選臺灣金融高股息存股指數,"5,858.41",-,27.22,-0.46,
特選臺灣產業龍頭存股等權重指數,"6,730.52",+,64.19,0.96,
上櫃ESG 30指數,"6,645.75",+,112.27,1.72,
臺灣ESG低碳50指數,"6,973.88",+,84.02,1.22,
臺灣創新板指數,"5,648.39",+,13.18,0.23,
特選上櫃ESG龍頭指數,"6,145.14",+,102.36,1.69,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"32,977.35",+,380.11,1.17,
發行量加權股價報酬指數,"42,935.74",+,488.54,1.15,
臺灣公司治理100報酬指數,"16,326.08",+,184.59,1.14,
臺灣50報酬指數,"33,862.22",+,434.35,1.30,
臺灣50權重上限30%報酬指數,"31,143.11",+,309.45,1.00,
臺灣中型100報酬指數,"39,308.05",+,443.81,1.14,
臺灣資訊科技股報酬指數,"63,046.49",+,"1,129.46",1.82,
臺灣發達報酬指數,"19,625.83",+,59.91,0.31,
臺灣高股息報酬指數,"27,971.90",+,252.93,0.91,
臺灣就業99報酬指數,"20,265.99",+,186.65,0.93,
臺灣高薪100報酬指數,"16,663.09",+,54.85,0.33,
未含金融電子報酬指數,"33,595.34",+,113.26,0.34,
小型股300報酬指數,"14,677.41",+,168.65,1.16,
水泥類報酬指數,311.57,-,0.97,-0.31,
食品類報酬指數,"3,418.65",-,25.76,-0.75,
塑膠類報酬指數,357.93,-,0.16,-0.04,
紡織纖維類報酬指數,"1,089.04",-,7.80,-0.71,
電機機械類報酬指數,613.41,+,20.11,3.39,
電器電纜類報酬指數,171.20,+,0.93,0.55,
化學生技醫療類報酬指數,210.69,+,1.95,0.93,
化學類報酬指數,298.70,+,4.37,1.48,
生技醫療類報酬指數,98.29,+,0.47,0.48,
玻璃陶瓷類報酬指數,62.68,+,1.11,1.80,
造紙類報酬指數,530.86,+,0.75,0.14,
鋼鐵類報酬指數,244.39,-,0.51,-0.21,
橡膠類報酬指數,452.03,+,6.83,1.53,
汽車類報酬指數,672.36,+,3.80,0.57,
電子工業類報酬指數,"2,036.43",+,33.95,1.70,
半導體類報酬指數,929.23,+,18.01,1.98,
電腦及週邊設備類報酬指數,605.03,+,0.23,0.04,
光電類報酬指數,57.60,+,0.07,0.12,
通信網路類報酬指數,325.22,+,1.55,0.48,
電子零組件類報酬指數,423.60,+,10.85,2.63,
電子通路類報酬指數,722.57,+,10.87,1.53,
資訊服務類報酬指數,472.50,+,7.59,1.63,
其他電子類報酬指數,215.96,+,4.90,2.32,
建材營造類報酬指數,986.69,+,3.75,0.38,
航運類報酬指數,291.55,-,2.10,-0.72,
觀光餐旅類報酬指數,177.41,+,1.62,0.92,
金融保險類報酬指數,"3,212.55",-,18.04,-0.56,
貿易百貨類報酬指數,448.85,+,1.24,0.28,
油電燃氣類報酬指數,154.66,-,0.98,-0.63,
