指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,337.89",-,280.47,-1.43,
發行量加權股價指數,"17,004.18",-,241.47,-1.40,
臺灣公司治理100指數,"9,877.99",-,145.55,-1.45,
臺灣50指數,"13,187.45",-,208.83,-1.56,
臺灣50權重上限30%指數,"12,532.26",-,183.63,-1.44,
臺灣中型100指數,"14,312.37",-,185.23,-1.28,
臺灣資訊科技指數,"22,080.19",-,461.70,-2.05,
臺灣發達指數,"11,264.10",-,42.52,-0.38,
臺灣高股息指數,"7,699.06",-,29.10,-0.38,
臺灣就業99指數,"10,407.30",-,116.28,-1.10,
臺灣高薪100指數,"9,733.98",-,95.76,-0.97,
未含金融指數,"14,500.21",-,223.82,-1.52,
未含電子指數,"20,416.61",-,108.93,-0.53,
未含金融電子指數,"16,768.75",-,86.32,-0.51,
小型股300指數,"9,069.11",-,97.92,-1.07,
水泥窯製類指數,714.63,-,7.87,-1.09,
塑膠化工類指數,948.17,-,9.02,-0.94,
機電類指數,"4,332.67",-,86.38,-1.95,
水泥類指數,185.77,-,1.83,-0.98,
食品類指數,"1,935.22",+,37.73,1.99,
塑膠類指數,286.29,-,1.98,-0.69,
紡織纖維類指數,580.60,-,9.08,-1.54,
電機機械類指數,228.95,-,4.67,-2.00,
電器電纜類指數,102.49,+,2.67,2.67,
化學生技醫療類指數,124.79,-,1.75,-1.38,
化學類指數,153.57,-,2.91,-1.86,
生技醫療類指數,68.29,-,0.49,-0.71,
玻璃陶瓷類指數,61.55,-,1.10,-1.76,
造紙類指數,373.79,-,3.36,-0.89,
鋼鐵類指數,191.93,+,0.40,0.21,
橡膠類指數,262.50,-,4.26,-1.60,
汽車類指數,314.25,-,4.94,-1.55,
電子工業類指數,776.14,-,15.74,-1.99,
半導體類指數,381.29,-,9.01,-2.31,
電腦及週邊設備類指數,136.88,-,1.72,-1.24,
光電類指數,35.95,-,0.63,-1.72,
通信網路類指數,137.69,-,0.65,-0.47,
電子零組件類指數,173.40,-,4.65,-2.61,
電子通路類指數,206.87,-,0.55,-0.27,
資訊服務類指數,130.75,-,0.66,-0.50,
其他電子類指數,96.46,-,0.94,-0.97,
建材營造類指數,376.92,-,3.45,-0.91,
航運類指數,271.39,+,3.40,1.27,
觀光類指數,95.57,-,0.57,-0.59,
金融保險類指數,"1,863.80",-,10.72,-0.57,
