指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"15,821.39",+,59.17,0.38,
發行量加權股價指數,"13,826.59",+,48.40,0.35,
臺灣公司治理100指數,"7,880.60",+,11.79,0.15,
臺灣50指數,"10,498.10",+,13.32,0.13,
臺灣50權重上限30%指數,"9,977.83",+,6.21,0.06,
臺灣中型100指數,"12,149.08",+,83.21,0.69,
臺灣資訊科技指數,"17,722.26",+,69.39,0.39,
臺灣發達指數,"9,241.16",+,42.77,0.46,
臺灣高股息指數,"5,613.30",+,28.20,0.50,
臺灣就業99指數,"8,422.10",+,16.74,0.20,
臺灣高薪100指數,"7,623.77",-,8.29,-0.11,
未含金融指數,"11,827.77",+,61.35,0.52,
未含電子指數,"16,523.91",+,12.00,0.07,
未含金融電子指數,"13,676.90",+,65.09,0.48,
小型股300指數,"7,852.82",+,80.31,1.03,
水泥窯製類指數,595.83,+,0.39,0.07,
塑膠化工類指數,790.77,-,2.13,-0.27,
機電類指數,"3,547.70",+,19.90,0.56,
水泥類指數,158.32,-,0.33,-0.21,
食品類指數,"1,802.97",-,3.89,-0.22,
塑膠類指數,226.82,-,0.90,-0.40,
紡織纖維類指數,560.99,+,9.15,1.66,
電機機械類指數,211.13,+,1.05,0.50,
電器電纜類指數,95.44,+,2.99,3.23,
化學生技醫療類指數,113.67,-,0.48,-0.42,
化學類指數,129.26,+,0.06,0.05,
生技醫療類指數,68.21,-,0.60,-0.87,
玻璃陶瓷類指數,44.51,+,0.91,2.09,
造紙類指數,288.50,+,0.18,0.06,
鋼鐵類指數,126.55,-,0.67,-0.53,
橡膠類指數,243.78,+,2.17,0.90,
汽車類指數,317.40,+,2.45,0.78,
電子工業類指數,633.14,+,3.41,0.54,
半導體類指數,294.80,+,1.25,0.43,
電腦及週邊設備類指數,117.31,+,0.76,0.65,
光電類指數,31.14,+,0.52,1.70,
通信網路類指數,129.58,+,0.53,0.41,
電子零組件類指數,145.62,+,1.94,1.35,
電子通路類指數,161.42,+,0.90,0.56,
資訊服務類指數,122.11,+,0.32,0.26,
其他電子類指數,95.49,-,0.08,-0.08,
建材營造類指數,340.15,+,0.65,0.19,
航運類指數,160.28,+,2.93,1.86,
觀光類指數,102.63,-,0.12,-0.12,
金融保險類指數,"1,483.14",-,12.41,-0.83,
貿易百貨類指數,268.70,+,2.84,1.07,
油電燃氣類指數,104.91,-,0.13,-0.12,
其他類指數,328.36,+,2.86,0.88,
臺指日報酬兩倍指數,"24,185.27",+,168.73,0.70,
臺指反向一倍指數,"5,007.23",-,17.65,-0.35,
電子類兩倍槓桿指數,"22,444.01",+,240.47,1.08,
電子類反向指數,"4,619.16",-,25.15,-0.54,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,152.48",+,19.71,0.48,
臺灣中小型公司治理指數,"6,163.45",+,49.91,0.82,
臺灣IPO指數,"4,752.77",+,6.76,0.14,
智慧中立指數,"3,515.70",+,16.76,0.48,
臺灣5G指數,"6,562.94",+,30.80,0.47,
臺灣企業社會責任中小型指數,"7,394.29",+,47.29,0.64,
特選臺灣電動車代表指數,"5,428.52",+,44.81,0.83,
臺灣5G+通訊指數,"5,070.92",+,17.96,0.36,
臺灣全市場指數,"4,680.29",+,17.38,0.37,
臺灣全市場半導體指數,"4,075.99",+,18.03,0.44,
臺灣電動車與自駕科技永續概念指數,"3,677.80",+,21.59,0.59,
臺灣智慧移動與電動車指數,"3,366.86",+,32.18,0.97,
特選小資高價30指數,"3,848.11",+,31.11,0.82,
特選臺灣綠能及電動車指數,"4,026.96",+,15.60,0.39,
特選臺灣智能車供應鏈聯盟指數,"3,791.20",+,18.54,0.49,
臺灣全市場半導體精選30指數,"3,194.00",+,8.95,0.28,
特選臺灣高股息30指數,"3,510.74",+,0.94,0.03,
臺灣友善環境指數,"4,141.50",+,22.06,0.54,
台灣永續價值指數,"3,927.92",-,1.62,-0.04,
特選臺灣IC設計指數,"2,274.70",+,9.47,0.42,
特選臺灣環境永續高股息指數,"3,643.05",+,19.35,0.53,
臺灣友善環境50指數,"3,581.07",+,7.15,0.20,
特選台灣策略高股息30指數,"3,388.91",+,3.42,0.10,
特選臺灣IC設計產業代表指數,"2,680.61",+,10.77,0.40,
特選臺灣綠能指數,"4,422.10",-,11.76,-0.27,
特選臺灣成長高股息指數,"3,392.06",+,2.69,0.08,
特選臺灣智慧50指數,"3,333.93",+,21.68,0.65,
特選臺灣標竿PCB指數,"3,399.20",+,70.53,2.12,
臺灣晶圓製造指數,"3,704.81",+,0.11,--,
臺灣精選高息指數,"3,335.28",+,29.42,0.89,
臺灣多因子優選高股息30指數,"4,392.16",+,0.83,0.02,
特選臺灣優利高填息30指數,"3,983.99",+,22.71,0.57,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"24,448.36",-,412.59,-1.66,
金融類日報酬反向一倍指數,"5,178.13",+,42.61,0.83,
漲升股利150指數,"7,218.66",+,22.07,0.31,
藍籌30指數,"6,606.84",-,8.66,-0.13,
工業菁英30指數,"6,908.76",+,22.85,0.33,
電子菁英30指數,"6,761.71",+,45.14,0.67,
低波動股利精選30指數,"6,500.95",-,21.37,-0.33,
中小型A級動能50指數,"13,003.44",+,218.22,1.71,
特選高息低波指數,"6,266.28",+,19.61,0.31,
臺灣永續指數,"7,033.94",+,10.25,0.15,
特選內需高收益指數,"5,590.21",+,15.79,0.28,
價值投資指數,"4,969.26",+,70.17,1.43,
存股雙十等權重指數,"6,150.05",+,34.18,0.56,
特選大蘋果指數,"6,050.94",+,42.48,0.71,
中小型300指數,"7,816.71",+,63.55,0.82,
特股高息20指數,"5,683.04",-,15.20,-0.27,
臺灣500指數,"7,131.59",+,23.11,0.33,
臺灣勞工權益指數,"6,744.99",+,5.62,0.08,
微波高息精選20指數,"6,104.18",-,3.16,-0.05,
特選世代行動通訊指數,"5,809.29",+,31.62,0.55,
智慧投資多因子30指數,"4,578.53",+,38.58,0.85,
臺股期貨指數,"7,230.99",+,31.40,0.44,
特選價值成長指數,"5,487.46",+,56.30,1.04,
臺灣上櫃永續指數,"5,036.86",-,11.87,-0.24,
特選台股領航指數,"6,097.31",+,3.90,0.06,
特選Smart多因子指數,"5,091.69",+,12.22,0.24,
特選ESG高股息指數,"3,542.38",-,14.62,-0.41,
特選上櫃ESG成長指數,"3,628.17",-,7.93,-0.22,
特選上櫃ESG電子菁英指數,"3,705.15",-,10.19,-0.27,
新臺灣高股息指數,"4,057.71",+,4.19,0.10,
臺灣優息存股指數,"4,475.16",+,5.29,0.12,
特選上櫃ESG永續高股息指數,"5,198.02",-,7.35,-0.14,
特選臺灣金融高股息存股指數,"4,801.66",-,47.99,-0.99,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"22,098.06",+,82.80,0.38,
發行量加權股價報酬指數,"28,693.45",+,100.47,0.35,
臺灣公司治理100報酬指數,"10,808.82",+,16.16,0.15,
臺灣50報酬指數,"21,944.32",+,27.84,0.13,
臺灣50權重上限30%報酬指數,"21,080.24",+,13.13,0.06,
臺灣中型100報酬指數,"23,749.26",+,162.66,0.69,
臺灣資訊科技股報酬指數,"34,781.82",+,136.20,0.39,
臺灣發達報酬指數,"17,816.83",+,82.46,0.46,
臺灣高股息報酬指數,"15,485.77",+,77.82,0.51,
臺灣就業99報酬指數,"13,136.29",+,26.10,0.20,
臺灣高薪100報酬指數,"10,989.71",-,11.94,-0.11,
未含金融電子報酬指數,"29,087.21",+,138.55,0.48,
小型股300報酬指數,"10,396.47",+,106.33,1.03,
水泥類報酬指數,314.61,-,0.66,-0.21,
食品類報酬指數,"2,819.10",-,6.08,-0.22,
塑膠類報酬指數,416.32,-,1.64,-0.39,
紡織纖維類報酬指數,917.70,+,14.98,1.66,
電機機械類報酬指數,318.92,+,1.58,0.50,
電器電纜類報酬指數,147.27,+,4.62,3.24,
化學生技醫療類報酬指數,178.25,-,0.75,-0.42,
化學類報酬指數,217.28,+,0.11,0.05,
生技醫療類報酬指數,96.51,-,0.85,-0.87,
玻璃陶瓷類報酬指數,56.26,+,1.14,2.07,
造紙類報酬指數,448.86,+,0.27,0.06,
鋼鐵類報酬指數,213.96,-,1.12,-0.52,
橡膠類報酬指數,391.64,+,3.47,0.89,
汽車類報酬指數,509.44,+,3.94,0.78,
電子工業類報酬指數,"1,188.82",+,6.41,0.54,
半導體類報酬指數,519.03,+,2.21,0.43,
電腦及週邊設備類報酬指數,258.88,+,1.66,0.65,
光電類報酬指數,45.99,+,0.77,1.70,
通信網路類報酬指數,271.95,+,1.11,0.41,
電子零組件類報酬指數,270.53,+,3.59,1.34,
電子通路類報酬指數,387.67,+,2.17,0.56,
資訊服務類報酬指數,284.81,+,0.74,0.26,
其他電子類報酬指數,154.47,-,0.13,-0.08,
建材營造類報酬指數,683.50,+,1.32,0.19,
航運類報酬指數,256.12,+,4.69,1.87,
觀光類報酬指數,142.57,-,0.17,-0.12,
金融保險類報酬指數,"2,575.26",-,21.55,-0.83,
貿易百貨類報酬指數,417.50,+,4.41,1.07,
油電燃氣類報酬指數,166.07,-,0.21,-0.13,
其他類報酬指數,558.16,+,4.89,0.88,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,599.44",+,21.83,0.48,
臺灣中小型公司治理報酬指數,"8,095.33",+,65.55,0.82,
臺灣IPO報酬指數,"5,548.76",+,7.89,0.14,
智慧中立報酬指數,"4,069.11",+,19.40,0.48,
加權指數掩護性臺指買權價外5%報酬指數,"6,265.89",+,21.99,0.35,
臺灣5G報酬指數,"7,337.36",+,34.44,0.47,
臺灣企業社會責任中小型報酬指數,"8,596.23",+,54.99,0.64,
特選臺灣電動車代表報酬指數,"6,109.26",+,50.44,0.83,
臺灣5G+通訊報酬指數,"5,509.63",+,19.51,0.36,
臺灣全市場報酬指數,"5,028.91",+,18.70,0.37,
臺灣全市場半導體報酬指數,"4,398.18",+,19.46,0.44,
臺灣電動車與自駕科技永續概念報酬指數,"3,997.78",+,23.46,0.59,
臺灣智慧移動與電動車報酬指數,"3,649.69",+,34.88,0.96,
特選小資高價30報酬指數,"4,117.78",+,33.30,0.82,
特選臺灣綠能及電動車報酬指數,"4,377.88",+,16.96,0.39,
特選臺灣智能車供應鏈聯盟報酬指數,"4,072.66",+,19.91,0.49,
臺灣全市場半導體精選30報酬指數,"3,387.81",+,9.50,0.28,
特選臺灣高股息30報酬指數,"4,034.63",+,1.07,0.03,
臺灣友善環境報酬指數,"4,391.69",+,23.40,0.54,
台灣永續價值報酬指數,"4,108.11",-,1.70,-0.04,
特選臺灣IC設計報酬指數,"2,465.54",+,10.27,0.42,
特選臺灣環境永續高股息報酬指數,"4,090.77",+,21.74,0.53,
臺灣友善環境50報酬指數,"3,783.67",+,7.56,0.20,
特選台灣策略高股息30報酬指數,"3,887.88",+,3.93,0.10,
特選臺灣IC設計產業代表報酬指數,"2,905.27",+,11.67,0.40,
特選臺灣綠能報酬指數,"4,629.45",-,12.31,-0.27,
特選臺灣成長高股息報酬指數,"3,881.75",+,3.07,0.08,
特選臺灣智慧50報酬指數,"3,563.32",+,23.17,0.65,
特選臺灣標竿PCB報酬指數,"3,549.06",+,73.64,2.12,
臺灣晶圓製造報酬指數,"3,897.90",+,0.11,--,
臺灣精選高息報酬指數,"3,762.70",+,33.19,0.89,
臺灣多因子優選高股息30報酬指數,"4,746.68",+,0.91,0.02,
特選臺灣優利高填息30報酬指數,"4,336.69",+,24.71,0.57,
報酬指數(臺灣指數公司),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
漲升股利150報酬指數,"9,698.91",+,29.65,0.31,
藍籌30報酬指數,"8,410.08",-,11.03,-0.13,
工業菁英30報酬指數,"8,835.76",+,29.22,0.33,
電子菁英30報酬指數,"8,419.77",+,56.21,0.67,
低波動股利精選30報酬指數,"8,442.88",-,27.76,-0.33,
中小型A級動能50報酬指數,"15,403.65",+,258.50,1.71,
特選高息低波報酬指數,"8,700.02",+,27.22,0.31,
臺灣永續報酬指數,"8,952.51",+,13.04,0.15,
特選內需高收益報酬指數,"7,136.59",+,20.16,0.28,
價值投資報酬指數,"6,653.89",+,93.96,1.43,
存股雙十等權重報酬指數,"7,768.14",+,43.18,0.56,
特選大蘋果報酬指數,"7,248.47",+,50.89,0.71,
中小型300報酬指數,"9,132.56",+,74.24,0.82,
特股高息20報酬指數,"6,649.84",-,17.79,-0.27,
臺灣500報酬指數,"8,320.09",+,26.97,0.33,
臺灣勞工權益報酬指數,"8,102.93",+,6.76,0.08,
微波高息精選20報酬指數,"7,189.16",-,3.73,-0.05,
特選世代行動通訊報酬指數,"6,501.81",+,35.40,0.55,
智慧投資多因子30報酬指數,"5,291.92",+,44.60,0.85,
特選大蘋果報酬正向兩倍指數,"10,902.94",+,152.03,1.41,
特選大蘋果報酬反向一倍指數,"7,932.67",-,56.49,-0.71,
特選價值成長報酬指數,"6,555.27",+,67.26,1.04,
臺灣上櫃永續報酬指數,"5,654.04",-,13.32,-0.24,
特選台股領航報酬指數,"6,904.08",+,4.42,0.06,
特選Smart多因子報酬指數,"5,569.73",+,13.36,0.24,
特選ESG高股息報酬指數,"3,921.61",-,16.19,-0.41,
特選上櫃ESG成長報酬指數,"3,863.43",-,8.44,-0.22,
特選上櫃ESG電子菁英報酬指數,"3,970.79",-,10.92,-0.27,
新臺灣高股息報酬指數,"4,408.13",+,4.56,0.10,
臺灣優息存股報酬指數,"4,704.28",+,5.57,0.12,
特選上櫃ESG永續高股息報酬指數,"5,375.26",-,7.60,-0.14,
