指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,510.66",+,338.33,1.86,
發行量加權股價指數,"16,266.22",+,297.39,1.86,
臺灣公司治理100指數,"9,422.46",+,195.15,2.11,
臺灣50指數,"12,564.50",+,295.26,2.41,
臺灣50權重上限30%指數,"11,978.73",+,256.49,2.19,
臺灣中型100指數,"13,740.18",+,165.49,1.22,
臺灣資訊科技指數,"21,317.76",+,523.89,2.52,
臺灣發達指數,"10,903.55",+,120.13,1.11,
臺灣高股息指數,"7,262.25",+,84.93,1.18,
臺灣就業99指數,"9,706.50",+,143.66,1.50,
臺灣高薪100指數,"9,097.42",+,148.21,1.66,
未含金融指數,"14,016.63",+,252.72,1.84,
未含電子指數,"19,194.08",+,278.25,1.47,
未含金融電子指數,"16,165.06",+,195.71,1.23,
小型股300指數,"8,681.53",+,67.88,0.79,
水泥窯製類指數,660.26,+,9.70,1.49,
塑膠化工類指數,915.07,+,7.06,0.78,
機電類指數,"4,199.41",+,88.36,2.15,
水泥類指數,172.05,+,2.18,1.28,
食品類指數,"1,821.11",+,3.28,0.18,
塑膠類指數,278.97,+,2.49,0.90,
紡織纖維類指數,569.13,+,2.69,0.47,
電機機械類指數,229.95,+,5.89,2.63,
電器電纜類指數,107.25,+,4.00,3.87,
化學生技醫療類指數,117.16,+,0.54,0.46,
化學類指數,146.25,+,0.50,0.34,
生技醫療類指數,62.84,+,0.40,0.64,
玻璃陶瓷類指數,56.04,+,1.52,2.79,
造紙類指數,329.41,+,2.15,0.66,
鋼鐵類指數,162.13,+,1.48,0.92,
橡膠類指數,253.33,+,1.65,0.66,
汽車類指數,324.20,+,5.32,1.67,
電子工業類指數,751.23,+,15.63,2.12,
半導體類指數,367.27,+,10.20,2.86,
電腦及週邊設備類指數,129.62,+,2.02,1.58,
光電類指數,33.82,+,0.41,1.23,
通信網路類指數,135.81,-,1.19,-0.87,
電子零組件類指數,166.26,+,2.56,1.56,
電子通路類指數,198.44,+,0.49,0.25,
資訊服務類指數,127.58,+,0.78,0.62,
其他電子類指數,100.97,+,0.89,0.89,
建材營造類指數,369.41,+,0.79,0.21,
航運類指數,271.85,+,3.91,1.46,
觀光類指數,92.86,+,0.90,0.98,
金融保險類指數,"1,654.97",+,33.38,2.06,
貿易百貨類指數,289.09,+,2.91,1.02,
油電燃氣類指數,123.81,+,1.36,1.11,
其他類指數,361.37,+,7.05,1.99,
臺指日報酬兩倍指數,"33,957.70",+,"1,219.38",3.72,
臺指反向一倍指數,"4,316.98",-,81.92,-1.86,
電子類兩倍槓桿指數,"32,245.51",+,"1,314.44",4.25,
電子類反向指數,"3,972.17",-,86.23,-2.12,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,943.63",+,27.24,0.70,
臺灣中小型公司治理指數,"7,021.61",+,101.56,1.47,
臺灣IPO指數,"6,433.56",+,158.29,2.52,
智慧中立指數,"4,065.49",-,0.17,--,
臺灣5G指數,"8,307.61",+,159.99,1.96,
臺灣企業社會責任中小型指數,"8,353.03",+,93.53,1.13,
特選臺灣電動車代表指數,"5,627.66",+,107.04,1.94,
臺灣5G+通訊指數,"6,093.10",+,125.12,2.10,
臺灣全市場指數,"5,510.42",+,106.90,1.98,
臺灣全市場半導體指數,"5,496.77",+,140.50,2.62,
臺灣電動車與自駕科技永續概念指數,"4,489.48",+,97.61,2.22,
臺灣智慧移動與電動車指數,"4,277.33",+,101.00,2.42,
特選小資高價30指數,"4,711.62",+,120.56,2.63,
特選臺灣綠能及電動車指數,"4,585.09",+,78.84,1.75,
特選臺灣智能車供應鏈聯盟指數,"4,443.08",+,97.02,2.23,
臺灣全市場半導體精選30指數,"4,350.56",+,118.39,2.80,
特選臺灣高股息30指數,"4,629.66",+,74.34,1.63,
臺灣友善環境指數,"5,024.31",+,96.15,1.95,
台灣永續價值指數,"4,517.79",+,95.09,2.15,
特選臺灣IC設計指數,"3,594.93",+,128.12,3.70,
特選臺灣環境永續高股息指數,"4,575.80",+,50.69,1.12,
臺灣友善環境50指數,"4,390.88",+,86.80,2.02,
特選台灣策略高股息30指數,"4,491.26",+,50.58,1.14,
特選臺灣IC設計產業代表指數,"4,010.28",+,101.44,2.60,
特選臺灣綠能指數,"4,720.94",+,64.92,1.39,
特選臺灣成長高股息指數,"4,456.77",+,55.48,1.26,
特選臺灣智慧50指數,"4,582.17",+,111.51,2.49,
特選臺灣標竿PCB指數,"4,480.77",+,17.64,0.40,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"30,772.98",+,"1,216.81",4.12,
金融類日報酬反向一倍指數,"4,690.90",-,98.59,-2.06,
漲升股利150指數,"8,561.37",+,98.73,1.17,
藍籌30指數,"7,916.53",+,174.54,2.25,
工業菁英30指數,"8,590.94",+,198.46,2.36,
電子菁英30指數,"7,868.97",+,209.81,2.74,
低波動股利精選30指數,"7,160.49",+,114.65,1.63,
中小型A級動能50指數,"13,983.36",+,135.50,0.98,
特選高息低波指數,"7,415.49",+,59.31,0.81,
臺灣永續指數,"8,295.30",+,165.54,2.04,
特選內需高收益指數,"6,312.57",+,14.89,0.24,
價值投資指數,"7,403.46",+,98.09,1.34,
存股雙十等權重指數,"7,887.99",+,141.86,1.83,
特選大蘋果指數,"6,675.30",+,117.65,1.79,
中小型300指數,"8,816.10",+,100.53,1.15,
特股高息20指數,"6,177.76",+,48.01,0.78,
臺灣500指數,"8,420.35",+,151.23,1.83,
臺灣勞工權益指數,"7,714.24",+,153.99,2.04,
微波高息精選20指數,"6,584.79",+,69.51,1.07,
特選世代行動通訊指數,"5,972.58",+,41.72,0.70,
智慧投資多因子30指數,"5,797.67",+,67.28,1.17,
臺股期貨指數,"8,134.90",+,140.34,1.76,
特選價值成長指數,"7,644.77",+,142.64,1.90,
臺灣上櫃永續指數,"5,975.27",+,205.80,3.57,
特選台股領航指數,"7,371.05",+,141.08,1.95,
特選Smart多因子指數,"6,322.65",+,112.85,1.82,
特選ESG高股息指數,"4,511.75",+,94.30,2.13,
特選上櫃ESG成長指數,"4,384.85",+,180.97,4.30,
特選上櫃ESG電子菁英指數,"4,689.39",+,188.40,4.19,
新臺灣高股息指數,"4,931.03",+,74.51,1.53,
臺灣優息存股指數,"5,062.47",+,98.85,1.99,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"24,802.04",+,453.52,1.86,
發行量加權股價報酬指數,"32,353.78",+,591.78,1.86,
臺灣公司治理100報酬指數,"12,366.44",+,256.12,2.11,
臺灣50報酬指數,"25,262.48",+,593.66,2.41,
臺灣50權重上限30%報酬指數,"24,149.37",+,517.09,2.19,
臺灣中型100報酬指數,"25,668.72",+,309.16,1.22,
臺灣資訊科技股報酬指數,"40,522.72",+,995.85,2.52,
臺灣發達報酬指數,"19,783.23",+,217.95,1.11,
臺灣高股息報酬指數,"18,280.70",+,213.79,1.18,
臺灣就業99報酬指數,"14,401.43",+,213.16,1.50,
臺灣高薪100報酬指數,"12,326.35",+,200.82,1.66,
未含金融電子報酬指數,"32,456.40",+,392.94,1.23,
小型股300報酬指數,"10,978.68",+,85.84,0.79,
水泥類報酬指數,327.12,+,4.14,1.28,
食品類報酬指數,"2,755.83",+,4.97,0.18,
塑膠類報酬指數,472.73,+,4.23,0.90,
紡織纖維類報酬指數,897.48,+,4.24,0.47,
電機機械類報酬指數,338.85,+,8.69,2.63,
電器電纜類報酬指數,158.25,+,5.91,3.88,
化學生技醫療類報酬指數,178.71,+,0.83,0.47,
化學類報酬指數,238.25,+,0.82,0.35,
生技醫療類報酬指數,86.75,+,0.55,0.64,
玻璃陶瓷類報酬指數,65.15,+,1.76,2.78,
造紙類報酬指數,485.50,+,3.18,0.66,
鋼鐵類報酬指數,253.93,+,2.31,0.92,
橡膠類報酬指數,393.14,+,2.55,0.65,
汽車類報酬指數,502.24,+,8.23,1.67,
電子工業類報酬指數,"1,363.30",+,28.38,2.13,
半導體類報酬指數,629.48,+,17.50,2.86,
電腦及週邊設備類報酬指數,268.50,+,4.18,1.58,
光電類報酬指數,47.69,+,0.58,1.23,
通信網路類報酬指數,275.66,-,2.41,-0.87,
電子零組件類報酬指數,298.72,+,4.59,1.56,
電子通路類報酬指數,442.88,+,1.10,0.25,
資訊服務類報酬指數,282.44,+,1.73,0.62,
其他電子類報酬指數,155.70,+,1.38,0.89,
建材營造類報酬指數,702.77,+,1.50,0.21,
航運類報酬指數,384.80,+,5.54,1.46,
觀光類報酬指數,125.86,+,1.23,0.99,
