指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,154.92",+,162.69,0.96,
發行量加權股價指數,"15,012.80",+,133.25,0.90,
臺灣公司治理100指數,"8,625.89",+,78.80,0.92,
臺灣50指數,"11,572.08",+,126.79,1.11,
臺灣50權重上限30%指數,"10,966.34",+,99.11,0.91,
臺灣中型100指數,"13,041.13",+,62.26,0.48,
臺灣資訊科技指數,"19,846.92",+,315.61,1.62,
臺灣發達指數,"9,783.36",-,0.38,--,
臺灣高股息指數,"6,034.21",+,18.22,0.30,
臺灣就業99指數,"9,210.23",+,82.63,0.91,
臺灣高薪100指數,"8,226.79",+,28.59,0.35,
未含金融指數,"12,906.78",+,138.28,1.08,
未含電子指數,"17,443.45",+,17.71,0.10,
未含金融電子指數,"14,485.69",+,50.06,0.35,
小型股300指數,"8,301.34",+,83.60,1.02,
水泥窯製類指數,610.63,+,0.25,0.04,
塑膠化工類指數,846.95,+,2.91,0.34,
機電類指數,"3,922.13",+,54.17,1.40,
水泥類指數,154.60,-,0.07,-0.05,
食品類指數,"1,827.06",-,2.53,-0.14,
塑膠類指數,252.30,+,0.50,0.20,
紡織纖維類指數,582.75,+,3.38,0.58,
電機機械類指數,227.46,+,3.46,1.54,
電器電纜類指數,103.93,-,1.16,-1.10,
化學生技醫療類指數,115.43,+,1.10,0.96,
化學類指數,131.91,+,0.95,0.73,
生技醫療類指數,68.93,+,0.83,1.22,
玻璃陶瓷類指數,61.22,+,0.31,0.51,
造紙類指數,309.69,+,1.01,0.33,
鋼鐵類指數,137.23,+,0.59,0.43,
橡膠類指數,237.06,-,0.88,-0.37,
汽車類指數,348.68,+,0.25,0.07,
電子工業類指數,700.50,+,9.80,1.42,
半導體類指數,334.72,+,5.90,1.79,
電腦及週邊設備類指數,124.05,+,0.41,0.33,
光電類指數,34.54,+,0.40,1.17,
通信網路類指數,126.33,-,1.27,-1.00,
電子零組件類指數,167.44,+,3.00,1.82,
電子通路類指數,172.34,+,1.32,0.77,
資訊服務類指數,123.22,+,0.81,0.66,
其他電子類指數,97.53,+,1.36,1.41,
建材營造類指數,355.37,+,0.96,0.27,
航運類指數,162.44,-,0.84,-0.51,
觀光類指數,115.23,+,2.88,2.56,
金融保險類指數,"1,554.03",-,7.05,-0.45,
貿易百貨類指數,280.77,+,3.44,1.24,
油電燃氣類指數,110.48,-,0.32,-0.29,
其他類指數,355.38,+,3.29,0.93,
臺指日報酬兩倍指數,"28,226.80",+,496.66,1.79,
臺指反向一倍指數,"4,565.37",-,41.25,-0.90,
電子類兩倍槓桿指數,"27,009.10",+,745.29,2.84,
電子類反向指數,"4,104.20",-,59.07,-1.42,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,424.47",+,65.57,1.50,
臺灣中小型公司治理指數,"6,880.30",+,77.52,1.14,
臺灣IPO指數,"4,870.18",+,89.89,1.88,
智慧中立指數,"3,455.45",-,22.06,-0.63,
臺灣5G指數,"7,564.31",+,93.57,1.25,
臺灣企業社會責任中小型指數,"8,005.24",+,64.11,0.81,
特選臺灣電動車代表指數,"5,781.96",+,27.17,0.47,
臺灣5G+通訊指數,"5,670.84",+,78.79,1.41,
臺灣全市場指數,"5,094.68",+,50.49,1.00,
臺灣全市場半導體指數,"4,807.72",+,95.50,2.03,
臺灣電動車與自駕科技永續概念指數,"4,199.06",+,52.28,1.26,
臺灣智慧移動與電動車指數,"3,919.70",+,71.49,1.86,
特選小資高價30指數,"4,545.23",+,64.15,1.43,
特選臺灣綠能及電動車指數,"4,379.34",+,40.44,0.93,
特選臺灣智能車供應鏈聯盟指數,"4,251.56",+,55.00,1.31,
臺灣全市場半導體精選30指數,"3,811.91",+,78.41,2.10,
特選臺灣高股息30指數,"3,837.39",+,29.75,0.78,
臺灣友善環境指數,"4,539.15",+,44.76,1.00,
台灣永續價值指數,"4,256.16",+,26.21,0.62,
特選臺灣IC設計指數,"2,821.61",+,88.87,3.25,
特選臺灣環境永續高股息指數,"4,062.38",+,45.61,1.14,
臺灣友善環境50指數,"3,968.54",+,42.67,1.09,
特選台灣策略高股息30指數,"3,722.93",+,38.72,1.05,
特選臺灣IC設計產業代表指數,"3,381.58",+,87.14,2.65,
特選臺灣綠能指數,"4,699.77",+,24.82,0.53,
特選臺灣成長高股息指數,"3,913.94",+,69.19,1.80,
特選臺灣智慧50指數,"3,795.11",+,40.97,1.09,
特選臺灣標竿PCB指數,"3,966.34",+,94.42,2.44,
臺灣晶圓製造指數,"4,433.45",+,102.20,2.36,
臺灣精選高息指數,"3,798.18",+,34.85,0.93,
臺灣多因子優選高股息30指數,"4,799.37",+,33.42,0.70,
特選臺灣優利高填息30指數,"4,423.70",+,39.01,0.89,
臺灣多因子優選成長30指數,"5,326.66",+,79.54,1.52,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"26,693.10",-,243.29,-0.90,
金融類日報酬反向一倍指數,"4,914.52",+,22.09,0.45,
漲升股利150指數,"7,900.84",+,56.91,0.73,
藍籌30指數,"7,390.27",+,57.25,0.78,
工業菁英30指數,"7,885.03",+,77.18,0.99,
電子菁英30指數,"7,672.65",+,106.17,1.40,
低波動股利精選30指數,"6,361.61",+,5.00,0.08,
中小型A級動能50指數,"14,445.97",+,224.62,1.58,
特選高息低波指數,"6,639.06",+,24.47,0.37,
臺灣永續指數,"7,670.26",+,59.91,0.79,
特選內需高收益指數,"5,756.75",-,33.07,-0.57,
價值投資指數,"5,739.16",+,72.06,1.27,
存股雙十等權重指數,"6,740.32",+,36.28,0.54,
特選大蘋果指數,"6,786.19",+,109.31,1.64,
中小型300指數,"8,363.78",+,64.43,0.78,
特股高息20指數,"5,676.62",-,11.97,-0.21,
臺灣500指數,"7,740.10",+,64.79,0.84,
臺灣勞工權益指數,"7,181.90",-,4.32,-0.06,
微波高息精選20指數,"6,206.56",-,36.98,-0.59,
特選世代行動通訊指數,"5,991.42",-,1.86,-0.03,
智慧投資多因子30指數,"4,842.66",+,17.97,0.37,
臺股期貨指數,"7,877.21",+,93.09,1.20,
特選價值成長指數,"6,324.16",+,78.02,1.25,
臺灣上櫃永續指數,"5,667.66",+,105.87,1.90,
特選台股領航指數,"6,831.21",+,53.81,0.79,
特選Smart多因子指數,"5,629.20",+,60.40,1.08,
特選ESG高股息指數,"3,987.64",-,17.65,-0.44,
特選上櫃ESG成長指數,"4,108.76",+,82.65,2.05,
特選上櫃ESG電子菁英指數,"4,166.70",+,87.90,2.16,
新臺灣高股息指數,"4,443.05",+,32.61,0.74,
臺灣優息存股指數,"4,728.25",-,16.09,-0.34,
特選上櫃ESG永續高股息指數,"5,714.59",+,91.31,1.62,
特選臺灣金融高股息存股指數,"5,048.33",-,33.53,-0.66,
上櫃ESG 30指數,"5,227.42",+,111.23,2.17,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"23,963.37",+,227.41,0.96,
發行量加權股價報酬指數,"31,157.86",+,276.54,0.90,
臺灣公司治理100報酬指數,"11,831.05",+,108.09,0.92,
臺灣50報酬指數,"24,189.28",+,265.02,1.11,
臺灣50權重上限30%報酬指數,"23,168.69",+,209.40,0.91,
臺灣中型100報酬指數,"25,496.22",+,121.73,0.48,
臺灣資訊科技股報酬指數,"38,951.74",+,619.41,1.62,
臺灣發達報酬指數,"18,862.22",-,0.72,--,
臺灣高股息報酬指數,"16,656.31",+,50.30,0.30,
臺灣就業99報酬指數,"14,365.57",+,128.87,0.91,
臺灣高薪100報酬指數,"11,859.28",+,41.22,0.35,
未含金融電子報酬指數,"30,814.09",+,106.48,0.35,
小型股300報酬指數,"10,991.94",+,110.71,1.02,
