指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"26,399.47",+,130.19,0.50,
發行量加權股價指數,"23,399.41",+,109.66,0.47,
臺灣公司治理100指數,"13,964.84",+,7.30,0.05,
臺灣50指數,"19,764.26",+,0.80,--,
臺灣50權重上限30%指數,"16,850.33",+,103.19,0.62,
臺灣中型100指數,"19,589.90",+,291.40,1.51,
臺灣資訊科技指數,"39,534.12",-,28.27,-0.07,
臺灣發達指數,"10,027.56",+,156.14,1.58,
臺灣高股息指數,"9,507.68",+,125.82,1.34,
臺灣就業99指數,"13,587.59",+,144.08,1.07,
臺灣高薪100指數,"12,138.40",+,136.40,1.14,
未含金融指數,"20,417.80",+,99.67,0.49,
未含電子指數,"19,647.39",+,264.09,1.36,
未含金融電子指數,"14,688.92",+,284.08,1.97,
小型股300指數,"11,494.99",+,187.44,1.66,
水泥窯製類指數,597.68,+,22.78,3.96,
塑膠化工類指數,643.43,+,16.35,2.61,
機電類指數,"7,202.70",+,10.31,0.14,
水泥類指數,156.75,+,5.97,3.96,
食品類指數,"2,141.37",+,26.84,1.27,
塑膠類指數,112.66,+,5.51,5.14,
紡織纖維類指數,612.34,+,10.19,1.69,
電機機械類指數,402.64,+,4.46,1.12,
電器電纜類指數,92.63,+,3.59,4.03,
化學生技醫療類指數,146.68,+,1.99,1.38,
化學類指數,166.58,+,3.17,1.94,
生技醫療類指數,84.02,+,0.90,1.08,
玻璃陶瓷類指數,48.40,+,1.85,3.97,
造紙類指數,284.93,+,5.58,2.00,
鋼鐵類指數,132.53,+,7.96,6.39,
橡膠類指數,274.22,+,4.29,1.59,
汽車類指數,381.17,+,2.96,0.78,
電子工業類指數,"1,293.69",+,1.34,0.10,
半導體類指數,668.41,-,1.58,-0.24,
電腦及週邊設備類指數,273.14,+,1.28,0.47,
光電類指數,40.74,+,0.60,1.49,
通信網路類指數,168.75,-,0.45,-0.27,
電子零組件類指數,238.22,+,3.09,1.31,
