指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,271.03",+,23.49,0.12,
發行量加權股價指數,"16,940.83",+,14.77,0.09,
臺灣公司治理100指數,"9,847.65",+,5.01,0.05,
臺灣50指數,"13,162.47",+,8.61,0.07,
臺灣50權重上限30%指數,"12,530.82",+,10.91,0.09,
臺灣中型100指數,"14,180.97",+,15.34,0.11,
臺灣資訊科技指數,"22,340.79",+,19.54,0.09,
臺灣發達指數,"11,171.89",-,75.17,-0.67,
臺灣高股息指數,"7,896.66",-,56.73,-0.71,
臺灣就業99指數,"10,272.27",+,62.76,0.61,
臺灣高薪100指數,"9,575.41",+,73.63,0.77,
未含金融指數,"14,555.99",-,10.91,-0.07,
未含電子指數,"19,807.95",-,12.51,-0.06,
未含金融電子指數,"16,466.09",-,106.56,-0.64,
小型股300指數,"8,989.98",+,26.40,0.29,
水泥窯製類指數,724.46,+,0.72,0.10,
塑膠化工類指數,947.46,+,1.75,0.19,
機電類指數,"4,384.57",+,9.02,0.21,
水泥類指數,188.15,+,0.23,0.12,
食品類指數,"1,851.23",-,0.27,-0.01,
塑膠類指數,290.34,+,1.06,0.37,
紡織纖維類指數,573.87,+,2.30,0.40,
電機機械類指數,224.76,+,2.71,1.22,
電器電纜類指數,83.73,-,0.07,-0.08,
化學生技醫療類指數,116.08,-,0.18,-0.15,
化學類指數,145.14,-,0.09,-0.06,
生技醫療類指數,62.13,-,0.17,-0.27,
玻璃陶瓷類指數,62.73,-,0.03,-0.05,
造紙類指數,374.99,-,3.24,-0.86,
鋼鐵類指數,184.11,-,0.52,-0.28,
橡膠類指數,280.28,-,0.84,-0.30,
汽車類指數,309.74,-,1.61,-0.52,
電子工業類指數,787.13,+,1.46,0.19,
半導體類指數,386.69,+,0.50,0.13,
電腦及週邊設備類指數,142.09,+,1.47,1.05,
光電類指數,38.65,-,0.23,-0.59,
通信網路類指數,136.02,+,1.07,0.79,
電子零組件類指數,175.17,-,0.41,-0.23,
電子通路類指數,202.72,-,0.66,-0.32,
資訊服務類指數,129.81,-,0.49,-0.38,
其他電子類指數,95.63,+,0.35,0.37,
建材營造類指數,363.47,-,1.86,-0.51,
航運類指數,269.65,-,12.69,-4.49,
觀光類指數,94.10,+,0.17,0.18,
金融保險類指數,"1,760.22",+,22.31,1.28,
貿易百貨類指數,299.67,+,2.14,0.72,
油電燃氣類指數,123.52,+,1.58,1.30,
其他類指數,368.32,-,1.29,-0.35,
臺指日報酬兩倍指數,"37,085.92",+,64.61,0.17,
臺指反向一倍指數,"4,173.38",-,3.64,-0.09,
電子類兩倍槓桿指數,"35,722.86",+,132.28,0.37,
電子類反向指數,"3,825.41",-,7.12,-0.19,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,081.62",-,14.75,-0.36,
臺灣中小型公司治理指數,"7,560.23",+,24.66,0.33,
臺灣IPO指數,"6,651.51",+,116.28,1.78,
智慧中立指數,"4,087.74",-,70.38,-1.69,
臺灣5G指數,"8,712.57",+,16.52,0.19,
臺灣企業社會責任中小型指數,"8,628.90",+,42.69,0.50,
特選臺灣電動車代表指數,"6,129.08",-,52.41,-0.85,
臺灣5G+通訊指數,"6,344.54",+,15.35,0.24,
臺灣全市場指數,"5,747.86",+,4.18,0.07,
臺灣全市場半導體指數,"5,835.79",+,20.31,0.35,
臺灣電動車與自駕科技永續概念指數,"4,742.62",+,10.66,0.23,
臺灣智慧移動與電動車指數,"4,549.35",+,9.82,0.22,
特選小資高價30指數,"5,071.76",+,4.59,0.09,
特選臺灣綠能及電動車指數,"4,792.86",+,3.76,0.08,
特選臺灣智能車供應鏈聯盟指數,"4,664.25",+,1.84,0.04,
臺灣全市場半導體精選30指數,"4,626.47",+,13.00,0.28,
特選臺灣高股息30指數,"5,234.23",-,36.84,-0.70,
臺灣友善環境指數,"5,281.94",-,11.69,-0.22,
台灣永續價值指數,"4,806.73",+,22.73,0.48,
特選臺灣IC設計指數,"4,016.17",+,26.42,0.66,
特選臺灣環境永續高股息指數,"5,047.94",-,8.33,-0.16,
臺灣友善環境50指數,"4,555.90",-,5.84,-0.13,
特選台灣策略高股息30指數,"4,852.65",+,34.00,0.71,
特選臺灣IC設計產業代表指數,"4,557.74",+,24.97,0.55,
特選臺灣綠能指數,"4,953.70",+,57.82,1.18,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"35,133.96",+,879.47,2.57,
金融類日報酬反向一倍指數,"4,450.54",-,57.88,-1.28,
