指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,424.58",+,142.95,0.88,
發行量加權股價指數,"14,438.52",+,113.84,0.79,
臺灣公司治理100指數,"8,322.18",+,64.59,0.78,
臺灣50指數,"11,091.99",+,85.85,0.78,
臺灣50權重上限30%指數,"10,531.14",+,76.11,0.73,
臺灣中型100指數,"12,266.77",+,120.67,0.99,
臺灣資訊科技指數,"18,657.22",+,207.33,1.12,
臺灣發達指數,"9,797.63",+,99.89,1.03,
臺灣高股息指數,"6,001.23",+,18.82,0.31,
臺灣就業99指數,"8,667.32",+,15.00,0.17,
臺灣高薪100指數,"7,959.44",+,27.52,0.35,
未含金融指數,"12,411.66",+,126.61,1.03,
未含電子指數,"17,171.04",+,60.73,0.35,
未含金融電子指數,"14,400.11",+,128.00,0.90,
小型股300指數,"7,887.16",+,42.48,0.54,
水泥窯製類指數,633.70,-,1.05,-0.17,
塑膠化工類指數,782.85,+,6.91,0.89,
機電類指數,"3,713.86",+,39.45,1.07,
水泥類指數,169.12,-,0.46,-0.27,
食品類指數,"1,855.63",+,2.95,0.16,
塑膠類指數,225.38,+,1.89,0.85,
紡織纖維類指數,540.71,+,1.93,0.36,
電機機械類指數,225.17,+,1.10,0.49,
電器電纜類指數,85.38,+,0.32,0.38,
化學生技醫療類指數,110.84,+,0.83,0.75,
化學類指數,131.28,+,1.77,1.37,
生技醫療類指數,63.79,-,0.02,-0.03,
玻璃陶瓷類指數,45.87,+,0.29,0.64,
造紙類指數,290.41,+,0.74,0.26,
鋼鐵類指數,134.90,+,0.71,0.53,
橡膠類指數,246.26,+,3.64,1.50,
汽車類指數,329.28,+,1.91,0.58,
電子工業類指數,663.35,+,7.18,1.09,
半導體類指數,314.76,+,3.59,1.15,
電腦及週邊設備類指數,119.86,+,1.07,0.90,
光電類指數,31.12,+,0.21,0.68,
通信網路類指數,135.54,+,0.17,0.13,
電子零組件類指數,146.64,+,2.10,1.45,
電子通路類指數,166.86,+,0.49,0.29,
資訊服務類指數,119.67,-,0.78,-0.65,
其他電子類指數,95.78,+,1.66,1.76,
建材營造類指數,342.45,-,0.51,-0.15,
航運類指數,199.90,+,5.45,2.80,
觀光類指數,95.88,-,0.38,-0.39,
金融保險類指數,"1,495.35",-,13.50,-0.89,
貿易百貨類指數,300.09,+,8.95,3.07,
油電燃氣類指數,111.08,+,0.21,0.19,
其他類指數,345.33,+,1.65,0.48,
臺指日報酬兩倍指數,"26,517.23",+,414.88,1.59,
臺指反向一倍指數,"4,820.87",-,38.62,-0.79,
電子類兩倍槓桿指數,"24,831.41",+,531.79,2.19,
電子類反向指數,"4,443.35",-,49.16,-1.09,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,892.39",+,19.58,0.51,
臺灣中小型公司治理指數,"6,237.05",+,103.83,1.69,
臺灣IPO指數,"5,104.86",+,54.51,1.08,
智慧中立指數,"3,739.23",+,5.17,0.14,
臺灣5G指數,"6,987.42",+,69.33,1.00,
臺灣企業社會責任中小型指數,"7,430.38",+,46.76,0.63,
特選臺灣電動車代表指數,"5,212.85",+,8.71,0.17,
臺灣5G+通訊指數,"5,333.13",+,64.03,1.22,
臺灣全市場指數,"4,865.50",+,43.32,0.90,
臺灣全市場半導體指數,"4,397.08",+,71.85,1.66,
臺灣電動車與自駕科技永續概念指數,"3,833.66",+,52.15,1.38,
臺灣智慧移動與電動車指數,"3,572.98",+,50.29,1.43,
特選小資高價30指數,"4,044.43",+,54.95,1.38,
特選臺灣綠能及電動車指數,"4,051.24",+,29.27,0.73,
特選臺灣智能車供應鏈聯盟指數,"3,903.59",+,51.19,1.33,
臺灣全市場半導體精選30指數,"3,469.15",+,59.65,1.75,
特選臺灣高股息30指數,"3,777.92",+,1.87,0.05,
臺灣友善環境指數,"4,332.26",+,42.22,0.98,
台灣永續價值指數,"4,045.71",+,8.85,0.22,
特選臺灣IC設計指數,"2,618.11",+,42.06,1.63,
特選臺灣環境永續高股息指數,"3,983.93",-,20.55,-0.51,
臺灣友善環境50指數,"3,798.97",+,44.64,1.19,
特選台灣策略高股息30指數,"3,749.77",-,26.79,-0.71,
特選臺灣IC設計產業代表指數,"2,902.68",+,63.72,2.24,
特選臺灣綠能指數,"4,449.53",+,15.32,0.35,
特選臺灣成長高股息指數,"3,705.90",-,12.03,-0.32,
特選臺灣智慧50指數,"3,682.42",+,49.72,1.37,
特選臺灣標竿PCB指數,"3,538.46",+,63.67,1.83,
臺灣晶圓製造指數,"3,956.12",+,73.56,1.89,
臺灣精選高息指數,"3,739.97",+,52.95,1.44,
臺灣多因子優選高股息30指數,"4,547.18",+,8.40,0.19,
特選臺灣優利高填息30指數,"4,314.16",+,49.80,1.17,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"24,953.63",-,454.67,-1.79,
金融類日報酬反向一倍指數,"5,156.65",+,45.73,0.89,
漲升股利150指數,"7,508.23",+,48.18,0.65,
藍籌30指數,"6,969.91",+,34.71,0.50,
工業菁英30指數,"7,276.99",+,89.81,1.25,
電子菁英30指數,"6,937.71",+,45.03,0.65,
低波動股利精選30指數,"6,663.88",-,21.29,-0.32,
中小型A級動能50指數,"12,517.63",+,217.77,1.77,
特選高息低波指數,"6,502.44",-,0.76,-0.01,
臺灣永續指數,"7,331.30",+,53.49,0.73,
特選內需高收益指數,"5,978.93",+,0.93,0.02,
價值投資指數,"5,541.58",+,63.35,1.16,
存股雙十等權重指數,"6,600.41",+,77.19,1.18,
特選大蘋果指數,"6,125.10",+,91.92,1.52,
中小型300指數,"7,983.01",+,77.78,0.98,
特股高息20指數,"5,868.45",-,62.70,-1.06,
臺灣500指數,"7,460.17",+,58.62,0.79,
臺灣勞工權益指數,"6,908.34",+,7.68,0.11,
微波高息精選20指數,"6,179.02",-,48.08,-0.77,
特選世代行動通訊指數,"6,177.57",+,173.65,2.89,
智慧投資多因子30指數,"4,986.23",+,35.01,0.71,
臺股期貨指數,"7,412.53",+,57.10,0.78,
特選價值成長指數,"6,016.24",+,25.85,0.43,
臺灣上櫃永續指數,"4,958.41",+,122.17,2.53,
特選台股領航指數,"6,484.75",+,66.25,1.03,
特選Smart多因子指數,"5,384.13",+,52.25,0.98,
特選ESG高股息指數,"3,753.65",-,31.20,-0.82,
特選上櫃ESG成長指數,"3,463.60",+,109.85,3.28,
特選上櫃ESG電子菁英指數,"3,675.67",+,119.83,3.37,
新臺灣高股息指數,"4,135.10",+,6.80,0.16,
臺灣優息存股指數,"4,603.49",+,4.63,0.10,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"22,604.95",+,233.94,1.05,
發行量加權股價報酬指數,"29,527.24",+,284.06,0.97,
臺灣公司治理100報酬指數,"11,265.15",+,104.63,0.94,
臺灣50報酬指數,"22,911.58",+,203.51,0.90,
臺灣50權重上限30%報酬指數,"21,945.21",+,191.09,0.88,
臺灣中型100報酬指數,"23,446.52",+,276.47,1.19,
臺灣資訊科技股報酬指數,"36,269.08",+,422.51,1.18,
臺灣發達報酬指數,"18,501.66",+,204.51,1.12,
臺灣高股息報酬指數,"15,999.53",+,109.11,0.69,
臺灣就業99報酬指數,"13,288.38",+,56.54,0.43,
