指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"25,281.77",-,35.03,-0.14,
發行量加權股價指數,"22,185.00",-,55.12,-0.25,
臺灣公司治理100指數,"12,889.76",-,67.46,-0.52,
臺灣50指數,"17,954.16",-,103.36,-0.57,
臺灣50權重上限30%指數,"15,759.77",-,67.73,-0.43,
臺灣中型100指數,"19,894.77",+,21.78,0.11,
臺灣資訊科技指數,"35,572.97",-,225.00,-0.63,
臺灣發達指數,"10,175.41",+,49.59,0.49,
臺灣高股息指數,"9,625.70",-,3.18,-0.03,
臺灣就業99指數,"13,343.08",-,45.35,-0.34,
臺灣高薪100指數,"11,620.50",-,65.68,-0.56,
未含金融指數,"19,343.95",-,38.13,-0.20,
未含電子指數,"20,208.86",-,1.54,-0.01,
未含金融電子指數,"15,741.43",+,53.02,0.34,
小型股300指數,"11,856.90",+,81.13,0.69,
水泥窯製類指數,611.72,-,1.39,-0.23,
塑膠化工類指數,722.50,-,0.72,-0.10,
機電類指數,"6,615.09",-,19.80,-0.30,
水泥類指數,161.55,-,0.35,-0.22,
食品類指數,"2,294.39",+,29.77,1.31,
塑膠類指數,155.61,-,0.95,-0.61,
紡織纖維類指數,660.47,+,2.90,0.44,
電機機械類指數,405.74,+,7.96,2.00,
電器電纜類指數,114.67,+,0.04,0.03,
化學生技醫療類指數,142.94,+,0.32,0.22,
化學類指數,169.38,+,0.66,0.39,
生技醫療類指數,80.41,+,0.09,0.11,
玻璃陶瓷類指數,47.16,-,0.15,-0.32,
造紙類指數,323.55,-,0.04,-0.01,
鋼鐵類指數,137.18,+,1.43,1.05,
橡膠類指數,291.96,+,1.41,0.49,
汽車類指數,388.44,-,1.05,-0.27,
電子工業類指數,"1,183.58",-,4.26,-0.36,
半導體類指數,589.27,-,4.26,-0.72,
電腦及週邊設備類指數,263.24,+,0.02,0.01,
光電類指數,42.84,+,0.03,0.07,
通信網路類指數,158.26,+,1.25,0.80,
電子零組件類指數,236.89,+,1.71,0.73,
電子通路類指數,267.88,+,1.79,0.67,
資訊服務類指數,193.58,-,0.21,-0.11,
其他電子類指數,165.62,-,0.09,-0.05,
建材營造類指數,640.32,+,7.47,1.18,
航運類指數,178.86,-,2.67,-1.47,
觀光餐旅類指數,121.50,-,0.28,-0.23,
金融保險類指數,"2,059.59",-,13.87,-0.67,
貿易百貨類指數,315.58,+,3.80,1.22,
油電燃氣類指數,81.33,+,0.58,0.72,
綠能環保類指數,129.20,+,1.08,0.84,
數位雲端類指數,68.20,-,0.69,-1.00,
運動休閒類指數,99.17,+,0.83,0.84,
居家生活類指數,135.68,+,2.72,2.05,
其他類指數,372.59,-,1.06,-0.28,
臺指日報酬兩倍指數,"58,764.73",-,292.74,-0.50,
臺指反向一倍指數,"2,941.04",+,7.27,0.25,
電子類兩倍槓桿指數,"71,334.06",-,515.35,-0.72,
電子類反向指數,"2,247.87",+,8.03,0.36,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,438.60",+,5.69,0.13,
臺灣中小型公司治理指數,"10,366.39",+,69.75,0.68,
臺灣IPO指數,"5,500.73",+,22.39,0.41,
智慧中立指數,"3,879.69",+,36.22,0.94,
臺灣5G指數,"11,100.39",-,17.56,-0.16,
臺灣企業社會責任中小型指數,"11,915.82",+,11.54,0.10,
特選臺灣電動車代表指數,"10,103.75",+,30.28,0.30,
臺灣5G+通訊指數,"9,652.43",-,36.43,-0.38,
臺灣全市場指數,"7,709.46",-,13.38,-0.17,
臺灣全市場半導體指數,"7,620.69",-,17.32,-0.23,
臺灣智慧移動與電動車指數,"5,772.99",-,9.06,-0.16,
特選小資高價30指數,"7,836.48",-,0.82,-0.01,
特選臺灣綠能及電動車指數,"6,051.45",-,0.40,-0.01,
特選臺灣智能車供應鏈聯盟指數,"6,971.79",-,22.45,-0.32,
臺灣全市場半導體精選30指數,"6,018.93",-,15.09,-0.25,
特選臺灣高股息30指數,"5,352.27",-,6.10,-0.11,
臺灣友善環境指數,"6,703.60",-,19.81,-0.29,
台灣永續價值指數,"6,158.09",-,28.99,-0.47,
特選臺灣IC設計指數,"4,383.80",+,32.25,0.74,
特選臺灣環境永續高股息指數,"7,035.89",-,3.92,-0.06,
臺灣友善環境50指數,"5,593.67",-,26.55,-0.47,
特選臺灣IC設計產業代表指數,"5,758.41",+,11.49,0.20,
特選臺灣綠能指數,"5,860.81",+,79.67,1.38,
特選臺灣智慧50指數,"5,215.65",-,23.12,-0.44,
臺灣晶圓製造指數,"6,251.96",-,14.45,-0.23,
臺灣精選高息指數,"5,398.86",-,6.93,-0.13,
臺灣多因子優選高股息30指數,"8,721.29",+,7.86,0.09,
特選臺灣優利高填息30指數,"7,288.73",-,17.31,-0.24,
特選臺灣科技優息指數,"9,055.44",+,27.05,0.30,
臺灣半導體收益指數,"6,892.92",-,18.40,-0.27,
臺灣優選成長高股息指數,"7,917.18",+,8.80,0.11,
特選臺灣ESG低碳高息40指數,"8,323.37",-,19.98,-0.24,
臺灣優選多因子30指數,"8,445.73",-,65.74,-0.77,
臺灣創新科技50指數,"7,332.88",-,14.88,-0.20,
臺灣全市場新經濟產業指數,"5,161.75",+,41.25,0.81,
臺灣ESG永續高股息等權重指數,"6,340.76",+,19.79,0.31,
臺灣永續高息中小型指數,"5,938.17",+,9.95,0.17,
特選臺灣高息優質成長指數,"6,152.87",+,1.09,0.02,
特選臺灣高息動能指數,"6,578.12",+,9.07,0.14,
臺灣電子成長高息等權重指數,"5,712.56",+,16.50,0.29,
特選臺灣優利成長指數,"5,385.79",+,4.33,0.08,
臺灣價值高息指數,"5,600.96",-,4.80,-0.09,
特選臺灣IC設計動能指數,"5,015.97",+,27.56,0.55,
臺灣科技高股息指數,"5,695.75",+,31.14,0.55,
臺灣趨勢動能高股息指數,"5,772.70",+,16.95,0.29,
特選臺灣科技高息成長指數,"5,549.81",+,22.11,0.40,
特選臺灣AI優息動能指數,"4,913.75",+,12.45,0.25,
臺灣優選AI 50指數,"4,935.66",+,38.10,0.78,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"45,374.37",-,615.28,-1.34,
金融類日報酬反向一倍指數,"3,590.43",+,23.86,0.67,
漲升股利150指數,"10,105.80",-,7.50,-0.07,
藍籌30指數,"10,536.48",-,38.78,-0.37,
工業菁英30指數,"11,179.93",-,63.70,-0.57,
低波動股利精選30指數,"8,336.92",-,17.59,-0.21,
中小型A級動能50指數,"24,785.20",+,219.58,0.89,
特選高息低波指數,"10,419.30",+,47.58,0.46,
臺灣永續指數,"11,531.57",-,51.35,-0.44,
價值投資指數,"8,212.90",+,35.96,0.44,
存股雙十等權重指數,"9,494.34",-,2.70,-0.03,
特選大蘋果指數,"11,329.78",-,24.41,-0.21,
中小型300指數,"12,047.72",+,49.14,0.41,
臺灣500指數,"11,258.76",-,22.44,-0.20,
臺灣勞工權益指數,"9,602.74",-,51.11,-0.53,
微波高息精選20指數,"8,610.88",+,5.50,0.06,
特選世代行動通訊指數,"8,480.59",+,34.76,0.41,
智慧投資多因子30指數,"7,859.83",+,63.80,0.82,
臺股期貨指數,"12,110.43",-,32.81,-0.27,
特選價值成長指數,"9,932.41",+,8.27,0.08,
臺灣上櫃永續指數,"8,285.52",+,114.27,1.40,
特選台股領航指數,"10,921.84",-,35.75,-0.33,
特選Smart多因子指數,"8,847.47",-,6.40,-0.07,
特選ESG高股息指數,"6,780.36",-,40.15,-0.59,
