指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,271.20",-,154.68,-0.89,
發行量加權股價指數,"15,095.89",-,149.25,-0.98,
臺灣公司治理100指數,"8,700.25",-,101.77,-1.16,
臺灣50指數,"11,620.63",-,143.46,-1.22,
臺灣50權重上限30%指數,"10,991.24",-,137.14,-1.23,
臺灣中型100指數,"12,888.69",-,80.52,-0.62,
臺灣資訊科技指數,"19,729.09",-,235.71,-1.18,
臺灣發達指數,"9,914.42",-,72.60,-0.73,
臺灣高股息指數,"6,173.76",-,69.33,-1.11,
臺灣就業99指數,"9,050.25",-,138.45,-1.51,
臺灣高薪100指數,"8,275.10",-,97.37,-1.16,
未含金融指數,"12,960.47",-,123.65,-0.95,
未含電子指數,"17,713.80",-,142.56,-0.80,
未含金融電子指數,"14,711.16",-,90.39,-0.61,
小型股300指數,"8,345.22",-,29.93,-0.36,
水泥窯製類指數,638.91,-,4.06,-0.63,
塑膠化工類指數,836.28,-,7.06,-0.84,
機電類指數,"3,914.13",-,42.10,-1.06,
水泥類指數,170.22,-,1.01,-0.59,
食品類指數,"1,832.62",-,4.71,-0.26,
塑膠類指數,241.82,-,2.97,-1.21,
紡織纖維類指數,566.67,-,1.56,-0.27,
電機機械類指數,226.19,+,0.59,0.26,
電器電纜類指數,92.71,-,0.77,-0.82,
化學生技醫療類指數,119.93,-,0.10,-0.08,
化學類指數,140.92,+,0.22,0.16,
生技醫療類指數,69.63,-,0.22,-0.31,
玻璃陶瓷類指數,46.83,-,0.44,-0.93,
造紙類指數,305.33,-,6.30,-2.02,
鋼鐵類指數,138.23,-,0.75,-0.54,
橡膠類指數,247.01,-,1.29,-0.52,
汽車類指數,324.13,+,1.11,0.34,
電子工業類指數,699.80,-,7.77,-1.10,
半導體類指數,333.95,-,3.83,-1.13,
電腦及週邊設備類指數,122.92,-,1.48,-1.19,
光電類指數,33.24,-,0.59,-1.74,
通信網路類指數,135.44,-,0.66,-0.48,
電子零組件類指數,157.62,-,2.58,-1.61,
電子通路類指數,172.67,-,1.03,-0.59,
資訊服務類指數,126.60,-,0.67,-0.53,
其他電子類指數,102.02,-,0.47,-0.46,
建材營造類指數,355.45,-,1.19,-0.33,
航運類指數,196.40,-,1.00,-0.51,
觀光類指數,96.91,-,0.25,-0.26,
金融保險類指數,"1,577.88",-,19.56,-1.22,
貿易百貨類指數,291.47,-,3.10,-1.05,
油電燃氣類指數,111.28,-,1.07,-0.95,
其他類指數,357.42,-,3.67,-1.02,
臺指日報酬兩倍指數,"28,927.23",-,577.71,-1.96,
