指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,981.77",+,168.68,0.90,
發行量加權股價指數,"16,670.51",+,157.63,0.95,
臺灣公司治理100指數,"9,660.95",+,115.19,1.21,
臺灣50指數,"12,904.22",+,169.44,1.33,
臺灣50權重上限30%指數,"12,304.94",+,148.48,1.22,
臺灣中型100指數,"14,120.78",+,55.85,0.40,
臺灣資訊科技指數,"21,971.14",+,311.99,1.44,
臺灣發達指數,"11,140.05",+,80.67,0.73,
臺灣高股息指數,"7,369.37",+,36.20,0.49,
臺灣就業99指數,"9,935.06",+,59.01,0.60,
臺灣高薪100指數,"9,297.69",+,55.27,0.60,
未含金融指數,"14,385.13",+,147.32,1.03,
未含電子指數,"19,545.96",+,111.43,0.57,
未含金融電子指數,"16,489.73",+,108.93,0.66,
小型股300指數,"8,856.14",+,26.35,0.30,
水泥窯製類指數,656.95,+,5.44,0.83,
塑膠化工類指數,931.25,+,3.71,0.40,
機電類指數,"4,324.68",+,52.02,1.22,
水泥類指數,170.49,+,1.67,0.99,
食品類指數,"1,832.13",+,13.61,0.75,
塑膠類指數,283.56,+,0.97,0.34,
紡織纖維類指數,584.16,+,4.76,0.82,
電機機械類指數,247.99,+,4.96,2.04,
電器電纜類指數,104.55,+,0.08,0.08,
化學生技醫療類指數,119.77,+,0.72,0.60,
化學類指數,148.00,+,1.00,0.68,
生技醫療類指數,65.16,+,0.33,0.51,
玻璃陶瓷類指數,57.14,-,0.05,-0.09,
造紙類指數,331.97,+,1.62,0.49,
鋼鐵類指數,163.92,-,0.06,-0.04,
橡膠類指數,257.22,+,0.76,0.30,
汽車類指數,330.72,+,4.00,1.22,
電子工業類指數,773.16,+,9.22,1.21,
半導體類指數,379.14,+,6.16,1.65,
電腦及週邊設備類指數,132.61,+,0.35,0.26,
光電類指數,34.99,-,0.02,-0.06,
通信網路類指數,137.81,+,0.78,0.57,
電子零組件類指數,169.98,+,1.07,0.63,
電子通路類指數,201.68,+,0.59,0.29,
資訊服務類指數,129.15,+,0.66,0.51,
其他電子類指數,104.11,+,0.53,0.51,
建材營造類指數,370.08,+,0.44,0.12,
航運類指數,274.32,+,1.92,0.70,
觀光類指數,99.83,+,0.89,0.90,
金融保險類指數,"1,678.42",+,5.94,0.36,
貿易百貨類指數,291.98,-,0.30,-0.10,
油電燃氣類指數,125.14,+,0.97,0.78,
其他類指數,380.45,+,3.90,1.04,
臺指日報酬兩倍指數,"35,637.55",+,667.64,1.91,
臺指反向一倍指數,"4,208.77",-,40.56,-0.95,
電子類兩倍槓桿指數,"34,110.44",+,803.95,2.41,
電子類反向指數,"3,854.25",-,47.09,-1.21,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
