指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,740.56",-,69.54,-0.39,
發行量加權股價指數,"15,479.70",-,70.80,-0.46,
臺灣公司治理100指數,"8,851.16",-,57.23,-0.64,
臺灣50指數,"11,885.65",-,103.08,-0.86,
臺灣50權重上限30%指數,"11,222.78",-,59.59,-0.53,
臺灣中型100指數,"13,677.07",+,7.17,0.05,
臺灣資訊科技指數,"20,590.57",-,245.29,-1.18,
臺灣發達指數,"9,971.46",-,5.53,-0.06,
臺灣高股息指數,"6,373.06",-,10.00,-0.16,
臺灣就業99指數,"9,514.92",+,16.12,0.17,
臺灣高薪100指數,"8,445.88",+,5.60,0.07,
未含金融指數,"13,341.24",-,82.32,-0.61,
未含電子指數,"17,894.12",+,51.60,0.29,
未含金融電子指數,"14,945.54",+,15.07,0.10,
小型股300指數,"8,737.88",+,28.78,0.33,
水泥窯製類指數,654.92,+,5.44,0.84,
塑膠化工類指數,854.60,+,3.64,0.43,
機電類指數,"4,071.48",-,35.42,-0.86,
水泥類指數,168.19,+,1.67,1.00,
食品類指數,"1,844.24",+,2.95,0.16,
塑膠類指數,247.44,+,1.10,0.45,
紡織纖維類指數,584.45,-,3.82,-0.65,
電機機械類指數,255.71,+,2.27,0.90,
電器電纜類指數,124.46,+,1.89,1.54,
化學生技醫療類指數,124.44,+,0.39,0.31,
化學類指數,135.91,+,0.14,0.10,
生技醫療類指數,77.53,+,0.38,0.49,
玻璃陶瓷類指數,60.70,-,0.06,-0.10,
造紙類指數,310.75,+,1.32,0.43,
鋼鐵類指數,149.20,+,0.30,0.20,
橡膠類指數,239.01,+,1.56,0.66,
汽車類指數,351.64,+,1.75,0.50,
電子工業類指數,724.70,-,6.83,-0.93,
半導體類指數,349.18,-,5.01,-1.41,
電腦及週邊設備類指數,131.92,-,0.10,-0.08,
光電類指數,35.08,+,0.04,0.11,
通信網路類指數,129.50,+,0.01,0.01,
電子零組件類指數,164.88,-,0.98,-0.59,
電子通路類指數,178.74,+,0.72,0.40,
資訊服務類指數,135.09,+,0.67,0.50,
其他電子類指數,99.06,+,0.13,0.13,
建材營造類指數,358.45,+,0.07,0.02,
航運類指數,159.21,-,1.28,-0.80,
觀光類指數,138.04,+,3.94,2.94,
金融保險類指數,"1,573.44",+,11.30,0.72,
貿易百貨類指數,293.28,-,2.04,-0.69,
油電燃氣類指數,110.81,+,0.23,0.21,
