指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"26,234.08",-,250.99,-0.95,
發行量加權股價指數,"23,252.14",-,226.13,-0.96,
臺灣公司治理100指數,"13,944.79",-,170.24,-1.21,
臺灣50指數,"19,750.73",-,263.13,-1.31,
臺灣50權重上限30%指數,"16,678.10",-,168.30,-1.00,
臺灣中型100指數,"19,298.46",-,125.76,-0.65,
臺灣資訊科技指數,"39,587.65",-,661.29,-1.64,
臺灣發達指數,"9,831.18",-,39.68,-0.40,
臺灣高股息指數,"9,339.04",-,11.38,-0.12,
臺灣就業99指數,"13,424.37",-,53.30,-0.40,
臺灣高薪100指數,"11,952.07",-,50.03,-0.42,
未含金融指數,"20,290.80",-,233.80,-1.14,
未含電子指數,"19,272.65",+,71.78,0.37,
未含金融電子指數,"14,307.37",+,39.69,0.28,
小型股300指數,"11,263.32",-,23.25,-0.21,
水泥窯製類指數,571.13,-,4.12,-0.72,
塑膠化工類指數,613.64,+,2.50,0.41,
機電類指數,"7,192.09",-,107.08,-1.47,
水泥類指數,148.67,-,1.25,-0.83,
食品類指數,"2,103.28",-,3.54,-0.17,
塑膠類指數,103.74,+,0.51,0.49,
紡織纖維類指數,602.36,-,4.27,-0.70,
電機機械類指數,395.41,-,2.96,-0.74,
電器電纜類指數,90.03,+,2.15,2.45,
化學生技醫療類指數,141.47,+,0.70,0.50,
化學類指數,161.27,+,1.05,0.66,
生技醫療類指數,80.88,+,0.34,0.42,
玻璃陶瓷類指數,48.63,+,0.02,0.04,
造紙類指數,282.74,+,1.52,0.54,
鋼鐵類指數,125.54,+,4.30,3.55,
橡膠類指數,272.28,-,0.53,-0.19,
汽車類指數,376.79,-,2.43,-0.64,
電子工業類指數,"1,292.44",-,19.68,-1.50,
半導體類指數,672.32,-,11.60,-1.70,
電腦及週邊設備類指數,267.74,-,1.04,-0.39,
光電類指數,40.12,-,0.57,-1.40,
通信網路類指數,169.40,-,1.67,-0.98,
電子零組件類指數,235.14,-,3.29,-1.38,
電子通路類指數,240.92,-,1.86,-0.77,
資訊服務類指數,244.92,-,3.32,-1.34,
其他電子類指數,163.03,-,2.77,-1.67,
