指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,487.35",-,10.57,-0.05,
發行量加權股價指數,"17,127.95",-,20.93,-0.12,
臺灣公司治理100指數,"9,943.49",-,29.41,-0.29,
臺灣50指數,"13,249.26",-,55.52,-0.42,
臺灣50權重上限30%指數,"12,588.41",-,34.18,-0.27,
臺灣中型100指數,"14,444.40",+,27.89,0.19,
臺灣資訊科技指數,"22,322.72",-,81.16,-0.36,
臺灣發達指數,"11,348.46",+,21.95,0.19,
臺灣高股息指數,"7,699.47",+,9.17,0.12,
臺灣就業99指數,"10,399.59",-,24.42,-0.23,
臺灣高薪100指數,"9,711.98",-,15.70,-0.16,
未含金融指數,"14,661.34",-,3.80,-0.03,
未含電子指數,"20,385.47",-,13.44,-0.07,
未含金融電子指數,"16,876.71",+,44.18,0.26,
小型股300指數,"9,179.10",+,32.07,0.35,
水泥窯製類指數,715.70,+,5.52,0.78,
塑膠化工類指數,959.61,+,2.81,0.29,
機電類指數,"4,390.89",-,7.65,-0.17,
水泥類指數,186.07,+,0.86,0.46,
食品類指數,"1,924.65",-,9.27,-0.48,
塑膠類指數,289.17,+,1.13,0.39,
紡織纖維類指數,590.38,+,8.29,1.42,
電機機械類指數,227.88,-,1.11,-0.48,
電器電纜類指數,110.92,-,1.19,-1.06,
化學生技醫療類指數,127.19,+,0.20,0.16,
化學類指數,153.90,-,1.40,-0.90,
生技醫療類指數,71.20,+,1.10,1.57,
玻璃陶瓷類指數,61.59,+,1.62,2.70,
造紙類指數,378.56,+,2.86,0.76,
鋼鐵類指數,182.96,-,2.65,-1.43,
橡膠類指數,264.60,-,0.14,-0.05,
汽車類指數,317.65,-,1.01,-0.32,
電子工業類指數,786.48,-,1.26,-0.16,
半導體類指數,386.17,-,1.47,-0.38,
電腦及週邊設備類指數,138.63,+,0.61,0.44,
光電類指數,36.11,-,0.12,-0.33,
通信網路類指數,140.27,+,0.08,0.06,
電子零組件類指數,178.68,+,0.99,0.56,
電子通路類指數,205.63,+,0.16,0.08,
資訊服務類指數,131.93,+,0.33,0.25,
其他電子類指數,96.41,+,0.06,0.06,
建材營造類指數,378.14,+,0.96,0.25,
航運類指數,276.84,+,4.25,1.56,
觀光類指數,95.55,+,0.73,0.77,
金融保險類指數,"1,828.46",-,14.65,-0.79,
貿易百貨類指數,316.70,-,0.50,-0.16,
油電燃氣類指數,120.65,-,0.34,-0.28,
其他類指數,388.05,+,1.72,0.45,
臺指日報酬兩倍指數,"37,812.55",-,92.53,-0.24,
臺指反向一倍指數,"4,117.03",+,5.02,0.12,
電子類兩倍槓桿指數,"35,520.16",-,113.99,-0.32,
電子類反向指數,"3,812.87",+,6.09,0.16,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,525.24",+,102.37,2.31,
臺灣中小型公司治理指數,"7,350.15",+,17.18,0.23,
臺灣IPO指數,"6,587.20",-,23.85,-0.36,
智慧中立指數,"4,054.87",-,13.57,-0.33,
臺灣5G指數,"8,611.75",+,32.76,0.38,
臺灣企業社會責任中小型指數,"8,778.32",+,5.32,0.06,
特選臺灣電動車代表指數,"5,952.79",+,24.73,0.42,
臺灣5G+通訊指數,"6,260.40",+,4.54,0.07,
臺灣全市場指數,"5,806.93",-,6.74,-0.12,
臺灣全市場半導體指數,"5,683.05",+,14.31,0.25,
臺灣電動車與自駕科技永續概念指數,"4,676.95",+,18.57,0.40,
臺灣智慧移動與電動車指數,"4,444.34",+,18.55,0.42,
特選小資高價30指數,"5,035.38",-,3.12,-0.06,
特選臺灣綠能及電動車指數,"4,773.85",-,0.65,-0.01,
特選臺灣智能車供應鏈聯盟指數,"4,608.03",+,1.99,0.04,
臺灣全市場半導體精選30指數,"4,493.15",+,5.99,0.13,
特選臺灣高股息30指數,"5,030.95",-,18.24,-0.36,
臺灣友善環境指數,"5,315.02",-,6.04,-0.11,
台灣永續價值指數,"4,870.58",-,21.57,-0.44,
特選臺灣IC設計指數,"3,776.94",+,15.50,0.41,
特選臺灣環境永續高股息指數,"4,948.40",+,9.44,0.19,
臺灣友善環境50指數,"4,563.86",+,2.17,0.05,
特選台灣策略高股息30指數,"4,769.40",+,31.46,0.66,
特選臺灣IC設計產業代表指數,"4,218.61",-,3.33,-0.08,
特選臺灣綠能指數,"5,093.95",-,39.97,-0.78,
特選臺灣成長高股息指數,"4,727.54",+,13.59,0.29,
特選臺灣智慧50指數,"4,791.22",+,4.79,0.10,
特選臺灣標竿PCB指數,"4,912.74",+,61.74,1.27,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"37,791.34",-,610.48,-1.59,
金融類日報酬反向一倍指數,"4,270.96",+,33.68,0.79,
漲升股利150指數,"8,872.30",+,20.69,0.23,
藍籌30指數,"8,382.35",-,7.75,-0.09,
工業菁英30指數,"8,965.69",+,25.56,0.29,
電子菁英30指數,"8,209.85",+,16.35,0.20,
低波動股利精選30指數,"7,607.88",-,54.87,-0.72,
中小型A級動能50指數,"14,989.82",-,31.30,-0.21,
特選高息低波指數,"7,790.48",-,8.79,-0.11,
臺灣永續指數,"8,742.65",-,20.88,-0.24,
特選內需高收益指數,"6,543.24",-,6.72,-0.10,
價值投資指數,"8,020.01",+,50.18,0.63,
存股雙十等權重指數,"8,261.46",-,10.11,-0.12,
特選大蘋果指數,"6,954.72",+,18.36,0.26,
中小型300指數,"9,322.07",+,32.04,0.34,
特股高息20指數,"6,329.06",-,19.24,-0.30,
臺灣500指數,"8,859.87",-,7.88,-0.09,
臺灣勞工權益指數,"8,224.83",-,40.02,-0.48,
微波高息精選20指數,"6,959.82",-,13.16,-0.19,
特選世代行動通訊指數,"6,310.82",+,111.32,1.80,
智慧投資多因子30指數,"5,985.90",-,6.88,-0.11,
臺股期貨指數,"8,561.26",+,27.49,0.32,
特選價值成長指數,"8,042.20",+,25.43,0.32,
臺灣上櫃永續指數,"6,117.98",+,71.56,1.18,
特選台股領航指數,"7,808.70",+,12.74,0.16,
特選Smart多因子指數,"6,599.63",-,4.61,-0.07,
特選ESG高股息指數,"4,744.39",-,6.96,-0.15,
特選上櫃ESG成長指數,"4,434.72",+,62.65,1.43,
特選上櫃ESG電子菁英指數,"4,748.51",+,69.06,1.48,
新臺灣高股息指數,"5,241.06",+,3.27,0.06,
臺灣優息存股指數,"5,402.06",-,29.10,-0.54,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"26,104.49",-,10.60,-0.04,
發行量加權股價報酬指數,"34,059.54",-,38.42,-0.11,
臺灣公司治理100報酬指數,"13,046.22",-,38.59,-0.29,
臺灣50報酬指數,"26,639.26",-,111.64,-0.42,
臺灣50權重上限30%報酬指數,"25,378.49",-,68.92,-0.27,
臺灣中型100報酬指數,"26,939.28",+,59.97,0.22,
臺灣資訊科技股報酬指數,"42,417.71",-,154.22,-0.36,
臺灣發達報酬指數,"20,590.47",+,45.19,0.22,
臺灣高股息報酬指數,"19,318.92",+,23.00,0.12,
臺灣就業99報酬指數,"15,415.56",-,36.20,-0.23,
臺灣高薪100報酬指數,"13,148.30",-,21.26,-0.16,
未含金融電子報酬指數,"33,884.30",+,96.99,0.29,
小型股300報酬指數,"11,607.77",+,44.07,0.38,
水泥類報酬指數,353.78,+,1.64,0.47,
食品類報酬指數,"2,912.51",-,4.23,-0.15,
塑膠類報酬指數,490.00,+,1.91,0.39,
紡織纖維類報酬指數,930.98,+,13.08,1.42,
電機機械類報酬指數,335.74,-,1.62,-0.48,
電器電纜類報酬指數,163.65,-,1.77,-1.07,
化學生技醫療類報酬指數,194.01,+,0.36,0.19,
化學類報酬指數,250.72,-,2.27,-0.90,
生技醫療類報酬指數,98.30,+,1.59,1.64,
玻璃陶瓷類報酬指數,71.60,+,1.88,2.70,
造紙類報酬指數,557.93,+,4.21,0.76,
鋼鐵類報酬指數,286.56,-,3.94,-1.36,
橡膠類報酬指數,410.64,-,0.21,-0.05,
汽車類報酬指數,492.10,-,1.57,-0.32,
電子工業類報酬指數,"1,426.82",-,2.22,-0.16,
半導體類報酬指數,661.83,-,2.52,-0.38,
電腦及週邊設備類報酬指數,286.12,+,1.27,0.45,
光電類報酬指數,50.92,-,0.17,-0.33,
通信網路類報酬指數,284.70,+,0.16,0.06,
電子零組件類報酬指數,321.04,+,1.88,0.59,
電子通路類報酬指數,458.91,+,0.35,0.08,
資訊服務類報酬指數,292.07,+,0.73,0.25,
其他電子類報酬指數,148.67,+,0.13,0.09,
建材營造類報酬指數,719.38,+,1.83,0.26,
航運類報酬指數,391.87,+,6.01,1.56,
觀光類報酬指數,129.51,+,1.00,0.78,
金融保險類報酬指數,"3,025.71",-,24.25,-0.80,
貿易百貨類報酬指數,477.22,-,0.75,-0.16,
油電燃氣類報酬指數,183.23,-,0.51,-0.28,
其他類報酬指數,636.19,+,2.82,0.45,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,932.12",+,114.54,2.38,
臺灣中小型公司治理報酬指數,"9,186.50",+,31.06,0.34,
臺灣IPO報酬指數,"7,434.66",-,2.60,-0.03,
智慧中立報酬指數,"4,412.74",-,14.77,-0.33,
加權指數掩護性臺指買權價外5%報酬指數,"7,355.78",-,7.16,-0.10,
臺灣5G報酬指數,"9,138.79",+,34.77,0.38,
臺灣企業社會責任中小型報酬指數,"9,599.48",+,7.63,0.08,
特選臺灣電動車代表報酬指數,"6,372.74",+,26.47,0.42,
臺灣5G+通訊報酬指數,"6,496.59",+,4.71,0.07,
臺灣全市場報酬指數,"5,984.78",-,6.26,-0.10,
臺灣全市場半導體報酬指數,"5,839.94",+,15.24,0.26,
臺灣電動車與自駕科技永續概念報酬指數,"4,836.46",+,19.20,0.40,
臺灣智慧移動與電動車報酬指數,"4,574.70",+,19.10,0.42,
特選小資高價30報酬指數,"5,166.19",-,3.20,-0.06,
特選臺灣綠能及電動車報酬指數,"4,919.91",-,0.67,-0.01,
特選臺灣智能車供應鏈聯盟報酬指數,"4,733.79",+,2.05,0.04,
臺灣全市場半導體精選30報酬指數,"4,551.27",+,6.06,0.13,
特選臺灣高股息30報酬指數,"5,059.91",-,18.35,-0.36,
臺灣友善環境報酬指數,"5,333.12",-,5.74,-0.11,
台灣永續價值報酬指數,"4,879.33",-,21.48,-0.44,
特選臺灣IC設計報酬指數,"3,787.82",+,17.62,0.47,
特選臺灣環境永續高股息報酬指數,"4,981.57",+,9.49,0.19,
臺灣友善環境50報酬指數,"4,569.58",+,2.17,0.05,
特選台灣策略高股息30報酬指數,"4,814.55",+,31.76,0.66,
特選臺灣IC設計產業代表報酬指數,"4,222.21",+,0.27,0.01,
特選臺灣綠能報酬指數,"5,093.95",-,39.97,-0.78,
特選臺灣成長高股息報酬指數,"4,741.18",+,13.63,0.29,
特選臺灣智慧50報酬指數,"4,791.99",+,4.79,0.10,
特選臺灣標竿PCB報酬指數,"4,921.84",+,61.86,1.27,
報酬指數(臺灣指數公司),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
漲升股利150報酬指數,"11,277.56",+,26.97,0.24,
藍籌30報酬指數,"10,185.19",-,9.41,-0.09,
工業菁英30報酬指數,"10,855.92",+,36.02,0.33,
電子菁英30報酬指數,"9,836.87",+,19.59,0.20,
低波動股利精選30報酬指數,"9,471.43",-,68.32,-0.72,
中小型A級動能50報酬指數,"17,133.18",-,35.55,-0.21,
特選高息低波報酬指數,"10,057.01",-,11.34,-0.11,
臺灣永續報酬指數,"10,615.39",-,25.35,-0.24,
特選內需高收益報酬指數,"8,000.39",-,4.36,-0.05,
價值投資報酬指數,"9,980.39",+,62.45,0.63,
存股雙十等權重報酬指數,"9,495.26",-,11.61,-0.12,
特選大蘋果報酬指數,"7,979.94",+,21.07,0.26,
中小型300報酬指數,"10,418.47",+,39.09,0.38,
特股高息20報酬指數,"7,126.88",-,21.67,-0.30,
臺灣500報酬指數,"9,885.01",-,7.84,-0.08,
臺灣勞工權益報酬指數,"9,331.75",-,45.41,-0.48,
微波高息精選20報酬指數,"7,783.64",-,14.72,-0.19,
特選世代行動通訊報酬指數,"6,803.15",+,120.00,1.80,
智慧投資多因子30報酬指數,"6,493.65",-,7.46,-0.11,
特選大蘋果報酬正向兩倍指數,"13,494.91",+,71.08,0.53,
特選大蘋果報酬反向一倍指數,"7,357.54",-,19.53,-0.26,
特選價值成長報酬指數,"8,712.39",+,27.55,0.32,
臺灣上櫃永續報酬指數,"6,606.60",+,77.28,1.18,
特選台股領航報酬指數,"8,303.51",+,13.55,0.16,
特選Smart多因子報酬指數,"6,841.45",-,3.51,-0.05,
特選ESG高股息報酬指數,"4,911.74",-,7.21,-0.15,
特選上櫃ESG成長報酬指數,"4,582.10",+,64.74,1.43,
特選上櫃ESG電子菁英報酬指數,"4,912.18",+,71.44,1.48,
新臺灣高股息報酬指數,"5,256.66",+,3.28,0.06,
臺灣優息存股報酬指數,"5,402.06",-,29.10,-0.54,
111年04月21日 大盤統計資訊,,,,,
成交統計,成交金額(元),成交股數(股),成交筆數,,
1.一般股票,"238,480,874,123","4,026,499,994","1,961,420",,
2.台灣存託憑證,"21,130,207","4,037,758","1,230",,
3.受益憑證,0,0,0,,
4.ETF,"8,588,110,964","510,756,743","160,008",,
5.受益證券,"7,636,518","483,402",67,,
6.變更交易股票,"10,557,561","1,410,610",855,,
7.認購(售)權證,"2,459,388,890","1,980,638,000","77,213",,
8.轉換公司債,0,0,0,,
9.附認股權特別股,0,0,0,,
10.附認股權公司債,0,0,0,,
11.認股權憑證,0,0,0,,
12.公司債,0,0,0,,
13.ETN,"16,581,960","3,211,000",568,,
14.創新板股票,0,0,0,,
15.創新板-變更交易方法股票,0,0,0,,
證券合計(1+6+14+15),"238,491,431,684","4,027,910,604","1,962,275",,
總計(1~15),"249,584,280,223","6,527,037,507","2,201,361",,
漲跌證券數合計,,,,,
類型,整體市場,股票,,,
上漲(漲停),"5,822(11)",471(11),,,
下跌(跌停),"4,442(30)",376(1),,,
持平,734,100,,,
未成交,"17,074",4,,,
無比價,"2,346",9,,,
備註:,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
111年04月21日 每日收盤行情(全部(不含權證、牛熊證)),,,,,
備註:,,,,,
漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。,,,,,
當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。,,,,,
