指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"21,968.83",-,434.24,-1.94,
發行量加權股價指數,"19,468.00",-,389.67,-1.96,
臺灣公司治理100指數,"11,610.33",-,228.04,-1.93,
臺灣50指數,"16,204.66",-,337.10,-2.04,
臺灣50權重上限30%指數,"14,206.63",-,255.16,-1.76,
臺灣中型100指數,"16,541.05",-,388.35,-2.29,
臺灣資訊科技指數,"31,599.46",-,749.35,-2.32,
臺灣發達指數,"8,830.86",-,154.00,-1.71,
臺灣高股息指數,"8,556.67",-,100.69,-1.16,
臺灣就業99指數,"11,838.47",-,183.82,-1.53,
臺灣高薪100指數,"10,803.98",-,170.88,-1.56,
未含金融指數,"16,802.72",-,354.82,-2.07,
未含電子指數,"17,621.67",-,231.12,-1.29,
未含金融電子指數,"13,083.33",-,182.73,-1.38,
小型股300指數,"9,677.42",-,178.93,-1.82,
水泥窯製類指數,556.52,-,9.00,-1.59,
塑膠化工類指數,552.40,-,8.25,-1.47,
機電類指數,"5,796.32",-,134.37,-2.27,
水泥類指數,147.93,-,2.31,-1.54,
食品類指數,"2,016.07",+,7.14,0.36,
塑膠類指數,104.29,-,2.62,-2.45,
紡織纖維類指數,524.15,-,7.72,-1.45,
電機機械類指數,319.26,-,6.57,-2.02,
電器電纜類指數,76.74,-,2.11,-2.68,
化學生技醫療類指數,117.84,-,1.72,-1.44,
化學類指數,147.17,-,1.51,-1.02,
生技醫療類指數,64.05,-,1.10,-1.69,
玻璃陶瓷類指數,40.88,-,0.84,-2.01,
造紙類指數,248.90,-,5.22,-2.05,
鋼鐵類指數,123.60,-,2.65,-2.10,
橡膠類指數,253.28,+,2.73,1.09,
汽車類指數,343.77,-,3.57,-1.03,
電子工業類指數,"1,041.31",-,24.18,-2.27,
半導體類指數,533.20,-,13.08,-2.39,
電腦及週邊設備類指數,224.56,-,3.89,-1.70,
光電類指數,33.44,-,0.57,-1.68,
通信網路類指數,156.70,-,1.18,-0.75,
電子零組件類指數,184.24,-,6.63,-3.47,
電子通路類指數,220.33,+,0.26,0.12,
資訊服務類指數,205.77,-,1.37,-0.66,
其他電子類指數,129.60,-,3.30,-2.48,
建材營造類指數,502.47,-,9.02,-1.76,
航運類指數,191.01,-,2.05,-1.06,
觀光餐旅類指數,111.65,-,0.33,-0.29,
金融保險類指數,"1,960.20",-,22.83,-1.15,
貿易百貨類指數,259.70,+,1.85,0.72,
油電燃氣類指數,53.49,-,1.73,-3.13,
綠能環保類指數,95.10,-,0.83,-0.87,
數位雲端類指數,55.29,-,0.44,-0.79,
運動休閒類指數,79.43,-,1.19,-1.48,
居家生活類指數,105.68,-,2.93,-2.70,
其他類指數,290.25,-,4.38,-1.49,
臺指日報酬兩倍指數,"43,180.95",-,"1,763.92",-3.92,
臺指反向一倍指數,"3,203.23",+,61.65,1.96,
電子類兩倍槓桿指數,"52,025.46",-,"2,473.58",-4.54,
電子類反向指數,"2,411.46",+,53.51,2.27,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,273.42",-,46.79,-1.41,
臺灣中小型公司治理指數,"8,397.71",-,258.32,-2.98,
臺灣IPO指數,"4,745.77",-,99.93,-2.06,
智慧中立指數,"3,856.24",+,31.71,0.83,
臺灣5G指數,"10,066.35",-,192.06,-1.87,
臺灣企業社會責任中小型指數,"10,089.71",-,208.39,-2.02,
特選臺灣電動車代表指數,"8,358.66",-,176.92,-2.07,
臺灣科技龍頭通訊指數,"8,594.65",-,173.47,-1.98,
臺灣全市場指數,"6,744.53",-,133.61,-1.94,
臺灣全市場半導體指數,"6,692.43",-,155.05,-2.26,
臺灣智慧移動與電動車指數,"4,916.58",-,97.74,-1.95,
特選小資高價30指數,"6,583.62",-,174.54,-2.58,
特選臺灣綠能及電動車指數,"5,175.00",-,104.69,-1.98,
特選臺灣智能車供應鏈聯盟指數,"6,116.47",-,135.09,-2.16,
臺灣全市場半導體精選30指數,"5,251.85",-,129.48,-2.41,
特選臺灣高股息30指數,"4,537.93",-,60.43,-1.31,
臺灣友善環境指數,"6,063.12",-,103.99,-1.69,
台灣永續價值指數,"5,511.65",-,99.21,-1.77,
特選臺灣IC設計指數,"3,845.15",-,121.48,-3.06,
特選臺灣環境永續高股息指數,"6,343.94",-,83.40,-1.30,
臺灣友善環境50指數,"5,064.57",-,90.01,-1.75,
特選臺灣IC設計產業代表指數,"5,020.00",-,129.42,-2.51,
特選臺灣綠能指數,"4,332.98",-,128.19,-2.87,
特選臺灣智慧50指數,"4,717.94",-,92.66,-1.93,
臺灣晶圓製造指數,"5,261.58",-,119.58,-2.22,
臺灣精選高息指數,"5,153.85",-,52.76,-1.01,
臺灣多因子優選高股息30指數,"7,785.33",-,75.71,-0.96,
特選臺灣優利高填息30指數,"6,738.74",-,62.69,-0.92,
特選臺灣科技優息指數,"8,009.41",-,60.46,-0.75,
臺灣半導體收益指數,"5,934.54",-,117.36,-1.94,
臺灣優選成長高股息指數,"6,682.76",-,109.53,-1.61,
特選臺灣ESG低碳高息40指數,"7,432.87",-,87.15,-1.16,
臺灣優選多因子30指數,"7,924.21",-,105.81,-1.32,
臺灣創新科技50指數,"6,451.37",-,154.61,-2.34,
臺灣全市場新經濟產業指數,"4,113.84",-,52.26,-1.25,
臺灣ESG永續高股息等權重指數,"5,384.97",-,82.22,-1.50,
臺灣永續高息中小型指數,"4,920.64",-,65.37,-1.31,
特選臺灣高息優質成長指數,"5,387.91",-,77.11,-1.41,
特選臺灣高息動能指數,"6,166.87",-,16.09,-0.26,
臺灣電子成長高息等權重指數,"5,121.51",-,79.49,-1.53,
特選臺灣優利成長指數,"4,458.70",-,68.28,-1.51,
臺灣價值高息指數,"5,002.13",-,62.51,-1.23,
特選臺灣IC設計動能指數,"4,041.71",-,124.17,-2.98,
臺灣科技高股息指數,"4,612.38",-,74.12,-1.58,
臺灣趨勢動能高股息指數,"5,295.41",-,38.80,-0.73,
特選臺灣科技高息成長指數,"4,814.11",-,70.51,-1.44,
特選臺灣AI優息動能指數,"4,136.26",-,78.56,-1.86,
臺灣優選AI 50指數,"4,049.95",-,97.97,-2.36,
臺灣AI供應鏈聯盟指數,"4,543.99",-,121.63,-2.61,
台灣旗艦動能50指數,"4,762.47",-,64.95,-1.35,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"39,892.98",-,940.20,-2.30,
金融類日報酬反向一倍指數,"3,667.73",+,41.74,1.15,
漲升股利150指數,"8,792.34",-,132.36,-1.48,
藍籌30指數,"9,670.44",-,196.55,-1.99,
工業菁英30指數,"9,593.83",-,183.92,-1.88,
低波動股利精選30指數,"8,274.95",-,22.18,-0.27,
中小型A級動能50指數,"17,571.67",-,663.98,-3.64,
特選高息低波指數,"9,653.14",-,14.78,-0.15,
臺灣永續指數,"10,364.02",-,186.22,-1.77,
價值投資指數,"6,950.89",-,91.45,-1.30,
存股雙十等權重指數,"8,754.69",-,174.22,-1.95,
