指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"14,527.95",+,65.50,0.45,
發行量加權股價指數,"12,729.05",+,62.93,0.50,
臺灣公司治理100指數,"7,241.85",+,50.44,0.70,
臺灣50指數,"9,526.55",+,83.70,0.89,
臺灣50權重上限30%指數,"9,265.95",+,69.66,0.76,
臺灣中型100指數,"11,298.14",-,18.20,-0.16,
臺灣資訊科技指數,"15,806.95",+,104.36,0.66,
臺灣發達指數,"8,796.55",+,33.12,0.38,
臺灣高股息指數,"5,455.22",+,12.16,0.22,
臺灣就業99指數,"8,041.98",+,32.11,0.40,
臺灣高薪100指數,"7,257.44",+,47.78,0.66,
未含金融指數,"10,841.40",+,42.18,0.39,
未含電子指數,"15,678.90",+,99.37,0.64,
未含金融電子指數,"12,977.54",+,49.14,0.38,
小型股300指數,"7,312.66",-,17.19,-0.23,
水泥窯製類指數,542.22,+,4.31,0.80,
塑膠化工類指數,754.30,+,2.03,0.27,
機電類指數,"3,197.47",+,11.67,0.37,
水泥類指數,139.42,+,1.34,0.97,
食品類指數,"1,757.84",+,6.82,0.39,
塑膠類指數,227.36,+,0.88,0.39,
紡織纖維類指數,546.15,+,7.21,1.34,
電機機械類指數,191.61,-,0.09,-0.05,
電器電纜類指數,83.63,-,1.46,-1.72,
化學生技醫療類指數,98.36,+,0.05,0.05,
化學類指數,115.87,-,0.21,-0.18,
生技醫療類指數,56.95,+,0.17,0.30,
玻璃陶瓷類指數,49.92,-,0.08,-0.16,
造紙類指數,282.61,+,2.10,0.75,
鋼鐵類指數,127.43,-,0.11,-0.09,
橡膠類指數,219.49,+,0.11,0.05,
汽車類指數,307.80,+,1.74,0.57,
電子工業類指數,570.68,+,2.25,0.40,
半導體類指數,256.26,+,2.42,0.95,
電腦及週邊設備類指數,111.00,+,0.21,0.19,
光電類指數,30.28,+,0.20,0.66,
通信網路類指數,120.47,-,1.35,-1.11,
電子零組件類指數,136.08,-,2.13,-1.54,
電子通路類指數,157.98,+,0.25,0.16,
資訊服務類指數,114.65,-,0.58,-0.50,
其他電子類指數,93.56,+,0.41,0.44,
建材營造類指數,332.90,+,0.37,0.11,
航運類指數,144.64,+,0.30,0.21,
觀光類指數,92.70,-,0.33,-0.35,
金融保險類指數,"1,407.29",+,17.03,1.22,
貿易百貨類指數,252.15,+,3.65,1.47,
油電燃氣類指數,107.52,+,0.51,0.48,
其他類指數,300.32,+,1.67,0.56,
臺指日報酬兩倍指數,"20,381.33",+,200.53,0.99,
臺指反向一倍指數,"5,409.05",-,27.01,-0.50,
電子類兩倍槓桿指數,"18,063.69",+,141.88,0.79,
電子類反向指數,"5,078.82",-,20.18,-0.40,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,536.67",+,10.20,0.29,
臺灣中小型公司治理指數,"5,634.60",-,1.81,-0.03,
臺灣IPO指數,"3,956.73",+,1.34,0.03,
智慧中立指數,"3,483.48",-,0.31,-0.01,
臺灣5G指數,"6,165.62",-,16.95,-0.27,
臺灣企業社會責任中小型指數,"7,065.95",+,6.21,0.09,
特選臺灣電動車代表指數,"5,297.17",-,2.72,-0.05,
臺灣5G+通訊指數,"4,715.29",+,13.77,0.29,
臺灣全市場指數,"4,273.25",+,21.99,0.52,
臺灣全市場半導體指數,"3,737.67",+,12.61,0.34,
臺灣電動車與自駕科技永續概念指數,"3,439.83",+,0.38,0.01,
臺灣智慧移動與電動車指數,"3,237.11",-,10.57,-0.33,
特選小資高價30指數,"3,477.25",+,24.34,0.70,
特選臺灣綠能及電動車指數,"3,800.87",+,1.68,0.04,
特選臺灣智能車供應鏈聯盟指數,"3,526.91",+,17.25,0.49,
臺灣全市場半導體精選30指數,"2,935.17",+,9.23,0.32,
特選臺灣高股息30指數,"3,366.59",+,16.73,0.50,
臺灣友善環境指數,"3,865.91",+,17.94,0.47,
台灣永續價值指數,"3,619.76",+,19.46,0.54,
特選臺灣IC設計指數,"2,144.97",+,8.20,0.38,
特選臺灣環境永續高股息指數,"3,574.04",+,6.88,0.19,
臺灣友善環境50指數,"3,376.81",+,23.13,0.69,
特選台灣策略高股息30指數,"3,286.65",+,9.42,0.29,
特選臺灣IC設計產業代表指數,"2,509.11",+,11.08,0.44,
特選臺灣綠能指數,"4,064.49",-,9.52,-0.23,
特選臺灣成長高股息指數,"3,241.62",+,5.86,0.18,
特選臺灣智慧50指數,"3,115.78",+,24.30,0.79,
特選臺灣標竿PCB指數,"3,064.96",-,92.54,-2.93,
臺灣晶圓製造指數,"3,447.93",+,2.60,0.08,
臺灣精選高息指數,"3,316.45",+,18.53,0.56,
臺灣多因子優選高股息30指數,"4,272.74",+,20.56,0.48,
特選臺灣優利高填息30指數,"3,842.68",+,6.92,0.18,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"21,950.55",+,524.91,2.45,
金融類日報酬反向一倍指數,"5,442.52",-,67.49,-1.22,
漲升股利150指數,"6,858.97",+,20.84,0.30,
藍籌30指數,"6,102.27",+,52.06,0.86,
工業菁英30指數,"6,488.61",+,60.98,0.95,
電子菁英30指數,"6,153.04",-,9.12,-0.15,
低波動股利精選30指數,"6,099.54",+,18.19,0.30,
中小型A級動能50指數,"11,173.16",-,80.14,-0.71,
特選高息低波指數,"6,045.76",+,20.48,0.34,
臺灣永續指數,"6,514.51",+,44.29,0.68,
特選內需高收益指數,"5,340.49",-,5.93,-0.11,
價值投資指數,"4,764.16",-,34.28,-0.71,
存股雙十等權重指數,"5,950.53",+,56.59,0.96,
特選大蘋果指數,"5,709.82",+,6.43,0.11,
中小型300指數,"7,238.64",-,10.95,-0.15,
特股高息20指數,"5,416.32",+,8.31,0.15,
臺灣500指數,"6,590.09",+,31.60,0.48,
臺灣勞工權益指數,"6,567.49",+,40.46,0.62,
微波高息精選20指數,"5,789.30",+,16.28,0.28,
特選世代行動通訊指數,"5,205.87",-,59.37,-1.13,
智慧投資多因子30指數,"4,255.19",+,15.26,0.36,
臺股期貨指數,"6,678.46",+,29.88,0.45,
特選價值成長指數,"5,456.68",-,1.55,-0.03,
臺灣上櫃永續指數,"4,562.37",+,26.68,0.59,
特選台股領航指數,"5,784.69",+,52.80,0.92,
特選Smart多因子指數,"4,725.91",+,11.35,0.24,
特選ESG高股息指數,"3,501.81",+,6.86,0.20,
特選上櫃ESG成長指數,"3,251.26",+,22.86,0.71,
特選上櫃ESG電子菁英指數,"3,338.24",+,27.41,0.83,
新臺灣高股息指數,"3,911.77",+,11.13,0.29,
臺灣優息存股指數,"4,259.55",+,45.47,1.08,
特選上櫃ESG永續高股息指數,"4,768.41",+,38.80,0.82,
特選臺灣金融高股息存股指數,"4,552.49",+,58.34,1.30,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"20,292.85",+,91.50,0.45,
發行量加權股價報酬指數,"26,417.25",+,130.60,0.50,
臺灣公司治理100報酬指數,"9,932.73",+,69.17,0.70,
臺灣50報酬指數,"19,913.48",+,174.96,0.89,
臺灣50權重上限30%報酬指數,"19,576.25",+,147.17,0.76,
