指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,236.39",-,415.66,-2.23,
發行量加權股價指數,"16,048.92",-,359.28,-2.19,
臺灣公司治理100指數,"9,338.72",-,189.16,-1.99,
臺灣50指數,"12,416.44",-,240.64,-1.90,
臺灣50權重上限30%指數,"11,864.06",-,244.59,-2.02,
臺灣中型100指數,"13,529.48",-,371.26,-2.67,
臺灣資訊科技指數,"20,839.45",-,333.51,-1.58,
臺灣發達指數,"10,792.22",-,268.94,-2.43,
臺灣高股息指數,"7,359.77",-,160.82,-2.14,
臺灣就業99指數,"9,768.06",-,239.12,-2.39,
臺灣高薪100指數,"9,181.50",-,233.56,-2.48,
未含金融指數,"13,751.45",-,281.80,-2.01,
未含電子指數,"19,205.53",-,567.18,-2.87,
未含金融電子指數,"15,987.93",-,427.99,-2.61,
小型股300指數,"8,520.84",-,246.68,-2.81,
水泥窯製類指數,678.58,-,14.94,-2.15,
塑膠化工類指數,909.66,-,20.82,-2.24,
機電類指數,"4,099.61",-,72.89,-1.75,
水泥類指數,177.65,-,3.46,-1.91,
食品類指數,"1,837.36",-,33.02,-1.77,
塑膠類指數,276.95,-,5.90,-2.09,
紡織纖維類指數,558.95,-,11.39,-2.00,
電機機械類指數,217.90,-,3.39,-1.53,
電器電纜類指數,98.52,-,5.66,-5.43,
化學生技醫療類指數,117.63,-,2.96,-2.45,
化學類指數,144.83,-,4.25,-2.85,
生技醫療類指數,64.32,-,1.24,-1.89,
玻璃陶瓷類指數,55.96,-,2.13,-3.67,
造紙類指數,358.28,-,3.28,-0.91,
鋼鐵類指數,163.17,-,4.76,-2.83,
橡膠類指數,248.19,-,7.07,-2.77,
汽車類指數,300.24,-,7.68,-2.49,
電子工業類指數,734.22,-,12.86,-1.72,
半導體類指數,357.25,-,6.46,-1.78,
電腦及週邊設備類指數,132.70,-,2.16,-1.60,
光電類指數,32.64,-,1.30,-3.83,
通信網路類指數,134.61,-,2.05,-1.50,
電子零組件類指數,163.92,-,2.74,-1.64,
電子通路類指數,195.19,-,5.31,-2.65,
資訊服務類指數,126.61,-,1.47,-1.15,
其他電子類指數,96.08,-,0.34,-0.35,
建材營造類指數,364.25,-,7.41,-1.99,
航運類指數,271.47,-,9.93,-3.53,
觀光類指數,92.00,-,2.01,-2.14,
金融保險類指數,"1,701.30",-,60.97,-3.46,
貿易百貨類指數,282.41,-,11.13,-3.79,
油電燃氣類指數,118.16,-,0.99,-0.83,
其他類指數,363.88,-,13.36,-3.54,
臺指日報酬兩倍指數,"33,127.20",-,"1,517.17",-4.38,
臺指反向一倍指數,"4,384.73",+,93.95,2.19,
電子類兩倍槓桿指數,"30,876.90",-,"1,100.91",-3.44,
電子類反向指數,"4,074.10",+,68.94,1.72,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,027.20",-,104.31,-2.52,
臺灣中小型公司治理指數,"6,776.00",-,142.51,-2.06,
臺灣IPO指數,"6,049.29",-,109.17,-1.77,
智慧中立指數,"4,072.83",-,30.39,-0.74,
臺灣5G指數,"8,051.84",-,153.85,-1.87,
臺灣企業社會責任中小型指數,"8,257.15",-,231.36,-2.73,
特選臺灣電動車代表指數,"5,565.16",-,124.63,-2.19,
臺灣5G+通訊指數,"5,923.39",-,88.89,-1.48,
臺灣全市場指數,"5,430.62",-,123.30,-2.22,
臺灣全市場半導體指數,"5,277.97",-,123.65,-2.29,
臺灣電動車與自駕科技永續概念指數,"4,403.44",-,80.96,-1.81,
臺灣智慧移動與電動車指數,"4,147.23",-,82.83,-1.96,
特選小資高價30指數,"4,633.10",-,110.40,-2.33,
特選臺灣綠能及電動車指數,"4,513.10",-,98.04,-2.13,
特選臺灣智能車供應鏈聯盟指數,"4,335.57",-,70.79,-1.61,
臺灣全市場半導體精選30指數,"4,175.25",-,96.32,-2.25,
特選臺灣高股息30指數,"4,663.18",-,132.42,-2.76,
臺灣友善環境指數,"4,991.80",-,125.80,-2.46,
台灣永續價值指數,"4,546.90",-,115.11,-2.47,
特選臺灣IC設計指數,"3,445.29",-,100.38,-2.83,
特選臺灣環境永續高股息指數,"4,675.03",-,136.98,-2.85,
臺灣友善環境50指數,"4,328.96",-,83.30,-1.89,
特選台灣策略高股息30指數,"4,467.32",-,101.49,-2.22,
特選臺灣IC設計產業代表指數,"3,838.42",-,114.39,-2.89,
特選臺灣綠能指數,"4,746.93",-,119.61,-2.46,
特選臺灣成長高股息指數,"4,453.18",-,107.98,-2.37,
特選臺灣智慧50指數,"4,523.45",-,109.66,-2.37,
特選臺灣標竿PCB指數,"4,429.83",-,94.57,-2.09,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"32,627.09",-,"2,425.46",-6.92,
金融類日報酬反向一倍指數,"4,577.97",+,153.09,3.46,
漲升股利150指數,"8,433.14",-,163.07,-1.90,
藍籌30指數,"7,837.11",-,178.55,-2.23,
工業菁英30指數,"8,334.86",-,181.00,-2.13,
電子菁英30指數,"7,624.17",-,139.70,-1.80,
低波動股利精選30指數,"7,199.56",-,157.39,-2.14,
中小型A級動能50指數,"13,848.02",-,520.08,-3.62,
特選高息低波指數,"7,410.20",-,172.69,-2.28,
臺灣永續指數,"8,241.03",-,175.29,-2.08,
特選內需高收益指數,"6,250.86",-,127.40,-2.00,
價值投資指數,"7,459.24",-,165.50,-2.17,
存股雙十等權重指數,"7,965.33",-,184.55,-2.26,
特選大蘋果指數,"6,657.33",-,75.71,-1.12,
中小型300指數,"8,652.53",-,256.22,-2.88,
特股高息20指數,"6,232.32",-,45.65,-0.73,
臺灣500指數,"8,312.28",-,188.78,-2.22,
臺灣勞工權益指數,"7,741.50",-,184.35,-2.33,
微波高息精選20指數,"6,665.52",-,122.13,-1.80,
特選世代行動通訊指數,"5,863.92",-,150.05,-2.50,
智慧投資多因子30指數,"5,751.82",-,122.31,-2.08,
臺股期貨指數,"8,011.85",-,163.97,-2.01,
特選價值成長指數,"7,487.78",-,278.68,-3.59,
臺灣上櫃永續指數,"5,566.70",-,190.46,-3.31,
特選台股領航指數,"7,379.39",-,171.76,-2.27,
特選Smart多因子指數,"6,225.80",-,133.28,-2.10,
特選ESG高股息指數,"4,481.61",-,107.38,-2.34,
特選上櫃ESG成長指數,"4,016.27",-,156.28,-3.75,
特選上櫃ESG電子菁英指數,"4,304.66",-,158.84,-3.56,
新臺灣高股息指數,"4,962.64",-,134.44,-2.64,
臺灣優息存股指數,"5,071.53",-,160.49,-3.07,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"24,432.65",-,556.89,-2.23,
發行量加權股價報酬指數,"31,919.41",-,714.56,-2.19,
臺灣公司治理100報酬指數,"12,255.70",-,248.25,-1.99,
臺灣50報酬指數,"24,964.78",-,483.84,-1.90,
臺灣50權重上限30%報酬指數,"23,918.19",-,493.10,-2.02,
臺灣中型100報酬指數,"25,266.52",-,693.34,-2.67,
臺灣資訊科技股報酬指數,"39,613.50",-,633.98,-1.58,
臺灣發達報酬指數,"19,581.24",-,487.96,-2.43,
臺灣高股息報酬指數,"18,526.17",-,404.83,-2.14,
臺灣就業99報酬指數,"14,492.76",-,354.77,-2.39,
臺灣高薪100報酬指數,"12,440.28",-,316.46,-2.48,
未含金融電子報酬指數,"32,100.48",-,859.32,-2.61,
小型股300報酬指數,"10,775.47",-,311.96,-2.81,
水泥類報酬指數,337.76,-,6.57,-1.91,
食品類報酬指數,"2,780.41",-,49.96,-1.77,
塑膠類報酬指數,469.29,-,10.01,-2.09,
紡織纖維類報酬指數,881.43,-,17.95,-2.00,
電機機械類報酬指數,321.02,-,5.00,-1.53,
電器電纜類報酬指數,145.36,-,8.35,-5.43,
化學生技醫療類報酬指數,179.42,-,4.51,-2.45,
化學類報酬指數,235.94,-,6.93,-2.85,
生技醫療類報酬指數,88.80,-,1.71,-1.89,
玻璃陶瓷類報酬指數,65.05,-,2.49,-3.69,
造紙類報酬指數,528.05,-,4.83,-0.91,
鋼鐵類報酬指數,255.57,-,7.44,-2.83,
橡膠類報酬指數,385.18,-,10.97,-2.77,
汽車類報酬指數,465.12,-,11.91,-2.50,
電子工業類報酬指數,"1,332.39",-,23.34,-1.72,
半導體類報酬指數,612.26,-,11.07,-1.78,
電腦及週邊設備類報酬指數,274.89,-,4.48,-1.60,
光電類報酬指數,46.02,-,1.83,-3.82,
通信網路類報酬指數,273.22,-,4.16,-1.50,
電子零組件類報酬指數,294.52,-,4.92,-1.64,
電子通路類報酬指數,435.61,-,11.86,-2.65,
資訊服務類報酬指數,280.29,-,3.25,-1.15,
其他電子類報酬指數,148.15,-,0.53,-0.36,
建材營造類報酬指數,692.96,-,14.10,-1.99,
航運類報酬指數,384.26,-,14.06,-3.53,
觀光類報酬指數,124.70,-,2.72,-2.13,
金融保險類報酬指數,"2,815.30",-,100.89,-3.46,
貿易百貨類報酬指數,425.54,-,16.79,-3.80,
油電燃氣類報酬指數,179.44,-,1.51,-0.83,
其他類報酬指數,596.66,-,21.91,-3.54,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,389.30",-,113.69,-2.52,
臺灣中小型公司治理報酬指數,"8,510.02",-,178.98,-2.06,
臺灣IPO報酬指數,"6,827.54",-,123.22,-1.77,
智慧中立報酬指數,"4,432.28",-,33.09,-0.74,
加權指數掩護性臺指買權價外5%報酬指數,"6,897.01",-,154.37,-2.19,
臺灣5G報酬指數,"8,544.61",-,163.26,-1.87,
