指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"27,261.26",+,5.08,0.02,
發行量加權股價指數,"24,233.10",-,3.35,-0.01,
臺灣公司治理100指數,"14,516.28",-,38.94,-0.27,
臺灣50指數,"20,736.24",-,45.54,-0.22,
臺灣50權重上限30%指數,"17,544.52",-,65.06,-0.37,
臺灣中型100指數,"20,819.65",+,193.98,0.94,
臺灣資訊科技指數,"41,699.83",-,35.77,-0.09,
臺灣發達指數,"10,924.31",+,59.05,0.54,
臺灣高股息指數,"9,218.56",-,24.54,-0.27,
臺灣就業99指數,"13,633.40",-,40.68,-0.30,
臺灣高薪100指數,"12,098.77",-,75.38,-0.62,
未含金融指數,"21,281.49",+,15.82,0.07,
未含電子指數,"18,654.35",-,60.88,-0.33,
未含金融電子指數,"13,696.67",-,6.26,-0.05,
小型股300指數,"11,197.16",+,68.90,0.62,
水泥窯製類指數,540.44,-,0.91,-0.17,
塑膠化工類指數,659.08,+,4.70,0.72,
機電類指數,"7,706.49",+,8.81,0.11,
水泥類指數,121.33,-,0.94,-0.77,
食品類指數,"2,056.57",-,5.70,-0.28,
塑膠類指數,124.23,+,0.08,0.06,
紡織纖維類指數,502.97,+,0.54,0.11,
電機機械類指數,407.52,+,3.78,0.94,
電器電纜類指數,88.54,-,1.18,-1.32,
化學生技醫療類指數,150.90,+,2.00,1.34,
化學類指數,166.21,+,2.98,1.83,
生技醫療類指數,87.58,+,0.97,1.12,
玻璃陶瓷類指數,87.12,+,1.42,1.66,
造紙類指數,246.98,-,0.55,-0.22,
鋼鐵類指數,120.74,-,0.37,-0.31,
橡膠類指數,217.55,-,1.11,-0.51,
汽車類指數,328.35,-,2.08,-0.63,
電子工業類指數,"1,386.62",+,1.42,0.10,
半導體類指數,692.44,+,0.19,0.03,
電腦及週邊設備類指數,281.27,-,2.71,-0.95,
光電類指數,37.96,,--,--,
通信網路類指數,180.35,+,1.77,0.99,
電子零組件類指數,334.60,+,3.57,1.08,
電子通路類指數,236.58,+,1.04,0.44,
資訊服務類指數,220.49,-,2.39,-1.07,
其他電子類指數,196.62,+,0.24,0.12,
建材營造類指數,480.72,-,2.76,-0.57,
航運類指數,186.88,-,1.12,-0.60,
觀光餐旅類指數,109.60,+,0.56,0.51,
金融保險類指數,"2,114.59",-,17.00,-0.80,
貿易百貨類指數,255.12,+,2.70,1.07,
油電燃氣類指數,59.24,-,0.71,-1.18,
綠能環保類指數,103.96,-,0.63,-0.60,
