指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,730.96",+,213.23,1.29,
發行量加權股價指數,"14,583.42",+,173.37,1.20,
臺灣公司治理100指數,"8,329.92",+,79.67,0.97,
臺灣50指數,"11,099.84",+,91.25,0.83,
臺灣50權重上限30%指數,"10,540.80",+,95.89,0.92,
臺灣中型100指數,"12,743.37",+,269.20,2.16,
臺灣資訊科技指數,"18,800.89",+,194.89,1.05,
臺灣發達指數,"9,658.76",+,102.34,1.07,
臺灣高股息指數,"6,039.77",+,91.91,1.55,
臺灣就業99指數,"8,868.32",+,121.14,1.38,
臺灣高薪100指數,"8,045.70",+,88.09,1.11,
未含金融指數,"12,489.67",+,153.13,1.24,
未含電子指數,"17,303.48",+,219.22,1.28,
未含金融電子指數,"14,328.68",+,203.20,1.44,
小型股300指數,"8,281.91",+,151.27,1.86,
水泥窯製類指數,644.22,+,3.17,0.49,
塑膠化工類指數,819.03,+,12.36,1.53,
機電類指數,"3,755.68",+,42.73,1.15,
水泥類指數,173.21,+,0.77,0.45,
食品類指數,"1,847.62",+,15.06,0.82,
塑膠類指數,232.52,+,1.86,0.81,
紡織纖維類指數,578.07,+,11.56,2.04,
電機機械類指數,219.55,+,2.06,0.95,
電器電纜類指數,92.70,+,1.79,1.97,
化學生技醫療類指數,122.11,+,3.56,3.00,
化學類指數,138.77,+,3.01,2.22,
生技醫療類指數,73.32,+,2.68,3.79,
玻璃陶瓷類指數,44.08,+,0.38,0.87,
造紙類指數,294.65,+,2.70,0.92,
鋼鐵類指數,137.67,+,2.79,2.07,
橡膠類指數,242.94,+,4.44,1.86,
汽車類指數,328.50,+,7.63,2.38,
電子工業類指數,671.06,+,7.63,1.15,
半導體類指數,314.44,+,2.66,0.85,
電腦及週邊設備類指數,122.02,+,2.61,2.19,
光電類指數,33.67,+,0.26,0.78,
通信網路類指數,134.57,+,1.21,0.91,
電子零組件類指數,154.38,+,3.61,2.39,
電子通路類指數,172.19,+,3.19,1.89,
資訊服務類指數,126.18,+,1.93,1.55,
其他電子類指數,99.13,+,1.17,1.19,
建材營造類指數,360.62,+,3.79,1.06,
航運類指數,173.61,+,0.27,0.16,
觀光類指數,98.13,+,0.75,0.77,
金融保險類指數,"1,551.55",+,14.35,0.93,
貿易百貨類指數,284.92,+,5.81,2.08,
油電燃氣類指數,107.43,+,1.03,0.97,
其他類指數,346.95,+,8.44,2.49,
臺指日報酬兩倍指數,"26,950.41",+,633.25,2.41,
臺指反向一倍指數,"4,755.12",-,57.91,-1.20,
電子類兩倍槓桿指數,"25,267.98",+,568.14,2.30,
電子類反向指數,"4,367.45",-,50.81,-1.15,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,538.00",+,64.30,1.44,
臺灣中小型公司治理指數,"6,633.85",+,204.97,3.19,
臺灣IPO指數,"5,192.42",+,126.54,2.50,
智慧中立指數,"3,593.89",-,11.44,-0.32,
臺灣5G指數,"7,019.08",+,100.39,1.45,
臺灣企業社會責任中小型指數,"7,829.60",+,237.10,3.12,
特選臺灣電動車代表指數,"5,696.28",+,130.16,2.34,
臺灣5G+通訊指數,"5,375.17",+,59.49,1.12,
臺灣全市場指數,"4,956.20",+,61.71,1.26,
臺灣全市場半導體指數,"4,433.33",+,71.30,1.63,
臺灣電動車與自駕科技永續概念指數,"3,928.34",+,60.93,1.58,
臺灣智慧移動與電動車指數,"3,580.10",+,47.23,1.34,
特選小資高價30指數,"4,154.41",+,84.11,2.07,
特選臺灣綠能及電動車指數,"4,254.32",+,64.77,1.55,
特選臺灣智能車供應鏈聯盟指數,"4,017.74",+,57.52,1.45,
臺灣全市場半導體精選30指數,"3,489.88",+,59.84,1.74,
特選臺灣高股息30指數,"3,716.25",+,85.85,2.36,
臺灣友善環境指數,"4,365.32",+,52.01,1.21,
台灣永續價值指數,"4,132.48",+,46.62,1.14,
特選臺灣IC設計指數,"2,561.88",+,66.83,2.68,
特選臺灣環境永續高股息指數,"3,890.15",+,107.66,2.85,
臺灣友善環境50指數,"3,786.33",+,39.36,1.05,
特選台灣策略高股息30指數,"3,637.23",+,89.88,2.53,
特選臺灣IC設計產業代表指數,"3,058.14",+,93.43,3.15,
特選臺灣綠能指數,"4,725.72",+,95.61,2.06,
特選臺灣成長高股息指數,"3,608.10",+,84.21,2.39,
特選臺灣智慧50指數,"3,605.22",+,29.95,0.84,
特選臺灣標竿PCB指數,"3,640.56",+,34.68,0.96,
臺灣晶圓製造指數,"4,044.66",+,73.04,1.84,
臺灣精選高息指數,"3,578.87",+,62.18,1.77,
臺灣多因子優選高股息30指數,"4,627.87",+,88.41,1.95,
特選臺灣優利高填息30指數,"4,281.96",+,93.96,2.24,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"26,780.41",+,490.83,1.87,
金融類日報酬反向一倍指數,"4,954.30",-,46.68,-0.93,
漲升股利150指數,"7,556.28",+,103.92,1.39,
藍籌30指數,"6,992.62",+,72.18,1.04,
工業菁英30指數,"7,349.78",+,71.87,0.99,
電子菁英30指數,"7,185.17",+,157.60,2.24,
低波動股利精選30指數,"6,830.86",+,60.22,0.89,
中小型A級動能50指數,"13,353.78",+,289.68,2.22,
特選高息低波指數,"6,509.52",+,110.24,1.72,
臺灣永續指數,"7,405.96",+,76.41,1.04,
特選內需高收益指數,"5,807.54",+,68.70,1.20,
價值投資指數,"5,389.62",+,87.27,1.65,
存股雙十等權重指數,"6,542.17",+,72.50,1.12,
特選大蘋果指數,"6,360.59",+,94.74,1.51,
中小型300指數,"8,246.58",+,172.25,2.13,
特股高息20指數,"5,859.28",+,20.68,0.35,
臺灣500指數,"7,520.05",+,89.85,1.21,
臺灣勞工權益指數,"7,055.78",+,88.85,1.28,
微波高息精選20指數,"6,363.71",+,65.81,1.04,
特選世代行動通訊指數,"6,243.35",+,83.89,1.36,
智慧投資多因子30指數,"4,876.17",+,34.58,0.71,
臺股期貨指數,"7,603.25",+,98.78,1.32,
特選價值成長指數,"5,843.29",+,125.54,2.20,
臺灣上櫃永續指數,"5,723.10",+,195.69,3.54,
