指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,056.48",-,148.77,-0.77,
發行量加權股價指數,"16,652.24",-,130.33,-0.78,
臺灣公司治理100指數,"9,365.13",-,67.66,-0.72,
臺灣50指數,"12,422.71",-,106.89,-0.85,
臺灣50權重上限30%指數,"11,705.79",-,79.04,-0.67,
臺灣中型100指數,"16,778.04",-,184.58,-1.09,
臺灣資訊科技指數,"23,162.53",-,298.13,-1.27,
臺灣發達指數,"9,605.52",-,47.28,-0.49,
臺灣高股息指數,"8,147.24",-,63.63,-0.77,
臺灣就業99指數,"10,824.72",-,75.25,-0.69,
臺灣高薪100指數,"9,086.08",-,48.18,-0.53,
未含金融指數,"14,399.82",-,133.52,-0.92,
未含電子指數,"17,751.75",-,14.62,-0.08,
未含金融電子指數,"14,457.78",-,38.81,-0.27,
小型股300指數,"9,656.54",-,44.61,-0.46,
水泥窯製類指數,595.99,-,2.10,-0.35,
塑膠化工類指數,810.10,+,2.40,0.30,
機電類指數,"4,594.04",-,54.67,-1.18,
水泥類指數,155.38,-,0.48,-0.31,
食品類指數,"1,946.11",-,0.98,-0.05,
塑膠類指數,220.72,+,0.73,0.33,
紡織纖維類指數,594.43,-,1.53,-0.26,
電機機械類指數,302.05,-,3.10,-1.02,
電器電纜類指數,99.74,-,2.38,-2.33,
化學生技醫療類指數,127.42,+,0.28,0.22,
化學類指數,166.20,+,2.15,1.31,
生技醫療類指數,65.64,-,0.76,-1.14,
玻璃陶瓷類指數,50.39,-,0.33,-0.65,
造紙類指數,340.04,+,7.73,2.33,
鋼鐵類指數,132.15,-,0.19,-0.14,
橡膠類指數,260.89,+,0.89,0.34,
汽車類指數,403.45,-,4.65,-1.14,
電子工業類指數,819.18,-,9.71,-1.17,
半導體類指數,374.70,-,4.72,-1.24,
電腦及週邊設備類指數,221.20,-,3.65,-1.62,
光電類指數,33.23,-,0.55,-1.63,
通信網路類指數,144.77,-,0.30,-0.21,
電子零組件類指數,195.09,-,2.62,-1.33,
電子通路類指數,218.61,+,1.09,0.50,
資訊服務類指數,174.41,-,0.03,-0.02,
其他電子類指數,104.14,-,0.68,-0.65,
建材營造類指數,391.62,+,2.69,0.69,
航運類指數,131.89,-,1.91,-1.43,
觀光餐旅類指數,121.47,-,1.32,-1.08,
金融保險類指數,"1,650.80",+,5.20,0.32,
貿易百貨類指數,273.91,-,0.11,-0.04,
油電燃氣類指數,108.71,+,1.51,1.41,
綠能環保類指數,88.37,-,0.17,-0.19,
數位雲端類指數,84.75,-,1.01,-1.18,
運動休閒類指數,89.35,-,1.19,-1.31,
居家生活類指數,91.00,-,1.26,-1.37,
其他類指數,360.18,-,0.85,-0.24,
臺指日報酬兩倍指數,"34,291.94",-,541.01,-1.55,
臺指反向一倍指數,"4,053.09",+,31.23,0.78,
電子類兩倍槓桿指數,"36,067.13",-,865.29,-2.34,
電子類反向指數,"3,422.68",+,39.63,1.17,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,947.29",+,5.67,0.14,
臺灣中小型公司治理指數,"9,296.88",-,84.09,-0.90,
臺灣IPO指數,"4,682.21",-,46.76,-0.99,
智慧中立指數,"3,279.62",-,0.37,-0.01,
臺灣5G指數,"8,292.35",-,82.17,-0.98,
臺灣企業社會責任中小型指數,"10,422.94",-,87.88,-0.84,
特選臺灣電動車代表指數,"8,100.11",-,89.88,-1.10,
臺灣5G+通訊指數,"6,712.73",-,73.89,-1.09,
臺灣全市場指數,"5,673.89",-,48.04,-0.84,
臺灣全市場半導體指數,"5,574.30",-,56.03,-1.00,
臺灣智慧移動與電動車指數,"4,388.92",-,57.09,-1.28,
特選小資高價30指數,"5,410.84",-,66.99,-1.22,
